cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.2584', '0.7501', '0.7371', '0.7446']","['0.2480', '0.0000', '0.1061', '0.0000']","['0.9794', '0.0000', '0.0089', '0.0000']","['0.3958', '0.0000', '0.0164', '0.0000']","['0.9794', '0.0000', '0.0089', '0.0000']","['0.0206', '1.0000', '0.9755', '1.0000']","[[2332, 0, 49, 0], [2342, 0, 57, 0], [2347, 0, 21, 0], [2381, 0, 71, 0]]",-1,-1
1,"['0.2658', '0.7501', '0.7391', '0.7446']","['0.2505', '0.0000', '0.2249', '0.0000']","['0.9836', '0.0000', '0.0236', '0.0000']","['0.3992', '0.0000', '0.0428', '0.0000']","['0.9836', '0.0000', '0.0236', '0.0000']","['0.0291', '1.0000', '0.9733', '1.0000']","[[2342, 0, 39, 0], [2344, 0, 55, 0], [2312, 0, 56, 0], [2353, 0, 99, 0]]",1,1
2,"['0.3048', '0.7501', '0.7228', '0.7446']","['0.2584', '0.0000', '0.2951', '0.0000']","['0.9643', '0.0000', '0.0891', '0.0000']","['0.4076', '0.0000', '0.1369', '0.0000']","['0.9643', '0.0000', '0.0891', '0.0000']","['0.0873', '1.0000', '0.9303', '1.0000']","[[2296, 0, 85, 0], [2257, 0, 142, 0], [2157, 0, 211, 0], [2175, 0, 277, 0]]",1,1
3,"['0.3344', '0.7502', '0.7090', '0.7446']","['0.2648', '0.6667', '0.3017', '0.0000']","['0.9479', '0.0008', '0.1368', '0.0000']","['0.4140', '0.0017', '0.1883', '0.0000']","['0.9479', '0.0008', '0.1368', '0.0000']","['0.1320', '0.9999', '0.8963', '1.0000']","[[2257, 1, 123, 0], [2168, 2, 229, 0], [2044, 0, 324, 0], [2054, 0, 398, 0]]",1,1
4,"['0.3781', '0.7534', '0.6970', '0.7446']","['0.2766', '0.8200', '0.3210', '0.5000']","['0.9332', '0.0171', '0.2048', '0.0012']","['0.4267', '0.0335', '0.2501', '0.0024']","['0.9332', '0.0171', '0.2048', '0.0012']","['0.1950', '0.9988', '0.8581', '0.9996']","[[2222, 5, 151, 3], [2060, 41, 298, 0], [1882, 1, 485, 0], [1869, 3, 577, 3]]",1,1
5,"['0.4870', '0.7566', '0.6776', '0.7441']","['0.3132', '0.7313', '0.3629', '0.0000']","['0.8958', '0.0409', '0.4062', '0.0000']","['0.4641', '0.0774', '0.3833', '0.0000']","['0.8958', '0.0409', '0.4062', '0.0000']","['0.3521', '0.9950', '0.7665', '0.9993']","[[2133, 18, 225, 5], [1885, 98, 416, 0], [1395, 11, 962, 0], [1397, 7, 1048, 0]]",0,0
6,"['0.5977', '0.7592', '0.6427', '0.7440']","['0.3640', '0.6835', '0.3641', '0.2000']","['0.8324', '0.0675', '0.6009', '0.0008']","['0.5065', '0.1229', '0.4535', '0.0016']","['0.8324', '0.0675', '0.6009', '0.0008']","['0.5203', '0.9896', '0.6564', '0.9989']","[[1982, 39, 353, 7], [1624, 162, 612, 1], [927, 18, 1423, 0], [912, 18, 1520, 2]]",1,1
7,"['0.6354', '0.7610', '0.6331', '0.7448']","['0.3879', '0.6496', '0.3633', '0.5263']","['0.8131', '0.0950', '0.6474', '0.0082']","['0.5252', '0.1658', '0.4654', '0.0161']","['0.8131', '0.0950', '0.6474', '0.0082']","['0.5768', '0.9829', '0.6285', '0.9975']","[[1936, 61, 377, 7], [1492, 228, 669, 10], [803, 31, 1533, 1], [760, 31, 1641, 20]]",1,1
8,"['0.6743', '0.7612', '0.6247', '0.7450']","['0.4168', '0.6039', '0.3627', '0.5192']","['0.7845', '0.1296', '0.6892', '0.0220']","['0.5444', '0.2135', '0.4753', '0.0423']","['0.7845', '0.1296', '0.6892', '0.0220']","['0.6379', '0.9717', '0.6036', '0.9930']","[[1868, 102, 395, 16], [1337, 311, 723, 28], [684, 46, 1632, 6], [593, 56, 1749, 54]]",1,1
9,"['0.6669', '0.7616', '0.6454', '0.7472']","['0.4104', '0.5873', '0.3749', '0.5465']","['0.7858', '0.1542', '0.6558', '0.0600']","['0.5392', '0.2443', '0.4771', '0.1080']","['0.7858', '0.1542', '0.6558', '0.0600']","['0.6276', '0.9639', '0.6420', '0.9829']","[[1871, 121, 352, 37], [1336, 370, 638, 55], [720, 65, 1553, 30], [632, 74, 1599, 147]]",1,1
