cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.7583', '0.7501', '0.3261', '0.7060']","['0.5840', '0.0000', '0.2605', '0.2255']","['0.0890', '0.0000', '0.9421', '0.0620']","['0.1545', '0.0000', '0.4082', '0.0972']","['0.0890', '0.0000', '0.9421', '0.0620']","['0.9791', '1.0000', '0.1244', '0.9270']","[[212, 0, 1947, 222], [65, 0, 2123, 211], [48, 0, 2231, 89], [38, 0, 2262, 152]]",-1,-1
1,"['0.6005', '0.7510', '0.5732', '0.7373']","['0.3526', '0.6552', '0.3084', '0.2266']","['0.7304', '0.0079', '0.5874', '0.0118']","['0.4756', '0.0157', '0.4044', '0.0225']","['0.7304', '0.0079', '0.5874', '0.0118']","['0.5577', '0.9986', '0.5686', '0.9861']","[[1739, 0, 616, 26], [1264, 19, 1061, 55], [956, 3, 1391, 18], [973, 7, 1443, 29]]",0,0
2,"['0.5392', '0.7524', '0.6380', '0.7369']","['0.3277', '0.5775', '0.3311', '0.3532']","['0.8160', '0.0342', '0.4582', '0.0363']","['0.4676', '0.0645', '0.3844', '0.0658']","['0.8160', '0.0342', '0.4582', '0.0363']","['0.4478', '0.9917', '0.6969', '0.9772']","[[1943, 19, 381, 38], [1551, 82, 681, 85], [1223, 20, 1085, 40], [1212, 21, 1130, 89]]",3,3
3,"['0.5504', '0.7502', '0.6467', '0.7423']","['0.3364', '0.5017', '0.3424', '0.4225']","['0.8354', '0.0621', '0.4696', '0.0245']","['0.4796', '0.1105', '0.3960', '0.0463']","['0.8354', '0.0621', '0.4696', '0.0245']","['0.4564', '0.9794', '0.7046', '0.9885']","[[1989, 50, 327, 15], [1574, 149, 637, 39], [1179, 49, 1112, 28], [1171, 49, 1172, 60]]",1,1
4,"['0.6723', '0.7543', '0.6144', '0.7426']","['0.4141', '0.5312', '0.3479', '0.4228']","['0.7740', '0.1417', '0.6444', '0.0212']","['0.5395', '0.2238', '0.4519', '0.0404']","['0.7740', '0.1417', '0.6444', '0.0212']","['0.6387', '0.9583', '0.6045', '0.9901']","[[1843, 100, 423, 15], [1158, 340, 856, 45], [726, 105, 1526, 11], [724, 95, 1581, 52]]",1,1
5,"['0.6970', '0.7566', '0.6039', '0.7439']","['0.4371', '0.5478', '0.3457', '0.4660']","['0.7711', '0.1480', '0.6786', '0.0196']","['0.5580', '0.2330', '0.4580', '0.0376']","['0.7711', '0.1480', '0.6786', '0.0196']","['0.6725', '0.9593', '0.5794', '0.9923']","[[1836, 108, 426, 11], [1114, 355, 895, 35], [650, 102, 1607, 9], [600, 83, 1721, 48]]",2,2
6,"['0.7144', '0.7580', '0.6002', '0.7418']","['0.4546', '0.5548', '0.3453', '0.4237']","['0.7593', '0.1605', '0.6930', '0.0306']","['0.5687', '0.2489', '0.4610', '0.0571']","['0.7593', '0.1605', '0.6930', '0.0306']","['0.6995', '0.9571', '0.5698', '0.9857']","[[1808, 124, 426, 23], [1055, 385, 895, 64], [608, 104, 1641, 15], [506, 81, 1790, 75]]",1,1
7,"['0.7423', '0.7639', '0.5898', '0.7380']","['0.4870', '0.5897', '0.3422', '0.4006']","['0.7304', '0.1809', '0.7192', '0.0518']","['0.5843', '0.2769', '0.4638', '0.0917']","['0.7304', '0.1809', '0.7192', '0.0518']","['0.7462', '0.9581', '0.5474', '0.9734']","[[1739, 128, 472, 42], [932, 434, 923, 110], [531, 96, 1703, 38], [369, 78, 1878, 127]]",1,1
8,"['0.7524', '0.7643', '0.6051', '0.7380']","['0.5006', '0.5835', '0.3512', '0.4467']","['0.7178', '0.1980', '0.7090', '0.1077']","['0.5898', '0.2957', '0.4697', '0.1735']","['0.7178', '0.1980', '0.7090', '0.1077']","['0.7638', '0.9529', '0.5711', '0.9543']","[[1709, 135, 468, 69], [896, 475, 860, 168], [495, 104, 1679, 90], [314, 100, 1774, 264]]",0,0
9,"['0.7524', '0.7627', '0.6448', '0.7291']","['0.5006', '0.5632', '0.3626', '0.4476']","['0.7207', '0.2247', '0.5807', '0.2598']","['0.5908', '0.3212', '0.4464', '0.3288']","['0.7207', '0.2247', '0.5807', '0.2598']","['0.7628', '0.9420', '0.6658', '0.8900']","[[1716, 159, 368, 138], [891, 539, 684, 285], [500, 130, 1375, 363], [321, 129, 1365, 637]]",3,3
10,"['0.7447', '0.7564', '0.6908', '0.7029']","['0.4902', '0.5250', '0.3509', '0.4290']","['0.7354', '0.2622', '0.2981', '0.4931']","['0.5883', '0.3497', '0.3224', '0.4588']","['0.7354', '0.2622', '0.2981', '0.4931']","['0.7477', '0.9210', '0.8194', '0.7749']","[[1751, 194, 216, 220], [920, 629, 405, 445], [540, 178, 706, 944], [361, 197, 685, 1209]]",1,1
11,"['0.7615', '0.7590', '0.7137', '0.6737']","['0.5138', '0.5321', '0.3327', '0.4114']","['0.7131', '0.2935', '0.1596', '0.6436']","['0.5973', '0.3783', '0.2158', '0.5019']","['0.7131', '0.2935', '0.1596', '0.6436']","['0.7774', '0.9140', '0.8952', '0.6841']","[[1698, 219, 162, 302], [827, 704, 225, 643], [483, 194, 378, 1313], [297, 206, 371, 1578]]",2,2
12,"['0.7703', '0.7606', '0.7223', '0.6624']","['0.5284', '0.5358', '0.3295', '0.4064']","['0.6879', '0.3151', '0.1216', '0.6986']","['0.5977', '0.3969', '0.1777', '0.5139']","['0.6879', '0.3151', '0.1216', '0.6986']","['0.7975', '0.9090', '0.9190', '0.6500']","[[1638, 248, 152, 343], [750, 756, 170, 723], [445, 199, 288, 1436], [267, 208, 264, 1713]]",1,1
13,"['0.7659', '0.7598', '0.7265', '0.6655']","['0.5211', '0.5302', '0.3271', '0.4082']","['0.6963', '0.3401', '0.1030', '0.6880']","['0.5961', '0.4144', '0.1567', '0.5124']","['0.6963', '0.3401', '0.1030', '0.6880']","['0.7889', '0.8996', '0.9306', '0.6578']","[[1658, 269, 125, 329], [766, 816, 141, 676], [469, 214, 244, 1441], [289, 240, 236, 1687]]",2,2
14,"['0.7698', '0.7592', '0.7303', '0.6670']","['0.5275', '0.5261', '0.3392', '0.4100']","['0.6888', '0.3656', '0.0984', '0.6917']","['0.5974', '0.4314', '0.1525', '0.5148']","['0.6888', '0.3656', '0.0984', '0.6917']","['0.7965', '0.8903', '0.9372', '0.6585']","[[1640, 291, 118, 332], [734, 877, 119, 669], [457, 238, 233, 1440], [278, 261, 217, 1696]]",0,0
15,"['0.7707', '0.7607', '0.7262', '0.6744']","['0.5291', '0.5292', '0.3333', '0.4154']","['0.6863', '0.3856', '0.1098', '0.6750']","['0.5975', '0.4461', '0.1652', '0.5143']","['0.6863', '0.3856', '0.1098', '0.6750']","['0.7986', '0.8857', '0.9281', '0.6742']","[[1634, 303, 136, 308], [720, 925, 137, 617], [460, 244, 260, 1404], [274, 276, 247, 1655]]",3,3
16,"['0.7793', '0.7624', '0.7255', '0.6726']","['0.5462', '0.5311', '0.3390', '0.4144']","['0.6510', '0.4198', '0.1187', '0.6823']","['0.5940', '0.4689', '0.1758', '0.5156']","['0.6510', '0.4198', '0.1187', '0.6823']","['0.8216', '0.8765', '0.9242', '0.6693']","[[1550, 354, 158, 319], [630, 1007, 134, 628], [414, 256, 281, 1417], [244, 279, 256, 1673]]",2,2
17,"['0.7778', '0.7616', '0.7230', '0.6797']","['0.5435', '0.5275', '0.3389', '0.4190']","['0.6510', '0.4398', '0.1292', '0.6570']","['0.5924', '0.4797', '0.1871', '0.5117']","['0.6510', '0.4398', '0.1292', '0.6570']","['0.8196', '0.8688', '0.9175', '0.6875']","[[1550, 373, 164, 294], [624, 1055, 151, 569], [425, 266, 306, 1371], [253, 306, 282, 1611]]",1,1
18,"['0.7835', '0.7631', '0.7234', '0.6797']","['0.5553', '0.5301', '0.3439', '0.4193']","['0.6392', '0.4594', '0.1334', '0.6603']","['0.5943', '0.4922', '0.1923', '0.5129']","['0.6392', '0.4594', '0.1334', '0.6603']","['0.8311', '0.8643', '0.9166', '0.6863']","[[1522, 396, 168, 295], [583, 1102, 147, 567], [400, 272, 316, 1380], [236, 309, 288, 1619]]",3,3
19,"['0.7790', '0.7631', '0.7229', '0.6873']","['0.5456', '0.5297', '0.3492', '0.4254']","['0.6514', '0.4644', '0.1427', '0.6395']","['0.5938', '0.4949', '0.2026', '0.5109']","['0.6514', '0.4644', '0.1427', '0.6395']","['0.8210', '0.8627', '0.9129', '0.7037']","[[1551, 388, 172, 270], [601, 1114, 158, 526], [429, 279, 338, 1322], [262, 322, 300, 1568]]",0,0
20,"['0.7799', '0.7586', '0.7252', '0.6881']","['0.5483', '0.5182', '0.3503', '0.4262']","['0.6388', '0.4869', '0.1334', '0.6378']","['0.5901', '0.5020', '0.1933', '0.5109']","['0.6388', '0.4869', '0.1334', '0.6378']","['0.8264', '0.8492', '0.9190', '0.7054']","[[1521, 426, 162, 272], [575, 1168, 143, 513], [424, 307, 316, 1321], [254, 353, 281, 1564]]",3,3
21,"['0.7811', '0.7586', '0.7251', '0.6914']","['0.5511', '0.5177', '0.3569', '0.4289']","['0.6342', '0.5002', '0.1427', '0.6289']","['0.5897', '0.5088', '0.2039', '0.5100']","['0.6342', '0.5002', '0.1427', '0.6289']","['0.8296', '0.8447', '0.9158', '0.7128']","[[1510, 439, 167, 265], [556, 1200, 149, 494], [423, 313, 338, 1294], [251, 366, 293, 1542]]",1,1
22,"['0.7891', '0.7671', '0.7203', '0.6883']","['0.5689', '0.5363', '0.3545', '0.4266']","['0.6174', '0.5023', '0.1630', '0.6403']","['0.5921', '0.5187', '0.2233', '0.5121']","['0.6174', '0.5023', '0.1630', '0.6403']","['0.8457', '0.8553', '0.9028', '0.7048']","[[1470, 440, 196, 275], [509, 1205, 171, 514], [385, 276, 386, 1321], [220, 326, 336, 1570]]",2,2
23,"['0.7859', '0.7645', '0.7241', '0.6909']","['0.5617', '0.5298', '0.3602', '0.4292']","['0.6233', '0.5119', '0.1529', '0.6362']","['0.5909', '0.5207', '0.2146', '0.5126']","['0.6233', '0.5119', '0.1529', '0.6362']","['0.8396', '0.8486', '0.9111', '0.7097']","[[1484, 446, 177, 274], [521, 1228, 158, 492], [405, 292, 362, 1309], [232, 352, 308, 1560]]",1,1
24,"['0.7835', '0.7638', '0.7201', '0.6970']","['0.5569', '0.5276', '0.3562', '0.4339']","['0.6224', '0.5223', '0.1668', '0.6113']","['0.5879', '0.5249', '0.2272', '0.5075']","['0.6224', '0.5223', '0.1668', '0.6113']","['0.8367', '0.8442', '0.9013', '0.7264']","[[1482, 457, 194, 248], [522, 1253, 173, 451], [415, 301, 395, 1257], [242, 364, 347, 1499]]",3,3
