cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.5106', '0.7499', '0.7533', '0.6249']","['0.3117', '0.4737', '0.0000', '0.3315']","['0.8055', '0.0075', '0.0000', '0.4608']","['0.4495', '0.0148', '0.0000', '0.3856']","['0.8055', '0.0075', '0.0000', '0.4608']","['0.4134', '0.9972', '1.0000', '0.6812']","[[1918, 10, 0, 453], [1478, 18, 0, 903], [1440, 5, 0, 923], [1317, 5, 0, 1130]]",-1,-1
1,"['0.4814', '0.7439', '0.7533', '0.6737']","['0.3051', '0.4215', '0.0000', '0.3668']","['0.8543', '0.0671', '0.0000', '0.3817']","['0.4497', '0.1158', '0.0000', '0.3741']","['0.8543', '0.0671', '0.0000', '0.3817']","['0.3584', '0.9693', '1.0000', '0.7739']","[[2034, 63, 0, 284], [1625, 161, 0, 613], [1574, 75, 0, 719], [1433, 83, 0, 936]]",3,3
2,"['0.5649', '0.7156', '0.7533', '0.6803']","['0.3425', '0.3449', '0.0000', '0.3910']","['0.8202', '0.1534', '0.0000', '0.4515']","['0.4832', '0.2123', '0.0000', '0.4191']","['0.8202', '0.1534', '0.0000', '0.4515']","['0.4807', '0.9029', '1.0000', '0.7588']","[[1953, 153, 0, 275], [1409, 368, 0, 622], [1251, 290, 0, 827], [1089, 256, 0, 1107]]",2,2
3,"['0.6433', '0.7142', '0.7533', '0.6619']","['0.3909', '0.3668', '0.0000', '0.3873']","['0.7850', '0.1980', '0.0000', '0.5567']","['0.5219', '0.2572', '0.0000', '0.4568']","['0.7850', '0.1980', '0.0000', '0.5567']","['0.5966', '0.8861', '1.0000', '0.6980']","[[1869, 199, 0, 313], [1155, 475, 0, 769], [948, 343, 0, 1077], [809, 278, 0, 1365]]",3,3
4,"['0.7057', '0.7157', '0.7533', '0.6410']","['0.4444', '0.3778', '0.0000', '0.3832']","['0.7459', '0.2126', '0.0000', '0.6648']","['0.5570', '0.2721', '0.0000', '0.4861']","['0.7459', '0.2126', '0.0000', '0.6648']","['0.6925', '0.8833', '1.0000', '0.6329']","[[1776, 225, 0, 380], [973, 510, 0, 916], [714, 326, 0, 1328], [533, 289, 0, 1630]]",3,3
5,"['0.7459', '0.7199', '0.7533', '0.6238']","['0.4914', '0.3966', '0.0000', '0.3796']","['0.6980', '0.2318', '0.0000', '0.7455']","['0.5768', '0.2926', '0.0000', '0.5030']","['0.6980', '0.2318', '0.0000', '0.7455']","['0.7617', '0.8825', '1.0000', '0.5820']","[[1662, 264, 0, 455], [811, 556, 0, 1032], [559, 308, 0, 1501], [350, 274, 0, 1828]]",1,1
6,"['0.7454', '0.7225', '0.7532', '0.6274']","['0.4909', '0.3992', '0.3333', '0.3836']","['0.7110', '0.2188', '0.0004', '0.7561']","['0.5808', '0.2827', '0.0008', '0.5090']","['0.7110', '0.2188', '0.0004', '0.7561']","['0.7568', '0.8903', '0.9997', '0.5832']","[[1693, 245, 1, 442], [851, 525, 1, 1022], [561, 291, 1, 1515], [344, 254, 0, 1854]]",2,2
7,"['0.7530', '0.7234', '0.7519', '0.6225']","['0.5015', '0.4011', '0.0625', '0.3812']","['0.7068', '0.2163', '0.0004', '0.7671']","['0.5867', '0.2811', '0.0008', '0.5093']","['0.7068', '0.2163', '0.0004', '0.7671']","['0.7683', '0.8924', '0.9979', '0.5729']","[[1683, 242, 5, 451], [828, 519, 5, 1047], [528, 284, 1, 1555], [317, 249, 5, 1881]]",3,3
8,"['0.7646', '0.7248', '0.7503', '0.6168']","['0.5191', '0.4056', '0.1628', '0.3796']","['0.6921', '0.2176', '0.0030', '0.7887']","['0.5932', '0.2832', '0.0058', '0.5125']","['0.6921', '0.2176', '0.0030', '0.7887']","['0.7885', '0.8938', '0.9950', '0.5578']","[[1648, 253, 7, 473], [780, 522, 16, 1081], [483, 271, 7, 1607], [264, 241, 13, 1934]]",3,3
9,"['0.7674', '0.7181', '0.7467', '0.6266']","['0.5235', '0.3927', '0.2037', '0.3847']","['0.6921', '0.2343', '0.0093', '0.7708']","['0.5961', '0.2935', '0.0178', '0.5132']","['0.6921', '0.2343', '0.0093', '0.7708']","['0.7922', '0.8793', '0.9881', '0.5771']","[[1648, 273, 16, 444], [775, 562, 44, 1018], [475, 310, 22, 1561], [250, 286, 26, 1890]]",0,0
