cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.7520', '0.6525', '0.4168', '0.7446']","['0.0000', '0.3368', '0.2599', '0.0000']","['0.0000', '0.4031', '0.7386', '0.0000']","['0.0000', '0.3670', '0.3845', '0.0000']","['0.0000', '0.4031', '0.7386', '0.0000']","['1.0000', '0.7356', '0.3114', '1.0000']","[[0, 711, 1670, 0], [0, 967, 1432, 0], [0, 619, 1749, 0], [0, 574, 1878, 0]]",-1,-1
1,"['0.7536', '0.6154', '0.5035', '0.7445']","['0.7667', '0.3466', '0.2761', '0.0000']","['0.0097', '0.6090', '0.6242', '0.0000']","['0.0191', '0.4418', '0.3828', '0.0000']","['0.0097', '0.6090', '0.6242', '0.0000']","['0.9990', '0.6176', '0.4640', '0.9999']","[[23, 1024, 1334, 0], [4, 1461, 934, 0], [1, 888, 1478, 1], [2, 842, 1608, 0]]",3,3
2,"['0.7698', '0.6423', '0.6032', '0.7443']","['0.5581', '0.3736', '0.3201', '0.4483']","['0.3448', '0.6378', '0.5414', '0.0053']","['0.4263', '0.4712', '0.4023', '0.0105']","['0.3448', '0.6378', '0.5414', '0.0053']","['0.9100', '0.6438', '0.6235', '0.9978']","[[821, 901, 655, 4], [213, 1530, 653, 3], [243, 834, 1282, 9], [194, 830, 1415, 13]]",1,1
3,"['0.7021', '0.6927', '0.6866', '0.7372']","['0.4337', '0.4067', '0.3704', '0.4365']","['0.6585', '0.5006', '0.3868', '0.0995']","['0.5230', '0.4488', '0.3784', '0.1621']","['0.6585', '0.5006', '0.3868', '0.0995']","['0.7164', '0.7567', '0.7847', '0.9559']","[[1568, 547, 231, 35], [761, 1201, 365, 72], [665, 579, 916, 208], [621, 626, 961, 244]]",3,3
4,"['0.7060', '0.7279', '0.6902', '0.7008']","['0.4417', '0.4479', '0.3491', '0.3812']","['0.7014', '0.3814', '0.2960', '0.2749']","['0.5420', '0.4120', '0.3204', '0.3194']","['0.7014', '0.3814', '0.2960', '0.2749']","['0.7076', '0.8434', '0.8193', '0.8470']","[[1670, 398, 192, 121], [892, 915, 281, 311], [645, 360, 701, 662], [574, 370, 834, 674]]",3,3
5,"['0.7738', '0.7494', '0.7026', '0.6657']","['0.5377', '0.4981', '0.3096', '0.3973']","['0.6262', '0.3864', '0.1672', '0.5975']","['0.5786', '0.4352', '0.2172', '0.4773']","['0.6262', '0.3864', '0.1672', '0.5975']","['0.8224', '0.8703', '0.8779', '0.6891']","[[1491, 401, 213, 276], [604, 927, 225, 643], [408, 261, 396, 1303], [270, 272, 445, 1465]]",1,1
6,"['0.7519', '0.7476', '0.7132', '0.6646']","['0.4998', '0.4925', '0.3061', '0.3978']","['0.6825', '0.3285', '0.1284', '0.6093']","['0.5771', '0.3941', '0.1809', '0.4813']","['0.6825', '0.3285', '0.1284', '0.6093']","['0.7748', '0.8872', '0.9047', '0.6835']","[[1625, 313, 162, 281], [774, 788, 173, 664], [508, 239, 304, 1317], [344, 260, 354, 1494]]",3,3
7,"['0.7666', '0.7525', '0.7163', '0.6599']","['0.5229', '0.5074', '0.3094', '0.3998']","['0.6720', '0.3281', '0.1220', '0.6611']","['0.5881', '0.3985', '0.1750', '0.4982']","['0.6720', '0.3281', '0.1220', '0.6611']","['0.7978', '0.8939', '0.9108', '0.6595']","[[1600, 299, 159, 323], [725, 787, 175, 712], [457, 223, 289, 1399], [278, 242, 311, 1621]]",1,1
8,"['0.7816', '0.7576', '0.7182', '0.6511']","['0.5516', '0.5235', '0.3052', '0.3992']","['0.6375', '0.3343', '0.1115', '0.7247']","['0.5915', '0.4080', '0.1633', '0.5148']","['0.6375', '0.3343', '0.1115', '0.7247']","['0.8291', '0.8986', '0.9169', '0.6259']","[[1518, 317, 175, 371], [632, 802, 171, 794], [390, 205, 264, 1509], [212, 208, 255, 1777]]",3,3
9,"['0.7600', '0.7530', '0.7197', '0.6667']","['0.5118', '0.5094', '0.3154', '0.4057']","['0.7026', '0.3160', '0.1166', '0.6566']","['0.5922', '0.3900', '0.1702', '0.5016']","['0.7026', '0.3160', '0.1166', '0.6566']","['0.7789', '0.8986', '0.9172', '0.6701']","[[1673, 261, 130, 317], [802, 758, 176, 663], [499, 215, 276, 1378], [295, 254, 293, 1610]]",0,0
10,"['0.7722', '0.7538', '0.7168', '0.6681']","['0.5323', '0.5107', '0.3147', '0.4085']","['0.6707', '0.3497', '0.1258', '0.6680']","['0.5936', '0.4151', '0.1798', '0.5070']","['0.6707', '0.3497', '0.1258', '0.6680']","['0.8057', '0.8883', '0.9103', '0.6682']","[[1597, 304, 158, 322], [712, 839, 188, 660], [453, 227, 298, 1390], [238, 273, 303, 1638]]",3,3
11,"['0.7773', '0.7526', '0.7166', '0.6704']","['0.5416', '0.5069', '0.3163', '0.4108']","['0.6640', '0.3656', '0.1284', '0.6684']","['0.5966', '0.4248', '0.1826', '0.5088']","['0.6640', '0.3656', '0.1284', '0.6684']","['0.8147', '0.8815', '0.9092', '0.6711']","[[1581, 324, 155, 321], [680, 877, 194, 648], [434, 248, 304, 1382], [224, 281, 308, 1639]]",3,3
12,"['0.7839', '0.7550', '0.7154', '0.6732']","['0.5559', '0.5128', '0.3253', '0.4140']","['0.6388', '0.3935', '0.1432', '0.6721']","['0.5945', '0.4453', '0.1988', '0.5124']","['0.6388', '0.3935', '0.1432', '0.6721']","['0.8317', '0.8754', '0.9028', '0.6736']","[[1521, 359, 181, 320], [616, 944, 202, 637], [398, 255, 339, 1376], [201, 283, 320, 1648]]",1,1
13,"['0.7768', '0.7540', '0.7099', '0.6827']","['0.5407', '0.5101', '0.3235', '0.4189']","['0.6644', '0.3889', '0.1613', '0.6260']","['0.5962', '0.4413', '0.2153', '0.5020']","['0.6644', '0.3889', '0.1613', '0.6260']","['0.8138', '0.8756', '0.8895', '0.7022']","[[1582, 344, 176, 279], [667, 933, 232, 567], [444, 259, 382, 1283], [233, 293, 391, 1535]]",0,0
14,"['0.7754', '0.7540', '0.7126', '0.6841']","['0.5382', '0.5097', '0.3178', '0.4211']","['0.6657', '0.4039', '0.1440', '0.6321']","['0.5952', '0.4507', '0.1982', '0.5055']","['0.6657', '0.4039', '0.1440', '0.6321']","['0.8116', '0.8706', '0.8988', '0.7019']","[[1585, 348, 166, 282], [664, 969, 210, 556], [458, 276, 341, 1293], [238, 308, 356, 1550]]",2,2
15,"['0.7820', '0.7599', '0.7143', '0.6814']","['0.5520', '0.5244', '0.3246', '0.4208']","['0.6422', '0.4218', '0.1465', '0.6574']","['0.5937', '0.4675', '0.2019', '0.5131']","['0.6422', '0.4218', '0.1465', '0.6574']","['0.8281', '0.8725', '0.9002', '0.6896']","[[1529, 365, 183, 304], [611, 1012, 207, 569], [418, 257, 347, 1346], [212, 296, 332, 1612]]",0,0
16,"['0.7839', '0.7598', '0.7145', '0.6810']","['0.5559', '0.5238', '0.3255', '0.4206']","['0.6388', '0.4264', '0.1470', '0.6591']","['0.5945', '0.4701', '0.2025', '0.5135']","['0.6388', '0.4264', '0.1470', '0.6591']","['0.8317', '0.8709', '0.9003', '0.6886']","[[1521, 375, 179, 306], [599, 1023, 206, 571], [413, 258, 348, 1349], [203, 297, 336, 1616]]",3,3
17,"['0.7835', '0.7606', '0.7166', '0.6836']","['0.5553', '0.5252', '0.3301', '0.4234']","['0.6392', '0.4385', '0.1448', '0.6591']","['0.5943', '0.4780', '0.2014', '0.5156']","['0.6392', '0.4385', '0.1448', '0.6591']","['0.8311', '0.8679', '0.9038', '0.6921']","[[1522, 382, 177, 300], [597, 1052, 197, 553], [417, 260, 343, 1348], [205, 309, 322, 1616]]",3,3
18,"['0.7875', '0.7605', '0.7170', '0.6844']","['0.5646', '0.5236', '0.3304', '0.4242']","['0.6258', '0.4623', '0.1436', '0.6599']","['0.5936', '0.4910', '0.2002', '0.5164']","['0.6258', '0.4623', '0.1436', '0.6599']","['0.8408', '0.8599', '0.9047', '0.6928']","[[1490, 406, 182, 303], [563, 1109, 189, 538], [396, 277, 340, 1355], [190, 326, 318, 1618]]",1,1
19,"['0.7891', '0.7607', '0.7160', '0.6852']","['0.5684', '0.5234', '0.3245', '0.4250']","['0.6212', '0.4748', '0.1398', '0.6591']","['0.5936', '0.4979', '0.1954', '0.5168']","['0.6212', '0.4748', '0.1398', '0.6591']","['0.8444', '0.8560', '0.9047', '0.6942']","[[1479, 418, 183, 301], [546, 1139, 186, 528], [391, 289, 331, 1357], [186, 330, 320, 1616]]",0,0
20,"['0.7869', '0.7603', '0.7169', '0.6893']","['0.5631', '0.5224', '0.3314', '0.4287']","['0.6275', '0.4756', '0.1453', '0.6513']","['0.5936', '0.4979', '0.2020', '0.5171']","['0.6275', '0.4756', '0.1453', '0.6513']","['0.8395', '0.8552', '0.9040', '0.7023']","[[1494, 416, 183, 288], [563, 1141, 185, 510], [403, 291, 344, 1330], [193, 336, 326, 1597]]",3,3
21,"['0.7818', '0.7591', '0.7194', '0.6915']","['0.5513', '0.5196', '0.3383', '0.4294']","['0.6451', '0.4752', '0.1440', '0.6325']","['0.5945', '0.4964', '0.2020', '0.5115']","['0.6451', '0.4752', '0.1440', '0.6325']","['0.8268', '0.8536', '0.9078', '0.7117']","[[1536, 401, 167, 277], [593, 1140, 176, 490], [437, 296, 341, 1294], [220, 357, 324, 1551]]",1,1
22,"['0.7937', '0.7632', '0.7142', '0.6851']","['0.5821', '0.5280', '0.3220', '0.4258']","['0.5968', '0.4960', '0.1436', '0.6684']","['0.5894', '0.5115', '0.1986', '0.5202']","['0.5968', '0.4960', '0.1436', '0.6684']","['0.8587', '0.8522', '0.9010', '0.6908']","[[1421, 442, 202, 316], [491, 1190, 196, 522], [365, 291, 340, 1372], [164, 331, 318, 1639]]",2,2
23,"['0.7902', '0.7627', '0.7143', '0.6928']","['0.5708', '0.5269', '0.3374', '0.4311']","['0.6212', '0.4935', '0.1643', '0.6346']","['0.5949', '0.5097', '0.2210', '0.5134']","['0.6212', '0.4935', '0.1643', '0.6346']","['0.8460', '0.8524', '0.8944', '0.7128']","[[1479, 427, 197, 278], [526, 1184, 200, 489], [394, 299, 389, 1286], [192, 337, 367, 1556]]",3,3
24,"['0.7849', '0.7609', '0.7169', '0.6940']","['0.5589', '0.5227', '0.3355', '0.4318']","['0.6300', '0.4985', '0.1508', '0.6277']","['0.5923', '0.5103', '0.2080', '0.5116']","['0.6300', '0.4985', '0.1508', '0.6277']","['0.8360', '0.8484', '0.9022', '0.7167']","[[1500, 431, 177, 273], [549, 1196, 180, 474], [424, 309, 357, 1278], [211, 352, 350, 1539]]",1,1
25,"['0.7871', '0.7643', '0.7161', '0.6929']","['0.5639', '0.5301', '0.3343', '0.4316']","['0.6241', '0.4994', '0.1520', '0.6387']","['0.5925', '0.5143', '0.2090', '0.5151']","['0.6241', '0.4994', '0.1520', '0.6387']","['0.8408', '0.8525', '0.9009', '0.7115']","[[1486, 427, 187, 281], [539, 1198, 181, 481], [410, 298, 360, 1300], [200, 337, 349, 1566]]",0,0
26,"['0.7974', '0.7692', '0.7125', '0.6853']","['0.5932', '0.5393', '0.3182', '0.4262']","['0.5825', '0.5240', '0.1448', '0.6697']","['0.5878', '0.5315', '0.1991', '0.5209']","['0.5825', '0.5240', '0.1448', '0.6697']","['0.8683', '0.8509', '0.8984', '0.6907']","[[1387, 452, 227, 315], [448, 1257, 182, 512], [351, 290, 343, 1384], [152, 332, 326, 1642]]",3,3
27,"['0.7853', '0.7664', '0.7152', '0.6950']","['0.5597', '0.5349', '0.3360', '0.4333']","['0.6296', '0.4985', '0.1584', '0.6309']","['0.5926', '0.5161', '0.2153', '0.5138']","['0.6296', '0.4985', '0.1584', '0.6309']","['0.8367', '0.8556', '0.8975', '0.7170']","[[1499, 420, 189, 273], [551, 1196, 186, 466], [418, 291, 375, 1284], [210, 329, 366, 1547]]",0,0
28,"['0.7866', '0.7671', '0.7139', '0.6929']","['0.5628', '0.5364', '0.3273', '0.4315']","['0.6245', '0.5006', '0.1516', '0.6374']","['0.5921', '0.5179', '0.2072', '0.5147']","['0.6245', '0.5006', '0.1516', '0.6374']","['0.8400', '0.8559', '0.8980', '0.7119']","[[1487, 418, 195, 281], [545, 1201, 182, 471], [410, 292, 359, 1307], [200, 328, 361, 1563]]",1,1
29,"['0.7913', '0.7711', '0.7109', '0.6917']","['0.5742', '0.5455', '0.3300', '0.4303']","['0.6123', '0.5052', '0.1668', '0.6391']","['0.5927', '0.5246', '0.2216', '0.5143']","['0.6123', '0.5052', '0.1668', '0.6391']","['0.8503', '0.8597', '0.8891', '0.7097']","[[1458, 416, 219, 288], [507, 1212, 201, 479], [386, 279, 395, 1308], [188, 315, 382, 1567]]",3,3
30,"['0.7863', '0.7671', '0.7132', '0.6991']","['0.5615', '0.5362', '0.3418', '0.4368']","['0.6304', '0.5031', '0.1757', '0.6162']","['0.5940', '0.5191', '0.2321', '0.5113']","['0.6304', '0.5031', '0.1757', '0.6162']","['0.8377', '0.8550', '0.8892', '0.7275']","[[1501, 421, 197, 262], [545, 1207, 200, 447], [418, 295, 416, 1239], [209, 328, 404, 1511]]",3,3
31,"['0.7806', '0.7635', '0.7157', '0.7034']","['0.5493', '0.5281', '0.3509', '0.4403']","['0.6430', '0.5052', '0.1795', '0.5938']","['0.5925', '0.5164', '0.2375', '0.5056']","['0.6430', '0.5052', '0.1795', '0.5938']","['0.8260', '0.8496', '0.8913', '0.7410']","[[1531, 423, 184, 243], [577, 1212, 193, 417], [447, 305, 425, 1191], [232, 355, 409, 1456]]",1,1
32,"['0.7821', '0.7667', '0.7141', '0.7014']","['0.5526', '0.5353', '0.3456', '0.4387']","['0.6375', '0.5019', '0.1782', '0.6052']","['0.5920', '0.5181', '0.2352', '0.5087']","['0.6375', '0.5019', '0.1782', '0.6052']","['0.8298', '0.8549', '0.8895', '0.7343']","[[1518, 416, 191, 256], [571, 1204, 193, 431], [438, 296, 422, 1212], [220, 333, 415, 1484]]",3,3
33,"['0.7860', '0.7673', '0.7139', '0.7018']","['0.5611', '0.5359', '0.3473', '0.4393']","['0.6304', '0.5131', '0.1820', '0.6069']","['0.5938', '0.5243', '0.2388', '0.5097']","['0.6304', '0.5131', '0.1820', '0.6069']","['0.8374', '0.8520', '0.8880', '0.7343']","[[1501, 426, 200, 254], [539, 1231, 196, 433], [422, 303, 431, 1212], [213, 337, 414, 1488]]",1,1
34,"['0.7891', '0.7690', '0.7145', '0.7015']","['0.5682', '0.5391', '0.3535', '0.4391']","['0.6228', '0.5206', '0.1900', '0.6089']","['0.5943', '0.5297', '0.2472', '0.5103']","['0.6228', '0.5206', '0.1900', '0.6089']","['0.8439', '0.8517', '0.8862', '0.7332']","[[1483, 432, 209, 257], [518, 1249, 197, 435], [403, 300, 450, 1215], [206, 336, 417, 1493]]",1,1
35,"['0.7951', '0.7740', '0.7105', '0.6967']","['0.5847', '0.5500', '0.3375', '0.4361']","['0.6002', '0.5248', '0.1803', '0.6407']","['0.5923', '0.5371', '0.2351', '0.5190']","['0.6002', '0.5248', '0.1803', '0.6407']","['0.8594', '0.8570', '0.8841', '0.7159']","[[1429, 428, 244, 280], [477, 1259, 202, 461], [365, 286, 427, 1290], [173, 316, 392, 1571]]",3,3
36,"['0.7899', '0.7740', '0.7132', '0.7008']","['0.5709', '0.5501', '0.3516', '0.4391']","['0.6157', '0.5240', '0.1926', '0.6179']","['0.5924', '0.5367', '0.2488', '0.5134']","['0.6157', '0.5240', '0.1926', '0.6179']","['0.8473', '0.8572', '0.8837', '0.7293']","[[1466, 422, 229, 264], [515, 1257, 192, 435], [394, 282, 456, 1236], [193, 324, 420, 1515]]",3,3
