cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.7520', '0.6565', '0.3586', '0.7446']","['0.0000', '0.1985', '0.2664', '0.0000']","['0.0000', '0.1234', '0.9122', '0.0000']","['0.0000', '0.1522', '0.4123', '0.0000']","['0.0000', '0.1234', '0.9122', '0.0000']","['1.0000', '0.8341', '0.1774', '1.0000']","[[0, 880, 1501, 0], [0, 296, 2103, 0], [0, 208, 2160, 0], [0, 107, 2345, 0]]",-1,-1
1,"['0.7959', '0.6256', '0.6147', '0.7446']","['0.6407', '0.3391', '0.3483', '0.0000']","['0.4036', '0.5248', '0.6453', '0.0000']","['0.4952', '0.4120', '0.4524', '0.0000']","['0.4036', '0.5248', '0.6453', '0.0000']","['0.9253', '0.6592', '0.6047', '1.0000']","[[961, 979, 441, 0], [215, 1259, 925, 0], [233, 607, 1528, 0], [91, 868, 1493, 0]]",2,2
2,"['0.7593', '0.7051', '0.5837', '0.7446']","['0.5119', '0.3685', '0.3380', '0.0000']","['0.6304', '0.2522', '0.7175', '0.0000']","['0.5650', '0.2994', '0.4596', '0.0000']","['0.6304', '0.2522', '0.7175', '0.0000']","['0.8018', '0.8560', '0.5400', '1.0000']","[[1501, 379, 501, 0], [770, 605, 1024, 0], [405, 264, 1699, 0], [256, 394, 1802, 0]]",2,2
3,"['0.7420', '0.7218', '0.5777', '0.7446']","['0.4858', '0.3727', '0.3367', '0.0000']","['0.6875', '0.1659', '0.7340', '0.0000']","['0.5693', '0.2296', '0.4616', '0.0000']","['0.6875', '0.1659', '0.7340', '0.0000']","['0.7599', '0.9070', '0.5265', '1.0000']","[[1637, 227, 517, 0], [964, 398, 1037, 0], [459, 171, 1738, 0], [310, 272, 1870, 0]]",0,0
4,"['0.7385', '0.7306', '0.5769', '0.7408']","['0.4814', '0.3909', '0.3322', '0.4237']","['0.6993', '0.1396', '0.7082', '0.0408']","['0.5702', '0.2058', '0.4523', '0.0744']","['0.6993', '0.1396', '0.7082', '0.0408']","['0.7515', '0.9275', '0.5339', '0.9810']","[[1665, 185, 515, 16], [1003, 335, 1017, 44], [475, 140, 1677, 76], [316, 197, 1839, 100]]",0,0
5,"['0.7430', '0.7355', '0.6036', '0.7055']","['0.4875', '0.4096', '0.3189', '0.3671']","['0.7060', '0.1321', '0.5342', '0.2113']","['0.5768', '0.1998', '0.3994', '0.2682']","['0.7060', '0.1321', '0.5342', '0.2113']","['0.7552', '0.9365', '0.6264', '0.8751']","[[1681, 154, 431, 115], [1009, 317, 805, 268], [467, 126, 1265, 510], [291, 177, 1466, 518]]",0,0
6,"['0.7506', '0.7379', '0.6168', '0.6816']","['0.4980', '0.4280', '0.2987', '0.3624']","['0.6968', '0.1451', '0.4109', '0.3250']","['0.5809', '0.2167', '0.3460', '0.3427']","['0.6968', '0.1451', '0.4109', '0.3250']","['0.7684', '0.9354', '0.6842', '0.8039']","[[1659, 165, 387, 170], [971, 348, 672, 408], [438, 133, 973, 824], [263, 167, 1225, 797]]",0,0
7,"['0.7489', '0.7374', '0.6342', '0.6702']","['0.4956', '0.4308', '0.2941', '0.3609']","['0.7022', '0.1584', '0.3450', '0.3777']","['0.5811', '0.2316', '0.3175', '0.3691']","['0.7022', '0.1584', '0.3450', '0.3777']","['0.7642', '0.9303', '0.7288', '0.7706']","[[1672, 176, 335, 198], [970, 380, 555, 494], [459, 144, 817, 948], [273, 182, 1071, 926]]",2,2
8,"['0.7562', '0.7390', '0.6421', '0.6585']","['0.5063', '0.4444', '0.2735', '0.3629']","['0.6947', '0.1784', '0.2724', '0.4458']","['0.5857', '0.2546', '0.2730', '0.4001']","['0.6947', '0.1784', '0.2724', '0.4458']","['0.7766', '0.9257', '0.7631', '0.7315']","[[1654, 196, 297, 234], [910, 428, 498, 563], [444, 157, 645, 1122], [259, 182, 918, 1093]]",3,3
9,"['0.7545', '0.7355', '0.6529', '0.6629']","['0.5035', '0.4337', '0.2803', '0.3677']","['0.7161', '0.1909', '0.2597', '0.4445']","['0.5913', '0.2651', '0.2696', '0.4025']","['0.7161', '0.1909', '0.2597', '0.4445']","['0.7671', '0.9170', '0.7817', '0.7378']","[[1705, 191, 262, 223], [937, 458, 455, 549], [466, 185, 615, 1102], [278, 222, 862, 1090]]",0,0
