cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.6829', '0.7501', '0.7533', '0.5153']","['0.4119', '0.0000', '0.0000', '0.3115']","['0.6506', '0.0000', '0.0000', '0.7418']","['0.5044', '0.0000', '0.0000', '0.4388']","['0.6506', '0.0000', '0.0000', '0.7418']","['0.6936', '1.0000', '1.0000', '0.4376']","[[1549, 0, 0, 832], [954, 0, 0, 1445], [625, 0, 0, 1743], [633, 0, 0, 1819]]",-1,-1
1,"['0.5242', '0.7504', '0.7533', '0.6481']","['0.3251', '0.6667', '0.0000', '0.3614']","['0.8534', '0.0025', '0.0000', '0.4923']","['0.4708', '0.0050', '0.0000', '0.4168']","['0.8534', '0.0025', '0.0000', '0.4923']","['0.4156', '0.9996', '1.0000', '0.7016']","[[2032, 1, 0, 348], [1663, 6, 0, 730], [1312, 1, 0, 1055], [1244, 1, 0, 1207]]",1,1
2,"['0.4913', '0.7532', '0.7533', '0.6720']","['0.3135', '0.6705', '0.0000', '0.3756']","['0.8837', '0.0246', '0.0000', '0.4290']","['0.4628', '0.0474', '0.0000', '0.4005']","['0.8837', '0.0246', '0.0000', '0.4290']","['0.3618', '0.9960', '1.0000', '0.7553']","[[2104, 17, 0, 260], [1761, 59, 0, 579], [1450, 8, 0, 910], [1396, 4, 0, 1052]]",0,0
3,"['0.5604', '0.7536', '0.7533', '0.6609']","['0.3455', '0.5977', '0.0000', '0.3844']","['0.8639', '0.0434', '0.0000', '0.5445']","['0.4936', '0.0808', '0.0000', '0.4506']","['0.8639', '0.0434', '0.0000', '0.5445']","['0.4603', '0.9903', '1.0000', '0.7009']","[[2057, 33, 0, 291], [1632, 104, 0, 663], [1162, 22, 0, 1184], [1102, 15, 0, 1335]]",3,3
4,"['0.6249', '0.7506', '0.7533', '0.6476']","['0.3825', '0.5090', '0.0000', '0.3874']","['0.8337', '0.0588', '0.0000', '0.6529']","['0.5244', '0.1054', '0.0000', '0.4863']","['0.8337', '0.0588', '0.0000', '0.6529']","['0.5560', '0.9811', '1.0000', '0.6458']","[[1985, 54, 0, 342], [1490, 141, 0, 768], [907, 39, 0, 1422], [808, 43, 0, 1601]]",3,3
5,"['0.6542', '0.7453', '0.7531', '0.6409']","['0.4023', '0.4404', '0.3333', '0.3870']","['0.8118', '0.0709', '0.0008', '0.6949']","['0.5380', '0.1221', '0.0017', '0.4972']","['0.8118', '0.0709', '0.0008', '0.6949']","['0.6022', '0.9700', '0.9994', '0.6224']","[[1933, 70, 0, 378], [1404, 170, 4, 821], [793, 73, 2, 1500], [675, 73, 0, 1704]]",0,0
6,"['0.7096', '0.7368', '0.7510', '0.6291']","['0.4490', '0.3964', '0.1944', '0.3881']","['0.7526', '0.1021', '0.0030', '0.7843']","['0.5625', '0.1624', '0.0058', '0.5192']","['0.7526', '0.1021', '0.0030', '0.7843']","['0.6954', '0.9482', '0.9960', '0.5758']","[[1792, 131, 5, 453], [1204, 245, 23, 927], [587, 122, 7, 1652], [408, 120, 1, 1923]]",3,3
7,"['0.7182', '0.7327', '0.7479', '0.6336']","['0.4583', '0.3920', '0.1579', '0.3906']","['0.7476', '0.1263', '0.0051', '0.7753']","['0.5682', '0.1910', '0.0098', '0.5195']","['0.7476', '0.1263', '0.0051', '0.7753']","['0.7085', '0.9347', '0.9912', '0.5851']","[[1780, 151, 10, 440], [1154, 303, 43, 899], [573, 156, 12, 1627], [377, 163, 11, 1901]]",0,0
8,"['0.7242', '0.7295', '0.7462', '0.6343']","['0.4651', '0.3865', '0.1909', '0.3895']","['0.7472', '0.1405', '0.0089', '0.7614']","['0.5733', '0.2061', '0.0169', '0.5154']","['0.7472', '0.1405', '0.0089', '0.7614']","['0.7166', '0.9257', '0.9877', '0.5907']","[[1779, 154, 11, 437], [1122, 337, 57, 883], [560, 181, 21, 1606], [364, 200, 21, 1867]]",3,3
9,"['0.7344', '0.7288', '0.7385', '0.6400']","['0.4770', '0.3915', '0.2290', '0.3936']","['0.7362', '0.1542', '0.0253', '0.7573']","['0.5789', '0.2213', '0.0456', '0.5180']","['0.7362', '0.1542', '0.0253', '0.7573']","['0.7338', '0.9201', '0.9721', '0.5997']","[[1753, 166, 23, 439], [1066, 370, 125, 838], [531, 193, 60, 1584], [325, 216, 54, 1857]]",3,3
