cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.6906', '0.7501', '0.5139', '0.7446']","['0.4236', '0.0000', '0.2998', '0.0000']","['0.6863', '0.0000', '0.7272', '0.0000']","['0.5239', '0.0000', '0.4246', '0.0000']","['0.6863', '0.0000', '0.7272', '0.0000']","['0.6921', '1.0000', '0.4440', '1.0000']","[[1634, 0, 747, 0], [975, 0, 1424, 0], [646, 0, 1722, 0], [602, 0, 1850, 0]]",-1,-1
1,"['0.5558', '0.7501', '0.6216', '0.7446']","['0.3396', '0.0000', '0.3305', '0.0000']","['0.8370', '0.0000', '0.5207', '0.0000']","['0.4832', '0.0000', '0.4043', '0.0000']","['0.8370', '0.0000', '0.5207', '0.0000']","['0.4631', '1.0000', '0.6546', '1.0000']","[[1993, 0, 388, 0], [1587, 0, 812, 0], [1135, 0, 1233, 0], [1154, 0, 1298, 0]]",3,3
2,"['0.6099', '0.7501', '0.6015', '0.7446']","['0.3700', '0.0000', '0.3325', '0.0000']","['0.8156', '0.0000', '0.6111', '0.0000']","['0.5091', '0.0000', '0.4307', '0.0000']","['0.8156', '0.0000', '0.6111', '0.0000']","['0.5420', '1.0000', '0.5983', '1.0000']","[[1942, 0, 439, 0], [1436, 0, 963, 0], [921, 0, 1447, 0], [949, 0, 1503, 0]]",1,1
3,"['0.6866', '0.7501', '0.5585', '0.7446']","['0.4264', '0.0000', '0.3246', '0.0000']","['0.7644', '0.0000', '0.7310', '0.0000']","['0.5475', '0.0000', '0.4496', '0.0000']","['0.7644', '0.0000', '0.7310', '0.0000']","['0.6609', '1.0000', '0.5021', '1.0000']","[[1820, 0, 561, 0], [1229, 0, 1170, 0], [637, 0, 1731, 0], [582, 0, 1870, 0]]",1,1
4,"['0.6908', '0.7498', '0.5610', '0.7446']","['0.4312', '0.2857', '0.3267', '0.0000']","['0.7728', '0.0008', '0.7348', '0.0000']","['0.5535', '0.0017', '0.4523', '0.0000']","['0.7728', '0.0008', '0.7348', '0.0000']","['0.6638', '0.9993', '0.5041', '1.0000']","[[1840, 5, 536, 0], [1243, 2, 1154, 0], [628, 0, 1740, 0], [556, 0, 1896, 0]]",1,1
5,"['0.7054', '0.7505', '0.5464', '0.7446']","['0.4444', '0.6111', '0.3214', '0.0000']","['0.7501', '0.0046', '0.7551', '0.0000']","['0.5581', '0.0091', '0.4509', '0.0000']","['0.7501', '0.0046', '0.7551', '0.0000']","['0.6907', '0.9990', '0.4780', '1.0000']","[[1786, 6, 589, 0], [1198, 11, 1190, 0], [579, 1, 1788, 0], [456, 0, 1996, 0]]",1,1
6,"['0.7202', '0.7508', '0.5340', '0.7444']","['0.4598', '0.5814', '0.3169', '0.4000']","['0.7329', '0.0104', '0.7698', '0.0016']","['0.5651', '0.0205', '0.4490', '0.0032']","['0.7329', '0.0104', '0.7698', '0.0016']","['0.7160', '0.9975', '0.4567', '0.9992']","[[1745, 10, 625, 1], [1123, 25, 1246, 5], [539, 6, 1823, 0], [388, 2, 2058, 4]]",1,1
7,"['0.7297', '0.7511', '0.5534', '0.7332']","['0.4707', '0.5463', '0.3157', '0.4147']","['0.7207', '0.0246', '0.6943', '0.1081']","['0.5694', '0.0471', '0.4341', '0.1715']","['0.7207', '0.0246', '0.6943', '0.1081']","['0.7326', '0.9932', '0.5073', '0.9477']","[[1716, 24, 587, 54], [1072, 59, 1146, 122], [512, 14, 1644, 198], [346, 11, 1830, 265]]",1,1
8,"['0.7343', '0.7497', '0.5842', '0.7077']","['0.4763', '0.4931', '0.3036', '0.3884']","['0.7186', '0.0592', '0.5300', '0.2512']","['0.5729', '0.1057', '0.3860', '0.3051']","['0.7186', '0.0592', '0.5300', '0.2512']","['0.7394', '0.9797', '0.6019', '0.8643']","[[1711, 63, 485, 122], [1045, 142, 930, 282], [508, 39, 1255, 566], [328, 44, 1464, 616]]",1,1
9,"['0.7379', '0.7469', '0.6160', '0.6852']","['0.4810', '0.4711', '0.2858', '0.3827']","['0.7186', '0.1055', '0.3712', '0.3793']","['0.5763', '0.1723', '0.3229', '0.3810']","['0.7186', '0.1055', '0.3712', '0.3793']","['0.7443', '0.9606', '0.6962', '0.7902']","[[1711, 116, 371, 183], [1017, 253, 714, 415], [501, 86, 879, 902], [328, 82, 1112, 930]]",0,0
10,"['0.7377', '0.7450', '0.6329', '0.6802']","['0.4809', '0.4636', '0.2846', '0.3837']","['0.7241', '0.1301', '0.3226', '0.4160']","['0.5779', '0.2031', '0.3025', '0.3992']","['0.7241', '0.1301', '0.3226', '0.4160']","['0.7422', '0.9499', '0.7345', '0.7708']","[[1724, 132, 326, 199], [1018, 312, 607, 462], [510, 117, 764, 977], [333, 112, 987, 1020]]",0,0
11,"['0.7426', '0.7444', '0.6569', '0.6753']","['0.4872', '0.4675', '0.2853', '0.3920']","['0.7203', '0.1647', '0.2597', '0.4923']","['0.5813', '0.2435', '0.2719', '0.4364']","['0.7203', '0.1647', '0.2597', '0.4923']","['0.7500', '0.9375', '0.7869', '0.7381']","[[1715, 159, 268, 239], [980, 395, 496, 528], [499, 149, 615, 1105], [326, 142, 777, 1207]]",1,1
12,"['0.7558', '0.7442', '0.6673', '0.6721']","['0.5056', '0.4722', '0.2880', '0.3948']","['0.7043', '0.2022', '0.2369', '0.5326']","['0.5886', '0.2831', '0.2600', '0.4535']","['0.7043', '0.2022', '0.2369', '0.5326']","['0.7728', '0.9247', '0.8082', '0.7199']","[[1677, 183, 258, 263], [891, 485, 452, 571], [463, 176, 561, 1168], [286, 183, 677, 1306]]",1,1
