cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.7625', '0.2968', '0.7532', '0.7446']","['0.6072', '0.2612', '0.4667', '0.0000']","['0.1201', '0.9925', '0.0030', '0.0000']","['0.2006', '0.4136', '0.0059', '0.0000']","['0.1201', '0.9925', '0.0030', '0.0000']","['0.9744', '0.0650', '0.9989', '1.0000']","[[286, 2091, 4, 0], [17, 2381, 1, 0], [116, 2245, 7, 0], [52, 2397, 3, 0]]",-1,-1
1,"['0.5536', '0.5966', '0.7460', '0.7446']","['0.3254', '0.3131', '0.3284', '0.0000']","['0.7451', '0.5148', '0.0283', '0.0000']","['0.4530', '0.3894', '0.0521', '0.0000']","['0.7451', '0.5148', '0.0283', '0.0000']","['0.4905', '0.6238', '0.9811', '1.0000']","[[1774, 570, 37, 0], [1142, 1235, 22, 0], [1294, 1007, 67, 0], [1242, 1132, 78, 0]]",0,0
2,"['0.4888', '0.6455', '0.7369', '0.7447']","['0.3012', '0.3211', '0.3171', '0.6000']","['0.8043', '0.3756', '0.0579', '0.0012']","['0.4383', '0.3462', '0.0979', '0.0024']","['0.8043', '0.3756', '0.0579', '0.0012']","['0.3847', '0.7355', '0.9592', '0.9997']","[[1915, 394, 70, 2], [1438, 901, 60, 0], [1515, 716, 137, 0], [1489, 795, 165, 3]]",0,0
3,"['0.5134', '0.6593', '0.7207', '0.7457']","['0.3124', '0.3336', '0.3126', '0.6341']","['0.8009', '0.3643', '0.1102', '0.0106']","['0.4495', '0.3483', '0.1630', '0.0209']","['0.8009', '0.3643', '0.1102', '0.0106']","['0.4186', '0.7575', '0.9206', '0.9979']","[[1907, 375, 92, 7], [1396, 874, 125, 4], [1421, 682, 261, 4], [1380, 689, 357, 26]]",1,1
4,"['0.6085', '0.6535', '0.6977', '0.7492']","['0.3609', '0.3425', '0.3288', '0.6486']","['0.7501', '0.4202', '0.2166', '0.0392']","['0.4873', '0.3774', '0.2612', '0.0738']","['0.7501', '0.4202', '0.2166', '0.0392']","['0.5619', '0.7313', '0.8552', '0.9927']","[[1786, 434, 140, 21], [1099, 1008, 277, 15], [1058, 781, 513, 16], [1006, 720, 630, 96]]",3,3
5,"['0.6485', '0.6692', '0.6897', '0.7532']","['0.3895', '0.3540', '0.3503', '0.6025']","['0.7350', '0.3927', '0.3019', '0.0995']","['0.5092', '0.3723', '0.3243', '0.1708']","['0.7350', '0.3927', '0.3019', '0.0995']","['0.6200', '0.7613', '0.8166', '0.9775']","[[1750, 428, 167, 36], [1023, 942, 382, 52], [880, 700, 715, 73], [840, 591, 777, 244]]",1,1
6,"['0.7123', '0.6995', '0.6984', '0.7438']","['0.4482', '0.4011', '0.3809', '0.4968']","['0.6917', '0.4110', '0.3560', '0.2541']","['0.5439', '0.4060', '0.3680', '0.3362']","['0.6917', '0.4110', '0.3560', '0.2541']","['0.7191', '0.7956', '0.8106', '0.9117']","[[1647, 443, 193, 98], [832, 986, 374, 207], [646, 553, 843, 326], [550, 476, 803, 623]]",1,1
7,"['0.7367', '0.7199', '0.7126', '0.7042']","['0.4779', '0.4315', '0.3638', '0.4289']","['0.6661', '0.3806', '0.2204', '0.4776']","['0.5565', '0.4044', '0.2745', '0.4519']","['0.6661', '0.3806', '0.2204', '0.4776']","['0.7599', '0.8329', '0.8738', '0.7819']","[[1586, 417, 164, 214], [763, 913, 267, 456], [552, 405, 522, 889], [418, 381, 482, 1171]]",0,0
8,"['0.7467', '0.7312', '0.7245', '0.6774']","['0.4921', '0.4534', '0.3376', '0.4097']","['0.6678', '0.3672', '0.1216', '0.5971']","['0.5666', '0.4058', '0.1788', '0.4860']","['0.6678', '0.3672', '0.1216', '0.5971']","['0.7727', '0.8525', '0.9219', '0.7050']","[[1590, 387, 120, 284], [751, 881, 144, 623], [520, 358, 288, 1202], [370, 317, 301, 1464]]",3,3
9,"['0.7558', '0.7357', '0.7269', '0.6714']","['0.5060', '0.4632', '0.3355', '0.4086']","['0.6606', '0.3618', '0.1094', '0.6407']","['0.5730', '0.4063', '0.1650', '0.4990']","['0.6606', '0.3618', '0.1094', '0.6407']","['0.7872', '0.8603', '0.9291', '0.6819']","[[1573, 381, 120, 307], [719, 868, 128, 684], [496, 330, 259, 1283], [321, 295, 265, 1571]]",1,1
