cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.5980', '0.7471', '0.7533', '0.5593']","['0.3523', '0.1463', '0.0000', '0.3047']","['0.7404', '0.0025', '0.0000', '0.5661']","['0.4775', '0.0049', '0.0000', '0.3962']","['0.7404', '0.0025', '0.0000', '0.5661']","['0.5510', '0.9951', '1.0000', '0.5569']","[[1763, 5, 0, 613], [1210, 6, 0, 1183], [988, 9, 0, 1371], [1043, 21, 0, 1388]]",-1,-1
1,"['0.5655', '0.7489', '0.7533', '0.6094']","['0.3401', '0.4610', '0.0000', '0.3314']","['0.7992', '0.0296', '0.0000', '0.5204']","['0.4771', '0.0556', '0.0000', '0.4050']","['0.7992', '0.0296', '0.0000', '0.5204']","['0.4884', '0.9885', '1.0000', '0.6399']","[[1903, 34, 0, 444], [1429, 71, 0, 899], [1119, 18, 0, 1231], [1145, 31, 0, 1276]]",0,0
2,"['0.5979', '0.7514', '0.7530', '0.6075']","['0.3603', '0.5333', '0.0000', '0.3404']","['0.8013', '0.0400', '0.0000', '0.5722']","['0.4971', '0.0744', '0.0000', '0.4268']","['0.8013', '0.0400', '0.0000', '0.5722']","['0.5308', '0.9883', '0.9996', '0.6196']","[[1908, 39, 2, 432], [1386, 96, 1, 916], [976, 21, 0, 1371], [1025, 24, 0, 1403]]",0,0
3,"['0.6892', '0.7557', '0.7522', '0.5785']","['0.4273', '0.5894', '0.2105', '0.3447']","['0.7442', '0.0742', '0.0017', '0.7215']","['0.5429', '0.1318', '0.0034', '0.4665']","['0.7442', '0.0742', '0.0017', '0.7215']","['0.6710', '0.9828', '0.9979', '0.5295']","[[1772, 60, 8, 541], [1050, 178, 3, 1168], [680, 30, 4, 1654], [645, 34, 4, 1769]]",2,2
4,"['0.7120', '0.7571', '0.7496', '0.5843']","['0.4505', '0.5746', '0.1250', '0.3528']","['0.7333', '0.1075', '0.0025', '0.7520']","['0.5581', '0.1812', '0.0050', '0.4803']","['0.7333', '0.1075', '0.0025', '0.7520']","['0.7049', '0.9735', '0.9942', '0.5267']","[[1746, 82, 24, 529], [975, 258, 8, 1158], [606, 60, 6, 1696], [549, 49, 10, 1844]]",2,2
5,"['0.7426', '0.7586', '0.7491', '0.5830']","['0.4870', '0.5666', '0.1639', '0.3580']","['0.7077', '0.1455', '0.0042', '0.7977']","['0.5770', '0.2315', '0.0082', '0.4943']","['0.7077', '0.1455', '0.0042', '0.7977']","['0.7541', '0.9629', '0.9929', '0.5094']","[[1685, 108, 24, 564], [848, 349, 11, 1191], [523, 83, 10, 1752], [404, 76, 16, 1956]]",1,1
6,"['0.7598', '0.7617', '0.7460', '0.5846']","['0.5116', '0.5778', '0.1635', '0.3618']","['0.6930', '0.1717', '0.0072', '0.8201']","['0.5887', '0.2648', '0.0138', '0.5021']","['0.6930', '0.1717', '0.0072', '0.8201']","['0.7818', '0.9582', '0.9880', '0.5038']","[[1650, 120, 35, 576], [774, 412, 19, 1194], [485, 89, 17, 1777], [316, 92, 33, 2011]]",1,1
7,"['0.7498', '0.7591', '0.7406', '0.6007']","['0.4969', '0.5556', '0.1950', '0.3674']","['0.7131', '0.1792', '0.0165', '0.7806']","['0.5857', '0.2710', '0.0304', '0.4997']","['0.7131', '0.1792', '0.0165', '0.7806']","['0.7619', '0.9522', '0.9777', '0.5390']","[[1698, 126, 54, 503], [840, 430, 41, 1088], [521, 104, 39, 1704], [358, 114, 66, 1914]]",3,3
8,"['0.7612', '0.7610', '0.7389', '0.6022']","['0.5137', '0.5604', '0.2092', '0.3697']","['0.7001', '0.2030', '0.0211', '0.7912']","['0.5926', '0.2980', '0.0384', '0.5040']","['0.7001', '0.2030', '0.0211', '0.7912']","['0.7814', '0.9470', '0.9739', '0.5374']","[[1667, 139, 66, 509], [782, 487, 47, 1083], [483, 120, 50, 1715], [313, 123, 76, 1940]]",2,2
9,"['0.7707', '0.7619', '0.7339', '0.6062']","['0.5292', '0.5595', '0.2438', '0.3725']","['0.6842', '0.2213', '0.0376', '0.7912']","['0.5968', '0.3172', '0.0651', '0.5065']","['0.6842', '0.2213', '0.0376', '0.7912']","['0.7993', '0.9420', '0.9618', '0.5428']","[[1629, 160, 83, 509], [731, 531, 81, 1056], [449, 127, 89, 1703], [269, 131, 112, 1940]]",2,2
