cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations,training_loss
0,"['0.9449', '0.9543', '0.2003', '0.1499', '0.3842', '0.0729', '0.5328', '0.7394', '0.0073', '0.5813']","['0.3487', '0.6711', '0.9333', '0.9304', '0.5282', '0.2822', '0.3050', '0.6455', '0.7143', '0.3881']","['0.9449', '0.9543', '0.2003', '0.1499', '0.3842', '0.0729', '0.5328', '0.7394', '0.0073', '0.5813']","['0.5094', '0.7880', '0.3298', '0.2581', '0.4448', '0.1159', '0.3879', '0.6893', '0.0145', '0.4654']","['0.9449', '0.9543', '0.2003', '0.1499', '0.3842', '0.0729', '0.5328', '0.7394', '0.0073', '0.5813']","['0.8069', '0.9407', '0.9984', '0.9987', '0.9629', '0.9816', '0.8678', '0.9528', '0.9997', '0.8989']","[[652, 3, 0, 0, 1, 0, 33, 0, 0, 1], [0, 751, 0, 0, 0, 5, 2, 26, 0, 3], [316, 118, 140, 2, 8, 1, 45, 35, 0, 34], [159, 65, 7, 107, 19, 95, 86, 76, 0, 100], [75, 12, 0, 0, 262, 0, 38, 29, 1, 265], [217, 19, 0, 4, 51, 46, 267, 1, 0, 26], [264, 27, 1, 0, 24, 0, 366, 0, 0, 5], [14, 40, 2, 2, 13, 0, 1, 539, 1, 117], [118, 69, 0, 0, 24, 8, 341, 31, 5, 86], [55, 15, 0, 0, 94, 8, 21, 98, 0, 404]]",-1,-1,-1,-1,1.783184289932251
1,"['0.8406', '0.8818', '0.8054', '0.6204', '0.6466', '0.7116', '0.7715', '0.9465', '0.3211', '0.2302']","['0.8443', '0.8282', '0.8479', '0.8896', '0.6743', '0.5442', '0.7039', '0.4545', '0.7019', '0.6478']","['0.8406', '0.8818', '0.8054', '0.6204', '0.6466', '0.7116', '0.7715', '0.9465', '0.3211', '0.2302']","['0.8424', '0.8542', '0.8261', '0.7310', '0.6602', '0.6168', '0.7361', '0.6142', '0.4406', '0.3397']","['0.8406', '0.8818', '0.8054', '0.6204', '0.6466', '0.7116', '0.7715', '0.9465', '0.3211', '0.2302']","['0.9830', '0.9768', '0.9840', '0.9912', '0.9663', '0.9409', '0.9647', '0.8679', '0.9853', '0.9862']","[[580, 2, 18, 9, 0, 11, 61, 1, 8, 0], [0, 694, 3, 0, 0, 7, 1, 73, 9, 0], [17, 46, 563, 3, 6, 2, 12, 41, 9, 0], [0, 20, 27, 443, 1, 80, 0, 132, 11, 0], [2, 6, 13, 0, 441, 31, 17, 111, 5, 56], [7, 4, 3, 29, 17, 449, 57, 17, 34, 14], [54, 19, 13, 0, 58, 2, 530, 0, 11, 0], [3, 5, 7, 2, 3, 3, 0, 690, 0, 16], [16, 38, 7, 9, 15, 221, 74, 82, 219, 1], [8, 4, 10, 3, 113, 19, 1, 371, 6, 160]]","[2, 7, 5, 7, 3, 5, 1, 2, 3, 2, 7, 3, 2, 3, 7, 8]","[2, 7, 5, 7, 3, 5, 1, 2, 3, 2, 7, 3, 2, 3, 7, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,1.261077880859375
2,"['0.9580', '0.9555', '0.8698', '0.8431', '0.8299', '0.7084', '0.8894', '0.9163', '0.4780', '0.7496']","['0.8367', '0.8952', '0.8837', '0.8292', '0.8735', '0.7028', '0.8158', '0.7723', '0.8359', '0.7846']","['0.9580', '0.9555', '0.8698', '0.8431', '0.8299', '0.7084', '0.8894', '0.9163', '0.4780', '0.7496']","['0.8932', '0.9244', '0.8767', '0.8361', '0.8511', '0.7056', '0.8510', '0.8381', '0.6082', '0.7667']","['0.9580', '0.9555', '0.8698', '0.8431', '0.8299', '0.7084', '0.8894', '0.9163', '0.4780', '0.7496']","['0.9795', '0.9858', '0.9873', '0.9803', '0.9870', '0.9703', '0.9781', '0.9686', '0.9899', '0.9773']","[[661, 2, 2, 7, 1, 3, 7, 1, 2, 4], [0, 752, 8, 1, 1, 0, 8, 11, 6, 0], [31, 9, 608, 15, 2, 2, 8, 23, 1, 0], [4, 10, 28, 602, 2, 22, 2, 27, 11, 6], [1, 7, 12, 0, 566, 4, 20, 11, 4, 57], [23, 2, 0, 63, 4, 447, 44, 1, 37, 10], [33, 11, 13, 0, 13, 3, 611, 0, 3, 0], [0, 4, 9, 0, 2, 0, 0, 668, 0, 46], [29, 37, 5, 31, 13, 143, 48, 30, 326, 20], [8, 6, 3, 7, 44, 12, 1, 93, 0, 521]]","[5, 2, 7, 8, 5, 5, 8, 4, 7, 2, 8, 8, 9, 9, 4, 2]","[5, 2, 7, 8, 5, 5, 8, 4, 7, 2, 8, 8, 9, 9, 4, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.6420016288757324
3,"['0.9246', '0.9733', '0.8069', '0.9230', '0.8651', '0.8669', '0.9432', '0.8340', '0.6686', '0.8331']","['0.9424', '0.8114', '0.9201', '0.8775', '0.9306', '0.8275', '0.8769', '0.8329', '0.9120', '0.7751']","['0.9246', '0.9733', '0.8069', '0.9230', '0.8651', '0.8669', '0.9432', '0.8340', '0.6686', '0.8331']","['0.9334', '0.8850', '0.8598', '0.8997', '0.8967', '0.8467', '0.9088', '0.8334', '0.7716', '0.8031']","['0.9246', '0.9733', '0.8069', '0.9230', '0.8651', '0.8669', '0.9432', '0.8340', '0.6686', '0.8331']","['0.9938', '0.9713', '0.9922', '0.9854', '0.9930', '0.9821', '0.9856', '0.9805', '0.9930', '0.9733']","[[638, 2, 3, 4, 2, 6, 31, 1, 3, 0], [0, 766, 9, 0, 0, 0, 3, 7, 0, 2], [25, 57, 564, 22, 2, 0, 10, 13, 6, 0], [1, 9, 13, 659, 0, 9, 0, 13, 7, 3], [0, 13, 10, 0, 590, 0, 12, 7, 1, 49], [3, 2, 0, 28, 0, 547, 20, 1, 24, 6], [2, 15, 5, 0, 8, 6, 648, 0, 3, 0], [1, 9, 5, 3, 1, 1, 0, 608, 0, 101], [0, 64, 2, 31, 12, 72, 14, 24, 456, 7], [7, 7, 2, 4, 19, 20, 1, 56, 0, 579]]","[9, 5, 7, 3, 5, 0, 5, 7, 8, 9, 4, 5, 8, 8, 2, 8]","[9, 5, 7, 3, 5, 0, 5, 7, 8, 9, 4, 5, 8, 8, 2, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.37289050221443176
4,"['0.9420', '0.9682', '0.8913', '0.9062', '0.9047', '0.8859', '0.8574', '0.8299', '0.8123', '0.8835']","['0.9475', '0.9082', '0.9108', '0.9230', '0.8942', '0.8845', '0.9515', '0.8143', '0.9097', '0.7743']","['0.9420', '0.9682', '0.8913', '0.9062', '0.9047', '0.8859', '0.8574', '0.8299', '0.8123', '0.8835']","['0.9448', '0.9373', '0.9009', '0.9145', '0.8994', '0.8852', '0.9020', '0.8220', '0.8582', '0.8253']","['0.9420', '0.9682', '0.8913', '0.9062', '0.9047', '0.8859', '0.8574', '0.8299', '0.8123', '0.8835']","['0.9943', '0.9876', '0.9903', '0.9914', '0.9884', '0.9885', '0.9952', '0.9780', '0.9913', '0.9716']","[[650, 2, 14, 7, 0, 4, 3, 1, 2, 7], [0, 762, 10, 0, 2, 0, 2, 7, 3, 1], [10, 13, 623, 18, 1, 0, 2, 30, 2, 0], [1, 5, 18, 647, 0, 12, 0, 20, 10, 1], [0, 8, 4, 0, 617, 0, 4, 5, 1, 43], [5, 1, 0, 20, 0, 559, 12, 1, 27, 6], [13, 16, 5, 0, 44, 10, 589, 0, 10, 0], [1, 3, 5, 2, 2, 1, 0, 605, 0, 110], [1, 27, 2, 6, 9, 35, 7, 30, 554, 11], [5, 2, 3, 1, 15, 11, 0, 44, 0, 614]]","[5, 7, 0, 8, 5, 5, 3, 5, 0, 9, 2, 2, 2, 8, 2, 5]","[5, 7, 0, 8, 5, 5, 3, 5, 0, 9, 2, 2, 2, 8, 2, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.258262038230896
5,"['0.9681', '0.9593', '0.9242', '0.9104', '0.8578', '0.9429', '0.9694', '0.8189', '0.7639', '0.9165']","['0.9291', '0.9593', '0.9060', '0.9461', '0.9718', '0.8140', '0.9487', '0.8977', '0.9613', '0.7512']","['0.9681', '0.9593', '0.9242', '0.9104', '0.8578', '0.9429', '0.9694', '0.8189', '0.7639', '0.9165']","['0.9482', '0.9593', '0.9150', '0.9279', '0.9112', '0.8737', '0.9590', '0.8565', '0.8513', '0.8257']","['0.9681', '0.9593', '0.9242', '0.9104', '0.8578', '0.9429', '0.9694', '0.8189', '0.7639', '0.9165']","['0.9919', '0.9948', '0.9894', '0.9941', '0.9973', '0.9786', '0.9943', '0.9891', '0.9967', '0.9665']","[[668, 1, 7, 3, 0, 2, 6, 1, 1, 1], [0, 755, 13, 2, 4, 0, 2, 6, 2, 3], [14, 4, 646, 11, 0, 0, 2, 18, 4, 0], [2, 1, 18, 650, 0, 25, 1, 7, 7, 3], [1, 2, 8, 0, 585, 0, 1, 5, 1, 79], [4, 0, 1, 12, 0, 595, 9, 0, 5, 5], [8, 4, 6, 0, 0, 3, 666, 0, 0, 0], [5, 1, 8, 4, 1, 2, 0, 597, 1, 110], [11, 17, 4, 5, 6, 82, 14, 12, 521, 10], [6, 2, 2, 0, 6, 22, 1, 19, 0, 637]]","[5, 3, 5, 0, 0, 5, 9, 0, 0, 5, 0, 6, 8, 2, 7, 4]","[5, 3, 5, 0, 0, 5, 9, 0, 0, 5, 0, 6, 8, 2, 7, 4]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.28095129132270813
6,"['0.9696', '0.9708', '0.8970', '0.9216', '0.9091', '0.9461', '0.9112', '0.8148', '0.8856', '0.9094']","['0.9557', '0.9363', '0.9303', '0.9139', '0.9351', '0.8602', '0.9751', '0.9310', '0.9292', '0.7910']","['0.9696', '0.9708', '0.8970', '0.9216', '0.9091', '0.9461', '0.9112', '0.8148', '0.8856', '0.9094']","['0.9626', '0.9532', '0.9133', '0.9177', '0.9219', '0.9011', '0.9421', '0.8691', '0.9069', '0.8461']","['0.9696', '0.9708', '0.8970', '0.9216', '0.9091', '0.9461', '0.9112', '0.8148', '0.8856', '0.9094']","['0.9951', '0.9916', '0.9925', '0.9901', '0.9932', '0.9848', '0.9975', '0.9930', '0.9927', '0.9735']","[[669, 1, 5, 7, 0, 2, 3, 0, 2, 1], [0, 764, 9, 0, 4, 0, 1, 6, 2, 1], [10, 8, 627, 31, 1, 1, 2, 12, 7, 0], [1, 2, 13, 658, 0, 23, 0, 5, 11, 1], [1, 0, 6, 0, 620, 1, 2, 5, 1, 46], [2, 1, 0, 10, 0, 597, 5, 0, 12, 4], [4, 18, 6, 0, 19, 4, 626, 0, 10, 0], [4, 3, 5, 11, 1, 3, 0, 594, 0, 108], [0, 15, 3, 3, 7, 34, 3, 7, 604, 6], [9, 4, 0, 0, 11, 29, 0, 9, 1, 632]]","[1, 4, 2, 2, 5, 8, 8, 5, 4, 8, 9, 3, 7, 1, 8, 8]","[1, 4, 2, 2, 5, 8, 8, 5, 4, 8, 9, 3, 7, 1, 8, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.17198960483074188
7,"['0.9739', '0.9720', '0.9499', '0.8641', '0.8739', '0.8811', '0.9360', '0.8011', '0.9062', '0.9640']","['0.9295', '0.9273', '0.9261', '0.9841', '0.9644', '0.9472', '0.9442', '0.9255', '0.9009', '0.7436']","['0.9739', '0.9720', '0.9499', '0.8641', '0.8739', '0.8811', '0.9360', '0.8011', '0.9062', '0.9640']","['0.9512', '0.9491', '0.9379', '0.9202', '0.9169', '0.9130', '0.9401', '0.8588', '0.9035', '0.8396']","['0.9739', '0.9720', '0.9499', '0.8641', '0.8739', '0.8811', '0.9360', '0.8011', '0.9062', '0.9640']","['0.9919', '0.9903', '0.9916', '0.9984', '0.9965', '0.9951', '0.9940', '0.9925', '0.9892', '0.9633']","[[672, 1, 8, 0, 1, 1, 4, 1, 2, 0], [0, 765, 5, 0, 2, 0, 1, 5, 7, 2], [13, 6, 664, 2, 0, 0, 3, 9, 2, 0], [2, 6, 20, 617, 0, 18, 0, 16, 28, 7], [0, 5, 3, 0, 596, 0, 2, 2, 1, 73], [13, 1, 1, 6, 0, 556, 21, 0, 22, 11], [10, 23, 3, 0, 2, 2, 643, 0, 4, 0], [6, 3, 8, 1, 2, 0, 0, 584, 0, 125], [3, 13, 5, 1, 7, 8, 6, 8, 618, 13], [4, 2, 0, 0, 8, 2, 1, 6, 2, 670]]","[8, 3, 2, 2, 4, 5, 3, 9, 9, 8, 9, 6, 2, 6, 6, 2]","[8, 3, 2, 2, 4, 5, 3, 9, 9, 8, 9, 6, 2, 6, 6, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.6340702027082443
8,"['0.9696', '0.9708', '0.9242', '0.9286', '0.8915', '0.8780', '0.9360', '0.8848', '0.9223', '0.9295']","['0.9305', '0.9397', '0.9349', '0.9221', '0.9744', '0.9454', '0.9713', '0.9201', '0.8810', '0.8422']","['0.9696', '0.9708', '0.9242', '0.9286', '0.8915', '0.8780', '0.9360', '0.8848', '0.9223', '0.9295']","['0.9496', '0.9550', '0.9295', '0.9253', '0.9311', '0.9104', '0.9533', '0.9021', '0.9011', '0.8837']","['0.9696', '0.9708', '0.9242', '0.9286', '0.8915', '0.8780', '0.9360', '0.8848', '0.9223', '0.9295']","['0.9921', '0.9921', '0.9929', '0.9911', '0.9975', '0.9950', '0.9970', '0.9911', '0.9865', '0.9808']","[[669, 1, 3, 4, 0, 5, 2, 1, 4, 1], [1, 764, 10, 1, 1, 0, 0, 6, 3, 1], [14, 2, 646, 16, 0, 0, 1, 9, 11, 0], [2, 0, 10, 663, 0, 5, 0, 9, 24, 1], [3, 8, 9, 0, 608, 0, 5, 5, 1, 43], [3, 1, 0, 27, 2, 554, 6, 0, 28, 10], [12, 19, 2, 0, 2, 5, 643, 0, 4, 0], [4, 4, 9, 6, 1, 0, 0, 645, 0, 60], [1, 12, 2, 0, 4, 16, 4, 9, 629, 5], [10, 2, 0, 2, 6, 1, 1, 17, 10, 646]]","[9, 9, 3, 3, 9, 8, 8, 7, 4, 9, 3, 5, 2, 3, 8, 3]","[9, 9, 3, 3, 9, 8, 8, 7, 4, 9, 3, 5, 2, 3, 8, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.2655240595340729
9,"['0.9739', '0.9759', '0.9514', '0.9552', '0.9399', '0.9525', '0.9811', '0.7778', '0.9135', '0.9281']","['0.9559', '0.9746', '0.9527', '0.9368', '0.9712', '0.9218', '0.9629', '0.9610', '0.9397', '0.7924']","['0.9739', '0.9759', '0.9514', '0.9552', '0.9399', '0.9525', '0.9811', '0.7778', '0.9135', '0.9281']","['0.9648', '0.9752', '0.9520', '0.9459', '0.9553', '0.9369', '0.9719', '0.8597', '0.9264', '0.8549']","['0.9739', '0.9759', '0.9514', '0.9552', '0.9399', '0.9525', '0.9811', '0.7778', '0.9135', '0.9281']","['0.9951', '0.9968', '0.9948', '0.9927', '0.9970', '0.9920', '0.9959', '0.9963', '0.9937', '0.9732']","[[672, 1, 0, 3, 0, 4, 5, 1, 3, 1], [1, 768, 8, 1, 1, 0, 1, 2, 3, 2], [14, 3, 665, 6, 0, 0, 1, 6, 4, 0], [2, 0, 7, 682, 0, 7, 0, 1, 15, 0], [1, 0, 1, 0, 641, 0, 5, 1, 1, 32], [2, 1, 0, 13, 0, 601, 8, 0, 4, 2], [3, 2, 2, 0, 1, 1, 674, 0, 4, 0], [2, 3, 10, 18, 1, 1, 0, 567, 0, 127], [0, 10, 5, 4, 5, 18, 5, 7, 623, 5], [6, 0, 0, 1, 11, 20, 1, 5, 6, 645]]","[2, 8, 3, 9, 5, 3, 2, 1, 8, 3, 9, 3, 8, 0, 4, 4]","[2, 8, 3, 9, 5, 3, 2, 1, 8, 3, 9, 3, 8, 0, 4, 4]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.19497878104448318
