cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations,training_loss
0,"['0.3100', '0.2450', '0.0700', '0.1133', '0.1517', '0.4167', '0.0050', '0.0183', '0.2617', '0.3517']","['0.2042', '0.2304', '0.1433', '0.1111', '0.1974', '0.1685', '0.1071', '0.1222', '0.2951', '0.2219']","['0.3100', '0.2450', '0.0700', '0.1133', '0.1517', '0.4167', '0.0050', '0.0183', '0.2617', '0.3517']","['0.2462', '0.2375', '0.0941', '0.1122', '0.1715', '0.2399', '0.0096', '0.0319', '0.2774', '0.2721']","['0.3100', '0.2450', '0.0700', '0.1133', '0.1517', '0.4167', '0.0050', '0.0183', '0.2617', '0.3517']","['0.8657', '0.9091', '0.9535', '0.8993', '0.9315', '0.7715', '0.9954', '0.9854', '0.9306', '0.8630']","[[186, 39, 41, 32, 19, 127, 1, 4, 91, 60], [63, 147, 11, 52, 24, 113, 2, 10, 76, 102], [120, 55, 42, 80, 54, 126, 2, 12, 17, 92], [77, 35, 35, 68, 55, 255, 1, 7, 17, 50], [65, 36, 39, 99, 91, 144, 1, 11, 19, 95], [86, 37, 32, 55, 42, 250, 6, 8, 25, 59], [42, 96, 24, 91, 83, 138, 3, 12, 14, 97], [57, 29, 24, 86, 64, 162, 7, 11, 41, 119], [142, 64, 27, 10, 12, 119, 0, 3, 157, 66], [73, 100, 18, 39, 17, 50, 5, 12, 75, 211]]",-1,-1,-1,-1,1.9951746463775635
1,"['0.3817', '0.2417', '0.0233', '0.0750', '0.0633', '0.3600', '0.2567', '0.2100', '0.2367', '0.2683']","['0.2413', '0.2603', '0.0921', '0.1837', '0.1827', '0.1930', '0.1833', '0.1805', '0.2958', '0.2141']","['0.3817', '0.2417', '0.0233', '0.0750', '0.0633', '0.3600', '0.2567', '0.2100', '0.2367', '0.2683']","['0.2957', '0.2506', '0.0372', '0.1065', '0.0941', '0.2513', '0.2139', '0.1941', '0.2630', '0.2382']","['0.3817', '0.2417', '0.0233', '0.0750', '0.0633', '0.3600', '0.2567', '0.2100', '0.2367', '0.2683']","['0.8667', '0.9237', '0.9744', '0.9630', '0.9685', '0.8328', '0.8730', '0.8941', '0.9374', '0.8906']","[[229, 64, 17, 19, 10, 52, 52, 32, 79, 46], [58, 145, 12, 15, 8, 62, 62, 45, 93, 100], [134, 37, 14, 24, 28, 85, 100, 97, 16, 65], [63, 20, 19, 45, 35, 212, 75, 67, 13, 51], [67, 19, 15, 18, 38, 133, 116, 111, 19, 64], [84, 21, 20, 47, 20, 216, 65, 68, 17, 42], [35, 45, 10, 28, 41, 122, 154, 80, 14, 71], [64, 37, 11, 34, 14, 124, 93, 126, 17, 80], [149, 86, 15, 6, 9, 79, 34, 8, 142, 72], [66, 83, 19, 9, 5, 34, 89, 64, 70, 161]]","[8, 2, 6, 3, 6, 8, 5, 4, 1, 6, 4, 2, 5, 4, 5, 0]","[8, 2, 6, 3, 6, 8, 5, 4, 1, 6, 4, 2, 5, 4, 5, 0]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,1.790757179260254
2,"['0.5183', '0.0050', '0.1317', '0.0300', '0.0167', '0.3183', '0.0400', '0.2250', '0.0650', '0.5867']","['0.2226', '0.2727', '0.1876', '0.1513', '0.1887', '0.1715', '0.1875', '0.1740', '0.4105', '0.1866']","['0.5183', '0.0050', '0.1317', '0.0300', '0.0167', '0.3183', '0.0400', '0.2250', '0.0650', '0.5867']","['0.3115', '0.0098', '0.1548', '0.0501', '0.0306', '0.2229', '0.0659', '0.1962', '0.1122', '0.2832']","['0.5183', '0.0050', '0.1317', '0.0300', '0.0167', '0.3183', '0.0400', '0.2250', '0.0650', '0.5867']","['0.7989', '0.9985', '0.9367', '0.9813', '0.9920', '0.8291', '0.9807', '0.8813', '0.9896', '0.7159']","[[311, 1, 43, 6, 4, 42, 10, 25, 9, 149], [149, 3, 23, 13, 2, 47, 10, 51, 18, 284], [137, 1, 79, 9, 10, 93, 15, 100, 3, 153], [88, 0, 45, 18, 3, 249, 15, 67, 2, 113], [85, 1, 66, 11, 10, 130, 12, 139, 2, 144], [124, 0, 36, 16, 9, 191, 14, 87, 3, 120], [50, 1, 52, 13, 10, 149, 24, 119, 3, 179], [72, 2, 16, 19, 5, 120, 12, 135, 3, 216], [275, 0, 39, 3, 0, 57, 3, 8, 39, 176], [106, 2, 22, 11, 0, 36, 13, 45, 13, 352]]","[0, 3, 6, 6, 2, 0, 0, 4, 4, 8, 4, 6, 2, 2, 5, 8]","[0, 3, 6, 6, 2, 0, 0, 4, 4, 8, 4, 6, 2, 2, 5, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,1.633700966835022
3,"['0.3800', '0.2417', '0.0933', '0.0450', '0.2117', '0.3133', '0.2517', '0.0933', '0.2417', '0.1917']","['0.2857', '0.1637', '0.2014', '0.1244', '0.1491', '0.2032', '0.2066', '0.2363', '0.2661', '0.2166']","['0.3800', '0.2417', '0.0933', '0.0450', '0.2117', '0.3133', '0.2517', '0.0933', '0.2417', '0.1917']","['0.3262', '0.1952', '0.1276', '0.0661', '0.1749', '0.2466', '0.2269', '0.1338', '0.2533', '0.2034']","['0.3800', '0.2417', '0.0933', '0.0450', '0.2117', '0.3133', '0.2517', '0.0933', '0.2417', '0.1917']","['0.8944', '0.8628', '0.9589', '0.9648', '0.8657', '0.8635', '0.8926', '0.9665', '0.9259', '0.9230']","[[228, 68, 23, 18, 49, 20, 35, 6, 89, 64], [59, 145, 11, 24, 40, 30, 56, 10, 123, 102], [101, 61, 56, 24, 100, 78, 87, 34, 23, 36], [41, 39, 40, 27, 130, 188, 58, 24, 16, 37], [48, 72, 39, 9, 127, 110, 121, 30, 26, 18], [60, 53, 28, 26, 123, 188, 52, 32, 18, 20], [22, 85, 21, 12, 124, 127, 151, 20, 19, 19], [36, 95, 28, 38, 83, 119, 82, 56, 23, 40], [154, 90, 15, 15, 39, 33, 23, 6, 145, 80], [49, 178, 17, 24, 37, 32, 66, 19, 63, 115]]","[2, 6, 8, 8, 8, 6, 7, 8, 4, 1, 0, 6, 4, 8, 3, 6]","[2, 6, 8, 8, 8, 6, 7, 8, 4, 1, 0, 6, 4, 8, 3, 6]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,1.1649261713027954
4,"['0.4267', '0.1383', '0.1383', '0.0700', '0.0883', '0.2917', '0.2417', '0.1283', '0.3550', '0.2750']","['0.2027', '0.2107', '0.1967', '0.1634', '0.1592', '0.1977', '0.2599', '0.2285', '0.2576', '0.2279']","['0.4267', '0.1383', '0.1383', '0.0700', '0.0883', '0.2917', '0.2417', '0.1283', '0.3550', '0.2750']","['0.2748', '0.1670', '0.1624', '0.0980', '0.1136', '0.2357', '0.2504', '0.1644', '0.2985', '0.2492']","['0.4267', '0.1383', '0.1383', '0.0700', '0.0883', '0.2917', '0.2417', '0.1283', '0.3550', '0.2750']","['0.8135', '0.9424', '0.9372', '0.9602', '0.9481', '0.8685', '0.9235', '0.9519', '0.8863', '0.8965']","[[256, 24, 33, 7, 25, 28, 24, 11, 132, 60], [102, 83, 15, 17, 10, 38, 47, 22, 173, 93], [161, 26, 83, 28, 38, 63, 71, 31, 37, 62], [101, 14, 40, 42, 44, 184, 49, 38, 28, 60], [96, 27, 82, 24, 53, 102, 89, 43, 35, 49], [115, 32, 39, 40, 38, 175, 42, 45, 33, 41], [76, 29, 50, 23, 50, 105, 145, 28, 37, 57], [90, 34, 36, 43, 38, 106, 42, 77, 36, 98], [173, 61, 16, 18, 20, 45, 8, 7, 213, 39], [93, 64, 28, 15, 17, 39, 41, 35, 103, 165]]","[6, 9, 8, 4, 0, 0, 0, 2, 4, 1, 3, 4, 4, 4, 4, 0]","[6, 9, 8, 4, 0, 0, 0, 2, 4, 1, 3, 4, 4, 4, 4, 0]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,1.1031817197799683
5,"['0.3500', '0.2167', '0.0933', '0.1233', '0.1950', '0.2417', '0.4100', '0.2033', '0.3833', '0.2333']","['0.3052', '0.2041', '0.2036', '0.1619', '0.1921', '0.2772', '0.2536', '0.2568', '0.2617', '0.2875']","['0.3500', '0.2167', '0.0933', '0.1233', '0.1950', '0.2417', '0.4100', '0.2033', '0.3833', '0.2333']","['0.3261', '0.2102', '0.1280', '0.1400', '0.1935', '0.2582', '0.3134', '0.2270', '0.3110', '0.2576']","['0.3500', '0.2167', '0.0933', '0.1233', '0.1950', '0.2417', '0.4100', '0.2033', '0.3833', '0.2333']","['0.9115', '0.9061', '0.9594', '0.9291', '0.9089', '0.9300', '0.8659', '0.9346', '0.8798', '0.9357']","[[210, 75, 9, 24, 26, 19, 39, 14, 142, 42], [47, 130, 7, 31, 18, 16, 67, 35, 164, 85], [103, 37, 56, 47, 85, 25, 117, 51, 48, 31], [44, 30, 33, 74, 92, 116, 104, 46, 33, 28], [42, 29, 57, 53, 117, 40, 136, 53, 48, 25], [49, 38, 28, 61, 74, 145, 91, 60, 32, 22], [19, 35, 27, 41, 81, 53, 246, 38, 33, 27], [36, 49, 31, 59, 69, 68, 78, 122, 47, 41], [106, 105, 13, 24, 21, 23, 20, 12, 230, 46], [32, 109, 14, 43, 26, 18, 72, 44, 102, 140]]","[1, 9, 0, 0, 2, 7, 8, 9, 6, 6, 8, 7, 7, 3, 9, 0]","[1, 9, 0, 0, 2, 7, 8, 9, 6, 6, 8, 7, 7, 3, 9, 0]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.9609453678131104
6,"['0.3217', '0.2433', '0.1000', '0.1433', '0.2567', '0.3133', '0.2967', '0.1550', '0.3750', '0.3200']","['0.2969', '0.2694', '0.1905', '0.2211', '0.1858', '0.2103', '0.2862', '0.2650', '0.2866', '0.3082']","['0.3217', '0.2433', '0.1000', '0.1433', '0.2567', '0.3133', '0.2967', '0.1550', '0.3750', '0.3200']","['0.3088', '0.2557', '0.1311', '0.1739', '0.2155', '0.2517', '0.2913', '0.1956', '0.3249', '0.3140']","['0.3217', '0.2433', '0.1000', '0.1433', '0.2567', '0.3133', '0.2967', '0.1550', '0.3750', '0.3200']","['0.9154', '0.9267', '0.9528', '0.9439', '0.8750', '0.8693', '0.9178', '0.9522', '0.8963', '0.9202']","[[193, 56, 16, 21, 41, 33, 31, 16, 141, 52], [40, 146, 7, 27, 45, 30, 42, 25, 149, 89], [87, 31, 60, 34, 116, 78, 74, 49, 33, 38], [48, 18, 31, 86, 101, 166, 57, 28, 25, 40], [41, 23, 72, 32, 154, 101, 80, 33, 29, 35], [50, 23, 33, 67, 82, 188, 68, 41, 28, 20], [24, 32, 45, 36, 108, 95, 178, 26, 18, 38], [33, 35, 27, 39, 106, 127, 37, 93, 45, 58], [100, 89, 10, 15, 35, 40, 15, 10, 225, 61], [34, 89, 14, 32, 41, 36, 40, 30, 92, 192]]","[5, 0, 4, 0, 2, 6, 4, 7, 7, 6, 4, 5, 4, 7, 6, 4]","[5, 0, 4, 0, 2, 6, 4, 7, 7, 6, 4, 5, 4, 7, 6, 4]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.8218851089477539
7,"['0.3150', '0.1367', '0.1150', '0.1017', '0.1733', '0.2683', '0.4617', '0.1583', '0.3750', '0.2950']","['0.2851', '0.2515', '0.1896', '0.1614', '0.1881', '0.2425', '0.2274', '0.3065', '0.2478', '0.2873']","['0.3150', '0.1367', '0.1150', '0.1017', '0.1733', '0.2683', '0.4617', '0.1583', '0.3750', '0.2950']","['0.2993', '0.1771', '0.1432', '0.1247', '0.1804', '0.2547', '0.3047', '0.2088', '0.2984', '0.2911']","['0.3150', '0.1367', '0.1150', '0.1017', '0.1733', '0.2683', '0.4617', '0.1583', '0.3750', '0.2950']","['0.9122', '0.9548', '0.9454', '0.9413', '0.9169', '0.9069', '0.8257', '0.9602', '0.8735', '0.9187']","[[189, 41, 14, 20, 34, 17, 70, 8, 154, 53], [65, 82, 6, 26, 17, 15, 103, 13, 175, 98], [98, 14, 69, 46, 85, 45, 132, 43, 36, 32], [37, 11, 41, 61, 64, 148, 129, 34, 32, 43], [38, 11, 76, 34, 104, 71, 150, 35, 46, 35], [30, 20, 40, 49, 56, 161, 132, 45, 44, 23], [16, 12, 43, 29, 69, 84, 277, 15, 23, 32], [26, 36, 41, 50, 72, 74, 87, 95, 58, 61], [124, 49, 18, 23, 27, 28, 39, 5, 225, 62], [40, 50, 16, 40, 25, 21, 99, 17, 115, 177]]","[4, 3, 0, 8, 5, 6, 4, 2, 7, 1, 6, 9, 2, 6, 2, 8]","[4, 3, 0, 8, 5, 6, 4, 2, 7, 1, 6, 9, 2, 6, 2, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.7856994271278381
8,"['0.3517', '0.1833', '0.1150', '0.1533', '0.3367', '0.2017', '0.2467', '0.1317', '0.4233', '0.3167']","['0.2567', '0.2588', '0.1983', '0.1929', '0.1911', '0.2619', '0.2479', '0.2894', '0.2819', '0.2978']","['0.3517', '0.1833', '0.1150', '0.1533', '0.3367', '0.2017', '0.2467', '0.1317', '0.4233', '0.3167']","['0.2968', '0.2146', '0.1456', '0.1708', '0.2438', '0.2279', '0.2473', '0.1810', '0.3384', '0.3069']","['0.3517', '0.1833', '0.1150', '0.1533', '0.3367', '0.2017', '0.2467', '0.1317', '0.4233', '0.3167']","['0.8869', '0.9417', '0.9483', '0.9287', '0.8417', '0.9369', '0.9169', '0.9641', '0.8802', '0.9170']","[[211, 44, 25, 19, 35, 14, 36, 8, 153, 55], [59, 110, 12, 28, 37, 11, 45, 15, 179, 104], [109, 29, 69, 61, 151, 28, 56, 35, 29, 33], [76, 20, 26, 92, 134, 105, 60, 21, 29, 37], [51, 19, 67, 45, 202, 44, 68, 34, 35, 35], [89, 25, 36, 75, 109, 121, 56, 37, 34, 18], [36, 24, 54, 50, 166, 42, 148, 16, 30, 34], [50, 32, 24, 47, 145, 59, 48, 79, 48, 68], [110, 65, 15, 19, 36, 17, 16, 4, 254, 64], [31, 57, 20, 41, 42, 21, 64, 24, 110, 190]]","[2, 1, 6, 4, 2, 8, 4, 3, 9, 1, 3, 9, 2, 2, 0, 7]","[2, 1, 6, 4, 2, 8, 4, 3, 9, 1, 3, 9, 2, 2, 0, 7]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.634384036064148
9,"['0.3250', '0.1217', '0.1467', '0.1833', '0.3317', '0.1917', '0.2767', '0.0767', '0.2317', '0.3567']","['0.2968', '0.2517', '0.1951', '0.1505', '0.1822', '0.2130', '0.2355', '0.2614', '0.2808', '0.2480']","['0.3250', '0.1217', '0.1467', '0.1833', '0.3317', '0.1917', '0.2767', '0.0767', '0.2317', '0.3567']","['0.3103', '0.1640', '0.1675', '0.1653', '0.2352', '0.2018', '0.2544', '0.1186', '0.2539', '0.2925']","['0.3250', '0.1217', '0.1467', '0.1833', '0.3317', '0.1917', '0.2767', '0.0767', '0.2317', '0.3567']","['0.9144', '0.9598', '0.9328', '0.8850', '0.8346', '0.9213', '0.9002', '0.9759', '0.9341', '0.8798']","[[195, 47, 17, 48, 47, 25, 38, 6, 91, 86], [48, 73, 13, 51, 59, 15, 37, 12, 104, 188], [82, 12, 88, 91, 141, 40, 80, 14, 18, 34], [38, 8, 45, 110, 137, 117, 69, 22, 15, 39], [41, 7, 93, 65, 199, 44, 82, 14, 16, 39], [69, 5, 44, 108, 119, 115, 75, 24, 14, 27], [18, 10, 72, 65, 144, 64, 166, 12, 8, 41], [25, 23, 48, 82, 153, 71, 73, 46, 20, 59], [114, 59, 11, 44, 42, 26, 25, 4, 139, 136], [27, 46, 20, 67, 51, 23, 60, 22, 70, 214]]","[9, 3, 1, 2, 7, 3, 2, 8, 6, 6, 2, 4, 3, 3, 9, 0]","[9, 3, 1, 2, 7, 3, 2, 8, 6, 6, 2, 4, 3, 3, 9, 0]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.9378935098648071
