cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations,training_loss
0,"['0.0018', '0.0000', '0.0000', '0.0196', '0.0000', '0.0000', '0.0000', '0.9696', '0.0000']","['0.0909', '0.0000', '0.0000', '0.1692', '0.0000', '0.0000', '0.0000', '0.1094', '0.0000']","['0.0018', '0.0000', '0.0000', '0.0196', '0.0000', '0.0000', '0.0000', '0.9696', '0.0000']","['0.0035', '0.0000', '0.0000', '0.0352', '0.0000', '0.0000', '0.0000', '0.1966', '0.0000']","['0.0018', '0.0000', '0.0000', '0.0196', '0.0000', '0.0000', '0.0000', '0.9696', '0.0000']","['0.9978', '1.0000', '1.0000', '0.9879', '1.0000', '1.0000', '1.0000', '0.0134', '0.9998']","[[1, 0, 0, 4, 0, 0, 0, 555, 0], [1, 0, 0, 9, 0, 0, 0, 549, 1], [1, 0, 0, 7, 0, 0, 0, 552, 0], [3, 0, 0, 11, 0, 0, 0, 546, 0], [0, 0, 0, 5, 0, 0, 0, 555, 0], [1, 0, 0, 3, 0, 0, 0, 556, 0], [4, 0, 0, 9, 0, 0, 0, 547, 0], [0, 0, 0, 17, 0, 0, 0, 543, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0]]",-1,-1,-1,-1,2.2978315353393555
1,"['0.0000', '0.0000', '0.0000', '0.2357', '0.0000', '0.0000', '0.0000', '0.8804', '0.0000']","['0.0000', '0.0000', '0.0000', '0.2109', '0.0000', '0.0000', '0.0000', '0.1117', '0.0000']","['0.0000', '0.0000', '0.0000', '0.2357', '0.0000', '0.0000', '0.0000', '0.8804', '0.0000']","['0.0000', '0.0000', '0.0000', '0.2226', '0.0000', '0.0000', '0.0000', '0.1982', '0.0000']","['0.0000', '0.0000', '0.0000', '0.2357', '0.0000', '0.0000', '0.0000', '0.8804', '0.0000']","['1.0000', '1.0000', '1.0000', '0.8897', '1.0000', '1.0000', '1.0000', '0.1248', '1.0000']","[[0, 0, 0, 36, 0, 0, 0, 524, 0], [0, 0, 0, 103, 0, 0, 0, 457, 0], [0, 0, 0, 57, 0, 0, 0, 503, 0], [0, 0, 0, 132, 0, 0, 0, 428, 0], [0, 0, 0, 72, 0, 0, 0, 488, 0], [0, 0, 0, 43, 0, 0, 0, 517, 0], [0, 0, 0, 95, 0, 0, 0, 465, 0], [0, 0, 0, 67, 0, 0, 0, 493, 0], [0, 0, 0, 21, 0, 0, 0, 539, 0]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 7, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 7, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.3009068965911865
2,"['0.0000', '0.0000', '0.0000', '0.9786', '0.0000', '0.0000', '0.0000', '0.2054', '0.0000']","['0.0000', '0.0000', '0.0000', '0.1331', '0.0000', '0.0000', '0.0000', '0.1247', '0.0000']","['0.0000', '0.0000', '0.0000', '0.9786', '0.0000', '0.0000', '0.0000', '0.2054', '0.0000']","['0.0000', '0.0000', '0.0000', '0.2343', '0.0000', '0.0000', '0.0000', '0.1552', '0.0000']","['0.0000', '0.0000', '0.0000', '0.9786', '0.0000', '0.0000', '0.0000', '0.2054', '0.0000']","['1.0000', '1.0000', '1.0000', '0.2031', '1.0000', '1.0000', '1.0000', '0.8199', '1.0000']","[[0, 0, 0, 357, 0, 0, 0, 203, 0], [0, 0, 0, 498, 0, 0, 0, 62, 0], [0, 0, 0, 507, 0, 0, 0, 53, 0], [0, 0, 0, 548, 0, 0, 0, 12, 0], [0, 0, 0, 472, 0, 0, 0, 88, 0], [0, 0, 0, 339, 0, 0, 0, 221, 0], [0, 0, 0, 404, 0, 0, 0, 156, 0], [0, 0, 0, 445, 0, 0, 0, 115, 0], [0, 0, 0, 548, 0, 0, 0, 12, 0]]","[4, 2, 2, 2, 4, 4, 4, 4, 4, 2, 3, 4, 2, 1, 6, 2]","[4, 2, 2, 2, 4, 4, 4, 4, 4, 2, 3, 4, 2, 1, 6, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.285317897796631
3,"['0.0000', '0.0161', '0.0000', '0.9929', '0.0000', '0.0000', '0.0000', '0.0125', '0.0000']","['0.0000', '0.0331', '0.0000', '0.1193', '0.0000', '0.0000', '0.0000', '0.0648', '0.0000']","['0.0000', '0.0161', '0.0000', '0.9929', '0.0000', '0.0000', '0.0000', '0.0125', '0.0000']","['0.0000', '0.0216', '0.0000', '0.2130', '0.0000', '0.0000', '0.0000', '0.0210', '0.0000']","['0.0000', '0.0161', '0.0000', '0.9929', '0.0000', '0.0000', '0.0000', '0.0125', '0.0000']","['1.0000', '0.9413', '1.0000', '0.0839', '1.0000', '1.0000', '1.0000', '0.9775', '1.0000']","[[0, 4, 0, 539, 0, 0, 0, 17, 0], [0, 9, 0, 550, 0, 0, 0, 1, 0], [0, 17, 0, 541, 0, 0, 0, 2, 0], [0, 3, 0, 556, 0, 0, 0, 1, 0], [0, 19, 0, 529, 0, 0, 0, 12, 0], [0, 180, 0, 334, 0, 0, 0, 46, 0], [0, 16, 0, 522, 0, 0, 0, 22, 0], [0, 5, 0, 548, 0, 0, 0, 7, 0], [0, 19, 0, 541, 0, 0, 0, 0, 0]]","[6, 1, 5, 1, 2, 6, 6, 6, 2, 2, 6, 6, 6, 4, 6, 5]","[6, 1, 5, 1, 2, 6, 6, 6, 2, 2, 6, 6, 6, 4, 6, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2823030948638916
4,"['0.0000', '0.9929', '0.0000', '0.0071', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.1113', '0.0000', '0.0870', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.9929', '0.0000', '0.0071', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.2002', '0.0000', '0.0132', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.9929', '0.0000', '0.0071', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['1.0000', '0.0094', '1.0000', '0.9906', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[0, 540, 0, 20, 0, 0, 0, 0, 0], [0, 556, 0, 4, 0, 0, 0, 0, 0], [0, 554, 0, 6, 0, 0, 0, 0, 0], [0, 556, 0, 4, 0, 0, 0, 0, 0], [0, 559, 0, 1, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0], [0, 556, 0, 4, 0, 0, 0, 0, 0], [0, 553, 0, 7, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0]]","[5, 7, 4, 1, 1, 1, 7, 1, 1, 3, 1, 1, 1, 1, 5, 1]","[5, 7, 4, 1, 1, 1, 7, 1, 1, 3, 1, 1, 1, 1, 5, 1]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2632601261138916
5,"['0.0000', '1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.1111', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.2000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['1.0000', '0.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[0, 560, 0, 0, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0]]","[1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1]","[1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.246668577194214
6,"['0.0304', '1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.7083', '0.1116', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0304', '1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0582', '0.2009', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0304', '1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.9984', '0.0054', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[17, 543, 0, 0, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0], [1, 559, 0, 0, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0], [3, 557, 0, 0, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0], [3, 557, 0, 0, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0], [0, 560, 0, 0, 0, 0, 0, 0, 0]]","[5, 1, 1, 1, 1, 7, 1, 7, 2, 1, 1, 1, 1, 1, 1, 1]","[5, 1, 1, 1, 1, 7, 1, 7, 2, 1, 1, 1, 1, 1, 1, 1]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2211389541625977
7,"['0.3411', '0.9964', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.3775', '0.1231', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.3411', '0.9964', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.3583', '0.2191', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.3411', '0.9964', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.9297', '0.1125', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[191, 369, 0, 0, 0, 0, 0, 0, 0], [2, 558, 0, 0, 0, 0, 0, 0, 0], [142, 418, 0, 0, 0, 0, 0, 0, 0], [13, 547, 0, 0, 0, 0, 0, 0, 0], [86, 474, 0, 0, 0, 0, 0, 0, 0], [9, 551, 0, 0, 0, 0, 0, 0, 0], [55, 505, 0, 0, 0, 0, 0, 0, 0], [5, 555, 0, 0, 0, 0, 0, 0, 0], [3, 557, 0, 0, 0, 0, 0, 0, 0]]","[7, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1]","[7, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.193375825881958
8,"['0.6446', '0.9393', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.2457', '0.1473', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.6446', '0.9393', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.3558', '0.2547', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.6446', '0.9393', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.7527', '0.3203', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[361, 199, 0, 0, 0, 0, 0, 0, 0], [34, 526, 0, 0, 0, 0, 0, 0, 0], [288, 272, 0, 0, 0, 0, 0, 0, 0], [59, 501, 0, 0, 0, 0, 0, 0, 0], [295, 265, 0, 0, 0, 0, 0, 0, 0], [110, 450, 0, 0, 0, 0, 0, 0, 0], [206, 354, 0, 0, 0, 0, 0, 0, 0], [81, 479, 0, 0, 0, 0, 0, 0, 0], [35, 525, 0, 0, 0, 0, 0, 0, 0]]","[1, 4, 7, 7, 8, 7, 5, 7, 5, 7, 5, 5, 2, 7, 7, 2]","[1, 4, 7, 7, 8, 7, 5, 7, 5, 7, 5, 5, 2, 7, 7, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.1634955406188965
9,"['0.6946', '0.9304', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.2343', '0.1541', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.6946', '0.9304', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.3505', '0.2645', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.6946', '0.9304', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.7163', '0.3618', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[389, 171, 0, 0, 0, 0, 0, 0, 0], [39, 521, 0, 0, 0, 0, 0, 0, 0], [317, 243, 0, 0, 0, 0, 0, 0, 0], [78, 482, 0, 0, 0, 0, 0, 0, 0], [330, 230, 0, 0, 0, 0, 0, 0, 0], [137, 423, 0, 0, 0, 0, 0, 0, 0], [221, 339, 0, 0, 0, 0, 0, 0, 0], [104, 456, 0, 0, 0, 0, 0, 0, 0], [45, 515, 0, 0, 0, 0, 0, 0, 0]]","[1, 2, 2, 1, 1, 7, 2, 4, 2, 2, 4, 5, 2, 2, 2, 2]","[1, 2, 2, 1, 1, 7, 2, 4, 2, 2, 4, 5, 2, 2, 2, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.1334567070007324
