cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.5055', '0.3622', '0.0202', '0.0599', '0.2922', '0.2113', '0.4087', '0.1863', '0.2871', '0.3261']","['0.3560', '0.2948', '0.1529', '0.2432', '0.1697', '0.2771', '0.2720', '0.2236', '0.2951', '0.2583']","['0.5055', '0.3622', '0.0202', '0.0599', '0.2922', '0.2113', '0.4087', '0.1863', '0.2871', '0.3261']","['0.4178', '0.3250', '0.0356', '0.0961', '0.2147', '0.2398', '0.3266', '0.2033', '0.2910', '0.2882']","['0.5055', '0.3622', '0.0202', '0.0599', '0.2922', '0.2113', '0.4087', '0.1863', '0.2871', '0.3261']","['0.8925', '0.9014', '0.9866', '0.9793', '0.8554', '0.9424', '0.8791', '0.9322', '0.9200', '0.8963']","[[319, 66, 7, 10, 21, 10, 16, 19, 98, 65], [62, 222, 11, 5, 22, 20, 18, 35, 132, 86], [101, 66, 13, 19, 138, 40, 139, 59, 20, 50], [31, 46, 15, 36, 106, 94, 106, 71, 14, 82], [35, 14, 6, 9, 161, 43, 178, 48, 16, 41], [56, 27, 10, 31, 123, 120, 107, 46, 11, 37], [7, 28, 8, 11, 171, 36, 244, 43, 1, 48], [24, 45, 5, 17, 168, 40, 64, 106, 17, 83], [218, 102, 5, 4, 7, 26, 8, 9, 180, 68], [43, 137, 5, 6, 32, 4, 17, 38, 121, 195]]",-1,-1
1,"['0.1315', '0.0310', '0.0062', '0.0000', '0.0000', '0.0018', '0.9983', '0.0053', '0.0128', '0.0452']","['0.5321', '0.3016', '0.1905', '0.0000', '0.0000', '0.0385', '0.1093', '0.0330', '0.4000', '0.1627']","['0.1315', '0.0310', '0.0062', '0.0000', '0.0000', '0.0018', '0.9983', '0.0053', '0.0128', '0.0452']","['0.2109', '0.0562', '0.0120', '0.0000', '0.0000', '0.0034', '0.1970', '0.0091', '0.0247', '0.0707']","['0.1315', '0.0310', '0.0062', '0.0000', '0.0000', '0.0018', '0.9983', '0.0053', '0.0128', '0.0452']","['0.9864', '0.9918', '0.9968', '0.9996', '1.0000', '0.9954', '0.1007', '0.9838', '0.9978', '0.9743']","[[83, 4, 5, 1, 0, 8, 462, 29, 7, 32], [5, 19, 1, 0, 0, 5, 549, 10, 3, 21], [19, 2, 4, 0, 0, 2, 602, 8, 1, 7], [2, 0, 0, 0, 0, 1, 595, 3, 0, 0], [1, 0, 0, 0, 0, 0, 535, 2, 0, 13], [4, 0, 1, 0, 0, 1, 562, 0, 0, 0], [0, 0, 1, 0, 0, 0, 596, 0, 0, 0], [0, 1, 1, 0, 0, 0, 561, 3, 0, 3], [39, 14, 8, 1, 0, 8, 467, 19, 8, 63], [3, 23, 0, 0, 0, 1, 526, 17, 1, 27]]",6,6
2,"['0.8146', '0.0783', '0.0078', '0.0017', '0.0000', '0.0458', '0.7638', '0.1125', '0.0000', '0.2007']","['0.2035', '0.2286', '0.2381', '1.0000', '0.0000', '0.2826', '0.2067', '0.2462', '0.0000', '0.1757']","['0.8146', '0.0783', '0.0078', '0.0017', '0.0000', '0.0458', '0.7638', '0.1125', '0.0000', '0.2007']","['0.3256', '0.1166', '0.0150', '0.0033', '0.0000', '0.0788', '0.3254', '0.1544', '0.0000', '0.1874']","['0.8146', '0.0783', '0.0078', '0.0017', '0.0000', '0.0458', '0.7638', '0.1125', '0.0000', '0.2007']","['0.6253', '0.9699', '0.9970', '1.0000', '1.0000', '0.9878', '0.6761', '0.9639', '0.9998', '0.8958']","[[514, 11, 1, 0, 0, 6, 55, 9, 0, 35], [410, 48, 1, 0, 0, 7, 49, 14, 0, 84], [198, 29, 5, 0, 0, 8, 308, 38, 0, 59], [141, 28, 5, 1, 0, 20, 292, 38, 0, 76], [96, 4, 2, 0, 0, 6, 359, 25, 0, 59], [108, 14, 2, 0, 0, 26, 344, 28, 0, 46], [35, 15, 2, 0, 0, 1, 456, 25, 1, 62], [137, 18, 1, 0, 0, 6, 246, 64, 0, 97], [514, 15, 0, 0, 0, 12, 36, 5, 0, 45], [373, 28, 2, 0, 0, 0, 61, 14, 0, 120]]",0,0
3,"['0.4279', '0.0865', '0.2000', '0.0000', '0.0000', '0.0000', '0.8811', '0.0000', '0.0000', '0.0769']","['0.2818', '0.5096', '0.0923', '0.0000', '0.0000', '0.0000', '0.1537', '0.0000', '0.0000', '0.3898']","['0.4279', '0.0865', '0.2000', '0.0000', '0.0000', '0.0000', '0.8811', '0.0000', '0.0000', '0.0769']","['0.3398', '0.1478', '0.1263', '0.0000', '0.0000', '0.0000', '0.2618', '0.0000', '0.0000', '0.1285']","['0.4279', '0.0865', '0.2000', '0.0000', '0.0000', '0.0000', '0.8811', '0.0000', '0.0000', '0.0769']","['0.8719', '0.9905', '0.7630', '1.0000', '1.0000', '1.0000', '0.4640', '1.0000', '1.0000', '0.9867']","[[270, 6, 168, 0, 0, 0, 175, 0, 0, 12], [136, 53, 235, 0, 0, 0, 169, 0, 0, 20], [70, 2, 129, 0, 0, 0, 438, 0, 0, 6], [14, 0, 110, 0, 0, 0, 476, 0, 0, 1], [27, 0, 69, 0, 0, 0, 453, 0, 0, 2], [10, 0, 62, 0, 0, 0, 495, 0, 0, 1], [2, 1, 67, 0, 0, 0, 526, 0, 0, 1], [18, 1, 135, 0, 0, 0, 410, 0, 0, 5], [277, 21, 169, 0, 0, 0, 136, 0, 0, 24], [134, 20, 254, 0, 0, 0, 144, 0, 0, 46]]",2,2
4,"['0.9683', '0.0000', '0.1426', '0.0000', '0.0000', '0.0000', '0.0050', '0.0000', '0.0000', '0.0000']","['0.1117', '0.0000', '0.1773', '0.0000', '0.0000', '0.0000', '0.3000', '0.0000', '0.0000', '0.0000']","['0.9683', '0.0000', '0.1426', '0.0000', '0.0000', '0.0000', '0.0050', '0.0000', '0.0000', '0.0000']","['0.2003', '0.0000', '0.1581', '0.0000', '0.0000', '0.0000', '0.0099', '0.0000', '0.0000', '0.0000']","['0.9683', '0.0000', '0.1426', '0.0000', '0.0000', '0.0000', '0.0050', '0.0000', '0.0000', '0.0000']","['0.0948', '1.0000', '0.9203', '1.0000', '1.0000', '1.0000', '0.9987', '1.0000', '1.0000', '1.0000']","[[611, 0, 20, 0, 0, 0, 0, 0, 0, 0], [606, 0, 7, 0, 0, 0, 0, 0, 0, 0], [550, 0, 92, 0, 0, 0, 3, 0, 0, 0], [540, 0, 60, 0, 0, 0, 1, 0, 0, 0], [441, 0, 108, 0, 0, 0, 2, 0, 0, 0], [492, 0, 75, 0, 0, 0, 1, 0, 0, 0], [486, 0, 108, 0, 0, 0, 3, 0, 0, 0], [531, 0, 38, 0, 0, 0, 0, 0, 0, 0], [619, 0, 8, 0, 0, 0, 0, 0, 0, 0], [595, 0, 3, 0, 0, 0, 0, 0, 0, 0]]",0,0
5,"['0.7021', '0.0000', '0.5333', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.1392', '0.0000', '0.1221', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.7021', '0.0000', '0.5333', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.2324', '0.0000', '0.1987', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.7021', '0.0000', '0.5333', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.4898', '1.0000', '0.5380', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[443, 0, 188, 0, 0, 0, 0, 0, 0, 0], [476, 0, 137, 0, 0, 0, 0, 0, 0, 0], [301, 0, 344, 0, 0, 0, 0, 0, 0, 0], [273, 0, 328, 0, 0, 0, 0, 0, 0, 0], [178, 0, 373, 0, 0, 0, 0, 0, 0, 0], [178, 0, 390, 0, 0, 0, 0, 0, 0, 0], [142, 0, 455, 0, 0, 0, 0, 0, 0, 0], [263, 0, 306, 0, 0, 0, 0, 0, 0, 0], [475, 0, 152, 0, 0, 0, 0, 0, 0, 0], [453, 0, 145, 0, 0, 0, 0, 0, 0, 0]]",2,2
6,"['0.3629', '0.0000', '0.1256', '0.0000', '0.0000', '0.0000', '0.9698', '0.0000', '0.0000', '0.0000']","['0.2789', '0.0000', '0.0857', '0.0000', '0.0000', '0.0000', '0.1368', '0.0000', '0.0000', '0.0000']","['0.3629', '0.0000', '0.1256', '0.0000', '0.0000', '0.0000', '0.9698', '0.0000', '0.0000', '0.0000']","['0.3154', '0.0000', '0.1019', '0.0000', '0.0000', '0.0000', '0.2397', '0.0000', '0.0000', '0.0000']","['0.3629', '0.0000', '0.1256', '0.0000', '0.0000', '0.0000', '0.9698', '0.0000', '0.0000', '0.0000']","['0.8897', '1.0000', '0.8387', '1.0000', '1.0000', '1.0000', '0.3235', '1.0000', '1.0000', '1.0000']","[[229, 0, 131, 0, 0, 0, 271, 0, 0, 0], [123, 0, 176, 0, 0, 0, 314, 0, 0, 0], [75, 0, 81, 0, 0, 0, 489, 0, 0, 0], [18, 0, 54, 0, 0, 0, 529, 0, 0, 0], [27, 0, 41, 0, 0, 0, 483, 0, 0, 0], [11, 0, 33, 0, 0, 0, 524, 0, 0, 0], [3, 0, 15, 0, 0, 0, 579, 0, 0, 0], [17, 0, 76, 0, 0, 0, 476, 0, 0, 0], [197, 0, 185, 0, 0, 0, 245, 0, 0, 0], [121, 0, 153, 0, 0, 0, 324, 0, 0, 0]]",6,6
7,"['0.3756', '0.0000', '0.1101', '0.0000', '0.0000', '0.0000', '0.9347', '0.0000', '0.0000', '0.1873']","['0.2815', '0.0000', '0.1029', '0.0000', '0.0000', '0.0000', '0.1427', '0.0000', '0.0000', '0.2011']","['0.3756', '0.0000', '0.1101', '0.0000', '0.0000', '0.0000', '0.9347', '0.0000', '0.0000', '0.1873']","['0.3218', '0.0000', '0.1064', '0.0000', '0.0000', '0.0000', '0.2476', '0.0000', '0.0000', '0.1939']","['0.3756', '0.0000', '0.1101', '0.0000', '0.0000', '0.0000', '0.9347', '0.0000', '0.0000', '0.1873']","['0.8873', '1.0000', '0.8844', '1.0000', '1.0000', '1.0000', '0.3794', '1.0000', '1.0000', '0.9176']","[[237, 0, 65, 0, 0, 0, 251, 0, 0, 78], [134, 0, 105, 0, 0, 0, 277, 0, 0, 97], [75, 0, 71, 0, 0, 0, 454, 0, 0, 45], [18, 0, 70, 0, 0, 0, 477, 0, 0, 36], [20, 0, 57, 0, 0, 0, 443, 0, 0, 31], [11, 0, 33, 0, 0, 0, 510, 0, 0, 14], [2, 0, 25, 0, 0, 0, 558, 0, 0, 12], [14, 0, 68, 0, 0, 0, 438, 0, 0, 49], [221, 0, 95, 0, 0, 0, 228, 0, 0, 83], [110, 0, 101, 0, 0, 0, 275, 0, 0, 112]]",9,9
8,"['0.3154', '0.0000', '0.0310', '0.0000', '0.0000', '0.0000', '0.9950', '0.0000', '0.0000', '0.0401']","['0.3510', '0.0000', '0.0641', '0.0000', '0.0000', '0.0000', '0.1183', '0.0000', '0.0000', '0.2449']","['0.3154', '0.0000', '0.0310', '0.0000', '0.0000', '0.0000', '0.9950', '0.0000', '0.0000', '0.0401']","['0.3322', '0.0000', '0.0418', '0.0000', '0.0000', '0.0000', '0.2114', '0.0000', '0.0000', '0.0690']","['0.3154', '0.0000', '0.0310', '0.0000', '0.0000', '0.0000', '0.9950', '0.0000', '0.0000', '0.0401']","['0.9315', '1.0000', '0.9455', '1.0000', '1.0000', '1.0000', '0.1803', '1.0000', '1.0000', '0.9863']","[[199, 0, 59, 0, 0, 0, 356, 0, 0, 17], [66, 0, 63, 0, 0, 0, 470, 0, 0, 14], [49, 0, 20, 0, 0, 0, 566, 0, 0, 10], [9, 0, 11, 0, 0, 0, 580, 0, 0, 1], [15, 0, 6, 0, 0, 0, 524, 0, 0, 6], [6, 0, 4, 0, 0, 0, 557, 0, 0, 1], [1, 0, 2, 0, 0, 0, 594, 0, 0, 0], [5, 0, 11, 0, 0, 0, 548, 0, 0, 5], [153, 0, 86, 0, 0, 0, 368, 0, 0, 20], [64, 0, 50, 0, 0, 0, 460, 0, 0, 24]]",5,5
9,"['0.1094', '0.0000', '0.0233', '0.0000', '0.0200', '0.0000', '0.9983', '0.0000', '0.0000', '0.0050']","['0.6449', '0.0000', '0.0938', '0.0000', '0.0803', '0.0000', '0.1068', '0.0000', '0.0000', '0.1667']","['0.1094', '0.0000', '0.0233', '0.0000', '0.0200', '0.0000', '0.9983', '0.0000', '0.0000', '0.0050']","['0.1870', '0.0000', '0.0373', '0.0000', '0.0320', '0.0000', '0.1930', '0.0000', '0.0000', '0.0097']","['0.1094', '0.0000', '0.0233', '0.0000', '0.0200', '0.0000', '0.9983', '0.0000', '0.0000', '0.0050']","['0.9929', '1.0000', '0.9729', '1.0000', '0.9769', '1.0000', '0.0779', '1.0000', '1.0000', '0.9972']","[[69, 0, 59, 0, 26, 0, 472, 0, 0, 5], [4, 0, 9, 0, 20, 0, 579, 0, 0, 1], [13, 0, 15, 0, 8, 0, 608, 0, 0, 1], [0, 0, 1, 0, 3, 0, 597, 0, 0, 0], [1, 0, 2, 0, 11, 0, 537, 0, 0, 0], [1, 0, 5, 0, 0, 0, 562, 0, 0, 0], [0, 0, 1, 0, 0, 0, 596, 0, 0, 0], [0, 0, 2, 0, 0, 0, 567, 0, 0, 0], [18, 0, 59, 0, 46, 0, 496, 0, 0, 8], [1, 0, 7, 0, 23, 0, 564, 0, 0, 3]]",4,4
