cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.4184', '0.5090', '0.0062', '0.0865', '0.0145', '0.3327', '0.6834', '0.3304', '0.3381', '0.2809']","['0.4164', '0.3590', '0.2500', '0.2464', '0.0851', '0.2669', '0.2417', '0.2480', '0.3911', '0.3500']","['0.4184', '0.5090', '0.0062', '0.0865', '0.0145', '0.3327', '0.6834', '0.3304', '0.3381', '0.2809']","['0.4174', '0.4211', '0.0121', '0.1281', '0.0248', '0.2962', '0.3571', '0.2833', '0.3627', '0.3117']","['0.4184', '0.5090', '0.0062', '0.0865', '0.0145', '0.3327', '0.6834', '0.3304', '0.3381', '0.2809']","['0.9311', '0.8966', '0.9978', '0.9706', '0.9842', '0.9045', '0.7631', '0.8950', '0.9386', '0.9422']","[[264, 80, 3, 10, 1, 29, 27, 48, 112, 57], [28, 312, 0, 24, 1, 15, 59, 28, 72, 74], [86, 46, 4, 22, 10, 86, 271, 90, 16, 14], [30, 33, 2, 52, 29, 132, 198, 99, 6, 20], [31, 12, 2, 15, 8, 80, 316, 51, 22, 14], [29, 33, 3, 39, 12, 189, 177, 75, 5, 6], [6, 24, 2, 15, 13, 55, 408, 61, 1, 12], [23, 38, 0, 18, 17, 74, 165, 188, 16, 30], [117, 125, 0, 13, 1, 37, 14, 23, 212, 85], [20, 166, 0, 3, 2, 11, 53, 95, 80, 168]]",-1,-1
1,"['0.0428', '0.0082', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0159', '0.0000']","['0.4576', '0.5000', '0.0000', '0.0000', '0.0000', '0.0963', '0.0000', '0.0000', '0.3571', '0.0000']","['0.0428', '0.0082', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0159', '0.0000']","['0.0783', '0.0161', '0.0000', '0.0000', '0.0000', '0.1757', '0.0000', '0.0000', '0.0305', '0.0000']","['0.0428', '0.0082', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0159', '0.0000']","['0.9940', '0.9991', '1.0000', '1.0000', '1.0000', '0.0188', '1.0000', '0.9991', '0.9966', '1.0000']","[[27, 0, 0, 0, 0, 599, 0, 0, 5, 0], [2, 5, 0, 0, 0, 596, 0, 3, 7, 0], [6, 0, 0, 0, 0, 638, 0, 0, 1, 0], [1, 0, 0, 0, 0, 599, 0, 1, 0, 0], [1, 0, 0, 0, 0, 550, 0, 0, 0, 0], [0, 0, 0, 0, 0, 568, 0, 0, 0, 0], [0, 0, 0, 0, 0, 597, 0, 0, 0, 0], [0, 0, 0, 0, 0, 569, 0, 0, 0, 0], [18, 3, 0, 0, 0, 596, 0, 0, 10, 0], [4, 2, 0, 0, 0, 586, 0, 1, 5, 0]]",5,5
2,"['0.0634', '0.7993', '0.0000', '0.0000', '0.0000', '0.7553', '0.0000', '0.0035', '0.0128', '0.0000']","['0.6250', '0.1777', '0.0000', '0.0000', '0.0000', '0.1363', '0.0000', '1.0000', '0.2857', '0.0000']","['0.0634', '0.7993', '0.0000', '0.0000', '0.0000', '0.7553', '0.0000', '0.0035', '0.0128', '0.0000']","['0.1151', '0.2907', '0.0000', '0.0000', '0.0000', '0.2309', '0.0000', '0.0070', '0.0244', '0.0000']","['0.0634', '0.7993', '0.0000', '0.0000', '0.0000', '0.7553', '0.0000', '0.0035', '0.0128', '0.0000']","['0.9955', '0.5790', '1.0000', '1.0000', '1.0000', '0.4994', '1.0000', '1.0000', '0.9963', '1.0000']","[[40, 304, 0, 0, 0, 276, 0, 0, 11, 0], [0, 490, 0, 0, 0, 123, 0, 0, 0, 0], [12, 204, 0, 0, 0, 425, 0, 0, 4, 0], [1, 215, 0, 0, 0, 385, 0, 0, 0, 0], [0, 149, 0, 0, 0, 399, 0, 0, 3, 0], [2, 137, 0, 0, 0, 429, 0, 0, 0, 0], [1, 162, 0, 0, 0, 434, 0, 0, 0, 0], [0, 196, 0, 0, 0, 371, 0, 2, 0, 0], [7, 392, 0, 0, 0, 220, 0, 0, 8, 0], [1, 509, 0, 0, 0, 86, 0, 0, 2, 0]]",1,1
3,"['0.0063', '0.0604', '0.0000', '0.9651', '0.0000', '0.0335', '0.0000', '0.0000', '0.0000', '0.0000']","['0.4444', '0.3700', '0.0000', '0.1149', '0.0000', '0.0225', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0063', '0.0604', '0.0000', '0.9651', '0.0000', '0.0335', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0125', '0.1038', '0.0000', '0.2054', '0.0000', '0.0269', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0063', '0.0604', '0.0000', '0.9651', '0.0000', '0.0335', '0.0000', '0.0000', '0.0000', '0.0000']","['0.9991', '0.9883', '1.0000', '0.1726', '1.0000', '0.8483', '1.0000', '1.0000', '0.9998', '1.0000']","[[4, 14, 0, 342, 0, 271, 0, 0, 0, 0], [0, 37, 0, 514, 0, 62, 0, 0, 0, 0], [1, 4, 0, 560, 0, 80, 0, 0, 0, 0], [1, 0, 0, 580, 0, 20, 0, 0, 0, 0], [0, 1, 0, 516, 0, 34, 0, 0, 0, 0], [0, 2, 0, 547, 0, 19, 0, 0, 0, 0], [0, 1, 0, 591, 0, 5, 0, 0, 0, 0], [0, 1, 0, 531, 0, 37, 0, 0, 0, 0], [3, 22, 0, 369, 0, 233, 0, 0, 0, 0], [0, 18, 0, 497, 0, 82, 0, 0, 1, 0]]",3,3
4,"['0.0571', '0.1142', '0.0000', '0.2313', '0.0000', '0.6637', '0.0000', '0.0000', '0.4609', '0.0000']","['0.4675', '0.4895', '0.0000', '0.1040', '0.0000', '0.1298', '0.0000', '0.0000', '0.1879', '0.0000']","['0.0571', '0.1142', '0.0000', '0.2313', '0.0000', '0.6637', '0.0000', '0.0000', '0.4609', '0.0000']","['0.1017', '0.1852', '0.0000', '0.1434', '0.0000', '0.2172', '0.0000', '0.0000', '0.2670', '0.0000']","['0.0571', '0.1142', '0.0000', '0.2313', '0.0000', '0.6637', '0.0000', '0.0000', '0.4609', '0.0000']","['0.9924', '0.9864', '1.0000', '0.7781', '1.0000', '0.5348', '1.0000', '0.9998', '0.7675', '1.0000']","[[36, 4, 0, 24, 0, 298, 0, 0, 269, 0], [2, 70, 0, 36, 0, 256, 0, 0, 249, 0], [18, 7, 0, 214, 0, 303, 0, 0, 103, 0], [1, 8, 0, 139, 0, 378, 0, 0, 75, 0], [1, 1, 0, 248, 0, 236, 0, 1, 64, 0], [5, 5, 0, 142, 0, 377, 0, 0, 39, 0], [4, 4, 0, 365, 0, 196, 0, 0, 28, 0], [0, 3, 0, 125, 0, 339, 0, 0, 102, 0], [7, 4, 0, 11, 0, 316, 0, 0, 289, 0], [3, 37, 0, 33, 0, 205, 0, 0, 320, 0]]",8,8
5,"['0.1094', '0.3214', '0.0000', '0.1714', '0.0000', '0.4155', '0.0000', '0.0158', '0.7081', '0.1973']","['0.3180', '0.2444', '0.0000', '0.1013', '0.0000', '0.2120', '0.0000', '0.5625', '0.2127', '0.1586']","['0.1094', '0.3214', '0.0000', '0.1714', '0.0000', '0.4155', '0.0000', '0.0158', '0.7081', '0.1973']","['0.1627', '0.2777', '0.0000', '0.1273', '0.0000', '0.2808', '0.0000', '0.0308', '0.3272', '0.1759']","['0.1094', '0.3214', '0.0000', '0.1714', '0.0000', '0.4155', '0.0000', '0.0158', '0.7081', '0.1973']","['0.9724', '0.8870', '1.0000', '0.8307', '1.0000', '0.8385', '1.0000', '0.9987', '0.6942', '0.8841']","[[69, 35, 0, 17, 0, 108, 0, 0, 385, 17], [6, 197, 0, 16, 0, 51, 0, 0, 297, 46], [30, 86, 0, 181, 0, 131, 0, 2, 146, 69], [18, 88, 0, 103, 0, 170, 0, 2, 138, 82], [13, 55, 0, 214, 0, 105, 0, 2, 86, 76], [15, 56, 0, 95, 0, 236, 0, 0, 92, 74], [10, 98, 0, 290, 0, 83, 0, 1, 44, 71], [17, 51, 0, 78, 0, 110, 0, 9, 136, 168], [33, 36, 0, 7, 0, 84, 0, 0, 444, 23], [6, 104, 0, 16, 0, 35, 0, 0, 319, 118]]",9,9
6,"['0.1379', '0.1762', '0.0000', '0.4027', '0.0000', '0.3134', '0.0000', '0.4780', '0.5136', '0.3863']","['0.5506', '0.5775', '0.0000', '0.1350', '0.0000', '0.2231', '0.0000', '0.2081', '0.3009', '0.3362']","['0.1379', '0.1762', '0.0000', '0.4027', '0.0000', '0.3134', '0.0000', '0.4780', '0.5136', '0.3863']","['0.2205', '0.2700', '0.0000', '0.2022', '0.0000', '0.2606', '0.0000', '0.2900', '0.3795', '0.3595']","['0.1379', '0.1762', '0.0000', '0.4027', '0.0000', '0.3134', '0.0000', '0.4780', '0.5136', '0.3863']","['0.9868', '0.9853', '1.0000', '0.7127', '1.0000', '0.8859', '1.0000', '0.8094', '0.8608', '0.9156']","[[87, 14, 0, 34, 0, 70, 0, 77, 272, 77], [3, 108, 0, 74, 0, 46, 0, 74, 166, 142], [19, 8, 0, 274, 0, 98, 0, 149, 77, 20], [4, 3, 0, 242, 0, 131, 0, 180, 17, 24], [6, 1, 0, 303, 0, 78, 0, 116, 27, 20], [6, 4, 0, 225, 0, 178, 0, 132, 16, 7], [2, 6, 0, 402, 0, 52, 0, 117, 5, 13], [4, 2, 0, 170, 0, 57, 0, 272, 30, 34], [24, 18, 0, 26, 0, 69, 0, 49, 322, 119], [3, 23, 0, 43, 0, 19, 0, 141, 138, 231]]",7,7
7,"['0.0032', '0.0000', '0.0000', '0.0067', '0.0000', '0.0211', '0.0000', '0.0703', '0.0016', '0.9950']","['0.5000', '0.0000', '0.0000', '0.0533', '0.0000', '0.4444', '0.0000', '0.0750', '1.0000', '0.1110']","['0.0032', '0.0000', '0.0000', '0.0067', '0.0000', '0.0211', '0.0000', '0.0703', '0.0016', '0.9950']","['0.0063', '0.0000', '0.0000', '0.0118', '0.0000', '0.0403', '0.0000', '0.0726', '0.0032', '0.1997']","['0.0032', '0.0000', '0.0000', '0.0067', '0.0000', '0.0211', '0.0000', '0.0703', '0.0016', '0.9950']","['0.9996', '1.0000', '1.0000', '0.9868', '1.0000', '0.9972', '1.0000', '0.9092', '1.0000', '0.1179']","[[2, 0, 0, 0, 0, 2, 0, 27, 0, 600], [0, 0, 0, 0, 0, 0, 0, 3, 0, 610], [1, 0, 0, 22, 0, 5, 0, 102, 0, 515], [0, 0, 0, 4, 0, 5, 0, 66, 0, 526], [1, 0, 0, 23, 0, 0, 0, 106, 0, 421], [0, 0, 0, 7, 0, 12, 0, 64, 0, 485], [0, 0, 0, 16, 0, 2, 0, 110, 0, 469], [0, 0, 0, 2, 0, 0, 0, 40, 0, 527], [0, 0, 0, 0, 0, 1, 0, 13, 1, 612], [0, 0, 0, 1, 0, 0, 0, 2, 0, 595]]",9,9
8,"['0.0222', '0.0000', '0.1147', '0.1215', '0.0000', '0.0757', '0.0000', '0.2548', '0.0128', '0.8763']","['0.2979', '0.0000', '0.1922', '0.1176', '0.0000', '0.1720', '0.0000', '0.1698', '0.2581', '0.1375']","['0.0222', '0.0000', '0.1147', '0.1215', '0.0000', '0.0757', '0.0000', '0.2548', '0.0128', '0.8763']","['0.0413', '0.0000', '0.1437', '0.1195', '0.0000', '0.1051', '0.0000', '0.2038', '0.0243', '0.2376']","['0.0222', '0.0000', '0.1147', '0.1215', '0.0000', '0.0757', '0.0000', '0.2548', '0.0128', '0.8763']","['0.9939', '1.0000', '0.9419', '0.8985', '1.0000', '0.9619', '1.0000', '0.8695', '0.9957', '0.3913']","[[14, 0, 22, 26, 0, 29, 0, 51, 14, 475], [0, 0, 1, 10, 0, 9, 0, 33, 2, 558], [4, 0, 74, 103, 0, 37, 0, 81, 4, 342], [5, 0, 58, 73, 0, 22, 0, 95, 2, 346], [3, 0, 62, 125, 0, 30, 0, 99, 0, 232], [2, 0, 45, 80, 0, 43, 0, 132, 1, 265], [1, 0, 82, 149, 0, 27, 0, 121, 0, 217], [2, 0, 28, 35, 0, 9, 0, 145, 0, 350], [15, 0, 10, 8, 0, 32, 0, 51, 8, 503], [1, 0, 3, 12, 0, 12, 0, 46, 0, 524]]",2,2
9,"['0.0523', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.8822', '0.0016', '0.5635']","['0.5323', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1223', '0.3333', '0.1840']","['0.0523', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.8822', '0.0016', '0.5635']","['0.0952', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.2149', '0.0032', '0.2774']","['0.0523', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.8822', '0.0016', '0.5635']","['0.9946', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.3370', '0.9996', '0.7233']","[[33, 0, 0, 0, 0, 0, 0, 194, 0, 404], [1, 0, 0, 0, 0, 0, 0, 268, 0, 344], [10, 0, 0, 0, 0, 0, 0, 535, 0, 100], [4, 0, 0, 0, 0, 0, 0, 563, 2, 32], [0, 0, 0, 0, 0, 0, 0, 501, 0, 50], [2, 0, 0, 0, 0, 0, 0, 538, 0, 28], [1, 0, 0, 0, 0, 0, 0, 583, 0, 13], [1, 0, 0, 0, 0, 0, 0, 502, 0, 66], [9, 0, 0, 0, 0, 0, 0, 159, 1, 458], [1, 0, 0, 0, 0, 0, 0, 260, 0, 337]]",7,7
