cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations,training_loss
0,"['0.9449', '0.9428', '0.7926', '0.6457', '0.7141', '0.1791', '0.5211', '0.8162', '0.5821', '0.7525']","['0.5998', '0.8039', '0.7631', '0.6205', '0.6349', '0.6647', '0.8155', '0.8573', '0.7166', '0.5857']","['0.9449', '0.9428', '0.7926', '0.6457', '0.7141', '0.1791', '0.5211', '0.8162', '0.5821', '0.7525']","['0.7338', '0.8678', '0.7775', '0.6328', '0.6722', '0.2821', '0.6359', '0.8363', '0.6424', '0.6587']","['0.9449', '0.9428', '0.7926', '0.6457', '0.7141', '0.1791', '0.5211', '0.8162', '0.5821', '0.7525']","['0.9310', '0.9708', '0.9727', '0.9551', '0.9557', '0.9910', '0.9872', '0.9842', '0.9751', '0.9413']","[[652, 2, 4, 1, 1, 1, 21, 2, 4, 2], [3, 742, 6, 0, 3, 5, 0, 10, 6, 12], [34, 15, 554, 3, 31, 0, 17, 12, 33, 0], [101, 20, 20, 461, 4, 17, 4, 5, 72, 10], [0, 1, 4, 0, 487, 0, 8, 3, 1, 178], [187, 12, 3, 203, 20, 113, 6, 8, 27, 52], [52, 46, 99, 0, 118, 3, 358, 0, 2, 9], [2, 28, 11, 0, 16, 0, 1, 595, 3, 73], [54, 53, 25, 55, 19, 13, 9, 23, 397, 34], [2, 4, 0, 20, 68, 18, 15, 36, 9, 523]]",-1,-1,-1,-1,1.3459014892578125
1,"['0.9333', '0.9517', '0.8712', '0.8445', '0.7361', '0.6498', '0.9258', '0.8560', '0.7991', '0.8043']","['0.9083', '0.9351', '0.8388', '0.6939', '0.9418', '0.8151', '0.8785', '0.9109', '0.7853', '0.7434']","['0.9333', '0.9517', '0.8712', '0.8445', '0.7361', '0.6498', '0.9258', '0.8560', '0.7991', '0.8043']","['0.9207', '0.9433', '0.8547', '0.7618', '0.8263', '0.7231', '0.9015', '0.8826', '0.7922', '0.7726']","['0.9333', '0.9517', '0.8712', '0.8445', '0.7361', '0.6498', '0.9258', '0.8560', '0.7991', '0.8043']","['0.9897', '0.9916', '0.9814', '0.9577', '0.9951', '0.9854', '0.9861', '0.9903', '0.9764', '0.9694']","[[644, 2, 6, 4, 0, 14, 14, 1, 5, 0], [0, 749, 8, 1, 11, 1, 4, 4, 6, 3], [14, 1, 609, 19, 5, 2, 14, 2, 33, 0], [8, 3, 37, 603, 0, 21, 2, 5, 34, 1], [0, 2, 4, 0, 502, 0, 32, 2, 1, 139], [15, 0, 1, 149, 0, 410, 12, 3, 32, 9], [12, 15, 8, 0, 2, 7, 636, 0, 7, 0], [3, 6, 25, 7, 5, 11, 1, 624, 21, 26], [1, 18, 11, 53, 5, 21, 5, 8, 545, 15], [12, 5, 17, 33, 3, 16, 4, 36, 10, 559]]","[8, 8, 5, 6, 1, 8, 5, 5, 5, 3, 5, 5, 5, 3, 3, 5]","[8, 8, 5, 6, 1, 8, 5, 5, 5, 3, 5, 5, 5, 3, 3, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.6943327784538269
2,"['0.9565', '0.9632', '0.7024', '0.9006', '0.8109', '0.7861', '0.9476', '0.9067', '0.8270', '0.8964']","['0.8847', '0.8939', '0.9627', '0.7938', '0.9502', '0.9068', '0.8378', '0.9080', '0.8771', '0.7739']","['0.9565', '0.9632', '0.7024', '0.9006', '0.8109', '0.7861', '0.9476', '0.9067', '0.8270', '0.8964']","['0.9192', '0.9272', '0.8122', '0.8438', '0.8750', '0.8421', '0.8893', '0.9073', '0.8513', '0.8307']","['0.9565', '0.9632', '0.7024', '0.9006', '0.8109', '0.7861', '0.9476', '0.9067', '0.8270', '0.8964']","['0.9864', '0.9855', '0.9970', '0.9734', '0.9954', '0.9920', '0.9800', '0.9893', '0.9875', '0.9711']","[[660, 2, 1, 2, 0, 2, 17, 1, 5, 0], [0, 758, 3, 0, 13, 0, 5, 2, 2, 4], [39, 21, 491, 27, 5, 4, 56, 12, 42, 2], [9, 7, 8, 643, 0, 15, 3, 15, 12, 2], [0, 2, 0, 0, 553, 0, 22, 1, 1, 103], [13, 2, 0, 93, 0, 496, 10, 2, 6, 9], [8, 13, 0, 0, 2, 8, 651, 0, 5, 0], [4, 3, 7, 4, 2, 1, 0, 661, 3, 44], [1, 33, 0, 25, 3, 19, 11, 8, 564, 18], [12, 7, 0, 16, 4, 2, 2, 26, 3, 623]]","[8, 9, 3, 5, 7, 5, 7, 9, 8, 5, 1, 5, 7, 8, 7, 6]","[8, 9, 3, 5, 7, 5, 7, 9, 8, 5, 1, 5, 7, 8, 7, 6]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.3578527569770813
3,"['0.9696', '0.9377', '0.8655', '0.9370', '0.8930', '0.8605', '0.8952', '0.9040', '0.8651', '0.8489']","['0.8920', '0.9547', '0.8781', '0.8199', '0.9158', '0.9314', '0.9404', '0.9127', '0.8899', '0.8664']","['0.9696', '0.9377', '0.8655', '0.9370', '0.8930', '0.8605', '0.8952', '0.9040', '0.8651', '0.8489']","['0.9292', '0.9462', '0.8718', '0.8745', '0.9042', '0.8946', '0.9172', '0.9083', '0.8773', '0.8576']","['0.9696', '0.9377', '0.8655', '0.9370', '0.8930', '0.8605', '0.8952', '0.9040', '0.8651', '0.8489']","['0.9872', '0.9944', '0.9867', '0.9766', '0.9911', '0.9937', '0.9938', '0.9899', '0.9884', '0.9856']","[[669, 1, 5, 1, 0, 3, 5, 1, 5, 0], [0, 738, 8, 3, 28, 0, 3, 3, 1, 3], [23, 1, 605, 34, 3, 0, 3, 4, 25, 1], [3, 3, 14, 669, 0, 2, 1, 13, 8, 1], [0, 1, 7, 0, 609, 0, 15, 2, 2, 46], [12, 1, 2, 57, 0, 543, 5, 2, 6, 3], [23, 6, 18, 0, 4, 11, 615, 0, 8, 2], [4, 1, 20, 6, 3, 0, 0, 659, 3, 33], [5, 17, 3, 24, 4, 23, 5, 9, 590, 2], [11, 4, 7, 22, 14, 1, 2, 29, 15, 590]]","[2, 3, 3, 2, 8, 2, 1, 8, 8, 2, 3, 5, 3, 1, 8, 2]","[2, 3, 3, 2, 8, 2, 1, 8, 8, 2, 3, 5, 3, 1, 8, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.33257848024368286
4,"['0.9623', '0.9619', '0.9056', '0.9300', '0.8988', '0.8669', '0.9316', '0.9026', '0.9018', '0.9324']","['0.9326', '0.9266', '0.9295', '0.9133', '0.9302', '0.9716', '0.9398', '0.9387', '0.8862', '0.8515']","['0.9623', '0.9619', '0.9056', '0.9300', '0.8988', '0.8669', '0.9316', '0.9026', '0.9018', '0.9324']","['0.9472', '0.9439', '0.9174', '0.9216', '0.9142', '0.9162', '0.9357', '0.9203', '0.8939', '0.8901']","['0.9623', '0.9619', '0.9056', '0.9300', '0.8988', '0.8669', '0.9316', '0.9026', '0.9018', '0.9324']","['0.9924', '0.9903', '0.9924', '0.9900', '0.9927', '0.9975', '0.9935', '0.9931', '0.9875', '0.9821']","[[664, 2, 4, 1, 0, 0, 13, 2, 4, 0], [0, 757, 8, 1, 13, 0, 1, 2, 1, 4], [9, 3, 633, 7, 9, 2, 7, 10, 19, 0], [5, 2, 13, 664, 0, 1, 0, 12, 15, 2], [0, 3, 2, 0, 613, 0, 10, 0, 2, 52], [12, 1, 2, 32, 0, 547, 6, 2, 24, 5], [8, 20, 3, 0, 8, 1, 640, 0, 7, 0], [8, 1, 7, 2, 4, 0, 0, 658, 3, 46], [2, 25, 8, 8, 4, 8, 2, 6, 615, 4], [4, 3, 1, 12, 8, 4, 2, 9, 4, 648]]","[5, 3, 6, 3, 5, 9, 4, 2, 2, 5, 9, 0, 5, 8, 5, 2]","[5, 3, 6, 3, 5, 9, 4, 2, 2, 5, 9, 0, 5, 8, 5, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.26445531845092773
5,"['0.9522', '0.9606', '0.9642', '0.9230', '0.8299', '0.9303', '0.9709', '0.8999', '0.8812', '0.9094']","['0.9494', '0.9521', '0.8686', '0.9482', '0.9529', '0.9498', '0.8629', '0.9466', '0.9570', '0.8622']","['0.9522', '0.9606', '0.9642', '0.9230', '0.8299', '0.9303', '0.9709', '0.8999', '0.8812', '0.9094']","['0.9508', '0.9564', '0.9139', '0.9354', '0.8871', '0.9400', '0.9137', '0.9226', '0.9176', '0.8852']","['0.9522', '0.9606', '0.9642', '0.9230', '0.8299', '0.9303', '0.9709', '0.8999', '0.8812', '0.9094']","['0.9944', '0.9939', '0.9838', '0.9943', '0.9956', '0.9951', '0.9832', '0.9941', '0.9957', '0.9840']","[[657, 1, 9, 1, 0, 3, 16, 1, 2, 0], [0, 756, 14, 1, 11, 0, 1, 3, 0, 1], [8, 0, 674, 3, 2, 0, 4, 4, 4, 0], [5, 0, 29, 659, 0, 2, 0, 10, 4, 5], [0, 4, 7, 0, 566, 0, 65, 0, 2, 38], [9, 2, 2, 14, 0, 587, 5, 2, 3, 7], [4, 6, 2, 0, 0, 4, 667, 0, 4, 0], [2, 2, 13, 0, 6, 0, 2, 656, 2, 46], [4, 17, 19, 8, 4, 15, 6, 4, 601, 4], [3, 6, 7, 9, 5, 7, 7, 13, 6, 632]]","[9, 5, 0, 8, 2, 0, 8, 8, 2, 5, 8, 4, 2, 2, 9, 0]","[9, 5, 0, 8, 2, 0, 8, 8, 2, 5, 8, 4, 2, 2, 9, 0]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.297273725271225
6,"['0.9797', '0.9492', '0.9371', '0.9314', '0.8636', '0.9477', '0.9563', '0.9355', '0.8416', '0.9324']","['0.9298', '0.9790', '0.9251', '0.9446', '0.9485', '0.9020', '0.9563', '0.9216', '0.9647', '0.8223']","['0.9797', '0.9492', '0.9371', '0.9314', '0.8636', '0.9477', '0.9563', '0.9355', '0.8416', '0.9324']","['0.9541', '0.9639', '0.9311', '0.9379', '0.9041', '0.9243', '0.9563', '0.9285', '0.8990', '0.8739']","['0.9797', '0.9492', '0.9371', '0.9314', '0.8636', '0.9477', '0.9563', '0.9355', '0.8416', '0.9324']","['0.9919', '0.9974', '0.9916', '0.9938', '0.9949', '0.9898', '0.9952', '0.9907', '0.9967', '0.9778']","[[676, 0, 1, 0, 0, 5, 4, 1, 3, 0], [0, 747, 13, 2, 11, 0, 3, 4, 3, 4], [15, 1, 655, 7, 5, 4, 4, 4, 4, 0], [5, 0, 13, 665, 0, 10, 0, 12, 2, 7], [0, 1, 2, 0, 589, 0, 7, 3, 2, 78], [6, 0, 1, 11, 0, 598, 5, 3, 1, 6], [9, 1, 0, 0, 6, 7, 657, 0, 5, 2], [6, 1, 13, 1, 4, 0, 0, 682, 1, 21], [1, 12, 10, 12, 4, 30, 6, 11, 574, 22], [9, 0, 0, 6, 2, 9, 1, 20, 0, 648]]","[7, 4, 7, 7, 5, 3, 3, 5, 5, 5, 0, 7, 0, 0, 9, 7]","[7, 4, 7, 7, 5, 3, 3, 5, 5, 5, 0, 7, 0, 0, 9, 7]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.24601756036281586
7,"['0.9797', '0.9619', '0.9185', '0.9384', '0.9223', '0.9319', '0.9578', '0.9671', '0.8988', '0.9036']","['0.9389', '0.9718', '0.9497', '0.9254', '0.9647', '0.9231', '0.9578', '0.9027', '0.9345', '0.9181']","['0.9797', '0.9619', '0.9185', '0.9384', '0.9223', '0.9319', '0.9578', '0.9671', '0.8988', '0.9036']","['0.9589', '0.9668', '0.9338', '0.9318', '0.9430', '0.9274', '0.9578', '0.9338', '0.9163', '0.9108']","['0.9797', '0.9619', '0.9185', '0.9384', '0.9223', '0.9319', '0.9578', '0.9671', '0.8988', '0.9036']","['0.9930', '0.9965', '0.9946', '0.9914', '0.9964', '0.9923', '0.9954', '0.9879', '0.9932', '0.9911']","[[676, 0, 0, 1, 0, 4, 5, 2, 2, 0], [0, 757, 14, 4, 4, 1, 0, 4, 2, 1], [10, 1, 642, 14, 4, 0, 4, 8, 16, 0], [4, 0, 6, 670, 0, 15, 0, 13, 2, 4], [1, 5, 7, 1, 629, 0, 15, 3, 2, 19], [5, 0, 0, 16, 0, 588, 2, 3, 9, 8], [9, 6, 1, 0, 0, 5, 658, 0, 8, 0], [1, 1, 5, 0, 3, 0, 0, 705, 2, 12], [2, 8, 1, 11, 4, 21, 2, 8, 613, 12], [12, 1, 0, 7, 8, 3, 1, 35, 0, 628]]","[8, 0, 2, 8, 9, 8, 7, 2, 5, 8, 3, 3, 8, 0, 0, 8]","[8, 0, 2, 8, 9, 8, 7, 2, 5, 8, 3, 3, 8, 0, 0, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.3599630296230316
8,"['0.8913', '0.9492', '0.9442', '0.9398', '0.8886', '0.9667', '0.9258', '0.8848', '0.9091', '0.9468']","['0.9762', '0.9894', '0.9322', '0.9437', '0.9425', '0.8277', '0.9815', '0.9613', '0.9172', '0.8054']","['0.8913', '0.9492', '0.9442', '0.9398', '0.8886', '0.9667', '0.9258', '0.8848', '0.9091', '0.9468']","['0.9318', '0.9689', '0.9382', '0.9418', '0.9147', '0.8918', '0.9528', '0.9214', '0.9131', '0.8704']","['0.8913', '0.9492', '0.9442', '0.9398', '0.8886', '0.9667', '0.9258', '0.8848', '0.9091', '0.9468']","['0.9976', '0.9987', '0.9924', '0.9936', '0.9941', '0.9800', '0.9981', '0.9959', '0.9911', '0.9748']","[[615, 0, 12, 1, 1, 39, 7, 1, 13, 1], [0, 747, 14, 5, 3, 0, 0, 2, 14, 2], [4, 2, 660, 5, 15, 1, 1, 4, 7, 0], [2, 0, 9, 671, 0, 18, 0, 6, 0, 8], [0, 2, 1, 0, 606, 0, 2, 3, 5, 63], [2, 0, 0, 12, 0, 610, 0, 0, 2, 5], [1, 2, 0, 0, 12, 25, 636, 0, 11, 0], [4, 1, 7, 3, 2, 6, 0, 645, 2, 59], [0, 1, 4, 9, 2, 23, 1, 1, 620, 21], [2, 0, 1, 5, 2, 15, 1, 9, 2, 658]]","[6, 8, 5, 6, 8, 9, 4, 6, 2, 3, 7, 0, 8, 9, 9, 8]","[6, 8, 5, 6, 8, 9, 4, 6, 2, 3, 7, 0, 8, 9, 9, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.4497390538454056
9,"['0.9783', '0.9441', '0.8999', '0.9622', '0.9633', '0.9065', '0.9723', '0.9191', '0.9487', '0.9151']","['0.9441', '0.9893', '0.9618', '0.9028', '0.9254', '0.9597', '0.9752', '0.9423', '0.9151', '0.9008']","['0.9783', '0.9441', '0.8999', '0.9622', '0.9633', '0.9065', '0.9723', '0.9191', '0.9487', '0.9151']","['0.9609', '0.9662', '0.9298', '0.9315', '0.9440', '0.9324', '0.9738', '0.9306', '0.9316', '0.9079']","['0.9783', '0.9441', '0.8999', '0.9622', '0.9633', '0.9065', '0.9723', '0.9191', '0.9487', '0.9151']","['0.9937', '0.9987', '0.9960', '0.9882', '0.9916', '0.9962', '0.9973', '0.9935', '0.9905', '0.9889']","[[675, 1, 1, 1, 0, 3, 2, 1, 6, 0], [0, 743, 15, 3, 17, 0, 1, 3, 3, 2], [9, 2, 629, 19, 9, 0, 2, 9, 20, 0], [3, 0, 4, 687, 0, 2, 0, 10, 6, 2], [1, 0, 3, 0, 657, 0, 6, 2, 1, 12], [8, 0, 0, 26, 0, 572, 3, 1, 12, 9], [4, 1, 0, 0, 4, 4, 668, 0, 6, 0], [5, 1, 2, 4, 5, 0, 0, 670, 3, 39], [0, 3, 0, 11, 4, 4, 2, 5, 647, 6], [10, 0, 0, 10, 14, 11, 1, 10, 3, 636]]","[2, 8, 0, 5, 0, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3]","[2, 8, 0, 5, 0, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.20980018377304077
