cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations,training_loss
0,"['0.3971', '0.9614', '0.1114', '0.0014', '0.7900', '0.6714', '0.0014', '0.8657', '0.4971', '0.8186']","['0.4052', '0.3768', '0.2671', '0.1111', '0.3374', '0.7593', '0.0714', '0.6346', '0.9694', '0.8939']","['0.3971', '0.9614', '0.1114', '0.0014', '0.7900', '0.6714', '0.0014', '0.8657', '0.4971', '0.8186']","['0.4012', '0.5414', '0.1573', '0.0028', '0.4729', '0.7127', '0.0028', '0.7323', '0.6572', '0.8546']","['0.3971', '0.9614', '0.1114', '0.0014', '0.7900', '0.6714', '0.0014', '0.8657', '0.4971', '0.8186']","['0.9352', '0.8233', '0.9660', '0.9987', '0.8276', '0.9763', '0.9979', '0.9446', '0.9983', '0.9892']","[[278, 279, 8, 1, 131, 1, 0, 0, 1, 1], [4, 673, 12, 0, 9, 1, 0, 0, 1, 0], [97, 13, 78, 0, 485, 16, 7, 0, 4, 0], [28, 615, 1, 1, 55, 0, 0, 0, 0, 0], [43, 65, 31, 3, 553, 1, 3, 0, 1, 0], [8, 3, 0, 1, 0, 470, 0, 181, 0, 37], [171, 112, 45, 1, 354, 11, 1, 1, 4, 0], [0, 0, 0, 0, 0, 65, 0, 606, 0, 29], [56, 23, 117, 2, 52, 29, 3, 69, 348, 1], [1, 3, 0, 0, 0, 25, 0, 98, 0, 573]]",-1,-1,-1,-1,1.461264729499817
1,"['0.7157', '0.8329', '0.7643', '0.4043', '0.1486', '0.7886', '0.1014', '0.7629', '0.7957', '0.8843']","['0.5381', '0.7288', '0.3600', '0.6247', '0.3032', '0.7068', '0.3318', '0.7618', '0.9620', '0.8694']","['0.7157', '0.8329', '0.7643', '0.4043', '0.1486', '0.7886', '0.1014', '0.7629', '0.7957', '0.8843']","['0.6143', '0.7773', '0.4895', '0.4909', '0.1994', '0.7454', '0.1554', '0.7623', '0.8710', '0.8768']","['0.7157', '0.8329', '0.7643', '0.4043', '0.1486', '0.7886', '0.1014', '0.7629', '0.7957', '0.8843']","['0.9317', '0.9656', '0.8490', '0.9730', '0.9621', '0.9637', '0.9773', '0.9735', '0.9965', '0.9852']","[[501, 6, 38, 59, 70, 4, 16, 0, 5, 1], [60, 583, 13, 31, 8, 0, 4, 0, 1, 0], [20, 0, 535, 4, 29, 16, 91, 0, 5, 0], [131, 201, 7, 283, 70, 2, 5, 0, 1, 0], [29, 2, 499, 34, 104, 5, 24, 0, 3, 0], [0, 0, 0, 3, 0, 552, 0, 99, 2, 44], [171, 6, 338, 34, 60, 14, 71, 1, 5, 0], [0, 0, 0, 0, 0, 119, 0, 534, 0, 47], [19, 2, 56, 4, 2, 31, 3, 25, 557, 1], [0, 0, 0, 1, 0, 38, 0, 42, 0, 619]]","[6, 8, 8, 5, 8, 1, 8, 8, 2, 8, 2, 8, 4, 6, 8, 8]","[6, 8, 8, 5, 8, 1, 8, 8, 2, 8, 2, 8, 4, 6, 8, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,1.149059534072876
2,"['0.8371', '0.9157', '0.0443', '0.3514', '0.7171', '0.6729', '0.1343', '0.8814', '0.8700', '0.8529']","['0.5091', '0.6790', '0.4133', '0.6135', '0.3937', '0.8579', '0.2487', '0.6917', '0.8930', '0.9142']","['0.8371', '0.9157', '0.0443', '0.3514', '0.7171', '0.6729', '0.1343', '0.8814', '0.8700', '0.8529']","['0.6332', '0.7798', '0.0800', '0.4469', '0.5084', '0.7542', '0.1744', '0.7751', '0.8813', '0.8825']","['0.8371', '0.9157', '0.0443', '0.3514', '0.7171', '0.6729', '0.1343', '0.8814', '0.8700', '0.8529']","['0.9103', '0.9519', '0.9930', '0.9754', '0.8773', '0.9876', '0.9549', '0.9563', '0.9884', '0.9911']","[[586, 20, 5, 43, 14, 0, 24, 0, 8, 0], [15, 641, 4, 23, 9, 0, 7, 0, 1, 0], [58, 0, 31, 5, 453, 0, 134, 0, 19, 0], [142, 255, 0, 246, 21, 0, 34, 0, 2, 0], [45, 9, 14, 48, 502, 0, 72, 0, 10, 0], [16, 1, 0, 5, 0, 471, 0, 182, 5, 20], [253, 13, 20, 24, 272, 1, 94, 0, 23, 0], [0, 0, 0, 0, 0, 45, 0, 617, 2, 36], [36, 4, 1, 2, 4, 18, 13, 13, 609, 0], [0, 1, 0, 5, 0, 14, 0, 80, 3, 597]]","[8, 0, 8, 3, 6, 6, 4, 0, 6, 8, 4, 6, 6, 8, 2, 1]","[8, 0, 8, 3, 6, 6, 4, 0, 6, 8, 4, 6, 6, 8, 2, 1]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.8856486678123474
3,"['0.7843', '0.9157', '0.7771', '0.5971', '0.3629', '0.8171', '0.1100', '0.8414', '0.8586', '0.8857']","['0.6786', '0.8250', '0.4024', '0.7320', '0.5370', '0.8034', '0.3319', '0.7689', '0.9435', '0.9240']","['0.7843', '0.9157', '0.7771', '0.5971', '0.3629', '0.8171', '0.1100', '0.8414', '0.8586', '0.8857']","['0.7276', '0.8680', '0.5302', '0.6577', '0.4331', '0.8102', '0.1652', '0.8035', '0.8990', '0.9044']","['0.7843', '0.9157', '0.7771', '0.5971', '0.3629', '0.8171', '0.1100', '0.8414', '0.8586', '0.8857']","['0.9587', '0.9784', '0.8717', '0.9757', '0.9652', '0.9778', '0.9754', '0.9719', '0.9943', '0.9919']","[[549, 14, 24, 54, 10, 1, 41, 0, 7, 0], [5, 641, 15, 25, 8, 1, 4, 0, 1, 0], [3, 0, 544, 3, 82, 3, 61, 0, 4, 0], [74, 104, 10, 418, 71, 2, 17, 0, 4, 0], [5, 4, 384, 31, 254, 2, 14, 0, 6, 0], [0, 1, 0, 1, 0, 572, 0, 111, 5, 10], [158, 10, 361, 32, 45, 9, 77, 0, 8, 0], [0, 0, 0, 0, 0, 71, 0, 589, 0, 40], [15, 2, 14, 4, 3, 34, 18, 8, 601, 1], [0, 1, 0, 3, 0, 17, 0, 58, 1, 620]]","[8, 2, 5, 5, 8, 5, 8, 4, 0, 5, 4, 5, 2, 2, 6, 5]","[8, 2, 5, 5, 8, 5, 8, 4, 0, 5, 4, 5, 2, 2, 6, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.7365527749061584
4,"['0.8271', '0.8643', '0.6086', '0.6886', '0.3871', '0.8100', '0.1729', '0.8171', '0.8129', '0.8929']","['0.6088', '0.9543', '0.4042', '0.6955', '0.6117', '0.7421', '0.2827', '0.7825', '0.9359', '0.9006']","['0.8271', '0.8643', '0.6086', '0.6886', '0.3871', '0.8100', '0.1729', '0.8171', '0.8129', '0.8929']","['0.7014', '0.9070', '0.4857', '0.6920', '0.4742', '0.7746', '0.2145', '0.7994', '0.8700', '0.8967']","['0.8271', '0.8643', '0.6086', '0.6886', '0.3871', '0.8100', '0.1729', '0.8171', '0.8129', '0.8929']","['0.9410', '0.9954', '0.9003', '0.9665', '0.9727', '0.9687', '0.9513', '0.9748', '0.9938', '0.9890']","[[579, 4, 19, 52, 1, 6, 37, 0, 2, 0], [9, 605, 13, 64, 1, 3, 5, 0, 0, 0], [8, 0, 426, 3, 86, 13, 158, 0, 6, 0], [118, 15, 10, 482, 33, 5, 37, 0, 0, 0], [10, 3, 295, 62, 271, 6, 49, 0, 4, 0], [0, 1, 0, 0, 0, 567, 0, 106, 8, 18], [195, 4, 282, 24, 50, 20, 121, 0, 4, 0], [0, 0, 0, 0, 0, 77, 0, 572, 0, 51], [32, 2, 9, 5, 1, 50, 21, 11, 569, 0], [0, 0, 0, 1, 0, 17, 0, 42, 15, 625]]","[2, 8, 0, 3, 4, 6, 4, 1, 3, 0, 4, 3, 8, 0, 4, 4]","[2, 8, 0, 3, 4, 6, 4, 1, 3, 0, 4, 3, 8, 0, 4, 4]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.9372567534446716
5,"['0.7900', '0.9400', '0.6086', '0.6886', '0.4486', '0.7971', '0.2071', '0.8386', '0.8971', '0.8686']","['0.6965', '0.8635', '0.4343', '0.7151', '0.5958', '0.8170', '0.3112', '0.7506', '0.9304', '0.9268']","['0.7900', '0.9400', '0.6086', '0.6886', '0.4486', '0.7971', '0.2071', '0.8386', '0.8971', '0.8686']","['0.7403', '0.9001', '0.5068', '0.7016', '0.5118', '0.8069', '0.2487', '0.7922', '0.9135', '0.8968']","['0.7900', '0.9400', '0.6086', '0.6886', '0.4486', '0.7971', '0.2071', '0.8386', '0.8971', '0.8686']","['0.9617', '0.9835', '0.9119', '0.9695', '0.9662', '0.9802', '0.9490', '0.9690', '0.9925', '0.9924']","[[553, 18, 20, 61, 1, 1, 39, 0, 7, 0], [1, 658, 9, 22, 5, 0, 4, 0, 1, 0], [6, 2, 426, 7, 94, 0, 158, 0, 7, 0], [54, 61, 12, 482, 58, 0, 29, 0, 4, 0], [8, 6, 237, 53, 314, 0, 75, 0, 7, 0], [0, 1, 0, 0, 0, 558, 0, 119, 8, 14], [165, 11, 273, 42, 55, 1, 145, 0, 8, 0], [0, 0, 0, 0, 0, 79, 0, 587, 0, 34], [7, 2, 4, 6, 0, 31, 16, 6, 628, 0], [0, 3, 0, 1, 0, 13, 0, 70, 5, 608]]","[6, 3, 1, 3, 3, 3, 8, 8, 8, 3, 8, 3, 3, 4, 8, 3]","[6, 3, 1, 3, 3, 3, 8, 8, 8, 3, 8, 3, 3, 4, 8, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.7119441032409668
6,"['0.8000', '0.7457', '0.4800', '0.8100', '0.7086', '0.7700', '0.0371', '0.9171', '0.7900', '0.8243']","['0.6378', '0.9943', '0.5989', '0.5586', '0.4505', '0.7373', '0.2889', '0.7125', '0.9469', '0.9397']","['0.8000', '0.7457', '0.4800', '0.8100', '0.7086', '0.7700', '0.0371', '0.9171', '0.7900', '0.8243']","['0.7098', '0.8522', '0.5329', '0.6612', '0.5508', '0.7533', '0.0658', '0.8020', '0.8614', '0.8782']","['0.8000', '0.7457', '0.4800', '0.8100', '0.7086', '0.7700', '0.0371', '0.9171', '0.7900', '0.8243']","['0.9495', '0.9995', '0.9643', '0.9289', '0.9040', '0.9695', '0.9898', '0.9589', '0.9951', '0.9941']","[[560, 0, 19, 83, 12, 7, 13, 0, 6, 0], [12, 522, 14, 148, 2, 0, 1, 0, 1, 0], [16, 0, 336, 17, 270, 18, 36, 0, 7, 0], [87, 1, 4, 567, 38, 1, 0, 0, 2, 0], [6, 0, 63, 114, 496, 9, 7, 0, 5, 0], [0, 0, 0, 1, 0, 539, 0, 145, 1, 14], [186, 1, 104, 77, 272, 26, 26, 1, 7, 0], [0, 0, 0, 0, 0, 36, 0, 642, 0, 22], [11, 1, 21, 6, 11, 64, 7, 25, 553, 1], [0, 0, 0, 2, 0, 31, 0, 88, 2, 577]]","[5, 8, 8, 0, 2, 3, 8, 3, 2, 4, 6, 4, 4, 1, 3, 2]","[5, 8, 8, 0, 2, 3, 8, 3, 2, 4, 6, 4, 4, 1, 3, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.9484248161315918
7,"['0.8100', '0.8271', '0.7329', '0.7943', '0.3743', '0.7229', '0.1129', '0.8186', '0.7414', '0.8357']","['0.6678', '0.9666', '0.3913', '0.6354', '0.5901', '0.8254', '0.2469', '0.7031', '0.9419', '0.9390']","['0.8100', '0.8271', '0.7329', '0.7943', '0.3743', '0.7229', '0.1129', '0.8186', '0.7414', '0.8357']","['0.7321', '0.8915', '0.5102', '0.7060', '0.4580', '0.7708', '0.1549', '0.7564', '0.8297', '0.8844']","['0.8100', '0.8271', '0.7329', '0.7943', '0.3743', '0.7229', '0.1129', '0.8186', '0.7414', '0.8357']","['0.9552', '0.9968', '0.8733', '0.9494', '0.9711', '0.9830', '0.9617', '0.9616', '0.9949', '0.9940']","[[567, 4, 19, 72, 1, 0, 37, 0, 0, 0], [3, 579, 15, 99, 3, 0, 1, 0, 0, 0], [8, 1, 513, 12, 83, 0, 82, 0, 1, 0], [50, 9, 10, 556, 54, 0, 20, 0, 1, 0], [5, 1, 343, 58, 262, 0, 28, 0, 3, 0], [14, 0, 3, 4, 0, 506, 11, 132, 15, 15], [171, 4, 342, 60, 41, 1, 79, 0, 2, 0], [1, 0, 0, 0, 0, 99, 0, 573, 4, 23], [30, 1, 66, 9, 0, 4, 62, 9, 519, 0], [0, 0, 0, 5, 0, 3, 0, 101, 6, 585]]","[8, 0, 2, 2, 6, 2, 2, 8, 8, 4, 2, 6, 4, 2, 2, 2]","[8, 0, 2, 2, 6, 2, 2, 8, 8, 4, 2, 6, 4, 2, 2, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,1.145884931087494
8,"['0.7943', '0.9400', '0.8743', '0.7743', '0.3157', '0.7786', '0.0443', '0.9129', '0.8700', '0.7900']","['0.7249', '0.9063', '0.4058', '0.6994', '0.5831', '0.8637', '0.5345', '0.6878', '0.9413', '0.9534']","['0.7943', '0.9400', '0.8743', '0.7743', '0.3157', '0.7786', '0.0443', '0.9129', '0.8700', '0.7900']","['0.7580', '0.9229', '0.5543', '0.7349', '0.4096', '0.8189', '0.0818', '0.7845', '0.9042', '0.8641']","['0.7943', '0.9400', '0.8743', '0.7743', '0.3157', '0.7786', '0.0443', '0.9129', '0.8700', '0.7900']","['0.9665', '0.9892', '0.8578', '0.9630', '0.9749', '0.9863', '0.9957', '0.9540', '0.9940', '0.9957']","[[556, 1, 38, 83, 3, 4, 11, 0, 4, 0], [2, 658, 22, 18, 0, 0, 0, 0, 0, 0], [5, 0, 612, 3, 59, 4, 9, 0, 8, 0], [22, 59, 17, 542, 58, 1, 1, 0, 0, 0], [4, 1, 406, 60, 221, 2, 2, 0, 4, 0], [0, 1, 0, 0, 0, 545, 0, 138, 8, 8], [157, 3, 400, 61, 37, 5, 31, 0, 6, 0], [0, 0, 0, 0, 0, 41, 0, 639, 1, 19], [21, 2, 13, 7, 1, 22, 4, 21, 609, 0], [0, 1, 0, 1, 0, 7, 0, 131, 7, 553]]","[5, 2, 2, 0, 6, 5, 5, 2, 3, 4, 5, 2, 5, 5, 5, 2]","[5, 2, 2, 0, 6, 5, 5, 2, 3, 4, 5, 2, 5, 5, 5, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.6994531154632568
9,"['0.7943', '0.8857', '0.6986', '0.8729', '0.4586', '0.8257', '0.1857', '0.8029', '0.9214', '0.9486']","['0.7306', '0.9841', '0.4924', '0.6983', '0.6126', '0.8538', '0.3081', '0.8464', '0.9214', '0.8806']","['0.7943', '0.8857', '0.6986', '0.8729', '0.4586', '0.8257', '0.1857', '0.8029', '0.9214', '0.9486']","['0.7611', '0.9323', '0.5777', '0.7759', '0.5245', '0.8395', '0.2317', '0.8240', '0.9214', '0.9133']","['0.7943', '0.8857', '0.6986', '0.8729', '0.4586', '0.8257', '0.1857', '0.8029', '0.9214', '0.9486']","['0.9675', '0.9984', '0.9200', '0.9581', '0.9678', '0.9843', '0.9537', '0.9838', '0.9913', '0.9857']","[[556, 2, 24, 61, 4, 7, 42, 0, 4, 0], [1, 620, 16, 60, 1, 0, 2, 0, 0, 0], [3, 0, 489, 9, 105, 8, 81, 0, 5, 0], [35, 5, 10, 611, 27, 0, 11, 0, 1, 0], [4, 1, 165, 75, 321, 2, 128, 0, 4, 0], [0, 0, 0, 2, 0, 578, 0, 74, 22, 24], [159, 1, 284, 50, 66, 8, 130, 0, 2, 0], [0, 0, 0, 0, 0, 57, 0, 562, 15, 66], [3, 1, 5, 6, 0, 9, 28, 3, 645, 0], [0, 0, 0, 1, 0, 8, 0, 25, 2, 664]]","[8, 0, 6, 6, 0, 8, 8, 0, 0, 3, 3, 1, 0, 6, 6, 6]","[8, 0, 6, 6, 0, 8, 8, 0, 0, 3, 3, 1, 0, 6, 6, 6]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.5076460689306259
