cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations,training_loss
0,"['0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.1000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.1818', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['1.0000', '1.0000', '0.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[0, 0, 700, 0, 0, 0, 0, 0, 0, 0], [0, 0, 700, 0, 0, 0, 0, 0, 0, 0], [0, 0, 700, 0, 0, 0, 0, 0, 0, 0], [0, 0, 700, 0, 0, 0, 0, 0, 0, 0], [0, 0, 700, 0, 0, 0, 0, 0, 0, 0], [0, 0, 700, 0, 0, 0, 0, 0, 0, 0], [0, 0, 700, 0, 0, 0, 0, 0, 0, 0], [0, 0, 700, 0, 0, 0, 0, 0, 0, 0], [0, 0, 700, 0, 0, 0, 0, 0, 0, 0], [0, 0, 700, 0, 0, 0, 0, 0, 0, 0]]",-1,-1,-1,-1,2.2989847660064697
1,"['0.0000', '0.0000', '0.9971', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1900']","['0.0000', '0.0000', '0.1020', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.8418']","['0.0000', '0.0000', '0.9971', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1900']","['0.0000', '0.0000', '0.1851', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.3100']","['0.0000', '0.0000', '0.9971', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1900']","['1.0000', '1.0000', '0.0248', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.9960']","[[0, 0, 698, 0, 0, 0, 0, 0, 0, 2], [0, 0, 700, 0, 0, 0, 0, 0, 0, 0], [0, 0, 698, 0, 0, 0, 0, 0, 0, 2], [0, 0, 700, 0, 0, 0, 0, 0, 0, 0], [0, 0, 699, 0, 0, 0, 0, 0, 0, 1], [0, 0, 700, 0, 0, 0, 0, 0, 0, 0], [0, 0, 696, 0, 0, 0, 0, 0, 0, 4], [0, 0, 699, 0, 0, 0, 0, 0, 0, 1], [0, 0, 685, 0, 0, 0, 0, 0, 0, 15], [0, 0, 567, 0, 0, 0, 0, 0, 0, 133]]","[5, 5, 6, 5, 0, 0, 0, 0, 5, 7, 5, 3, 3, 0, 4, 3]","[5, 5, 6, 5, 0, 0, 0, 0, 5, 7, 5, 3, 3, 0, 4, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.3018455505371094
2,"['0.0000', '0.0000', '0.9686', '0.0000', '0.0000', '0.5029', '0.0000', '0.0000', '0.0000', '0.6186']","['0.0000', '0.0000', '0.1220', '0.0000', '0.0000', '0.3929', '0.0000', '0.0000', '0.0000', '0.7901']","['0.0000', '0.0000', '0.9686', '0.0000', '0.0000', '0.5029', '0.0000', '0.0000', '0.0000', '0.6186']","['0.0000', '0.0000', '0.2168', '0.0000', '0.0000', '0.4411', '0.0000', '0.0000', '0.0000', '0.6939']","['0.0000', '0.0000', '0.9686', '0.0000', '0.0000', '0.5029', '0.0000', '0.0000', '0.0000', '0.6186']","['1.0000', '1.0000', '0.2257', '1.0000', '1.0000', '0.9137', '1.0000', '1.0000', '1.0000', '0.9817']","[[0, 0, 675, 0, 0, 18, 0, 0, 0, 7], [0, 0, 699, 0, 0, 1, 0, 0, 0, 0], [0, 0, 678, 0, 0, 11, 0, 0, 0, 11], [0, 0, 694, 0, 0, 6, 0, 0, 0, 0], [0, 0, 694, 0, 0, 5, 0, 0, 0, 1], [0, 0, 347, 0, 0, 352, 0, 0, 0, 1], [0, 0, 661, 0, 0, 28, 0, 0, 0, 11], [0, 0, 226, 0, 0, 458, 0, 0, 0, 16], [0, 0, 621, 0, 0, 11, 0, 0, 0, 68], [0, 0, 261, 0, 0, 6, 0, 0, 0, 433]]","[8, 0, 8, 5, 0, 5, 8, 7, 4, 1, 5, 8, 7, 7, 5, 5]","[8, 0, 8, 5, 0, 5, 8, 7, 4, 1, 5, 8, 7, 7, 5, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2943551540374756
3,"['0.0000', '0.0000', '0.8757', '0.0000', '0.0000', '0.9186', '0.0000', '0.0000', '0.0129', '0.7700']","['0.0000', '0.0000', '0.1496', '0.0000', '0.0000', '0.3177', '0.0000', '0.0000', '0.2045', '0.6455']","['0.0000', '0.0000', '0.8757', '0.0000', '0.0000', '0.9186', '0.0000', '0.0000', '0.0129', '0.7700']","['0.0000', '0.0000', '0.2556', '0.0000', '0.0000', '0.4721', '0.0000', '0.0000', '0.0242', '0.7023']","['0.0000', '0.0000', '0.8757', '0.0000', '0.0000', '0.9186', '0.0000', '0.0000', '0.0129', '0.7700']","['1.0000', '1.0000', '0.4470', '1.0000', '1.0000', '0.7808', '1.0000', '1.0000', '0.9944', '0.9530']","[[0, 0, 597, 0, 0, 90, 0, 0, 0, 13], [0, 0, 612, 0, 0, 88, 0, 0, 0, 0], [0, 0, 613, 0, 0, 66, 0, 0, 0, 21], [0, 0, 598, 0, 0, 102, 0, 0, 0, 0], [0, 0, 659, 0, 0, 39, 0, 0, 0, 2], [0, 0, 33, 0, 0, 643, 0, 0, 2, 22], [0, 0, 553, 0, 0, 123, 0, 0, 0, 24], [0, 0, 3, 0, 0, 646, 0, 0, 10, 41], [0, 0, 398, 0, 0, 120, 0, 0, 9, 173], [0, 0, 31, 0, 0, 107, 0, 0, 23, 539]]","[8, 3, 0, 8, 6, 0, 3, 8, 0, 0, 3, 6, 0, 0, 6, 4]","[8, 3, 0, 8, 6, 0, 3, 8, 0, 0, 3, 6, 0, 0, 6, 4]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.282170534133911
4,"['0.0000', '0.0000', '0.7343', '0.8129', '0.0000', '0.9400', '0.0000', '0.0000', '0.4971', '0.7729']","['0.0000', '0.0000', '0.2907', '0.3259', '0.0000', '0.2991', '0.0000', '0.0000', '0.7856', '0.6418']","['0.0000', '0.0000', '0.7343', '0.8129', '0.0000', '0.9400', '0.0000', '0.0000', '0.4971', '0.7729']","['0.0000', '0.0000', '0.4165', '0.4652', '0.0000', '0.4538', '0.0000', '0.0000', '0.6089', '0.7012']","['0.0000', '0.0000', '0.7343', '0.8129', '0.0000', '0.9400', '0.0000', '0.0000', '0.4971', '0.7729']","['1.0000', '1.0000', '0.8010', '0.8132', '1.0000', '0.7552', '1.0000', '1.0000', '0.9849', '0.9521']","[[0, 0, 247, 307, 0, 128, 0, 0, 0, 18], [0, 0, 29, 587, 0, 84, 0, 0, 0, 0], [0, 0, 514, 15, 0, 119, 0, 0, 6, 46], [0, 0, 38, 569, 0, 93, 0, 0, 0, 0], [0, 0, 523, 109, 0, 56, 0, 0, 3, 9], [0, 0, 0, 1, 0, 658, 0, 0, 7, 34], [0, 0, 361, 136, 0, 172, 0, 0, 3, 28], [0, 0, 0, 0, 0, 637, 0, 0, 23, 40], [0, 0, 55, 22, 0, 148, 0, 0, 348, 127], [0, 0, 1, 0, 0, 105, 0, 0, 53, 541]]","[3, 3, 3, 3, 3, 0, 3, 0, 3, 1, 3, 3, 0, 8, 3, 3]","[3, 3, 3, 3, 3, 0, 3, 0, 3, 1, 3, 3, 0, 8, 3, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2749874591827393
5,"['0.0086', '0.0000', '0.3314', '0.8914', '0.0000', '0.9457', '0.0000', '0.0000', '0.6371', '0.7129']","['0.7500', '0.0000', '0.4143', '0.2139', '0.0000', '0.2970', '0.0000', '0.0000', '0.6647', '0.8114']","['0.0086', '0.0000', '0.3314', '0.8914', '0.0000', '0.9457', '0.0000', '0.0000', '0.6371', '0.7129']","['0.0169', '0.0000', '0.3683', '0.3450', '0.0000', '0.4520', '0.0000', '0.0000', '0.6506', '0.7589']","['0.0086', '0.0000', '0.3314', '0.8914', '0.0000', '0.9457', '0.0000', '0.0000', '0.6371', '0.7129']","['0.9997', '1.0000', '0.9479', '0.6360', '1.0000', '0.7513', '1.0000', '1.0000', '0.9643', '0.9816']","[[6, 0, 21, 542, 0, 116, 0, 0, 2, 13], [0, 0, 13, 635, 0, 52, 0, 0, 0, 0], [0, 0, 232, 243, 0, 155, 0, 0, 54, 16], [1, 0, 6, 624, 0, 69, 0, 0, 0, 0], [0, 0, 151, 451, 0, 67, 0, 0, 30, 1], [0, 0, 0, 7, 0, 662, 0, 0, 11, 20], [1, 0, 131, 335, 0, 193, 0, 0, 22, 18], [0, 0, 0, 0, 0, 640, 0, 0, 35, 25], [0, 0, 6, 75, 0, 150, 0, 0, 446, 23], [0, 0, 0, 5, 0, 125, 0, 0, 71, 499]]","[0, 0, 6, 6, 6, 1, 0, 0, 0, 0, 6, 0, 4, 0, 6, 0]","[0, 0, 6, 6, 6, 1, 0, 0, 0, 0, 6, 0, 4, 0, 6, 0]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2605502605438232
6,"['0.0471', '0.0000', '0.0557', '0.9157', '0.0000', '0.9471', '0.0000', '0.0000', '0.5971', '0.6829']","['0.5893', '0.0000', '0.5735', '0.1793', '0.0000', '0.3011', '0.0000', '0.0000', '0.7359', '0.9019']","['0.0471', '0.0000', '0.0557', '0.9157', '0.0000', '0.9471', '0.0000', '0.0000', '0.5971', '0.6829']","['0.0873', '0.0000', '0.1016', '0.2998', '0.0000', '0.4569', '0.0000', '0.0000', '0.6593', '0.7772']","['0.0471', '0.0000', '0.0557', '0.9157', '0.0000', '0.9471', '0.0000', '0.0000', '0.5971', '0.6829']","['0.9963', '1.0000', '0.9954', '0.5341', '1.0000', '0.7557', '1.0000', '1.0000', '0.9762', '0.9917']","[[33, 0, 2, 563, 0, 99, 0, 0, 2, 1], [1, 0, 4, 666, 0, 28, 0, 0, 1, 0], [6, 0, 39, 462, 0, 156, 0, 0, 37, 0], [2, 0, 0, 641, 0, 57, 0, 0, 0, 0], [4, 0, 11, 605, 0, 66, 0, 0, 14, 0], [0, 0, 0, 18, 0, 663, 0, 0, 6, 13], [10, 0, 12, 471, 0, 185, 0, 0, 20, 2], [0, 0, 0, 2, 0, 651, 0, 0, 21, 26], [0, 0, 0, 118, 0, 154, 0, 0, 418, 10], [0, 0, 0, 30, 0, 143, 0, 0, 49, 478]]","[6, 6, 6, 6, 6, 2, 2, 6, 2, 2, 6, 6, 4, 6, 2, 6]","[6, 6, 6, 6, 6, 2, 2, 6, 2, 2, 6, 6, 4, 6, 2, 6]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.253359794616699
7,"['0.1643', '0.0000', '0.0386', '0.8929', '0.0000', '0.9500', '0.0000', '0.0000', '0.5371', '0.6557']","['0.3343', '0.0000', '0.5294', '0.1790', '0.0000', '0.3099', '0.0000', '0.0000', '0.8034', '0.9198']","['0.1643', '0.0000', '0.0386', '0.8929', '0.0000', '0.9500', '0.0000', '0.0000', '0.5371', '0.6557']","['0.2203', '0.0000', '0.0719', '0.2982', '0.0000', '0.4673', '0.0000', '0.0000', '0.6438', '0.7656']","['0.1643', '0.0000', '0.0386', '0.8929', '0.0000', '0.9500', '0.0000', '0.0000', '0.5371', '0.6557']","['0.9637', '1.0000', '0.9962', '0.5449', '1.0000', '0.7649', '1.0000', '1.0000', '0.9854', '0.9937']","[[115, 0, 2, 506, 0, 74, 0, 0, 2, 1], [26, 0, 3, 651, 0, 19, 0, 0, 1, 0], [65, 0, 27, 460, 0, 135, 0, 0, 12, 1], [32, 0, 0, 625, 0, 43, 0, 0, 0, 0], [33, 0, 10, 593, 0, 58, 0, 0, 6, 0], [0, 0, 0, 19, 0, 665, 0, 0, 5, 11], [69, 0, 9, 448, 0, 162, 0, 0, 11, 1], [0, 0, 0, 2, 0, 661, 0, 0, 17, 20], [4, 0, 0, 148, 0, 166, 0, 0, 376, 6], [0, 0, 0, 40, 0, 163, 0, 0, 38, 459]]","[2, 6, 2, 2, 6, 2, 2, 2, 6, 0, 4, 4, 2, 2, 6, 2]","[2, 6, 2, 2, 6, 2, 2, 2, 6, 0, 4, 4, 2, 2, 6, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.287758708000183
8,"['0.4057', '0.0000', '0.0171', '0.7914', '0.0000', '0.9571', '0.0000', '0.0000', '0.5571', '0.5543']","['0.3037', '0.0000', '0.4800', '0.1869', '0.0000', '0.3106', '0.0000', '0.0000', '0.7647', '0.9487']","['0.4057', '0.0000', '0.0171', '0.7914', '0.0000', '0.9571', '0.0000', '0.0000', '0.5571', '0.5543']","['0.3474', '0.0000', '0.0331', '0.3024', '0.0000', '0.4690', '0.0000', '0.0000', '0.6446', '0.6997']","['0.4057', '0.0000', '0.0171', '0.7914', '0.0000', '0.9571', '0.0000', '0.0000', '0.5571', '0.5543']","['0.8967', '1.0000', '0.9979', '0.6175', '1.0000', '0.7640', '1.0000', '1.0000', '0.9810', '0.9967']","[[284, 0, 2, 345, 0, 66, 0, 0, 3, 0], [117, 0, 0, 569, 0, 14, 0, 0, 0, 0], [142, 0, 12, 399, 0, 126, 0, 0, 21, 0], [117, 0, 0, 554, 0, 29, 0, 0, 0, 0], [82, 0, 5, 552, 0, 53, 0, 0, 8, 0], [1, 0, 0, 16, 0, 670, 0, 0, 6, 7], [164, 0, 5, 358, 0, 158, 0, 0, 15, 0], [0, 0, 0, 2, 0, 664, 0, 0, 20, 14], [28, 0, 1, 101, 0, 180, 0, 0, 390, 0], [0, 0, 0, 68, 0, 197, 0, 0, 47, 388]]","[8, 2, 2, 6, 6, 8, 8, 0, 2, 2, 8, 8, 6, 2, 2, 6]","[8, 2, 2, 6, 6, 8, 8, 0, 2, 2, 8, 8, 6, 2, 2, 6]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2258437871932983
9,"['0.3671', '0.0000', '0.0200', '0.7943', '0.0000', '0.9543', '0.0000', '0.0000', '0.6343', '0.5029']","['0.2809', '0.0000', '0.4828', '0.1865', '0.0000', '0.3302', '0.0000', '0.0000', '0.6453', '0.9670']","['0.3671', '0.0000', '0.0200', '0.7943', '0.0000', '0.9543', '0.0000', '0.0000', '0.6343', '0.5029']","['0.3183', '0.0000', '0.0384', '0.3021', '0.0000', '0.4906', '0.0000', '0.0000', '0.6398', '0.6617']","['0.3671', '0.0000', '0.0200', '0.7943', '0.0000', '0.9543', '0.0000', '0.0000', '0.6343', '0.5029']","['0.8956', '1.0000', '0.9976', '0.6151', '1.0000', '0.7849', '1.0000', '1.0000', '0.9613', '0.9981']","[[257, 0, 1, 385, 0, 52, 0, 0, 5, 0], [118, 0, 2, 571, 0, 8, 0, 0, 1, 0], [150, 0, 14, 387, 0, 110, 0, 0, 39, 0], [122, 0, 0, 556, 0, 22, 0, 0, 0, 0], [80, 0, 9, 545, 0, 50, 0, 0, 16, 0], [1, 0, 0, 16, 0, 668, 0, 0, 12, 3], [158, 0, 3, 369, 0, 146, 0, 0, 24, 0], [0, 0, 0, 1, 0, 649, 0, 0, 41, 9], [28, 0, 0, 75, 0, 153, 0, 0, 444, 0], [1, 0, 0, 76, 0, 165, 0, 0, 106, 352]]","[8, 2, 8, 2, 6, 2, 8, 3, 2, 6, 2, 4, 2, 6, 8, 8]","[8, 2, 8, 2, 6, 2, 8, 3, 2, 6, 2, 4, 2, 6, 8, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.167121648788452
