cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.3489', '0.7167', '0.7504', '0.7480']","['0.2686', '0.3555', '0.0000', '0.6038']","['0.9166', '0.1931', '0.0000', '0.0132']","['0.4154', '0.2503', '0.0000', '0.0258']","['0.9166', '0.1931', '0.0000', '0.0132']","['0.1572', '0.8865', '1.0000', '0.9971']","[[2221, 197, 0, 5], [1891, 454, 0, 6], [2085, 301, 0, 10], [2073, 325, 0, 32]]",-1,-1
1,"['0.4867', '0.6581', '0.7489', '0.7520']","['0.3047', '0.3266', '0.3729', '0.5553']","['0.8064', '0.3730', '0.0092', '0.1012']","['0.4423', '0.3483', '0.0179', '0.1712']","['0.8064', '0.3730', '0.0092', '0.1012']","['0.3787', '0.7506', '0.9949', '0.9725']","[[1954, 404, 19, 46], [1412, 877, 8, 54], [1585, 692, 22, 97], [1462, 712, 10, 246]]",3,3
2,"['0.6774', '0.6685', '0.7464', '0.7425']","['0.4156', '0.3769', '0.3597', '0.4900']","['0.6847', '0.5410', '0.0209', '0.4222']","['0.5172', '0.4443', '0.0394', '0.4536']","['0.6847', '0.5410', '0.0209', '0.4222']","['0.6749', '0.7099', '0.9876', '0.8510']","[[1659, 580, 34, 150], [754, 1272, 20, 305], [907, 826, 50, 613], [672, 697, 35, 1026]]",2,2
3,"['0.7409', '0.7128', '0.7455', '0.6941']","['0.4898', '0.4263', '0.3540', '0.4286']","['0.6331', '0.4998', '0.0238', '0.6263']","['0.5523', '0.4602', '0.0446', '0.5089']","['0.6331', '0.4998', '0.0238', '0.6263']","['0.7773', '0.7819', '0.9856', '0.7170']","[[1534, 579, 31, 279], [557, 1175, 23, 596], [633, 552, 57, 1154], [408, 450, 50, 1522]]",3,3
4,"['0.7569', '0.7416', '0.7408', '0.6726']","['0.5148', '0.4691', '0.3750', '0.4135']","['0.6385', '0.4202', '0.0576', '0.7012']","['0.5700', '0.4433', '0.0999', '0.5202']","['0.6385', '0.4202', '0.0576', '0.7012']","['0.7969', '0.8458', '0.9681', '0.6629']","[[1547, 467, 44, 365], [586, 988, 76, 701], [545, 362, 138, 1351], [327, 289, 110, 1704]]",3,3
5,"['0.7759', '0.7570', '0.7116', '0.6847']","['0.5499', '0.5050', '0.3514', '0.4221']","['0.6187', '0.3841', '0.1841', '0.6654']","['0.5822', '0.4363', '0.2416', '0.5165']","['0.6187', '0.3841', '0.1841', '0.6654']","['0.8290', '0.8779', '0.8870', '0.6912']","[[1499, 411, 140, 373], [540, 903, 306, 602], [461, 255, 441, 1239], [226, 219, 368, 1617]]",2,2
6,"['0.7820', '0.7512', '0.7227', '0.6822']","['0.5643', '0.4910', '0.3778', '0.4203']","['0.5976', '0.4283', '0.1715', '0.6737']","['0.5805', '0.4575', '0.2359', '0.5176']","['0.5976', '0.4283', '0.1715', '0.6737']","['0.8442', '0.8560', '0.9060', '0.6851']","[[1448, 476, 111, 388], [485, 1007, 230, 629], [436, 308, 411, 1241], [197, 260, 336, 1637]]",3,3
7,"['0.7827', '0.7504', '0.7356', '0.6729']","['0.5649', '0.4899', '0.3665', '0.4165']","['0.6054', '0.4624', '0.0814', '0.7288']","['0.5845', '0.4757', '0.1332', '0.5301']","['0.6054', '0.4624', '0.0814', '0.7288']","['0.8426', '0.8438', '0.9532', '0.6540']","[[1467, 509, 66, 381], [473, 1087, 107, 684], [441, 344, 195, 1416], [216, 279, 164, 1771]]",1,1
8,"['0.7766', '0.7555', '0.7212', '0.6963']","['0.5508', '0.5010', '0.3837', '0.4320']","['0.6220', '0.4445', '0.1928', '0.6354']","['0.5842', '0.4710', '0.2567', '0.5143']","['0.6220', '0.4445', '0.1928', '0.6354']","['0.8288', '0.8564', '0.8970', '0.7169']","[[1507, 473, 115, 328], [513, 1045, 247, 546], [468, 310, 462, 1156], [248, 258, 380, 1544]]",2,2
9,"['0.7950', '0.7639', '0.7161', '0.6781']","['0.6052', '0.5194', '0.3633', '0.4188']","['0.5402', '0.4794', '0.1824', '0.7004']","['0.5709', '0.4986', '0.2428', '0.5242']","['0.5402', '0.4794', '0.1824', '0.7004']","['0.8810', '0.8561', '0.8937', '0.6706']","[[1309, 556, 148, 410], [340, 1127, 261, 623], [366, 264, 437, 1329], [148, 223, 357, 1702]]",2,2
