cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations,training_loss
0,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.8143', '0.1714', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1055', '0.1339', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.8143', '0.1714', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1868', '0.1504', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.8143', '0.1714', '0.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.1368', '0.8614', '1.0000', '1.0000']","[[0, 0, 0, 0, 0, 478, 82, 0, 0], [0, 0, 0, 0, 0, 528, 32, 0, 0], [0, 0, 0, 0, 0, 447, 113, 0, 0], [0, 0, 0, 0, 0, 517, 43, 0, 0], [0, 0, 0, 0, 0, 394, 166, 0, 0], [0, 0, 0, 0, 0, 456, 104, 0, 0], [0, 0, 0, 0, 0, 464, 96, 0, 0], [0, 0, 0, 0, 0, 480, 80, 0, 0], [0, 0, 0, 0, 0, 559, 1, 0, 0]]",-1,-1,-1,-1,2.2996206283569336
1,"['0.0000', '0.0000', '0.0000', '0.0000', '0.1179', '0.8982', '0.1982', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.7765', '0.1143', '0.2007', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.1179', '0.8982', '0.1982', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.2047', '0.2027', '0.1995', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.1179', '0.8982', '0.1982', '0.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '0.9958', '0.1297', '0.9013', '1.0000', '1.0000']","[[0, 0, 0, 0, 8, 464, 88, 0, 0], [0, 0, 0, 0, 2, 521, 37, 0, 0], [0, 0, 0, 0, 6, 494, 60, 0, 0], [0, 0, 0, 0, 1, 537, 22, 0, 0], [0, 0, 0, 0, 66, 389, 105, 0, 0], [0, 0, 0, 0, 2, 503, 55, 0, 0], [0, 0, 0, 0, 0, 449, 111, 0, 0], [0, 0, 0, 0, 0, 486, 74, 0, 0], [0, 0, 0, 0, 0, 559, 1, 0, 0]]","[5, 3, 3, 5, 3, 5, 3, 3, 5, 3, 5, 3, 5, 3, 1, 3]","[5, 3, 3, 5, 3, 5, 3, 3, 5, 3, 5, 3, 5, 3, 1, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.301248788833618
2,"['0.0000', '0.0000', '0.0000', '0.0000', '0.3268', '0.9054', '0.1696', '0.0000', '0.5250']","['0.0000', '0.0000', '0.0000', '0.0000', '0.6267', '0.1265', '0.2375', '0.0000', '0.8622']","['0.0000', '0.0000', '0.0000', '0.0000', '0.3268', '0.9054', '0.1696', '0.0000', '0.5250']","['0.0000', '0.0000', '0.0000', '0.0000', '0.4296', '0.2220', '0.1979', '0.0000', '0.6526']","['0.0000', '0.0000', '0.0000', '0.0000', '0.3268', '0.9054', '0.1696', '0.0000', '0.5250']","['1.0000', '1.0000', '1.0000', '1.0000', '0.9757', '0.2188', '0.9319', '1.0000', '0.9895']","[[0, 0, 0, 0, 31, 451, 78, 0, 0], [0, 0, 0, 0, 10, 515, 34, 0, 1], [0, 0, 0, 0, 52, 480, 28, 0, 0], [0, 0, 0, 0, 3, 533, 16, 0, 8], [0, 0, 0, 0, 183, 333, 44, 0, 0], [0, 0, 0, 0, 3, 507, 42, 0, 8], [0, 0, 0, 0, 8, 437, 95, 0, 20], [0, 0, 0, 0, 2, 485, 63, 0, 10], [0, 0, 0, 0, 0, 266, 0, 0, 294]]","[5, 3, 3, 7, 3, 3, 3, 7, 1, 1, 3, 3, 3, 2, 5, 2]","[5, 3, 3, 7, 3, 3, 3, 7, 1, 1, 3, 3, 3, 2, 5, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2956697940826416
3,"['0.0375', '0.0000', '0.0000', '0.0000', '0.4518', '0.7143', '0.1089', '0.0000', '0.9429']","['0.5526', '0.0000', '0.0000', '0.0000', '0.4903', '0.1289', '0.3177', '0.0000', '0.4437']","['0.0375', '0.0000', '0.0000', '0.0000', '0.4518', '0.7143', '0.1089', '0.0000', '0.9429']","['0.0702', '0.0000', '0.0000', '0.0000', '0.4703', '0.2183', '0.1622', '0.0000', '0.6034']","['0.0375', '0.0000', '0.0000', '0.0000', '0.4518', '0.7143', '0.1089', '0.0000', '0.9429']","['0.9962', '1.0000', '1.0000', '1.0000', '0.9413', '0.3964', '0.9708', '1.0000', '0.8522']","[[21, 0, 0, 0, 76, 389, 38, 0, 36], [0, 0, 0, 0, 28, 448, 19, 0, 65], [2, 0, 0, 0, 85, 456, 4, 0, 13], [5, 0, 0, 0, 15, 364, 5, 0, 171], [0, 0, 0, 0, 253, 294, 13, 0, 0], [1, 0, 0, 0, 7, 400, 20, 0, 132], [2, 0, 0, 0, 28, 335, 61, 0, 134], [7, 0, 0, 0, 24, 386, 32, 0, 111], [0, 0, 0, 0, 0, 32, 0, 0, 528]]","[1, 7, 3, 1, 2, 3, 3, 3, 2, 5, 2, 3, 1, 7, 1, 5]","[1, 7, 3, 1, 2, 3, 3, 3, 2, 5, 2, 3, 1, 7, 1, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2815582752227783
4,"['0.8232', '0.0000', '0.0000', '0.0000', '0.2304', '0.0196', '0.0000', '0.0000', '0.9911']","['0.1719', '0.0000', '0.0000', '0.0000', '0.5287', '0.0632', '0.0000', '0.0000', '0.2861']","['0.8232', '0.0000', '0.0000', '0.0000', '0.2304', '0.0196', '0.0000', '0.0000', '0.9911']","['0.2844', '0.0000', '0.0000', '0.0000', '0.3209', '0.0300', '0.0000', '0.0000', '0.4440']","['0.8232', '0.0000', '0.0000', '0.0000', '0.2304', '0.0196', '0.0000', '0.0000', '0.9911']","['0.5042', '1.0000', '1.0000', '1.0000', '0.9743', '0.9636', '1.0000', '1.0000', '0.6908']","[[461, 0, 0, 0, 13, 4, 0, 0, 82], [307, 0, 0, 0, 6, 35, 0, 0, 212], [387, 0, 0, 0, 80, 25, 0, 0, 68], [277, 0, 0, 0, 6, 27, 0, 0, 250], [386, 0, 0, 0, 129, 17, 0, 0, 28], [240, 0, 0, 0, 0, 11, 0, 0, 309], [348, 0, 0, 0, 9, 9, 0, 0, 194], [274, 0, 0, 0, 1, 43, 0, 0, 242], [2, 0, 0, 0, 0, 3, 0, 0, 555]]","[7, 1, 3, 1, 2, 1, 1, 2, 1, 7, 7, 1, 7, 7, 2, 3]","[7, 1, 3, 1, 2, 1, 1, 2, 1, 7, 7, 1, 7, 7, 2, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.260972499847412
5,"['0.9946', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.9143']","['0.1366', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.5322']","['0.9946', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.9143']","['0.2402', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.6728']","['0.9946', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.9143']","['0.2141', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.8996']","[[557, 0, 0, 0, 0, 0, 0, 0, 3], [494, 0, 0, 0, 0, 0, 0, 0, 66], [555, 0, 0, 0, 0, 0, 0, 0, 5], [481, 0, 0, 0, 0, 0, 0, 0, 79], [560, 0, 0, 0, 0, 0, 0, 0, 0], [421, 0, 0, 0, 0, 0, 0, 0, 139], [504, 0, 0, 0, 0, 0, 0, 0, 56], [458, 0, 0, 0, 0, 0, 0, 0, 102], [48, 0, 0, 0, 0, 0, 0, 0, 512]]","[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 3]","[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.233386993408203
6,"['1.0000', '0.0000', '0.0304', '0.0018', '0.0000', '0.0000', '0.0000', '0.0000', '0.4125']","['0.1175', '0.0000', '0.8947', '1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.9094']","['1.0000', '0.0000', '0.0304', '0.0018', '0.0000', '0.0000', '0.0000', '0.0000', '0.4125']","['0.2103', '0.0000', '0.0587', '0.0036', '0.0000', '0.0000', '0.0000', '0.0000', '0.5676']","['1.0000', '0.0000', '0.0304', '0.0018', '0.0000', '0.0000', '0.0000', '0.0000', '0.4125']","['0.0612', '1.0000', '0.9996', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.9949']","[[560, 0, 0, 0, 0, 0, 0, 0, 0], [559, 0, 0, 0, 0, 0, 0, 0, 1], [543, 0, 17, 0, 0, 0, 0, 0, 0], [554, 0, 1, 1, 0, 0, 0, 0, 4], [560, 0, 0, 0, 0, 0, 0, 0, 0], [557, 0, 0, 0, 0, 0, 0, 0, 3], [559, 0, 0, 0, 0, 0, 0, 0, 1], [546, 0, 0, 0, 0, 0, 0, 0, 14], [328, 0, 1, 0, 0, 0, 0, 0, 231]]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2072978019714355
7,"['0.9982', '0.0000', '0.4321', '0.1054', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.1258', '0.0000', '0.6302', '0.2783', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.9982', '0.0000', '0.4321', '0.1054', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.2234', '0.0000', '0.5127', '0.1528', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.9982', '0.0000', '0.4321', '0.1054', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.1328', '1.0000', '0.9683', '0.9658', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[559, 0, 1, 0, 0, 0, 0, 0, 0], [511, 0, 1, 48, 0, 0, 0, 0, 0], [314, 0, 242, 4, 0, 0, 0, 0, 0], [491, 0, 10, 59, 0, 0, 0, 0, 0], [545, 0, 15, 0, 0, 0, 0, 0, 0], [529, 0, 15, 16, 0, 0, 0, 0, 0], [523, 0, 37, 0, 0, 0, 0, 0, 0], [520, 0, 1, 39, 0, 0, 0, 0, 0], [452, 0, 62, 46, 0, 0, 0, 0, 0]]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 4, 4]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 4, 4]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.172166585922241
8,"['0.7768', '0.0000', '0.6536', '0.7196', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.2560', '0.0000', '0.5894', '0.1482', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.7768', '0.0000', '0.6536', '0.7196', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.3851', '0.0000', '0.6198', '0.2457', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.7768', '0.0000', '0.6536', '0.7196', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.7179', '1.0000', '0.9431', '0.4828', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[435, 0, 8, 117, 0, 0, 0, 0, 0], [130, 0, 9, 421, 0, 0, 0, 0, 0], [73, 0, 366, 121, 0, 0, 0, 0, 0], [149, 0, 8, 403, 0, 0, 0, 0, 0], [344, 0, 120, 96, 0, 0, 0, 0, 0], [125, 0, 28, 407, 0, 0, 0, 0, 0], [258, 0, 80, 222, 0, 0, 0, 0, 0], [182, 0, 0, 378, 0, 0, 0, 0, 0], [3, 0, 2, 555, 0, 0, 0, 0, 0]]","[4, 7, 7, 9, 1, 9, 9, 4, 2, 2, 4, 4, 9, 7, 2, 6]","[4, 7, 7, 9, 1, 9, 9, 4, 2, 2, 4, 4, 9, 7, 2, 6]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.139087677001953
9,"['0.4107', '0.0000', '0.2518', '0.9661', '0.0071', '0.0000', '0.0000', '0.0000', '0.0000']","['0.3686', '0.0000', '0.6211', '0.1293', '1.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.4107', '0.0000', '0.2518', '0.9661', '0.0071', '0.0000', '0.0000', '0.0000', '0.0000']","['0.3885', '0.0000', '0.3583', '0.2280', '0.0142', '0.0000', '0.0000', '0.0000', '0.0000']","['0.4107', '0.0000', '0.2518', '0.9661', '0.0071', '0.0000', '0.0000', '0.0000', '0.0000']","['0.9121', '1.0000', '0.9808', '0.1866', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[230, 0, 5, 325, 0, 0, 0, 0, 0], [35, 0, 1, 524, 0, 0, 0, 0, 0], [16, 0, 141, 403, 0, 0, 0, 0, 0], [19, 0, 0, 541, 0, 0, 0, 0, 0], [159, 0, 70, 327, 4, 0, 0, 0, 0], [20, 0, 0, 540, 0, 0, 0, 0, 0], [81, 0, 10, 469, 0, 0, 0, 0, 0], [63, 0, 0, 497, 0, 0, 0, 0, 0], [1, 0, 0, 559, 0, 0, 0, 0, 0]]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.1180028915405273
