cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.4833', '0.0723', '0.0033', '0.1040', '0.0000', '0.2384', '0.8000', '0.1121', '0.2660', '0.4886']","['0.3309', '0.3818', '0.1818', '0.1580', '0.0000', '0.2802', '0.1981', '0.2349', '0.3104', '0.3137']","['0.4833', '0.0723', '0.0033', '0.1040', '0.0000', '0.2384', '0.8000', '0.1121', '0.2660', '0.4886']","['0.3929', '0.1216', '0.0065', '0.1255', '0.0000', '0.2576', '0.3175', '0.1517', '0.2865', '0.3821']","['0.4833', '0.0723', '0.0033', '0.1040', '0.0000', '0.2384', '0.8000', '0.1121', '0.2660', '0.4886']","['0.8976', '0.9875', '0.9983', '0.9333', '0.9996', '0.9341', '0.6468', '0.9603', '0.9351', '0.8786']","[[275, 12, 0, 32, 0, 15, 46, 22, 86, 81], [50, 42, 0, 27, 1, 16, 125, 19, 115, 186], [92, 6, 2, 60, 0, 37, 318, 29, 16, 49], [43, 4, 1, 67, 1, 119, 329, 42, 9, 29], [47, 3, 1, 38, 0, 36, 424, 21, 11, 48], [34, 7, 2, 74, 0, 139, 266, 28, 13, 20], [17, 3, 3, 34, 0, 28, 472, 9, 3, 21], [26, 4, 0, 61, 0, 69, 282, 66, 11, 70], [206, 12, 1, 18, 0, 23, 20, 6, 158, 150], [41, 17, 1, 13, 0, 14, 101, 39, 87, 299]]",-1,-1
1,"['0.4007', '0.5043', '0.0772', '0.0761', '0.0493', '0.4477', '0.6814', '0.2716', '0.4007', '0.4216']","['0.4191', '0.4259', '0.3760', '0.1992', '0.2366', '0.3000', '0.2535', '0.2996', '0.3940', '0.3839']","['0.4007', '0.5043', '0.0772', '0.0761', '0.0493', '0.4477', '0.6814', '0.2716', '0.4007', '0.4216']","['0.4097', '0.4618', '0.1281', '0.1101', '0.0816', '0.3593', '0.3695', '0.2850', '0.3973', '0.4019']","['0.4007', '0.5043', '0.0772', '0.0761', '0.0493', '0.4477', '0.6814', '0.2716', '0.4007', '0.4216']","['0.9418', '0.9271', '0.9855', '0.9632', '0.9814', '0.8876', '0.7811', '0.9309', '0.9323', '0.9232']","[[228, 45, 1, 10, 2, 27, 26, 40, 119, 71], [10, 293, 0, 15, 3, 4, 34, 12, 96, 114], [67, 21, 47, 37, 15, 82, 249, 57, 15, 19], [20, 24, 25, 49, 24, 197, 203, 73, 6, 23], [37, 9, 14, 22, 31, 90, 341, 42, 10, 33], [18, 15, 13, 37, 14, 261, 142, 69, 6, 8], [9, 17, 14, 23, 12, 61, 402, 38, 2, 12], [17, 26, 5, 27, 30, 116, 151, 160, 8, 49], [126, 87, 5, 11, 0, 20, 11, 11, 238, 85], [12, 151, 1, 15, 0, 12, 27, 32, 104, 258]]","[9, 1, 7, 4, 0, 0, 2, 9, 7, 5, 5, 0, 4, 7, 3, 6, 8, 8, 1, 3, 9, 8, 4, 9, 1, 6, 5, 1, 5, 6, 4, 7]","[8, 5, 6, 7, 3, 9, 6, 3, 3, 0, 1, 9, 5, 2, 9, 2, 8, 1, 1, 1, 7, 0, 1, 2, 2, 9, 8, 9, 9, 3, 5, 1]"
2,"['0.4042', '0.5318', '0.1954', '0.1149', '0.1415', '0.4254', '0.5847', '0.4329', '0.4899', '0.4330']","['0.4398', '0.4328', '0.3459', '0.2305', '0.3423', '0.3316', '0.3372', '0.3576', '0.4169', '0.4040']","['0.4042', '0.5318', '0.1954', '0.1149', '0.1415', '0.4254', '0.5847', '0.4329', '0.4899', '0.4330']","['0.4212', '0.4772', '0.2497', '0.1534', '0.2002', '0.3727', '0.4278', '0.3917', '0.4505', '0.4180']","['0.4042', '0.5318', '0.1954', '0.1149', '0.1415', '0.4254', '0.5847', '0.4329', '0.4899', '0.4330']","['0.9461', '0.9253', '0.9583', '0.9539', '0.9682', '0.9077', '0.8747', '0.9154', '0.9247', '0.9274']","[[230, 47, 15, 6, 5, 22, 16, 35, 136, 57], [10, 309, 0, 17, 1, 6, 16, 12, 101, 109], [63, 29, 119, 44, 56, 64, 125, 70, 18, 21], [21, 23, 54, 74, 25, 192, 141, 80, 7, 27], [40, 17, 53, 28, 89, 60, 202, 103, 11, 26], [16, 10, 47, 53, 18, 248, 85, 88, 4, 14], [8, 25, 23, 48, 29, 51, 345, 41, 4, 16], [18, 27, 20, 30, 36, 75, 68, 255, 11, 49], [105, 73, 10, 6, 0, 20, 5, 12, 291, 72], [12, 154, 3, 15, 1, 10, 20, 17, 115, 265]]","[1, 3, 4, 1, 0, 9, 3, 5, 7, 3, 8, 9, 8, 0, 5, 3, 9, 6, 4, 5, 9, 1, 1, 8, 8, 3, 1, 9, 4, 4, 3, 6]","[7, 2, 4, 2, 6, 0, 2, 5, 4, 0, 7, 6, 4, 7, 6, 0, 6, 7, 2, 3, 4, 5, 7, 2, 8, 2, 1, 8, 7, 7, 5, 5]"
3,"['0.3656', '0.5611', '0.2611', '0.1491', '0.1447', '0.4408', '0.5339', '0.5093', '0.5774', '0.4216']","['0.4717', '0.4725', '0.3319', '0.2791', '0.3555', '0.3436', '0.3763', '0.3886', '0.4353', '0.4000']","['0.3656', '0.5611', '0.2611', '0.1491', '0.1447', '0.4408', '0.5339', '0.5093', '0.5774', '0.4216']","['0.4119', '0.5130', '0.2923', '0.1943', '0.2056', '0.3862', '0.4415', '0.4409', '0.4964', '0.4105']","['0.3656', '0.5611', '0.2611', '0.1491', '0.1447', '0.4408', '0.5339', '0.5093', '0.5774', '0.4216']","['0.9571', '0.9328', '0.9406', '0.9537', '0.9693', '0.9094', '0.9035', '0.9128', '0.9177', '0.9282']","[[208, 45, 26, 12, 4, 16, 12, 33, 153, 60], [9, 326, 2, 15, 0, 3, 10, 14, 91, 111], [53, 29, 159, 30, 48, 69, 105, 74, 22, 20], [13, 13, 63, 96, 30, 209, 112, 68, 15, 25], [34, 13, 84, 33, 91, 55, 151, 125, 20, 23], [11, 9, 69, 53, 20, 257, 65, 77, 8, 14], [6, 25, 38, 52, 35, 51, 315, 46, 4, 18], [13, 19, 25, 30, 27, 66, 46, 300, 13, 50], [78, 61, 9, 6, 0, 16, 3, 12, 343, 66], [16, 150, 4, 17, 1, 6, 18, 23, 119, 258]]","[7, 3, 2, 9, 3, 8, 0, 3, 2, 0, 5, 8, 9, 9, 4, 5, 6, 8, 6, 4, 2, 7, 0, 2, 6, 9, 6, 1, 7, 3, 1, 9]","[9, 7, 4, 7, 2, 6, 4, 2, 3, 4, 9, 2, 0, 2, 7, 3, 0, 4, 3, 8, 1, 9, 2, 2, 4, 7, 5, 6, 4, 2, 2, 4]"
4,"['0.4306', '0.5800', '0.2644', '0.2422', '0.1765', '0.3345', '0.6136', '0.4550', '0.5135', '0.4902']","['0.4739', '0.5201', '0.3570', '0.2680', '0.3265', '0.3955', '0.3422', '0.4365', '0.5092', '0.4298']","['0.4306', '0.5800', '0.2644', '0.2422', '0.1765', '0.3345', '0.6136', '0.4550', '0.5135', '0.4902']","['0.4512', '0.5484', '0.3038', '0.2545', '0.2291', '0.3625', '0.4393', '0.4456', '0.5113', '0.4580']","['0.4306', '0.5800', '0.2644', '0.2422', '0.1765', '0.3345', '0.6136', '0.4550', '0.5135', '0.4902']","['0.9499', '0.9426', '0.9462', '0.9205', '0.9574', '0.9450', '0.8713', '0.9361', '0.9456', '0.9261']","[[245, 44, 30, 19, 4, 11, 12, 30, 117, 57], [20, 337, 3, 17, 1, 2, 28, 11, 50, 112], [56, 15, 161, 64, 56, 33, 124, 59, 12, 29], [12, 4, 52, 156, 36, 137, 164, 44, 12, 27], [42, 6, 84, 47, 111, 32, 181, 93, 12, 21], [12, 6, 57, 110, 32, 195, 92, 59, 10, 10], [7, 13, 35, 75, 44, 18, 362, 21, 2, 13], [18, 15, 16, 47, 53, 51, 63, 268, 7, 51], [88, 71, 11, 15, 3, 10, 6, 7, 305, 78], [17, 137, 2, 32, 0, 4, 26, 22, 72, 300]]","[7, 7, 6, 1, 8, 6, 7, 4, 6, 1, 3, 4, 7, 7, 2, 0, 0, 8, 1, 4, 9, 5, 3, 4, 8, 7, 5, 8, 4, 6, 6, 9]","[7, 2, 1, 7, 1, 3, 5, 7, 9, 6, 5, 7, 5, 6, 2, 4, 6, 6, 7, 4, 1, 3, 3, 4, 6, 4, 7, 5, 4, 4, 2, 2]"
5,"['0.4236', '0.5525', '0.2890', '0.2360', '0.1908', '0.3962', '0.5390', '0.4805', '0.5892', '0.4412']","['0.4582', '0.5431', '0.3365', '0.2667', '0.3715', '0.3672', '0.3878', '0.4543', '0.4611', '0.4245']","['0.4236', '0.5525', '0.2890', '0.2360', '0.1908', '0.3962', '0.5390', '0.4805', '0.5892', '0.4412']","['0.4402', '0.5478', '0.3110', '0.2504', '0.2521', '0.3812', '0.4511', '0.4670', '0.5174', '0.4327']","['0.4236', '0.5525', '0.2890', '0.2360', '0.1908', '0.3962', '0.5390', '0.4805', '0.5892', '0.4412']","['0.9475', '0.9502', '0.9356', '0.9220', '0.9622', '0.9265', '0.9072', '0.9372', '0.9243', '0.9321']","[[241, 35, 44, 13, 4, 9, 8, 32, 138, 45], [25, 321, 4, 19, 1, 2, 16, 8, 78, 107], [57, 14, 176, 61, 51, 55, 94, 62, 16, 23], [12, 5, 55, 152, 25, 176, 125, 47, 17, 30], [43, 5, 106, 59, 120, 39, 133, 83, 20, 21], [11, 5, 60, 102, 26, 231, 63, 59, 11, 15], [10, 17, 41, 78, 50, 32, 318, 22, 4, 18], [15, 15, 25, 43, 41, 64, 42, 283, 9, 52], [89, 51, 11, 13, 1, 13, 4, 7, 350, 55], [23, 123, 1, 30, 4, 8, 17, 20, 116, 270]]","[7, 4, 9, 7, 7, 7, 2, 6, 7, 4, 7, 5, 5, 2, 9, 6, 9, 4, 5, 6, 7, 2, 4, 8, 0, 9, 7, 0, 2, 0, 9, 9]","[9, 5, 2, 9, 9, 4, 9, 5, 1, 0, 8, 4, 8, 8, 3, 3, 8, 2, 2, 2, 9, 4, 2, 4, 2, 1, 2, 4, 0, 4, 0, 9]"
6,"['0.4517', '0.5353', '0.2200', '0.2547', '0.1653', '0.4048', '0.5186', '0.5569', '0.4680', '0.5752']","['0.4622', '0.5183', '0.3807', '0.2567', '0.4177', '0.3653', '0.3938', '0.4115', '0.5582', '0.3973']","['0.4517', '0.5353', '0.2200', '0.2547', '0.1653', '0.4048', '0.5186', '0.5569', '0.4680', '0.5752']","['0.4569', '0.5267', '0.2789', '0.2557', '0.2369', '0.3841', '0.4477', '0.4733', '0.5092', '0.4700']","['0.4517', '0.5353', '0.2200', '0.2547', '0.1653', '0.4048', '0.5186', '0.5569', '0.4680', '0.5752']","['0.9449', '0.9467', '0.9596', '0.9113', '0.9730', '0.9243', '0.9129', '0.9133', '0.9593', '0.9009']","[[257, 37, 26, 19, 4, 11, 6, 41, 96, 72], [24, 311, 1, 22, 0, 3, 17, 12, 40, 151], [60, 20, 134, 81, 38, 59, 89, 84, 8, 36], [10, 4, 32, 164, 14, 180, 117, 63, 12, 48], [50, 5, 76, 53, 104, 46, 128, 126, 12, 29], [10, 7, 35, 113, 20, 236, 59, 80, 7, 16], [10, 18, 28, 100, 43, 31, 306, 29, 2, 23], [19, 14, 14, 44, 20, 58, 38, 328, 4, 50], [93, 61, 4, 16, 2, 15, 4, 12, 278, 109], [23, 123, 2, 27, 4, 7, 13, 22, 39, 352]]","[1, 5, 5, 7, 9, 0, 3, 2, 4, 9, 0, 6, 8, 7, 1, 7, 3, 1, 5, 5, 2, 3, 9, 5, 2, 0, 1, 1, 0, 7, 7, 1]","[5, 2, 6, 2, 6, 6, 3, 9, 7, 7, 5, 2, 6, 7, 7, 3, 6, 2, 2, 0, 5, 4, 7, 1, 2, 5, 8, 4, 3, 7, 7, 7]"
7,"['0.4745', '0.5852', '0.3612', '0.2422', '0.2146', '0.3705', '0.5169', '0.5212', '0.4613', '0.4837']","['0.4455', '0.5271', '0.3537', '0.2579', '0.3868', '0.3837', '0.3925', '0.4508', '0.5569', '0.4485']","['0.4745', '0.5852', '0.3612', '0.2422', '0.2146', '0.3705', '0.5169', '0.5212', '0.4613', '0.4837']","['0.4596', '0.5546', '0.3574', '0.2498', '0.2761', '0.3770', '0.4462', '0.4835', '0.5046', '0.4654']","['0.4745', '0.5852', '0.3612', '0.2422', '0.2146', '0.3705', '0.5169', '0.5212', '0.4613', '0.4837']","['0.9381', '0.9437', '0.9254', '0.9162', '0.9602', '0.9359', '0.9128', '0.9309', '0.9597', '0.9324']","[[270, 37, 47, 16, 4, 10, 8, 48, 88, 41], [29, 340, 3, 22, 1, 3, 21, 18, 36, 108], [48, 19, 220, 65, 51, 43, 79, 52, 12, 20], [16, 6, 73, 156, 26, 155, 120, 46, 6, 40], [46, 8, 119, 42, 135, 37, 126, 85, 11, 20], [14, 8, 74, 114, 30, 216, 57, 56, 5, 9], [10, 20, 47, 94, 54, 23, 305, 21, 2, 14], [17, 13, 26, 44, 40, 53, 41, 307, 4, 44], [130, 59, 9, 16, 4, 15, 5, 14, 274, 68], [26, 135, 4, 36, 4, 8, 15, 34, 54, 296]]","[0, 8, 2, 9, 1, 2, 9, 4, 7, 7, 0, 2, 3, 7, 7, 7, 7, 8, 4, 7, 9, 1, 4, 5, 4, 5, 0, 1, 8, 4, 4, 4]","[5, 9, 3, 4, 3, 5, 8, 7, 0, 3, 3, 3, 4, 1, 2, 2, 5, 4, 7, 8, 9, 0, 8, 6, 3, 6, 3, 1, 8, 7, 3, 2]"
8,"['0.4165', '0.5783', '0.3760', '0.2252', '0.1940', '0.4322', '0.4746', '0.5008', '0.5825', '0.4526']","['0.4566', '0.5161', '0.3338', '0.2695', '0.3777', '0.3481', '0.4268', '0.5077', '0.4873', '0.4526']","['0.4165', '0.5783', '0.3760', '0.2252', '0.1940', '0.4322', '0.4746', '0.5008', '0.5825', '0.4526']","['0.4357', '0.5455', '0.3537', '0.2453', '0.2563', '0.3856', '0.4494', '0.5043', '0.5307', '0.4526']","['0.4165', '0.5783', '0.3760', '0.2252', '0.1940', '0.4322', '0.4746', '0.5008', '0.5825', '0.4526']","['0.9481', '0.9419', '0.9152', '0.9266', '0.9626', '0.9129', '0.9305', '0.9471', '0.9327', '0.9378']","[[237, 36, 50, 17, 4, 17, 6, 25, 134, 43], [26, 336, 5, 21, 2, 4, 16, 11, 63, 97], [44, 21, 229, 57, 49, 65, 64, 42, 18, 20], [14, 8, 78, 145, 22, 194, 100, 35, 15, 33], [44, 10, 136, 42, 122, 67, 100, 68, 20, 20], [12, 7, 80, 87, 23, 252, 47, 53, 8, 14], [12, 27, 59, 81, 57, 41, 280, 18, 4, 11], [20, 22, 32, 42, 35, 62, 28, 295, 10, 43], [84, 56, 12, 12, 4, 14, 2, 10, 346, 54], [26, 128, 5, 34, 5, 8, 13, 24, 92, 277]]","[7, 6, 7, 5, 0, 1, 3, 9, 3, 8, 0, 2, 5, 5, 0, 0, 3, 6, 5, 1, 2, 1, 6, 8, 2, 7, 7, 1, 2, 1, 5, 8]","[4, 2, 4, 7, 3, 2, 4, 9, 8, 2, 9, 9, 2, 4, 7, 5, 4, 4, 9, 8, 7, 3, 5, 5, 0, 4, 3, 8, 1, 9, 2, 4]"
9,"['0.4341', '0.5525', '0.3990', '0.2578', '0.2369', '0.3070', '0.5525', '0.4754', '0.5640', '0.4608']","['0.4379', '0.5413', '0.3486', '0.2699', '0.3688', '0.4096', '0.3867', '0.5234', '0.4970', '0.4420']","['0.4341', '0.5525', '0.3990', '0.2578', '0.2369', '0.3070', '0.5525', '0.4754', '0.5640', '0.4608']","['0.4360', '0.5468', '0.3721', '0.2637', '0.2885', '0.3510', '0.4550', '0.4982', '0.5284', '0.4512']","['0.4341', '0.5525', '0.3990', '0.2578', '0.2369', '0.3070', '0.5525', '0.4754', '0.5640', '0.4608']","['0.9416', '0.9498', '0.9158', '0.9162', '0.9525', '0.9524', '0.9044', '0.9529', '0.9373', '0.9339']","[[247, 33, 44, 24, 6, 8, 12, 20, 133, 42], [28, 321, 9, 16, 5, 1, 20, 12, 61, 108], [49, 17, 243, 57, 52, 27, 78, 45, 14, 27], [12, 5, 86, 166, 33, 126, 134, 27, 15, 40], [49, 9, 136, 51, 149, 22, 124, 51, 20, 18], [16, 4, 82, 114, 41, 179, 77, 44, 8, 18], [9, 16, 53, 79, 57, 23, 326, 14, 2, 11], [22, 18, 29, 50, 51, 40, 48, 280, 10, 41], [96, 53, 10, 19, 5, 8, 4, 13, 335, 51], [36, 117, 5, 39, 5, 3, 20, 29, 76, 282]]","[0, 2, 8, 2, 2, 4, 2, 8, 9, 6, 3, 3, 9, 2, 6, 2, 5, 3, 8, 9, 0, 9, 6, 3, 5, 6, 8, 7, 0, 6, 8, 8]","[4, 2, 5, 5, 7, 6, 2, 4, 8, 4, 4, 3, 3, 7, 5, 2, 4, 8, 2, 0, 7, 2, 5, 6, 6, 8, 1, 2, 3, 5, 3, 3]"
