cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.3954', '0.3993', '0.0328', '0.1941', '0.3577', '0.1921', '0.4390', '0.2649', '0.3737', '0.4003']","['0.3879', '0.3263', '0.3636', '0.2561', '0.2131', '0.3284', '0.3174', '0.2626', '0.3854', '0.3129']","['0.3954', '0.3993', '0.0328', '0.1941', '0.3577', '0.1921', '0.4390', '0.2649', '0.3737', '0.4003']","['0.3916', '0.3591', '0.0602', '0.2208', '0.2671', '0.2424', '0.3684', '0.2637', '0.3795', '0.3513']","['0.3954', '0.3993', '0.0328', '0.1941', '0.3577', '0.1921', '0.4390', '0.2649', '0.3737', '0.4003']","['0.9346', '0.9116', '0.9935', '0.9322', '0.8453', '0.9577', '0.8970', '0.9191', '0.9345', '0.9001']","[[225, 55, 5, 15, 20, 18, 9, 37, 123, 62], [16, 232, 0, 9, 15, 9, 31, 31, 82, 156], [74, 41, 20, 50, 174, 26, 112, 58, 23, 31], [21, 28, 11, 125, 146, 81, 101, 89, 8, 34], [42, 18, 6, 47, 225, 15, 160, 65, 14, 37], [17, 27, 5, 113, 130, 112, 70, 69, 12, 28], [19, 20, 3, 54, 142, 11, 259, 45, 2, 35], [22, 35, 2, 52, 182, 26, 42, 156, 14, 58], [109, 97, 3, 11, 6, 32, 6, 11, 222, 97], [35, 158, 0, 12, 16, 11, 26, 33, 76, 245]]",-1,-1
1,"['0.4886', '0.5594', '0.1018', '0.1351', '0.2353', '0.3019', '0.6322', '0.4295', '0.3855', '0.2467']","['0.3966', '0.4057', '0.2348', '0.2597', '0.2483', '0.3769', '0.3072', '0.3640', '0.4104', '0.4092']","['0.4886', '0.5594', '0.1018', '0.1351', '0.2353', '0.3019', '0.6322', '0.4295', '0.3855', '0.2467']","['0.4378', '0.4703', '0.1420', '0.1777', '0.2416', '0.3352', '0.4135', '0.3941', '0.3976', '0.3078']","['0.4886', '0.5594', '0.1018', '0.1351', '0.2353', '0.3019', '0.6322', '0.4295', '0.3855', '0.2467']","['0.9221', '0.9122', '0.9625', '0.9537', '0.9166', '0.9463', '0.8445', '0.9183', '0.9391', '0.9595']","[[278, 55, 21, 16, 8, 8, 21, 50, 97, 15], [35, 325, 0, 12, 4, 4, 42, 22, 70, 67], [67, 20, 62, 43, 132, 32, 153, 74, 19, 7], [24, 18, 40, 87, 74, 127, 172, 63, 14, 25], [44, 16, 38, 44, 148, 19, 223, 75, 9, 13], [21, 12, 37, 63, 77, 176, 99, 71, 16, 11], [12, 14, 20, 33, 63, 20, 373, 37, 1, 17], [25, 20, 27, 23, 85, 45, 70, 253, 14, 27], [147, 110, 11, 11, 1, 25, 9, 15, 229, 36], [48, 211, 8, 3, 4, 11, 52, 35, 89, 151]]","[3, 3, 6, 9, 8, 0, 2, 7, 0, 9, 8, 2, 6, 3, 6, 3, 0, 3, 2, 2, 3, 9, 7, 6, 5, 3, 9, 0, 0, 4, 8, 8]","[2, 6, 4, 3, 4, 9, 5, 5, 2, 6, 5, 2, 6, 0, 9, 0, 1, 1, 2, 4, 2, 6, 4, 6, 9, 1, 5, 9, 4, 0, 6, 2]"
2,"['0.4411', '0.4785', '0.0920', '0.1661', '0.2226', '0.3208', '0.6220', '0.5212', '0.4815', '0.4869']","['0.4095', '0.5073', '0.2995', '0.2702', '0.3204', '0.4004', '0.3251', '0.3730', '0.4620', '0.3816']","['0.4411', '0.4785', '0.0920', '0.1661', '0.2226', '0.3208', '0.6220', '0.5212', '0.4815', '0.4869']","['0.4247', '0.4925', '0.1407', '0.2058', '0.2627', '0.3562', '0.4270', '0.4348', '0.4716', '0.4279']","['0.4411', '0.4785', '0.0920', '0.1661', '0.2226', '0.3208', '0.6220', '0.5212', '0.4815', '0.4869']","['0.9333', '0.9502', '0.9757', '0.9460', '0.9447', '0.9483', '0.8591', '0.9046', '0.9384', '0.9104']","[[251, 38, 11, 15, 6, 7, 13, 54, 128, 46], [20, 278, 0, 10, 3, 5, 31, 20, 41, 173], [75, 20, 56, 56, 114, 21, 143, 86, 19, 19], [24, 10, 37, 107, 51, 127, 162, 69, 14, 43], [46, 9, 21, 46, 140, 20, 207, 100, 13, 27], [17, 9, 29, 74, 41, 187, 100, 95, 15, 16], [15, 7, 16, 45, 48, 16, 367, 42, 2, 32], [29, 15, 10, 26, 31, 56, 56, 307, 16, 43], [104, 59, 4, 9, 1, 17, 11, 19, 286, 84], [32, 103, 3, 8, 2, 11, 39, 31, 85, 298]]","[1, 8, 0, 0, 7, 9, 8, 5, 5, 6, 6, 3, 0, 4, 3, 9, 6, 6, 9, 8, 2, 0, 1, 1, 2, 8, 8, 0, 0, 6, 3, 5]","[3, 2, 3, 9, 9, 9, 8, 4, 2, 4, 6, 1, 7, 5, 7, 3, 2, 2, 4, 2, 7, 3, 6, 3, 3, 2, 3, 9, 7, 1, 7, 9]"
3,"['0.5132', '0.4819', '0.0870', '0.1599', '0.3720', '0.3705', '0.6034', '0.4669', '0.4747', '0.3611']","['0.3797', '0.5303', '0.2880', '0.2877', '0.3133', '0.3724', '0.3330', '0.4264', '0.4498', '0.4483']","['0.5132', '0.4819', '0.0870', '0.1599', '0.3720', '0.3705', '0.6034', '0.4669', '0.4747', '0.3611']","['0.4365', '0.5050', '0.1337', '0.2056', '0.3401', '0.3715', '0.4292', '0.4457', '0.4619', '0.4000']","['0.5132', '0.4819', '0.0870', '0.1599', '0.3720', '0.3705', '0.6034', '0.4669', '0.4747', '0.3611']","['0.9122', '0.9542', '0.9757', '0.9524', '0.9045', '0.9328', '0.8682', '0.9316', '0.9362', '0.9495']","[[292, 33, 17, 11, 12, 11, 12, 44, 117, 20], [35, 280, 5, 16, 6, 5, 46, 21, 53, 114], [93, 17, 53, 41, 172, 32, 118, 59, 16, 8], [26, 10, 28, 103, 78, 161, 160, 36, 16, 26], [55, 5, 23, 36, 234, 28, 158, 66, 11, 13], [18, 6, 28, 64, 61, 216, 97, 71, 18, 4], [19, 5, 11, 41, 98, 22, 356, 22, 3, 13], [36, 11, 9, 21, 68, 74, 57, 275, 14, 24], [145, 53, 4, 10, 10, 17, 10, 13, 282, 50], [50, 108, 6, 15, 8, 14, 55, 38, 97, 221]]","[9, 1, 8, 5, 1, 6, 0, 6, 7, 9, 1, 0, 5, 1, 3, 1, 2, 4, 5, 9, 6, 5, 8, 7, 9, 6, 0, 0, 2, 9, 0, 8]","[4, 6, 4, 4, 5, 2, 6, 1, 9, 3, 9, 3, 3, 0, 1, 3, 5, 1, 8, 4, 2, 5, 7, 4, 0, 4, 4, 6, 4, 5, 7, 3]"
4,"['0.4991', '0.5938', '0.1117', '0.2624', '0.2512', '0.4048', '0.5441', '0.4839', '0.5236', '0.3971']","['0.4051', '0.4812', '0.3009', '0.3040', '0.3826', '0.3699', '0.3627', '0.4957', '0.4635', '0.3932']","['0.4991', '0.5938', '0.1117', '0.2624', '0.2512', '0.4048', '0.5441', '0.4839', '0.5236', '0.3971']","['0.4472', '0.5316', '0.1629', '0.2817', '0.3033', '0.3866', '0.4353', '0.4897', '0.4917', '0.3951']","['0.4991', '0.5938', '0.1117', '0.2624', '0.2512', '0.4048', '0.5441', '0.4839', '0.5236', '0.3971']","['0.9232', '0.9314', '0.9707', '0.9277', '0.9525', '0.9258', '0.8957', '0.9464', '0.9334', '0.9304']","[[284, 45, 12, 10, 10, 11, 16, 30, 125, 26], [32, 345, 6, 8, 1, 8, 23, 12, 53, 93], [86, 20, 68, 85, 104, 42, 108, 53, 18, 25], [26, 23, 35, 169, 37, 157, 110, 30, 15, 42], [60, 9, 31, 59, 158, 42, 160, 69, 16, 25], [20, 13, 33, 89, 32, 236, 73, 49, 18, 20], [15, 18, 20, 82, 41, 34, 321, 26, 4, 29], [31, 18, 8, 27, 26, 77, 44, 285, 14, 59], [115, 59, 7, 10, 3, 18, 9, 6, 311, 56], [32, 167, 6, 17, 1, 13, 21, 15, 97, 243]]","[1, 9, 7, 0, 9, 2, 9, 0, 0, 6, 0, 4, 6, 2, 1, 4, 2, 1, 1, 9, 0, 0, 6, 8, 0, 4, 7, 5, 8, 6, 0, 1]","[6, 8, 7, 3, 5, 5, 8, 1, 4, 6, 4, 3, 0, 6, 4, 2, 1, 7, 4, 9, 3, 1, 1, 7, 6, 3, 4, 9, 3, 6, 3, 2]"
5,"['0.4499', '0.5146', '0.1067', '0.2904', '0.3434', '0.3808', '0.5373', '0.4890', '0.4916', '0.4951']","['0.4190', '0.5426', '0.2941', '0.2917', '0.3258', '0.3788', '0.3708', '0.4729', '0.5017', '0.4449']","['0.4499', '0.5146', '0.1067', '0.2904', '0.3434', '0.3808', '0.5373', '0.4890', '0.4916', '0.4951']","['0.4339', '0.5283', '0.1566', '0.2911', '0.3344', '0.3798', '0.4388', '0.4808', '0.4966', '0.4687']","['0.4499', '0.5146', '0.1067', '0.2904', '0.3434', '0.3808', '0.5373', '0.4890', '0.4916', '0.4951']","['0.9346', '0.9535', '0.9711', '0.9152', '0.9168', '0.9328', '0.9006', '0.9407', '0.9464', '0.9298']","[[256, 38, 15, 23, 19, 10, 12, 37, 126, 33], [22, 299, 7, 15, 8, 6, 41, 18, 36, 129], [76, 15, 65, 80, 166, 36, 87, 52, 15, 17], [20, 11, 26, 187, 57, 156, 112, 31, 10, 34], [51, 5, 39, 64, 216, 30, 130, 69, 9, 16], [12, 5, 33, 111, 50, 222, 67, 55, 15, 13], [10, 7, 14, 73, 94, 26, 317, 26, 4, 19], [22, 11, 11, 42, 45, 75, 46, 288, 7, 42], [108, 58, 6, 23, 5, 9, 9, 9, 292, 75], [34, 102, 5, 23, 3, 16, 34, 24, 68, 303]]","[1, 3, 7, 3, 4, 3, 2, 9, 8, 6, 6, 9, 5, 1, 8, 1, 2, 0, 0, 2, 6, 3, 5, 1, 3, 4, 5, 6, 7, 3, 7, 3]","[8, 8, 6, 4, 9, 8, 0, 8, 7, 1, 5, 2, 2, 7, 0, 9, 7, 6, 8, 1, 2, 4, 2, 2, 5, 2, 0, 4, 4, 6, 6, 0]"
6,"['0.4798', '0.5422', '0.1675', '0.2686', '0.3116', '0.4237', '0.4949', '0.5144', '0.5067', '0.4673']","['0.4149', '0.5403', '0.3434', '0.2864', '0.3610', '0.3638', '0.3951', '0.4662', '0.5033', '0.4407']","['0.4798', '0.5422', '0.1675', '0.2686', '0.3116', '0.4237', '0.4949', '0.5144', '0.5067', '0.4673']","['0.4450', '0.5412', '0.2252', '0.2772', '0.3345', '0.3914', '0.4394', '0.4891', '0.5050', '0.4536']","['0.4798', '0.5422', '0.1675', '0.2686', '0.3116', '0.4237', '0.4949', '0.5144', '0.5067', '0.4673']","['0.9291', '0.9505', '0.9638', '0.9195', '0.9354', '0.9203', '0.9174', '0.9359', '0.9451', '0.9326']","[[273, 34, 12, 20, 20, 12, 9, 36, 124, 29], [31, 315, 9, 16, 4, 11, 26, 17, 36, 116], [78, 13, 102, 82, 117, 45, 80, 59, 13, 20], [28, 15, 36, 173, 46, 173, 89, 41, 10, 33], [49, 6, 46, 56, 196, 39, 129, 75, 15, 18], [13, 5, 38, 97, 40, 247, 49, 63, 15, 16], [9, 12, 23, 88, 77, 33, 292, 24, 6, 26], [24, 13, 12, 30, 38, 88, 31, 303, 10, 40], [109, 54, 11, 21, 3, 15, 10, 5, 301, 65], [44, 116, 8, 21, 2, 16, 24, 27, 68, 286]]","[0, 8, 1, 1, 0, 3, 3, 1, 2, 8, 2, 0, 9, 8, 2, 2, 8, 0, 0, 6, 7, 8, 1, 6, 3, 5, 2, 3, 0, 8, 0, 4]","[5, 9, 9, 5, 3, 0, 2, 3, 0, 7, 2, 9, 4, 8, 5, 2, 7, 2, 3, 0, 5, 0, 4, 7, 6, 3, 9, 8, 7, 6, 4, 3]"
7,"['0.4675', '0.5594', '0.1215', '0.2717', '0.3355', '0.4391', '0.5051', '0.4924', '0.5673', '0.4363']","['0.4297', '0.5310', '0.3162', '0.2692', '0.3768', '0.3699', '0.3870', '0.5106', '0.4949', '0.4349']","['0.4675', '0.5594', '0.1215', '0.2717', '0.3355', '0.4391', '0.5051', '0.4924', '0.5673', '0.4363']","['0.4478', '0.5448', '0.1756', '0.2705', '0.3549', '0.4016', '0.4382', '0.5013', '0.5286', '0.4356']","['0.4675', '0.5594', '0.1215', '0.2717', '0.3355', '0.4391', '0.5051', '0.4924', '0.5673', '0.4363']","['0.9350', '0.9470', '0.9703', '0.9113', '0.9350', '0.9195', '0.9128', '0.9486', '0.9364', '0.9356']","[[266, 32, 15, 20, 20, 11, 11, 32, 135, 27], [18, 325, 12, 16, 4, 8, 30, 17, 50, 101], [73, 14, 74, 100, 126, 44, 92, 43, 22, 21], [22, 16, 36, 175, 50, 174, 91, 30, 12, 38], [54, 8, 33, 63, 211, 41, 129, 53, 14, 23], [12, 10, 28, 98, 41, 256, 53, 51, 12, 22], [9, 14, 15, 100, 66, 32, 298, 26, 5, 25], [22, 12, 12, 33, 36, 87, 36, 290, 16, 45], [98, 52, 3, 21, 4, 22, 7, 5, 337, 45], [45, 129, 6, 24, 2, 17, 23, 21, 78, 267]]","[4, 6, 3, 8, 7, 9, 7, 5, 4, 4, 4, 9, 7, 0, 4, 6, 0, 0, 9, 4, 2, 9, 4, 3, 3, 9, 4, 8, 6, 9, 0, 9]","[7, 6, 4, 6, 8, 4, 9, 3, 5, 6, 7, 5, 9, 7, 7, 5, 8, 6, 3, 6, 5, 3, 1, 2, 9, 5, 5, 8, 4, 5, 2, 4]"
8,"['0.4692', '0.5852', '0.1248', '0.2717', '0.3100', '0.3688', '0.5932', '0.5042', '0.5471', '0.4886']","['0.4435', '0.5405', '0.3304', '0.2976', '0.3824', '0.3765', '0.3579', '0.5229', '0.5094', '0.4359']","['0.4692', '0.5852', '0.1248', '0.2717', '0.3100', '0.3688', '0.5932', '0.5042', '0.5471', '0.4886']","['0.4560', '0.5620', '0.1812', '0.2841', '0.3424', '0.3726', '0.4464', '0.5134', '0.5276', '0.4607']","['0.4692', '0.5852', '0.1248', '0.2717', '0.3100', '0.3688', '0.5932', '0.5042', '0.5471', '0.4886']","['0.9383', '0.9467', '0.9714', '0.9229', '0.9414', '0.9343', '0.8839', '0.9499', '0.9421', '0.9282']","[[267, 33, 13, 19, 20, 10, 15, 29, 129, 34], [26, 340, 4, 17, 3, 5, 30, 14, 40, 102], [63, 17, 76, 74, 118, 37, 123, 51, 22, 28], [22, 16, 31, 175, 37, 151, 125, 32, 12, 43], [42, 12, 40, 54, 195, 36, 165, 47, 17, 21], [17, 14, 26, 101, 38, 215, 84, 47, 16, 25], [7, 12, 16, 76, 53, 24, 350, 19, 8, 25], [21, 15, 11, 35, 38, 70, 51, 297, 11, 40], [91, 55, 5, 16, 6, 12, 9, 6, 325, 69], [46, 115, 8, 21, 2, 11, 26, 26, 58, 299]]","[5, 3, 7, 4, 1, 0, 8, 1, 0, 0, 9, 9, 1, 2, 6, 1, 5, 1, 7, 6, 7, 3, 6, 4, 9, 4, 1, 7, 1, 5, 7, 3]","[6, 5, 2, 7, 6, 9, 0, 9, 2, 6, 4, 3, 9, 9, 5, 5, 7, 4, 9, 4, 2, 9, 9, 5, 4, 7, 0, 7, 3, 3, 7, 2]"
9,"['0.4482', '0.6024', '0.1609', '0.2702', '0.3609', '0.3448', '0.5475', '0.5059', '0.5286', '0.4281']","['0.4427', '0.5311', '0.2865', '0.3005', '0.3609', '0.3764', '0.3601', '0.5042', '0.5242', '0.4411']","['0.4482', '0.6024', '0.1609', '0.2702', '0.3609', '0.3448', '0.5475', '0.5059', '0.5286', '0.4281']","['0.4454', '0.5645', '0.2061', '0.2845', '0.3609', '0.3599', '0.4344', '0.5051', '0.5264', '0.4345']","['0.4482', '0.6024', '0.1609', '0.2702', '0.3609', '0.3448', '0.5475', '0.5059', '0.5286', '0.4281']","['0.9409', '0.9430', '0.9547', '0.9244', '0.9252', '0.9385', '0.8939', '0.9459', '0.9473', '0.9384']","[[255, 36, 28, 16, 21, 11, 13, 34, 121, 34], [20, 350, 11, 18, 5, 7, 30, 16, 35, 89], [62, 18, 98, 73, 143, 30, 103, 46, 15, 21], [18, 15, 40, 174, 51, 137, 121, 41, 10, 37], [41, 10, 47, 46, 227, 35, 144, 50, 13, 16], [21, 12, 40, 105, 43, 201, 77, 49, 13, 22], [4, 14, 32, 69, 77, 20, 323, 23, 4, 24], [21, 12, 19, 37, 49, 66, 46, 298, 9, 32], [94, 59, 12, 20, 8, 14, 9, 7, 314, 57], [40, 133, 15, 21, 5, 13, 31, 27, 65, 262]]","[4, 2, 1, 4, 8, 3, 9, 5, 2, 7, 0, 9, 9, 7, 1, 7, 7, 4, 3, 7, 7, 7, 3, 2, 1, 4, 1, 9, 3, 9, 3, 0]","[6, 8, 1, 6, 1, 5, 6, 7, 3, 5, 6, 2, 2, 2, 6, 6, 7, 2, 2, 8, 6, 5, 5, 1, 2, 2, 5, 8, 2, 2, 4, 6]"
