cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.3269', '0.3184', '0.0246', '0.3665', '0.0890', '0.2642', '0.4237', '0.0764', '0.4024', '0.4739']","['0.4296', '0.2769', '0.1364', '0.1760', '0.2276', '0.3202', '0.2781', '0.3103', '0.3414', '0.2968']","['0.3269', '0.3184', '0.0246', '0.3665', '0.0890', '0.2642', '0.4237', '0.0764', '0.4024', '0.4739']","['0.3713', '0.2962', '0.0417', '0.2378', '0.1280', '0.2895', '0.3358', '0.1226', '0.3694', '0.3650']","['0.3269', '0.3184', '0.0246', '0.3665', '0.0890', '0.2642', '0.4237', '0.0764', '0.4024', '0.4739']","['0.9545', '0.9109', '0.9824', '0.7937', '0.9646', '0.9396', '0.8800', '0.9815', '0.9147', '0.8725']","[[186, 50, 14, 47, 6, 19, 14, 11, 146, 76], [18, 185, 8, 40, 12, 9, 34, 6, 115, 154], [58, 79, 15, 191, 51, 30, 97, 15, 25, 48], [13, 37, 18, 236, 21, 119, 117, 21, 12, 50], [17, 35, 16, 201, 56, 31, 181, 9, 23, 60], [11, 32, 7, 198, 18, 154, 92, 18, 18, 35], [8, 71, 6, 144, 28, 23, 250, 10, 5, 45], [12, 23, 6, 233, 40, 47, 79, 45, 17, 87], [95, 59, 9, 17, 1, 33, 7, 2, 239, 132], [15, 97, 11, 34, 13, 16, 28, 8, 100, 290]]",-1,-1
1,"['0.4306', '0.4045', '0.0821', '0.0264', '0.1622', '0.4940', '0.5000', '0.4465', '0.3855', '0.4788']","['0.4111', '0.4234', '0.2128', '0.2576', '0.3366', '0.2756', '0.3318', '0.2783', '0.3962', '0.3718']","['0.4306', '0.4045', '0.0821', '0.0264', '0.1622', '0.4940', '0.5000', '0.4465', '0.3855', '0.4788']","['0.4206', '0.4137', '0.1185', '0.0479', '0.2189', '0.3538', '0.3989', '0.3429', '0.3908', '0.4186']","['0.4306', '0.4045', '0.0821', '0.0264', '0.1622', '0.4940', '0.5000', '0.4465', '0.3855', '0.4788']","['0.9354', '0.9409', '0.9657', '0.9909', '0.9626', '0.8603', '0.8902', '0.8740', '0.9354', '0.9081']","[[245, 36, 21, 2, 5, 29, 10, 51, 112, 58], [27, 235, 6, 3, 0, 13, 19, 33, 82, 163], [68, 25, 50, 7, 71, 129, 110, 115, 16, 18], [22, 16, 30, 17, 22, 258, 123, 118, 8, 30], [30, 15, 46, 8, 102, 90, 179, 112, 17, 30], [18, 14, 20, 8, 19, 288, 78, 114, 12, 12], [11, 28, 20, 12, 39, 73, 295, 82, 5, 25], [16, 15, 15, 5, 43, 126, 52, 263, 9, 45], [136, 52, 21, 3, 0, 23, 4, 12, 229, 114], [23, 119, 6, 1, 2, 16, 19, 45, 88, 293]]","[7, 4, 8, 5, 2, 6, 0, 5, 7, 4, 7, 9, 3, 8, 0, 9, 2, 7, 5, 2, 5, 3, 0, 9, 3, 1, 8, 5, 6, 1, 0, 0]","[4, 4, 2, 6, 6, 3, 4, 1, 9, 8, 2, 1, 6, 0, 4, 4, 4, 2, 4, 1, 8, 5, 9, 3, 4, 6, 4, 4, 2, 3, 2, 7]"
2,"['0.4077', '0.5077', '0.1051', '0.0916', '0.2655', '0.4322', '0.5678', '0.5161', '0.4512', '0.4052']","['0.4143', '0.4504', '0.2723', '0.2682', '0.3523', '0.3214', '0.3493', '0.3482', '0.4393', '0.3937']","['0.4077', '0.5077', '0.1051', '0.0916', '0.2655', '0.4322', '0.5678', '0.5161', '0.4512', '0.4052']","['0.4110', '0.4773', '0.1517', '0.1366', '0.3028', '0.3687', '0.4325', '0.4159', '0.4452', '0.3994']","['0.4077', '0.5077', '0.1051', '0.0916', '0.2655', '0.4322', '0.5678', '0.5161', '0.4512', '0.4052']","['0.9396', '0.9336', '0.9683', '0.9699', '0.9428', '0.9018', '0.8847', '0.8948', '0.9367', '0.9291']","[[232, 45, 18, 6, 9, 24, 8, 49, 129, 49], [28, 295, 3, 10, 2, 2, 27, 27, 59, 128], [73, 22, 64, 31, 110, 73, 116, 92, 13, 15], [18, 14, 31, 59, 37, 211, 150, 90, 13, 21], [43, 12, 40, 14, 167, 62, 156, 93, 17, 25], [10, 7, 30, 38, 25, 252, 85, 107, 16, 13], [9, 18, 15, 33, 68, 45, 335, 48, 4, 15], [17, 9, 22, 17, 50, 85, 45, 304, 7, 33], [110, 72, 10, 6, 4, 19, 9, 13, 268, 83], [20, 161, 2, 6, 2, 11, 28, 50, 84, 248]]","[8, 3, 1, 6, 7, 1, 6, 2, 8, 5, 9, 8, 2, 0, 8, 2, 8, 1, 6, 9, 6, 9, 7, 7, 9, 6, 8, 0, 1, 3, 4, 5]","[5, 7, 9, 4, 2, 1, 9, 2, 1, 7, 0, 5, 5, 5, 6, 5, 6, 2, 4, 7, 4, 6, 5, 5, 1, 7, 4, 2, 8, 1, 3, 5]"
3,"['0.4323', '0.5232', '0.1412', '0.1522', '0.2766', '0.3928', '0.5678', '0.5331', '0.4747', '0.4199']","['0.4220', '0.4571', '0.2622', '0.3333', '0.3679', '0.3584', '0.3773', '0.3707', '0.4653', '0.3796']","['0.4323', '0.5232', '0.1412', '0.1522', '0.2766', '0.3928', '0.5678', '0.5331', '0.4747', '0.4199']","['0.4271', '0.4880', '0.1836', '0.2090', '0.3158', '0.3748', '0.4533', '0.4373', '0.4700', '0.3988']","['0.4323', '0.5232', '0.1412', '0.1522', '0.2766', '0.3928', '0.5678', '0.5331', '0.4747', '0.4199']","['0.9379', '0.9334', '0.9551', '0.9634', '0.9443', '0.9243', '0.8978', '0.9015', '0.9401', '0.9220']","[[246, 42, 25, 7, 11, 15, 7, 38, 125, 53], [25, 304, 0, 6, 3, 0, 28, 21, 56, 138], [78, 26, 86, 35, 111, 54, 96, 91, 13, 19], [19, 18, 49, 98, 27, 173, 138, 83, 12, 27], [48, 13, 61, 22, 174, 45, 139, 87, 16, 24], [11, 5, 40, 55, 28, 229, 69, 109, 17, 20], [10, 20, 25, 36, 67, 35, 335, 44, 2, 16], [18, 10, 26, 23, 45, 70, 42, 314, 5, 36], [107, 68, 12, 4, 4, 10, 9, 11, 282, 87], [21, 159, 4, 8, 3, 8, 25, 49, 78, 257]]","[5, 6, 4, 1, 4, 3, 5, 5, 5, 8, 9, 8, 2, 0, 6, 6, 0, 8, 0, 3, 6, 0, 6, 3, 9, 1, 8, 3, 2, 1, 4, 0]","[0, 7, 7, 3, 8, 7, 3, 1, 1, 2, 3, 0, 2, 3, 6, 4, 2, 2, 4, 4, 0, 6, 7, 4, 4, 4, 4, 6, 3, 6, 3, 2]"
4,"['0.4218', '0.4544', '0.1429', '0.1972', '0.2560', '0.4168', '0.5966', '0.5586', '0.4461', '0.4510']","['0.4545', '0.5207', '0.2744', '0.2981', '0.3710', '0.3370', '0.3577', '0.3821', '0.5048', '0.3960']","['0.4218', '0.4544', '0.1429', '0.1972', '0.2560', '0.4168', '0.5966', '0.5586', '0.4461', '0.4510']","['0.4376', '0.4853', '0.1879', '0.2374', '0.3029', '0.3727', '0.4473', '0.4538', '0.4736', '0.4217']","['0.4218', '0.4544', '0.1429', '0.1972', '0.2560', '0.4168', '0.5966', '0.5586', '0.4461', '0.4510']","['0.9470', '0.9552', '0.9573', '0.9442', '0.9492', '0.9118', '0.8832', '0.9017', '0.9519', '0.9219']","[[240, 30, 32, 13, 16, 14, 12, 48, 107, 57], [20, 264, 2, 13, 3, 5, 46, 25, 40, 163], [69, 10, 87, 51, 103, 78, 104, 82, 13, 12], [12, 5, 41, 127, 23, 180, 142, 78, 10, 26], [38, 9, 57, 36, 161, 53, 159, 83, 14, 19], [4, 2, 36, 78, 22, 243, 78, 96, 11, 13], [8, 7, 20, 61, 54, 32, 352, 39, 1, 16], [9, 7, 19, 23, 42, 87, 42, 329, 4, 27], [110, 58, 18, 7, 7, 15, 12, 14, 265, 88], [18, 115, 5, 17, 3, 14, 37, 67, 60, 276]]","[6, 4, 7, 5, 9, 0, 8, 7, 5, 3, 5, 4, 7, 7, 7, 3, 2, 7, 8, 5, 2, 3, 3, 9, 0, 4, 5, 2, 3, 0, 8, 0]","[0, 4, 1, 5, 3, 7, 4, 0, 2, 1, 0, 9, 5, 0, 6, 6, 3, 2, 3, 3, 3, 7, 5, 1, 7, 7, 7, 3, 0, 7, 6, 3]"
5,"['0.4622', '0.5043', '0.2102', '0.2267', '0.2989', '0.4408', '0.5085', '0.5229', '0.5000', '0.4559']","['0.4052', '0.5060', '0.3062', '0.3387', '0.3581', '0.3521', '0.4532', '0.4296', '0.4729', '0.4221']","['0.4622', '0.5043', '0.2102', '0.2267', '0.2989', '0.4408', '0.5085', '0.5229', '0.5000', '0.4559']","['0.4319', '0.5052', '0.2493', '0.2716', '0.3258', '0.3915', '0.4792', '0.4717', '0.4861', '0.4383']","['0.4622', '0.5043', '0.2102', '0.2267', '0.2989', '0.4408', '0.5085', '0.5229', '0.5000', '0.4559']","['0.9289', '0.9472', '0.9462', '0.9468', '0.9373', '0.9127', '0.9331', '0.9244', '0.9388', '0.9291']","[[263, 36, 38, 6, 15, 13, 4, 32, 114, 48], [35, 293, 2, 14, 10, 6, 14, 18, 53, 136], [82, 11, 128, 50, 116, 68, 62, 54, 21, 17], [30, 12, 53, 146, 29, 176, 92, 60, 21, 25], [43, 11, 77, 28, 188, 60, 100, 79, 19, 24], [16, 8, 40, 71, 37, 257, 46, 82, 15, 11], [9, 16, 28, 68, 73, 37, 300, 36, 5, 18], [17, 7, 31, 23, 47, 87, 24, 308, 5, 40], [127, 56, 14, 5, 5, 13, 8, 6, 297, 63], [27, 129, 7, 20, 5, 13, 12, 42, 78, 279]]","[3, 9, 1, 5, 8, 8, 2, 0, 5, 4, 1, 3, 8, 8, 7, 7, 5, 4, 7, 2, 7, 4, 9, 0, 4, 5, 8, 7, 3, 4, 8, 4]","[0, 9, 3, 5, 2, 0, 4, 7, 1, 2, 6, 7, 9, 6, 2, 0, 6, 2, 2, 5, 0, 4, 9, 5, 6, 5, 1, 5, 8, 6, 7, 2]"
6,"['0.4587', '0.5060', '0.2660', '0.3090', '0.2989', '0.3242', '0.5695', '0.4567', '0.5522', '0.3889']","['0.4091', '0.5537', '0.3086', '0.2984', '0.3658', '0.3424', '0.4221', '0.4847', '0.4607', '0.4667']","['0.4587', '0.5060', '0.2660', '0.3090', '0.2989', '0.3242', '0.5695', '0.4567', '0.5522', '0.3889']","['0.4325', '0.5288', '0.2857', '0.3036', '0.3290', '0.3330', '0.4848', '0.4703', '0.5023', '0.4242']","['0.4587', '0.5060', '0.2660', '0.3090', '0.2989', '0.3242', '0.5695', '0.4567', '0.5522', '0.3889']","['0.9306', '0.9563', '0.9327', '0.9126', '0.9393', '0.9330', '0.9150', '0.9471', '0.9290', '0.9495']","[[261, 30, 41, 16, 20, 10, 10, 24, 118, 39], [29, 294, 5, 26, 12, 4, 25, 12, 75, 99], [74, 8, 162, 57, 110, 52, 81, 34, 21, 10], [18, 8, 63, 199, 36, 136, 102, 41, 23, 18], [49, 4, 88, 51, 188, 38, 116, 55, 25, 15], [15, 5, 60, 136, 31, 189, 62, 56, 22, 7], [7, 13, 34, 81, 56, 23, 336, 24, 4, 12], [22, 5, 47, 55, 45, 77, 30, 269, 10, 29], [119, 42, 15, 15, 10, 10, 9, 3, 328, 43], [44, 122, 10, 31, 6, 13, 25, 37, 86, 238]]","[0, 0, 0, 2, 8, 4, 6, 2, 3, 3, 6, 7, 0, 8, 9, 9, 4, 0, 6, 6, 9, 1, 6, 3, 9, 8, 5, 5, 6, 9, 2, 0]","[5, 5, 4, 5, 5, 9, 5, 2, 5, 2, 8, 5, 7, 2, 9, 5, 0, 3, 4, 5, 8, 3, 9, 8, 9, 4, 0, 4, 5, 2, 4, 3]"
7,"['0.4903', '0.5026', '0.2529', '0.2158', '0.3116', '0.3808', '0.5475', '0.5229', '0.4882', '0.4199']","['0.4164', '0.5319', '0.3050', '0.3399', '0.3362', '0.3651', '0.4120', '0.4338', '0.4899', '0.4356']","['0.4903', '0.5026', '0.2529', '0.2158', '0.3116', '0.3808', '0.5475', '0.5229', '0.4882', '0.4199']","['0.4504', '0.5168', '0.2765', '0.2640', '0.3234', '0.3728', '0.4702', '0.4742', '0.4890', '0.4276']","['0.4903', '0.5026', '0.2529', '0.2158', '0.3116', '0.3808', '0.5475', '0.5229', '0.4882', '0.4199']","['0.9280', '0.9526', '0.9349', '0.9496', '0.9279', '0.9287', '0.9148', '0.9257', '0.9441', '0.9382']","[[279, 33, 35, 8, 23, 12, 9, 28, 94, 48], [28, 292, 7, 12, 12, 3, 27, 16, 60, 124], [73, 7, 154, 44, 120, 50, 76, 52, 17, 16], [27, 10, 64, 139, 47, 149, 105, 65, 16, 22], [49, 6, 83, 29, 196, 50, 114, 66, 18, 18], [10, 6, 58, 82, 42, 222, 56, 85, 16, 6], [9, 9, 32, 52, 77, 27, 323, 36, 6, 19], [20, 6, 41, 23, 46, 71, 34, 308, 8, 32], [132, 55, 16, 7, 11, 15, 11, 9, 290, 48], [43, 125, 15, 13, 9, 9, 29, 45, 67, 257]]","[2, 0, 0, 1, 6, 8, 3, 6, 1, 5, 3, 4, 4, 8, 7, 9, 9, 1, 3, 8, 9, 6, 9, 3, 1, 6, 5, 5, 1, 5, 2, 1]","[1, 9, 6, 9, 3, 2, 1, 6, 4, 4, 2, 6, 3, 9, 3, 2, 7, 2, 6, 5, 6, 9, 8, 1, 1, 5, 0, 3, 2, 3, 4, 2]"
8,"['0.4359', '0.5267', '0.2085', '0.2034', '0.3196', '0.4288', '0.5102', '0.5433', '0.4882', '0.4297']","['0.4211', '0.4951', '0.3207', '0.3359', '0.3367', '0.3541', '0.4163', '0.3980', '0.5263', '0.4201']","['0.4359', '0.5267', '0.2085', '0.2034', '0.3196', '0.4288', '0.5102', '0.5433', '0.4882', '0.4297']","['0.4283', '0.5104', '0.2527', '0.2534', '0.3279', '0.3879', '0.4585', '0.4594', '0.5066', '0.4249']","['0.4359', '0.5267', '0.2085', '0.2034', '0.3196', '0.4288', '0.5102', '0.5433', '0.4882', '0.4297']","['0.9372', '0.9424', '0.9501', '0.9516', '0.9263', '0.9158', '0.9220', '0.9106', '0.9517', '0.9326']","[[248, 41, 30, 9, 25, 17, 10, 42, 95, 52], [30, 306, 5, 13, 11, 4, 32, 18, 43, 119], [67, 8, 127, 39, 130, 61, 70, 70, 17, 20], [23, 18, 46, 131, 47, 166, 99, 77, 13, 24], [35, 12, 69, 24, 201, 59, 101, 89, 14, 25], [14, 7, 43, 69, 36, 250, 50, 90, 14, 10], [7, 16, 22, 58, 81, 38, 301, 37, 7, 23], [17, 9, 30, 22, 47, 80, 28, 320, 5, 31], [113, 58, 14, 9, 12, 20, 9, 10, 290, 59], [35, 143, 10, 16, 7, 11, 23, 51, 53, 263]]","[4, 4, 2, 6, 5, 2, 0, 3, 7, 9, 7, 7, 2, 0, 9, 5, 7, 3, 5, 1, 3, 0, 5, 5, 4, 3, 6, 4, 3, 8, 2, 8]","[4, 0, 2, 0, 7, 4, 7, 7, 3, 8, 5, 5, 2, 5, 9, 9, 2, 2, 6, 5, 1, 2, 9, 2, 1, 4, 4, 7, 5, 1, 2, 1]"
9,"['0.3972', '0.5577', '0.2906', '0.2360', '0.2878', '0.3877', '0.4729', '0.4788', '0.5404', '0.4036']","['0.4209', '0.4765', '0.3183', '0.3180', '0.3402', '0.3472', '0.4273', '0.4519', '0.4756', '0.4023']","['0.3972', '0.5577', '0.2906', '0.2360', '0.2878', '0.3877', '0.4729', '0.4788', '0.5404', '0.4036']","['0.4087', '0.5139', '0.3039', '0.2709', '0.3118', '0.3663', '0.4489', '0.4650', '0.5059', '0.4029']","['0.3972', '0.5577', '0.2906', '0.2360', '0.2878', '0.3877', '0.4729', '0.4788', '0.5404', '0.4036']","['0.9427', '0.9343', '0.9297', '0.9391', '0.9346', '0.9215', '0.9309', '0.9368', '0.9345', '0.9319']","[[226, 44, 39, 12, 12, 13, 9, 34, 126, 54], [31, 324, 7, 14, 13, 2, 18, 13, 61, 98], [59, 17, 177, 48, 109, 60, 61, 36, 21, 21], [20, 18, 68, 152, 44, 148, 91, 54, 15, 34], [38, 15, 103, 33, 181, 57, 85, 65, 22, 30], [14, 10, 62, 93, 34, 226, 49, 69, 15, 11], [5, 19, 34, 67, 85, 35, 279, 31, 11, 24], [22, 11, 41, 34, 37, 81, 33, 282, 7, 41], [92, 62, 18, 11, 9, 16, 7, 4, 321, 54], [30, 160, 7, 14, 8, 13, 21, 36, 76, 247]]","[5, 2, 8, 7, 6, 9, 8, 3, 7, 7, 0, 3, 6, 8, 6, 8, 7, 0, 1, 8, 9, 4, 5, 0, 5, 7, 5, 4, 2, 2, 7, 3]","[2, 1, 3, 6, 0, 5, 3, 3, 2, 7, 6, 3, 3, 9, 2, 8, 9, 1, 2, 5, 5, 4, 9, 8, 0, 3, 0, 8, 7, 0, 9, 2]"
