cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.3866', '0.4905', '0.0279', '0.0419', '0.3052', '0.1887', '0.5627', '0.1783', '0.3771', '0.2712']","['0.3514', '0.3094', '0.3400', '0.2213', '0.1846', '0.2965', '0.2620', '0.2638', '0.3228', '0.3249']","['0.3866', '0.4905', '0.0279', '0.0419', '0.3052', '0.1887', '0.5627', '0.1783', '0.3771', '0.2712']","['0.3682', '0.3795', '0.0516', '0.0705', '0.2301', '0.2306', '0.3576', '0.2128', '0.3478', '0.2956']","['0.3866', '0.4905', '0.0279', '0.0419', '0.3052', '0.1887', '0.5627', '0.1783', '0.3771', '0.2712']","['0.9252', '0.8826', '0.9939', '0.9823', '0.8421', '0.9518', '0.8272', '0.9459', '0.9131', '0.9360']","[[220, 62, 0, 5, 19, 18, 22, 39, 139, 45], [23, 285, 0, 5, 35, 8, 59, 12, 95, 59], [79, 69, 17, 6, 154, 31, 155, 53, 17, 28], [39, 50, 5, 27, 159, 88, 170, 61, 13, 32], [38, 32, 4, 11, 192, 31, 243, 31, 28, 19], [28, 42, 8, 38, 137, 110, 133, 53, 6, 28], [15, 36, 7, 5, 123, 16, 332, 25, 4, 27], [29, 46, 5, 14, 168, 31, 111, 105, 27, 53], [129, 125, 3, 8, 9, 27, 8, 7, 224, 54], [26, 174, 1, 3, 44, 11, 34, 12, 141, 166]]",-1,-1
1,"['0.4183', '0.3528', '0.2627', '0.1025', '0.1447', '0.3499', '0.5288', '0.3379', '0.4714', '0.4314']","['0.3980', '0.4505', '0.2346', '0.2409', '0.2862', '0.2965', '0.3590', '0.3109', '0.3500', '0.3905']","['0.4183', '0.3528', '0.2627', '0.1025', '0.1447', '0.3499', '0.5288', '0.3379', '0.4714', '0.4314']","['0.4079', '0.3958', '0.2479', '0.1438', '0.1922', '0.3210', '0.4277', '0.3238', '0.4017', '0.4099']","['0.4183', '0.3528', '0.2627', '0.1025', '0.1447', '0.3499', '0.5288', '0.3379', '0.4714', '0.4314']","['0.9337', '0.9539', '0.9032', '0.9612', '0.9577', '0.9107', '0.8970', '0.9185', '0.9038', '0.9235']","[[238, 33, 29, 7, 7, 17, 10, 49, 137, 42], [30, 205, 2, 18, 8, 9, 37, 17, 129, 126], [68, 20, 160, 30, 53, 64, 106, 69, 21, 18], [24, 25, 86, 66, 37, 174, 104, 83, 14, 31], [34, 15, 137, 23, 91, 56, 165, 65, 26, 17], [20, 14, 83, 49, 30, 204, 69, 72, 18, 24], [11, 12, 55, 25, 53, 50, 312, 43, 4, 25], [26, 18, 113, 26, 37, 67, 35, 199, 26, 42], [116, 46, 13, 10, 0, 26, 6, 10, 280, 87], [31, 67, 4, 20, 2, 21, 25, 33, 145, 264]]","[4, 4, 2, 3, 2, 3, 2, 2, 1, 8, 3, 4, 0, 6, 2, 9, 0, 4, 2, 1, 4, 7, 6, 2, 4, 5, 3, 7, 8, 9, 6, 5]","[2, 6, 4, 2, 4, 4, 4, 6, 4, 3, 5, 6, 4, 3, 5, 1, 7, 6, 3, 6, 7, 7, 9, 5, 3, 2, 9, 4, 9, 3, 8, 2]"
2,"['0.4446', '0.4561', '0.2102', '0.1444', '0.2385', '0.3482', '0.6254', '0.4024', '0.5051', '0.3922']","['0.4310', '0.4972', '0.2586', '0.3218', '0.2874', '0.3574', '0.3572', '0.4086', '0.3727', '0.4082']","['0.4446', '0.4561', '0.2102', '0.1444', '0.2385', '0.3482', '0.6254', '0.4024', '0.5051', '0.3922']","['0.4377', '0.4758', '0.2319', '0.1994', '0.2606', '0.3527', '0.4547', '0.4055', '0.4289', '0.4000']","['0.4446', '0.4561', '0.2102', '0.1444', '0.2385', '0.3482', '0.6254', '0.4024', '0.5051', '0.3922']","['0.9385', '0.9505', '0.9319', '0.9634', '0.9307', '0.9326', '0.8773', '0.9366', '0.9066', '0.9354']","[[253, 33, 24, 10, 11, 10, 15, 41, 135, 37], [24, 265, 3, 12, 8, 3, 33, 17, 123, 93], [59, 20, 128, 20, 114, 48, 125, 57, 22, 16], [22, 16, 72, 93, 50, 146, 145, 48, 11, 41], [35, 13, 79, 23, 150, 39, 187, 62, 25, 16], [18, 11, 78, 50, 40, 203, 82, 59, 19, 23], [10, 7, 26, 32, 66, 29, 369, 23, 5, 23], [20, 15, 66, 25, 72, 53, 43, 237, 21, 37], [118, 55, 12, 6, 5, 19, 6, 11, 300, 62], [28, 98, 7, 18, 6, 18, 28, 25, 144, 240]]","[6, 5, 1, 5, 9, 4, 7, 8, 9, 2, 7, 7, 8, 2, 4, 3, 2, 8, 5, 4, 5, 7, 4, 9, 4, 6, 2, 9, 7, 8, 3, 9]","[4, 2, 1, 3, 3, 5, 7, 2, 5, 3, 8, 2, 4, 2, 7, 6, 2, 1, 6, 6, 1, 1, 0, 7, 6, 6, 5, 7, 1, 3, 2, 7]"
3,"['0.4710', '0.5370', '0.2989', '0.2096', '0.1765', '0.4357', '0.5068', '0.4856', '0.4259', '0.4281']","['0.4408', '0.4793', '0.3064', '0.2993', '0.3415', '0.3236', '0.4235', '0.4340', '0.4486', '0.3988']","['0.4710', '0.5370', '0.2989', '0.2096', '0.1765', '0.4357', '0.5068', '0.4856', '0.4259', '0.4281']","['0.4554', '0.5065', '0.3026', '0.2466', '0.2327', '0.3713', '0.4614', '0.4583', '0.4370', '0.4129']","['0.4710', '0.5370', '0.2989', '0.2096', '0.1765', '0.4357', '0.5068', '0.4856', '0.4259', '0.4281']","['0.9374', '0.9374', '0.9236', '0.9410', '0.9602', '0.9020', '0.9248', '0.9311', '0.9425', '0.9267']","[[268, 45, 41, 10, 5, 14, 11, 36, 99, 40], [32, 312, 5, 16, 6, 7, 21, 18, 58, 106], [53, 25, 182, 39, 69, 75, 76, 56, 13, 21], [19, 18, 75, 135, 29, 198, 77, 49, 6, 38], [38, 15, 106, 42, 111, 71, 133, 77, 15, 21], [13, 13, 66, 76, 19, 254, 39, 71, 9, 23], [8, 16, 42, 61, 49, 59, 299, 29, 1, 26], [17, 17, 50, 34, 34, 70, 27, 286, 13, 41], [128, 71, 18, 9, 1, 21, 6, 8, 253, 79], [32, 119, 9, 29, 2, 16, 17, 29, 97, 262]]","[3, 3, 5, 2, 1, 6, 7, 6, 0, 6, 0, 3, 2, 7, 7, 4, 2, 6, 4, 5, 3, 5, 8, 2, 9, 3, 7, 3, 9, 0, 9, 9]","[9, 1, 6, 5, 1, 4, 8, 2, 6, 3, 4, 7, 1, 1, 5, 5, 1, 1, 3, 4, 5, 3, 2, 5, 9, 3, 3, 4, 5, 4, 5, 1]"
4,"['0.4991', '0.6059', '0.2069', '0.2438', '0.2846', '0.3568', '0.5237', '0.4737', '0.4259', '0.4118']","['0.4329', '0.4389', '0.3415', '0.3121', '0.3237', '0.3592', '0.4286', '0.4443', '0.4400', '0.4104']","['0.4991', '0.6059', '0.2069', '0.2438', '0.2846', '0.3568', '0.5237', '0.4737', '0.4259', '0.4118']","['0.4637', '0.5090', '0.2577', '0.2738', '0.3029', '0.3580', '0.4714', '0.4585', '0.4328', '0.4111']","['0.4991', '0.6059', '0.2069', '0.2438', '0.2846', '0.3568', '0.5237', '0.4737', '0.4259', '0.4118']","['0.9315', '0.9170', '0.9549', '0.9354', '0.9304', '0.9315', '0.9238', '0.9355', '0.9404', '0.9328']","[[284, 53, 19, 11, 11, 10, 10, 36, 101, 34], [32, 352, 2, 15, 11, 4, 18, 17, 47, 83], [63, 34, 126, 50, 127, 50, 71, 55, 17, 16], [23, 35, 46, 157, 45, 142, 93, 47, 10, 46], [43, 24, 64, 37, 179, 49, 116, 75, 19, 23], [19, 19, 45, 96, 35, 208, 52, 67, 16, 26], [7, 23, 21, 68, 86, 37, 309, 20, 1, 18], [19, 23, 28, 39, 50, 55, 30, 279, 16, 50], [129, 93, 14, 8, 5, 15, 4, 7, 253, 66], [37, 146, 4, 22, 4, 9, 18, 25, 95, 252]]","[0, 5, 9, 9, 5, 2, 4, 3, 2, 8, 1, 3, 2, 1, 6, 9, 8, 8, 0, 7, 5, 1, 8, 0, 2, 4, 1, 6, 4, 4, 9, 9]","[3, 2, 3, 6, 9, 0, 9, 4, 5, 4, 4, 9, 6, 6, 7, 8, 3, 5, 3, 3, 3, 3, 9, 4, 4, 7, 3, 4, 3, 2, 5, 5]"
5,"['0.4288', '0.5009', '0.3350', '0.2112', '0.2957', '0.3894', '0.5051', '0.4737', '0.4579', '0.4412']","['0.4710', '0.5532', '0.3031', '0.2887', '0.2990', '0.3536', '0.4000', '0.4544', '0.4541', '0.4576']","['0.4288', '0.5009', '0.3350', '0.2112', '0.2957', '0.3894', '0.5051', '0.4737', '0.4579', '0.4412']","['0.4489', '0.5257', '0.3183', '0.2439', '0.2974', '0.3706', '0.4464', '0.4638', '0.4560', '0.4493']","['0.4288', '0.5009', '0.3350', '0.2112', '0.2957', '0.3894', '0.5051', '0.4737', '0.4579', '0.4412']","['0.9495', '0.9566', '0.9130', '0.9375', '0.9188', '0.9234', '0.9174', '0.9381', '0.9395', '0.9406']","[[244, 36, 53, 9, 19, 13, 9, 37, 114, 35], [26, 291, 10, 24, 15, 5, 30, 20, 60, 100], [43, 11, 204, 42, 124, 50, 65, 42, 15, 13], [12, 9, 85, 136, 50, 161, 105, 45, 8, 33], [32, 12, 111, 36, 186, 47, 116, 57, 16, 16], [7, 8, 87, 77, 33, 227, 50, 65, 9, 20], [8, 4, 44, 60, 109, 36, 298, 22, 1, 8], [7, 14, 50, 37, 67, 67, 30, 279, 7, 31], [115, 58, 19, 12, 9, 21, 12, 12, 272, 64], [24, 83, 10, 38, 10, 15, 30, 35, 97, 270]]","[1, 7, 8, 5, 0, 0, 5, 5, 2, 7, 8, 8, 8, 7, 3, 3, 4, 0, 6, 8, 2, 2, 4, 6, 3, 4, 6, 9, 3, 5, 3, 9]","[2, 3, 5, 7, 3, 7, 4, 3, 6, 9, 7, 9, 2, 6, 3, 4, 4, 8, 5, 8, 9, 5, 5, 3, 3, 2, 7, 3, 5, 3, 2, 4]"
6,"['0.4710', '0.4768', '0.2693', '0.2733', '0.3052', '0.3362', '0.5373', '0.4635', '0.4495', '0.5147']","['0.4669', '0.5368', '0.3388', '0.3093', '0.3062', '0.3912', '0.4112', '0.4691', '0.4480', '0.4038']","['0.4710', '0.4768', '0.2693', '0.2733', '0.3052', '0.3362', '0.5373', '0.4635', '0.4495', '0.5147']","['0.4689', '0.5050', '0.3001', '0.2902', '0.3057', '0.3616', '0.4658', '0.4663', '0.4487', '0.4526']","['0.4710', '0.4768', '0.2693', '0.2733', '0.3052', '0.3362', '0.5373', '0.4635', '0.4495', '0.5147']","['0.9437', '0.9559', '0.9406', '0.9266', '0.9190', '0.9437', '0.9161', '0.9429', '0.9391', '0.9137']","[[268, 35, 32, 12, 21, 10, 12, 25, 108, 46], [25, 277, 4, 18, 17, 4, 22, 18, 60, 136], [46, 17, 164, 50, 137, 39, 69, 46, 18, 23], [18, 12, 65, 176, 46, 118, 109, 39, 8, 53], [39, 14, 84, 49, 192, 31, 128, 57, 13, 22], [7, 10, 61, 111, 35, 196, 53, 69, 11, 30], [10, 6, 23, 70, 94, 28, 317, 19, 2, 21], [11, 16, 33, 45, 65, 53, 32, 273, 8, 53], [119, 58, 14, 12, 10, 14, 8, 11, 267, 81], [31, 71, 4, 26, 10, 8, 21, 25, 101, 315]]","[4, 6, 3, 5, 6, 0, 5, 6, 7, 1, 1, 0, 9, 0, 4, 3, 7, 7, 8, 6, 5, 0, 4, 8, 6, 2, 2, 0, 1, 5, 2, 3]","[2, 4, 1, 5, 2, 9, 0, 1, 6, 8, 5, 6, 8, 0, 0, 6, 3, 7, 6, 7, 5, 2, 2, 8, 3, 2, 5, 7, 0, 6, 6, 9]"
7,"['0.5343', '0.4905', '0.2972', '0.2748', '0.2846', '0.3774', '0.5356', '0.4703', '0.4764', '0.4297']","['0.4312', '0.5367', '0.3635', '0.3089', '0.3358', '0.3673', '0.4083', '0.4920', '0.4543', '0.4376']","['0.5343', '0.4905', '0.2972', '0.2748', '0.2846', '0.3774', '0.5356', '0.4703', '0.4764', '0.4297']","['0.4772', '0.5126', '0.3270', '0.2909', '0.3081', '0.3723', '0.4633', '0.4809', '0.4651', '0.4336']","['0.5343', '0.4905', '0.2972', '0.2748', '0.2846', '0.3774', '0.5356', '0.4703', '0.4764', '0.4297']","['0.9262', '0.9546', '0.9412', '0.9261', '0.9341', '0.9300', '0.9153', '0.9471', '0.9371', '0.9373']","[[304, 30, 30, 10, 18, 13, 8, 28, 90, 38], [42, 285, 7, 25, 10, 4, 26, 18, 67, 97], [66, 15, 181, 48, 104, 55, 72, 39, 14, 15], [20, 14, 57, 177, 36, 139, 112, 33, 16, 40], [52, 9, 85, 48, 179, 38, 128, 58, 15, 17], [13, 13, 57, 100, 29, 220, 51, 62, 21, 17], [11, 11, 28, 78, 79, 37, 316, 15, 3, 12], [21, 13, 30, 42, 61, 63, 30, 277, 10, 42], [133, 48, 15, 12, 10, 16, 8, 9, 283, 60], [43, 93, 8, 33, 7, 14, 23, 24, 104, 263]]","[4, 4, 9, 6, 4, 0, 5, 2, 1, 5, 7, 7, 9, 9, 6, 0, 5, 8, 4, 2, 0, 5, 2, 8, 2, 0, 3, 2, 1, 7, 5, 1]","[4, 9, 6, 4, 3, 3, 6, 8, 3, 3, 9, 4, 2, 6, 8, 9, 4, 4, 7, 1, 1, 3, 3, 5, 3, 4, 2, 5, 9, 3, 4, 3]"
8,"['0.5360', '0.4492', '0.3317', '0.2438', '0.2814', '0.3688', '0.5017', '0.4737', '0.4562', '0.4461']","['0.4161', '0.5437', '0.3418', '0.3013', '0.3218', '0.3536', '0.4011', '0.4835', '0.4763', '0.4313']","['0.5360', '0.4492', '0.3317', '0.2438', '0.2814', '0.3688', '0.5017', '0.4737', '0.4562', '0.4461']","['0.4685', '0.4920', '0.3367', '0.2695', '0.3003', '0.3610', '0.4458', '0.4786', '0.4660', '0.4386']","['0.5360', '0.4492', '0.3317', '0.2438', '0.2814', '0.3688', '0.5017', '0.4737', '0.4562', '0.4461']","['0.9212', '0.9596', '0.9278', '0.9320', '0.9306', '0.9275', '0.9183', '0.9449', '0.9449', '0.9332']","[[305, 28, 38, 11, 20, 9, 10, 25, 85, 38], [51, 261, 7, 21, 12, 7, 27, 20, 63, 112], [64, 13, 202, 47, 105, 52, 61, 38, 12, 15], [18, 14, 77, 157, 41, 148, 107, 32, 9, 41], [51, 9, 98, 39, 177, 42, 128, 57, 9, 19], [12, 8, 66, 98, 30, 215, 49, 74, 11, 20], [9, 7, 41, 72, 86, 43, 296, 17, 2, 17], [22, 13, 38, 40, 60, 62, 24, 279, 11, 40], [143, 50, 17, 11, 10, 14, 12, 8, 271, 58], [58, 77, 7, 25, 9, 16, 24, 27, 96, 273]]","[5, 4, 3, 0, 3, 3, 8, 7, 3, 9, 6, 9, 0, 8, 0, 1, 9, 2, 8, 5, 8, 6, 4, 2, 8, 4, 4, 1, 5, 0, 0, 2]","[7, 4, 4, 4, 4, 1, 8, 2, 4, 8, 4, 5, 9, 3, 6, 4, 4, 1, 5, 4, 8, 9, 7, 2, 0, 8, 2, 3, 9, 6, 9, 5]"
9,"['0.4534', '0.4544', '0.3153', '0.2640', '0.2957', '0.3688', '0.5119', '0.4737', '0.4798', '0.4706']","['0.4886', '0.5570', '0.3293', '0.3063', '0.3054', '0.3560', '0.4114', '0.4938', '0.4642', '0.3924']","['0.4534', '0.4544', '0.3153', '0.2640', '0.2957', '0.3688', '0.5119', '0.4737', '0.4798', '0.4706']","['0.4704', '0.5005', '0.3221', '0.2836', '0.3005', '0.3623', '0.4562', '0.4835', '0.4719', '0.4279']","['0.4534', '0.4544', '0.3153', '0.2640', '0.2957', '0.3688', '0.5119', '0.4737', '0.4798', '0.4706']","['0.9503', '0.9612', '0.9275', '0.9281', '0.9212', '0.9282', '0.9201', '0.9471', '0.9391', '0.9172']","[[258, 25, 35, 11, 27, 14, 11, 28, 111, 49], [28, 264, 4, 21, 19, 10, 29, 15, 64, 127], [42, 13, 192, 58, 123, 51, 58, 34, 18, 20], [10, 8, 74, 170, 42, 136, 110, 35, 9, 50], [35, 12, 105, 44, 186, 42, 115, 56, 12, 22], [4, 8, 65, 103, 37, 215, 44, 61, 13, 33], [8, 8, 45, 74, 81, 37, 302, 16, 1, 18], [10, 11, 39, 34, 71, 68, 24, 279, 8, 45], [96, 49, 14, 15, 12, 14, 15, 12, 285, 82], [37, 76, 10, 25, 11, 17, 26, 29, 93, 288]]","[0, 1, 8, 4, 1, 5, 6, 2, 9, 4, 0, 1, 1, 4, 6, 6, 7, 6, 4, 2, 2, 7, 4, 0, 8, 0, 8, 4, 4, 5, 3, 3]","[6, 8, 4, 7, 7, 7, 0, 2, 0, 5, 6, 6, 3, 2, 2, 6, 3, 2, 2, 3, 7, 5, 5, 2, 8, 4, 3, 2, 6, 2, 2, 5]"
