cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.5466', '0.3270', '0.0000', '0.0016', '0.0000', '0.4254', '0.7373', '0.1851', '0.2256', '0.3971']","['0.3129', '0.3473', '0.0000', '0.3333', '0.0000', '0.2684', '0.2182', '0.2412', '0.3146', '0.3704']","['0.5466', '0.3270', '0.0000', '0.0016', '0.0000', '0.4254', '0.7373', '0.1851', '0.2256', '0.3971']","['0.3980', '0.3369', '0.0000', '0.0031', '0.0000', '0.3291', '0.3367', '0.2094', '0.2627', '0.3833']","['0.5466', '0.3270', '0.0000', '0.0016', '0.0000', '0.4254', '0.7373', '0.1851', '0.2256', '0.3971']","['0.8742', '0.9341', '0.9998', '0.9996', '0.9994', '0.8752', '0.7118', '0.9366', '0.9460', '0.9233']","[[311, 46, 0, 0, 0, 40, 19, 30, 74, 49], [66, 190, 0, 0, 0, 23, 73, 26, 92, 111], [114, 37, 0, 0, 0, 98, 290, 33, 9, 28], [46, 22, 0, 1, 1, 195, 261, 82, 4, 32], [54, 19, 0, 0, 0, 87, 406, 36, 11, 16], [32, 23, 0, 1, 1, 248, 210, 49, 0, 19], [21, 17, 0, 1, 0, 56, 435, 43, 0, 17], [34, 27, 1, 0, 1, 118, 224, 109, 10, 65], [256, 70, 0, 0, 0, 36, 15, 7, 134, 76], [60, 96, 0, 0, 0, 23, 61, 37, 92, 243]]",-1,-1
1,"['0.4165', '0.5232', '0.0411', '0.0155', '0.3148', '0.4751', '0.4983', '0.3226', '0.3670', '0.4281']","['0.4003', '0.4059', '0.2688', '0.2128', '0.2865', '0.3217', '0.2792', '0.2722', '0.3879', '0.4006']","['0.4165', '0.5232', '0.0411', '0.0155', '0.3148', '0.4751', '0.4983', '0.3226', '0.3670', '0.4281']","['0.4083', '0.4571', '0.0712', '0.0289', '0.3000', '0.3837', '0.3579', '0.2953', '0.3772', '0.4139']","['0.4165', '0.5232', '0.0411', '0.0155', '0.3148', '0.4751', '0.4983', '0.3226', '0.3670', '0.4281']","['0.9346', '0.9179', '0.9874', '0.9931', '0.9082', '0.8922', '0.8597', '0.9061', '0.9364', '0.9272']","[[237, 62, 2, 0, 8, 23, 13, 58, 125, 41], [13, 304, 0, 2, 3, 11, 44, 12, 79, 113], [82, 32, 25, 5, 150, 82, 142, 64, 10, 17], [20, 19, 18, 10, 62, 200, 162, 115, 7, 31], [40, 17, 11, 7, 198, 65, 190, 69, 15, 17], [18, 15, 13, 5, 62, 277, 87, 83, 3, 20], [11, 12, 10, 4, 103, 56, 294, 76, 2, 22], [23, 19, 7, 5, 98, 97, 82, 190, 12, 56], [134, 114, 6, 1, 1, 30, 8, 7, 218, 75], [14, 155, 1, 8, 6, 20, 31, 24, 91, 262]]","[4, 1, 0, 9, 4, 6, 6, 8, 5, 2, 3, 4, 7, 0, 3, 9, 7, 0, 1, 1, 7, 6, 0, 8, 6, 5, 0, 3, 0, 9, 5, 2]","[6, 7, 9, 7, 0, 7, 3, 8, 9, 1, 4, 4, 2, 4, 8, 3, 2, 3, 5, 8, 7, 1, 9, 1, 3, 1, 4, 2, 1, 8, 9, 3]"
2,"['0.4112', '0.6265', '0.1642', '0.1537', '0.1971', '0.3105', '0.5712', '0.4194', '0.4579', '0.4526']","['0.4105', '0.4323', '0.2558', '0.2765', '0.3804', '0.4104', '0.3103', '0.3946', '0.4324', '0.3789']","['0.4112', '0.6265', '0.1642', '0.1537', '0.1971', '0.3105', '0.5712', '0.4194', '0.4579', '0.4526']","['0.4109', '0.5116', '0.2000', '0.1976', '0.2597', '0.3535', '0.4021', '0.4066', '0.4448', '0.4125']","['0.4112', '0.6265', '0.1642', '0.1537', '0.1971', '0.3105', '0.5712', '0.4194', '0.4579', '0.4526']","['0.9381', '0.9118', '0.9460', '0.9516', '0.9624', '0.9520', '0.8616', '0.9300', '0.9340', '0.9157']","[[234, 66, 22, 7, 5, 7, 14, 38, 134, 42], [12, 364, 3, 6, 1, 0, 18, 9, 66, 102], [79, 31, 100, 36, 80, 34, 162, 52, 9, 26], [24, 25, 71, 99, 15, 118, 157, 69, 11, 55], [50, 24, 60, 23, 124, 24, 204, 75, 18, 27], [20, 19, 48, 89, 22, 181, 96, 77, 9, 22], [6, 25, 35, 46, 37, 20, 337, 45, 3, 36], [25, 21, 26, 28, 42, 46, 69, 247, 14, 71], [110, 88, 20, 11, 0, 8, 8, 4, 272, 73], [10, 179, 6, 13, 0, 3, 21, 10, 93, 277]]","[9, 3, 5, 9, 5, 9, 4, 5, 9, 1, 7, 2, 7, 9, 7, 2, 2, 2, 8, 5, 8, 3, 9, 1, 1, 1, 6, 0, 9, 4, 9, 4]","[6, 3, 5, 2, 2, 6, 5, 3, 7, 6, 6, 6, 7, 6, 1, 3, 4, 7, 4, 2, 9, 2, 7, 4, 0, 8, 5, 0, 0, 8, 6, 4]"
3,"['0.4130', '0.6472', '0.2562', '0.1677', '0.1828', '0.5009', '0.5695', '0.4669', '0.4158', '0.4003']","['0.4434', '0.4778', '0.2938', '0.2967', '0.3560', '0.3427', '0.3471', '0.4493', '0.4911', '0.4623']","['0.4130', '0.6472', '0.2562', '0.1677', '0.1828', '0.5009', '0.5695', '0.4669', '0.4158', '0.4003']","['0.4277', '0.5497', '0.2737', '0.2143', '0.2416', '0.4070', '0.4313', '0.4580', '0.4503', '0.4291']","['0.4130', '0.6472', '0.2562', '0.1677', '0.1828', '0.5009', '0.5695', '0.4669', '0.4158', '0.4003']","['0.9457', '0.9242', '0.9304', '0.9522', '0.9613', '0.8966', '0.8832', '0.9377', '0.9526', '0.9471']","[[235, 64, 22, 18, 8, 25, 10, 36, 119, 32], [10, 376, 3, 13, 2, 6, 34, 19, 37, 81], [62, 16, 156, 32, 72, 84, 125, 49, 3, 10], [16, 12, 76, 108, 16, 210, 129, 50, 4, 23], [45, 14, 103, 17, 115, 74, 171, 69, 11, 10], [15, 7, 56, 60, 15, 292, 67, 55, 5, 11], [3, 9, 53, 47, 49, 47, 336, 28, 4, 14], [19, 12, 36, 22, 44, 88, 54, 275, 6, 33], [107, 105, 20, 15, 0, 12, 10, 7, 247, 71], [18, 172, 6, 32, 2, 14, 32, 24, 67, 245]]","[9, 5, 1, 5, 4, 8, 4, 7, 8, 3, 4, 2, 1, 9, 1, 7, 3, 5, 8, 2, 9, 1, 6, 2, 7, 0, 0, 6, 6, 0, 2, 3]","[3, 2, 5, 6, 5, 2, 4, 5, 2, 3, 9, 4, 2, 0, 6, 8, 5, 7, 5, 3, 6, 7, 4, 7, 7, 0, 3, 7, 5, 9, 8, 9]"
4,"['0.4587', '0.6041', '0.3350', '0.1988', '0.2719', '0.4099', '0.5932', '0.4278', '0.4125', '0.4216']","['0.4603', '0.5262', '0.2806', '0.3200', '0.3638', '0.3530', '0.3619', '0.4719', '0.5326', '0.4859']","['0.4587', '0.6041', '0.3350', '0.1988', '0.2719', '0.4099', '0.5932', '0.4278', '0.4125', '0.4216']","['0.4595', '0.5625', '0.3054', '0.2452', '0.3112', '0.3794', '0.4496', '0.4488', '0.4649', '0.4514']","['0.4587', '0.6041', '0.3350', '0.1988', '0.2719', '0.4099', '0.5932', '0.4278', '0.4125', '0.4216']","['0.9437', '0.9417', '0.9030', '0.9492', '0.9443', '0.9191', '0.8860', '0.9479', '0.9602', '0.9493']","[[261, 50, 49, 12, 15, 20, 10, 36, 86, 30], [16, 351, 6, 13, 5, 6, 40, 18, 41, 85], [44, 9, 204, 37, 87, 60, 108, 44, 7, 9], [10, 8, 103, 128, 26, 169, 145, 35, 2, 18], [38, 9, 130, 20, 171, 47, 140, 52, 12, 10], [12, 6, 87, 81, 23, 239, 70, 48, 6, 11], [4, 4, 57, 40, 64, 35, 350, 18, 3, 15], [16, 11, 50, 23, 74, 74, 53, 252, 3, 33], [135, 70, 28, 16, 1, 13, 15, 9, 245, 62], [31, 149, 13, 30, 4, 14, 36, 22, 55, 258]]","[0, 3, 0, 8, 7, 1, 5, 0, 6, 7, 3, 0, 1, 4, 7, 8, 3, 7, 4, 3, 1, 1, 8, 8, 2, 8, 8, 3, 4, 1, 6, 2]","[3, 2, 8, 2, 1, 6, 4, 5, 6, 5, 7, 8, 6, 7, 4, 3, 4, 2, 6, 8, 6, 0, 4, 8, 5, 3, 8, 5, 3, 9, 9, 2]"
5,"['0.3831', '0.6265', '0.2135', '0.2516', '0.1971', '0.4288', '0.5237', '0.5195', '0.5269', '0.4837']","['0.4834', '0.4709', '0.3171', '0.3439', '0.3912', '0.3726', '0.3834', '0.4487', '0.4793', '0.3864']","['0.3831', '0.6265', '0.2135', '0.2516', '0.1971', '0.4288', '0.5237', '0.5195', '0.5269', '0.4837']","['0.4275', '0.5377', '0.2552', '0.2906', '0.2622', '0.3987', '0.4427', '0.4815', '0.5020', '0.4296']","['0.3831', '0.6265', '0.2135', '0.2516', '0.1971', '0.4288', '0.5237', '0.5195', '0.5269', '0.4837']","['0.9571', '0.9245', '0.9481', '0.9423', '0.9641', '0.9223', '0.9081', '0.9305', '0.9371', '0.9128']","[[218, 63, 26, 9, 7, 14, 14, 32, 145, 41], [13, 364, 3, 6, 2, 2, 15, 14, 48, 114], [53, 20, 130, 59, 72, 70, 105, 59, 17, 24], [11, 15, 57, 162, 19, 156, 105, 55, 10, 54], [42, 21, 80, 35, 124, 48, 143, 82, 19, 35], [12, 12, 40, 91, 16, 250, 58, 68, 11, 25], [4, 20, 29, 52, 47, 45, 309, 39, 3, 42], [16, 14, 31, 30, 27, 65, 29, 306, 10, 61], [67, 84, 10, 12, 1, 11, 13, 9, 313, 74], [15, 160, 4, 15, 2, 10, 15, 18, 77, 296]]","[0, 7, 5, 6, 2, 9, 6, 1, 3, 8, 4, 6, 6, 4, 8, 9, 8, 0, 4, 1, 0, 2, 5, 8, 6, 3, 2, 1, 5, 8, 8, 1]","[7, 4, 6, 8, 8, 9, 3, 8, 9, 8, 1, 1, 2, 8, 4, 9, 1, 5, 7, 3, 5, 8, 6, 7, 2, 5, 4, 3, 8, 8, 6, 4]"
6,"['0.4868', '0.6265', '0.3251', '0.3121', '0.2385', '0.3568', '0.4593', '0.5059', '0.4966', '0.3938']","['0.4425', '0.5014', '0.2886', '0.3247', '0.3632', '0.3845', '0.4106', '0.4700', '0.5113', '0.4653']","['0.4868', '0.6265', '0.3251', '0.3121', '0.2385', '0.3568', '0.4593', '0.5059', '0.4966', '0.3938']","['0.4636', '0.5570', '0.3058', '0.3183', '0.2879', '0.3701', '0.4336', '0.4873', '0.5038', '0.4265']","['0.4868', '0.6265', '0.3251', '0.3121', '0.2385', '0.3568', '0.4593', '0.5059', '0.4966', '0.3938']","['0.9357', '0.9332', '0.9095', '0.9220', '0.9510', '0.9385', '0.9281', '0.9379', '0.9478', '0.9486']","[[277, 52, 35, 15, 13, 11, 7, 30, 102, 27], [25, 364, 4, 16, 5, 3, 16, 14, 55, 79], [61, 13, 198, 64, 81, 45, 73, 48, 14, 12], [16, 10, 96, 201, 23, 129, 88, 42, 11, 28], [50, 14, 132, 38, 150, 36, 111, 67, 16, 15], [19, 9, 91, 109, 20, 208, 39, 67, 8, 13], [9, 13, 53, 83, 70, 33, 271, 31, 3, 24], [22, 10, 53, 37, 43, 58, 21, 298, 8, 39], [110, 73, 18, 21, 4, 10, 14, 9, 295, 40], [37, 168, 6, 35, 4, 8, 20, 28, 65, 241]]","[3, 8, 7, 7, 4, 0, 5, 6, 0, 2, 6, 3, 0, 2, 7, 6, 1, 6, 4, 7, 9, 8, 8, 2, 8, 8, 4, 4, 1, 3, 0, 7]","[6, 1, 9, 8, 2, 2, 5, 7, 6, 2, 2, 4, 5, 0, 6, 5, 2, 7, 2, 0, 6, 5, 9, 9, 3, 2, 4, 2, 0, 9, 4, 8]"
7,"['0.4534', '0.6437', '0.2594', '0.2422', '0.2496', '0.4528', '0.5525', '0.5297', '0.5320', '0.4069']","['0.4822', '0.5061', '0.3185', '0.3312', '0.3877', '0.3553', '0.3966', '0.4476', '0.5439', '0.4873']","['0.4534', '0.6437', '0.2594', '0.2422', '0.2496', '0.4528', '0.5525', '0.5297', '0.5320', '0.4069']","['0.4674', '0.5667', '0.2860', '0.2798', '0.3037', '0.3982', '0.4618', '0.4852', '0.5379', '0.4435']","['0.4534', '0.6437', '0.2594', '0.2422', '0.2496', '0.4528', '0.5525', '0.5297', '0.5320', '0.4069']","['0.9490', '0.9326', '0.9373', '0.9412', '0.9538', '0.9116', '0.9083', '0.9288', '0.9510', '0.9514']","[[258, 58, 25, 13, 18, 17, 13, 29, 111, 27], [20, 374, 6, 11, 6, 5, 22, 18, 48, 71], [52, 15, 158, 45, 82, 74, 96, 64, 9, 14], [14, 8, 67, 156, 25, 185, 107, 49, 8, 25], [39, 11, 87, 33, 157, 53, 136, 81, 17, 15], [9, 7, 58, 85, 20, 264, 50, 71, 7, 12], [7, 11, 35, 60, 51, 49, 326, 31, 3, 17], [18, 9, 35, 24, 41, 73, 30, 312, 6, 41], [83, 73, 19, 18, 2, 13, 17, 13, 316, 40], [35, 173, 6, 26, 3, 10, 25, 29, 56, 249]]","[6, 0, 7, 9, 6, 4, 5, 6, 5, 4, 4, 5, 2, 6, 0, 6, 7, 8, 4, 8, 4, 1, 6, 3, 4, 2, 8, 5, 1, 9, 7, 1]","[4, 6, 3, 6, 4, 2, 6, 5, 7, 0, 4, 4, 3, 6, 6, 2, 2, 4, 3, 4, 6, 3, 4, 5, 9, 7, 9, 3, 2, 3, 8, 6]"
8,"['0.4288', '0.5680', '0.3498', '0.3090', '0.2353', '0.3842', '0.5102', '0.4329', '0.5135', '0.4951']","['0.4477', '0.5574', '0.2766', '0.3057', '0.3747', '0.3495', '0.4331', '0.5368', '0.5466', '0.4469']","['0.4288', '0.5680', '0.3498', '0.3090', '0.2353', '0.3842', '0.5102', '0.4329', '0.5135', '0.4951']","['0.4381', '0.5627', '0.3089', '0.3073', '0.2891', '0.3660', '0.4685', '0.4793', '0.5295', '0.4698']","['0.4288', '0.5680', '0.3498', '0.3090', '0.2353', '0.3842', '0.5102', '0.4329', '0.5135', '0.4951']","['0.9446', '0.9517', '0.8967', '0.9156', '0.9540', '0.9230', '0.9272', '0.9593', '0.9532', '0.9304']","[[244, 44, 60, 18, 15, 19, 10, 17, 106, 36], [27, 330, 9, 16, 6, 3, 23, 15, 48, 104], [44, 14, 213, 65, 76, 61, 74, 30, 15, 17], [22, 9, 96, 199, 21, 151, 83, 24, 6, 33], [38, 7, 141, 44, 148, 45, 111, 52, 16, 27], [12, 4, 93, 131, 16, 224, 33, 41, 9, 20], [9, 8, 61, 86, 56, 30, 301, 16, 2, 21], [17, 5, 63, 32, 48, 84, 24, 255, 5, 56], [89, 52, 24, 23, 5, 11, 14, 10, 305, 61], [43, 119, 10, 37, 4, 13, 22, 15, 46, 303]]","[4, 9, 7, 0, 0, 4, 1, 3, 9, 7, 0, 6, 1, 4, 3, 5, 9, 2, 9, 1, 2, 8, 6, 9, 5, 4, 1, 9, 9, 2, 0, 1]","[6, 3, 8, 2, 6, 6, 7, 2, 5, 5, 4, 1, 5, 2, 2, 7, 1, 7, 4, 0, 3, 2, 1, 1, 6, 2, 0, 3, 8, 4, 2, 2]"
9,"['0.4657', '0.6059', '0.2660', '0.2702', '0.2576', '0.4065', '0.5458', '0.4737', '0.4714', '0.4510']","['0.4530', '0.5285', '0.3039', '0.3152', '0.3632', '0.3357', '0.4000', '0.4522', '0.5645', '0.4646']","['0.4657', '0.6059', '0.2660', '0.2702', '0.2576', '0.4065', '0.5458', '0.4737', '0.4714', '0.4510']","['0.4593', '0.5646', '0.2837', '0.2910', '0.3014', '0.3677', '0.4616', '0.4627', '0.5138', '0.4577']","['0.4657', '0.6059', '0.2660', '0.2702', '0.2576', '0.4065', '0.5458', '0.4737', '0.4714', '0.4510']","['0.9411', '0.9421', '0.9312', '0.9294', '0.9471', '0.9134', '0.9107', '0.9375', '0.9600', '0.9410']","[[265, 48, 29, 15, 23, 12, 12, 37, 93, 35], [28, 352, 5, 13, 4, 3, 30, 17, 49, 80], [57, 17, 162, 54, 86, 70, 90, 51, 6, 16], [15, 7, 77, 174, 26, 170, 103, 40, 5, 27], [40, 14, 88, 38, 162, 50, 137, 67, 13, 20], [12, 4, 67, 110, 25, 237, 45, 63, 4, 16], [10, 8, 39, 68, 50, 47, 322, 22, 3, 21], [19, 10, 38, 24, 57, 92, 25, 279, 2, 43], [97, 69, 18, 23, 7, 13, 17, 10, 280, 60], [42, 137, 10, 33, 6, 12, 24, 31, 41, 276]]","[2, 0, 2, 9, 2, 4, 7, 4, 9, 0, 0, 9, 9, 1, 5, 0, 2, 5, 1, 2, 3, 3, 6, 5, 9, 3, 8, 9, 6, 5, 8, 3]","[5, 7, 5, 1, 2, 3, 2, 9, 2, 8, 6, 0, 6, 4, 3, 4, 7, 3, 7, 9, 3, 9, 6, 8, 6, 0, 1, 1, 8, 5, 7, 4]"
