cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.3937', '0.4148', '0.0542', '0.0155', '0.2099', '0.4288', '0.3203', '0.3803', '0.2912', '0.5000']","['0.3696', '0.2793', '0.3474', '0.1754', '0.2218', '0.2593', '0.3063', '0.2883', '0.3174', '0.3473']","['0.3937', '0.4148', '0.0542', '0.0155', '0.2099', '0.4288', '0.3203', '0.3803', '0.2912', '0.5000']","['0.3813', '0.3338', '0.0938', '0.0285', '0.2157', '0.3232', '0.3132', '0.3280', '0.3038', '0.4099']","['0.3937', '0.4148', '0.0542', '0.0155', '0.2099', '0.4288', '0.3203', '0.3803', '0.2912', '0.5000']","['0.9297', '0.8852', '0.9885', '0.9912', '0.9138', '0.8682', '0.9209', '0.8978', '0.9312', '0.8933']","[[224, 61, 10, 4, 7, 31, 6, 49, 109, 68], [23, 241, 0, 1, 26, 8, 24, 28, 96, 134], [66, 71, 33, 8, 97, 106, 80, 94, 15, 39], [22, 56, 18, 10, 82, 215, 73, 105, 7, 56], [39, 58, 8, 10, 132, 116, 120, 92, 14, 40], [19, 55, 9, 10, 52, 250, 57, 97, 8, 26], [13, 75, 8, 13, 116, 84, 189, 44, 4, 44], [21, 55, 2, 1, 70, 92, 43, 224, 19, 62], [154, 83, 4, 0, 2, 47, 6, 19, 173, 106], [25, 108, 3, 0, 11, 15, 19, 25, 100, 306]]",-1,-1
1,"['0.4622', '0.4699', '0.1100', '0.0248', '0.1812', '0.3722', '0.5695', '0.5161', '0.3838', '0.4624']","['0.4065', '0.4015', '0.2702', '0.2500', '0.2701', '0.3611', '0.2917', '0.3217', '0.4043', '0.4180']","['0.4622', '0.4699', '0.1100', '0.0248', '0.1812', '0.3722', '0.5695', '0.5161', '0.3838', '0.4624']","['0.4326', '0.4330', '0.1564', '0.0452', '0.2169', '0.3666', '0.3858', '0.3963', '0.3938', '0.4391']","['0.4622', '0.4699', '0.1100', '0.0248', '0.1812', '0.3722', '0.5695', '0.5161', '0.3838', '0.4624']","['0.9293', '0.9249', '0.9664', '0.9910', '0.9427', '0.9291', '0.8492', '0.8815', '0.9378', '0.9269']","[[263, 59, 12, 8, 7, 10, 13, 55, 109, 33], [44, 273, 3, 2, 5, 4, 45, 21, 69, 115], [66, 35, 67, 10, 80, 60, 158, 100, 13, 20], [17, 25, 54, 16, 52, 160, 172, 101, 9, 38], [38, 21, 24, 6, 114, 44, 217, 126, 13, 26], [19, 17, 31, 7, 54, 217, 104, 109, 11, 14], [7, 31, 26, 9, 58, 32, 336, 51, 0, 40], [21, 33, 13, 2, 48, 47, 66, 304, 15, 40], [138, 85, 13, 1, 0, 16, 10, 35, 228, 68], [34, 101, 5, 3, 4, 11, 31, 43, 97, 283]]","[5, 7, 7, 4, 6, 3, 7, 0, 6, 4, 3, 3, 0, 4, 4, 5, 2, 9, 4, 0, 3, 9, 4, 0, 2, 9, 0, 7, 7, 9, 4, 3]","[0, 2, 2, 5, 4, 5, 7, 4, 2, 3, 7, 7, 5, 6, 0, 3, 9, 5, 6, 5, 2, 0, 5, 6, 6, 6, 0, 8, 6, 6, 0, 6]"
2,"['0.4464', '0.5628', '0.1757', '0.0466', '0.1892', '0.4425', '0.6034', '0.5144', '0.3704', '0.4592']","['0.4433', '0.4263', '0.2876', '0.3529', '0.2729', '0.3399', '0.3142', '0.3764', '0.4783', '0.4607']","['0.4464', '0.5628', '0.1757', '0.0466', '0.1892', '0.4425', '0.6034', '0.5144', '0.3704', '0.4592']","['0.4448', '0.4852', '0.2181', '0.0823', '0.2235', '0.3845', '0.4132', '0.4347', '0.4175', '0.4599']","['0.4464', '0.5628', '0.1757', '0.0466', '0.1892', '0.4425', '0.6034', '0.5144', '0.3704', '0.4592']","['0.9413', '0.9188', '0.9508', '0.9897', '0.9410', '0.9075', '0.8564', '0.9072', '0.9556', '0.9389']","[[254, 70, 29, 2, 7, 19, 12, 51, 93, 32], [30, 327, 1, 1, 7, 6, 40, 21, 39, 109], [58, 25, 107, 10, 80, 77, 155, 75, 11, 11], [14, 20, 67, 30, 49, 192, 175, 66, 8, 23], [39, 15, 49, 4, 119, 69, 200, 103, 12, 19], [13, 11, 48, 16, 45, 258, 91, 81, 9, 11], [7, 21, 30, 11, 65, 44, 356, 34, 0, 22], [17, 28, 19, 2, 54, 66, 61, 303, 11, 28], [116, 101, 16, 4, 4, 16, 11, 32, 220, 74], [25, 149, 6, 5, 6, 12, 32, 39, 57, 281]]","[4, 5, 4, 6, 1, 5, 7, 6, 8, 2, 9, 4, 9, 0, 4, 1, 0, 8, 5, 3, 7, 2, 4, 4, 5, 7, 7, 1, 2, 7, 0, 7]","[2, 6, 6, 2, 1, 4, 6, 0, 4, 1, 2, 2, 3, 5, 5, 5, 1, 4, 8, 7, 5, 4, 4, 3, 3, 2, 2, 9, 0, 5, 5, 7]"
3,"['0.4112', '0.5749', '0.2299', '0.0885', '0.1812', '0.3379', '0.5746', '0.5467', '0.4933', '0.4853']","['0.4449', '0.4514', '0.3050', '0.3257', '0.2977', '0.4020', '0.3260', '0.3735', '0.4439', '0.4466']","['0.4112', '0.5749', '0.2299', '0.0885', '0.1812', '0.3379', '0.5746', '0.5467', '0.4933', '0.4853']","['0.4274', '0.5057', '0.2622', '0.1392', '0.2253', '0.3672', '0.4160', '0.4438', '0.4673', '0.4652']","['0.4112', '0.5749', '0.2299', '0.0885', '0.1812', '0.3379', '0.5746', '0.5467', '0.4933', '0.4853']","['0.9462', '0.9251', '0.9408', '0.9780', '0.9499', '0.9459', '0.8704', '0.9002', '0.9321', '0.9317']","[[234, 59, 36, 10, 7, 5, 9, 46, 135, 28], [22, 334, 1, 2, 4, 4, 31, 16, 62, 105], [54, 27, 140, 20, 62, 48, 135, 88, 23, 12], [15, 24, 79, 57, 42, 131, 161, 78, 17, 40], [42, 15, 74, 8, 114, 34, 179, 115, 21, 27], [11, 17, 54, 30, 39, 197, 99, 104, 14, 18], [8, 30, 32, 21, 70, 16, 339, 38, 1, 35], [19, 29, 24, 10, 42, 38, 49, 322, 15, 41], [96, 73, 16, 8, 1, 12, 12, 21, 293, 62], [25, 132, 3, 9, 2, 5, 26, 34, 79, 297]]","[7, 0, 7, 1, 7, 9, 1, 7, 0, 2, 3, 6, 5, 0, 8, 0, 6, 9, 5, 7, 8, 1, 3, 5, 1, 1, 8, 1, 3, 0, 6, 0]","[9, 4, 7, 5, 5, 9, 3, 7, 3, 2, 4, 7, 4, 6, 5, 3, 7, 3, 0, 2, 2, 2, 7, 9, 0, 6, 4, 3, 8, 2, 3, 6]"
4,"['0.4183', '0.5525', '0.2020', '0.1941', '0.2242', '0.4322', '0.6017', '0.5399', '0.4697', '0.4624']","['0.4639', '0.4923', '0.3683', '0.3149', '0.3065', '0.3717', '0.3417', '0.4114', '0.4658', '0.5099']","['0.4183', '0.5525', '0.2020', '0.1941', '0.2242', '0.4322', '0.6017', '0.5399', '0.4697', '0.4624']","['0.4399', '0.5207', '0.2609', '0.2402', '0.2590', '0.3997', '0.4359', '0.4670', '0.4677', '0.4850']","['0.4183', '0.5525', '0.2020', '0.1941', '0.2242', '0.4322', '0.6017', '0.5399', '0.4697', '0.4624']","['0.9494', '0.9389', '0.9609', '0.9492', '0.9406', '0.9214', '0.8736', '0.9159', '0.9408', '0.9495']","[[238, 50, 32, 20, 10, 12, 9, 49, 125, 24], [24, 321, 1, 9, 4, 10, 43, 20, 52, 97], [49, 19, 123, 41, 76, 72, 130, 72, 21, 6], [14, 13, 45, 125, 46, 168, 140, 58, 13, 22], [30, 13, 57, 26, 141, 49, 179, 100, 18, 16], [8, 8, 26, 61, 47, 252, 88, 76, 9, 8], [7, 18, 21, 46, 73, 30, 355, 21, 1, 18], [12, 17, 14, 27, 55, 55, 46, 318, 14, 31], [110, 67, 12, 21, 5, 17, 13, 20, 279, 50], [21, 126, 3, 21, 3, 13, 36, 39, 67, 283]]","[1, 0, 6, 2, 4, 3, 2, 9, 0, 3, 8, 3, 1, 1, 2, 4, 6, 6, 0, 6, 7, 7, 7, 4, 0, 0, 0, 3, 6, 4, 8, 6]","[7, 2, 8, 3, 2, 3, 2, 4, 0, 8, 3, 5, 2, 4, 7, 3, 7, 9, 4, 8, 0, 8, 8, 7, 3, 7, 1, 7, 9, 5, 7, 8]"
5,"['0.4165', '0.5766', '0.2742', '0.3106', '0.1415', '0.3602', '0.6000', '0.5263', '0.5000', '0.5147']","['0.4721', '0.4841', '0.3662', '0.3040', '0.3284', '0.3839', '0.3920', '0.4545', '0.4821', '0.4681']","['0.4165', '0.5766', '0.2742', '0.3106', '0.1415', '0.3602', '0.6000', '0.5263', '0.5000', '0.5147']","['0.4426', '0.5263', '0.3136', '0.3072', '0.1978', '0.3717', '0.4742', '0.4878', '0.4909', '0.4903']","['0.4165', '0.5766', '0.2742', '0.3106', '0.1415', '0.3602', '0.6000', '0.5263', '0.5000', '0.5147']","['0.9512', '0.9341', '0.9464', '0.9145', '0.9661', '0.9378', '0.8985', '0.9313', '0.9410', '0.9336']","[[237, 45, 32, 21, 10, 10, 8, 42, 126, 38], [22, 335, 1, 11, 3, 8, 34, 12, 42, 113], [48, 26, 167, 81, 40, 57, 99, 56, 25, 10], [17, 14, 52, 200, 20, 132, 117, 41, 18, 33], [32, 14, 98, 51, 89, 45, 159, 96, 23, 22], [11, 13, 35, 133, 29, 210, 68, 58, 11, 15], [8, 27, 37, 62, 39, 18, 354, 22, 1, 22], [11, 24, 21, 51, 34, 47, 36, 310, 14, 41], [101, 62, 11, 22, 4, 13, 9, 11, 297, 64], [15, 132, 2, 26, 3, 7, 19, 34, 59, 315]]","[1, 3, 1, 6, 1, 4, 1, 7, 6, 2, 6, 3, 2, 2, 6, 6, 8, 3, 6, 2, 5, 7, 2, 6, 3, 6, 0, 7, 4, 9, 4, 1]","[5, 0, 3, 0, 4, 4, 6, 3, 4, 7, 4, 3, 6, 4, 3, 9, 2, 7, 3, 7, 0, 5, 4, 0, 3, 7, 5, 2, 1, 7, 3, 4]"
6,"['0.4025', '0.6093', '0.2644', '0.2748', '0.1638', '0.4048', '0.5712', '0.5416', '0.5269', '0.4853']","['0.4821', '0.4609', '0.3701', '0.2970', '0.3445', '0.3682', '0.4017', '0.4610', '0.4860', '0.4861']","['0.4025', '0.6093', '0.2644', '0.2748', '0.1638', '0.4048', '0.5712', '0.5416', '0.5269', '0.4853']","['0.4387', '0.5248', '0.3084', '0.2855', '0.2220', '0.3856', '0.4717', '0.4980', '0.5057', '0.4857']","['0.4025', '0.6093', '0.2644', '0.2748', '0.1638', '0.4048', '0.5712', '0.5416', '0.5269', '0.4853']","['0.9547', '0.9236', '0.9492', '0.9218', '0.9635', '0.9252', '0.9072', '0.9311', '0.9388', '0.9417']","[[229, 59, 35, 19, 9, 13, 11, 39, 128, 27], [15, 354, 2, 9, 3, 10, 27, 11, 48, 102], [47, 32, 161, 64, 46, 69, 91, 62, 25, 12], [12, 22, 43, 177, 27, 165, 103, 45, 18, 32], [30, 20, 90, 45, 103, 49, 154, 94, 24, 20], [7, 12, 38, 117, 26, 236, 60, 59, 14, 14], [9, 31, 34, 64, 45, 24, 337, 22, 3, 21], [15, 27, 16, 43, 35, 52, 28, 319, 16, 38], [90, 62, 13, 24, 4, 16, 9, 15, 313, 48], [21, 149, 3, 34, 1, 7, 19, 26, 55, 297]]","[1, 4, 7, 3, 8, 7, 3, 9, 7, 8, 2, 7, 8, 1, 1, 5, 0, 7, 1, 7, 0, 8, 5, 8, 2, 1, 5, 6, 4, 6, 1, 3]","[0, 7, 7, 7, 9, 6, 4, 4, 4, 1, 4, 1, 2, 7, 4, 0, 6, 0, 4, 5, 6, 4, 4, 9, 2, 4, 0, 4, 2, 2, 3, 0]"
7,"['0.4183', '0.5594', '0.3071', '0.2547', '0.2432', '0.3894', '0.6136', '0.5110', '0.4848', '0.4722']","['0.4779', '0.4954', '0.3688', '0.2960', '0.3148', '0.3854', '0.3956', '0.4839', '0.4721', '0.5133']","['0.4183', '0.5594', '0.3071', '0.2547', '0.2432', '0.3894', '0.6136', '0.5110', '0.4848', '0.4722']","['0.4461', '0.5255', '0.3351', '0.2738', '0.2744', '0.3874', '0.4811', '0.4971', '0.4784', '0.4919']","['0.4183', '0.5594', '0.3071', '0.2547', '0.2432', '0.3894', '0.6136', '0.5110', '0.4848', '0.4722']","['0.9521', '0.9389', '0.9406', '0.9272', '0.9380', '0.9332', '0.8978', '0.9407', '0.9404', '0.9491']","[[238, 46, 36, 17, 17, 10, 20, 37, 123, 25], [23, 325, 2, 14, 9, 12, 31, 13, 48, 104], [44, 23, 187, 52, 68, 61, 90, 48, 27, 9], [13, 10, 61, 164, 48, 142, 132, 35, 17, 22], [37, 14, 96, 27, 153, 45, 143, 74, 23, 17], [4, 10, 50, 115, 35, 227, 69, 50, 12, 11], [8, 19, 32, 53, 68, 17, 362, 20, 3, 8], [13, 19, 23, 42, 68, 49, 32, 301, 15, 27], [101, 58, 18, 26, 10, 19, 12, 11, 288, 51], [17, 132, 2, 44, 10, 7, 24, 33, 54, 289]]","[3, 7, 3, 0, 0, 3, 5, 6, 9, 9, 3, 0, 4, 0, 6, 0, 2, 8, 3, 3, 8, 8, 4, 8, 0, 9, 9, 8, 3, 7, 9, 7]","[2, 3, 6, 3, 2, 5, 9, 0, 0, 2, 7, 3, 1, 6, 3, 1, 3, 0, 2, 2, 0, 2, 3, 4, 5, 3, 0, 4, 3, 2, 3, 5]"
8,"['0.4236', '0.5491', '0.3021', '0.2158', '0.2194', '0.4305', '0.5169', '0.5059', '0.4832', '0.4869']","['0.3964', '0.4623', '0.3491', '0.2957', '0.3194', '0.3540', '0.4414', '0.4723', '0.4570', '0.4853']","['0.4236', '0.5491', '0.3021', '0.2158', '0.2194', '0.4305', '0.5169', '0.5059', '0.4832', '0.4869']","['0.4095', '0.5020', '0.3239', '0.2496', '0.2601', '0.3885', '0.4762', '0.4885', '0.4697', '0.4861']","['0.4236', '0.5491', '0.3021', '0.2158', '0.2194', '0.4305', '0.5169', '0.5059', '0.4832', '0.4869']","['0.9324', '0.9315', '0.9364', '0.9382', '0.9453', '0.9155', '0.9287', '0.9385', '0.9369', '0.9414']","[[241, 54, 34, 16, 15, 13, 9, 34, 125, 28], [35, 319, 2, 13, 4, 10, 24, 12, 53, 109], [54, 28, 184, 46, 67, 79, 59, 51, 29, 12], [21, 16, 52, 139, 40, 181, 91, 50, 22, 32], [50, 20, 101, 31, 138, 55, 115, 76, 24, 19], [16, 13, 51, 88, 35, 251, 49, 51, 13, 16], [10, 33, 51, 52, 61, 34, 305, 19, 4, 21], [27, 26, 25, 34, 59, 57, 16, 298, 14, 33], [125, 54, 23, 20, 4, 19, 7, 9, 287, 46], [29, 127, 4, 31, 9, 10, 16, 31, 57, 298]]","[5, 2, 7, 2, 1, 3, 0, 1, 5, 4, 1, 2, 0, 2, 9, 1, 3, 5, 3, 9, 6, 1, 2, 1, 7, 1, 0, 9, 2, 2, 2, 3]","[0, 5, 4, 3, 2, 4, 6, 8, 3, 5, 4, 8, 1, 4, 9, 4, 5, 4, 4, 3, 3, 0, 8, 6, 2, 9, 4, 4, 5, 9, 5, 1]"
9,"['0.4148', '0.5525', '0.2594', '0.2655', '0.2178', '0.3722', '0.4983', '0.5433', '0.4815', '0.5196']","['0.4322', '0.4367', '0.3726', '0.2948', '0.3325', '0.3748', '0.4356', '0.4482', '0.4605', '0.4454']","['0.4148', '0.5525', '0.2594', '0.2655', '0.2178', '0.3722', '0.4983', '0.5433', '0.4815', '0.5196']","['0.4233', '0.4878', '0.3059', '0.2794', '0.2632', '0.3735', '0.4648', '0.4912', '0.4708', '0.4796']","['0.4148', '0.5525', '0.2594', '0.2655', '0.2178', '0.3722', '0.4983', '0.5433', '0.4815', '0.5196']","['0.9429', '0.9236', '0.9507', '0.9236', '0.9488', '0.9332', '0.9296', '0.9272', '0.9380', '0.9265']","[[236, 64, 34, 12, 13, 10, 11, 38, 119, 32], [29, 321, 1, 18, 3, 7, 19, 10, 52, 121], [51, 38, 158, 59, 64, 63, 63, 64, 29, 20], [16, 23, 42, 171, 33, 145, 97, 56, 19, 42], [38, 22, 82, 43, 137, 45, 101, 105, 26, 30], [10, 15, 33, 125, 36, 217, 50, 61, 14, 22], [12, 35, 39, 60, 66, 23, 294, 24, 6, 31], [21, 27, 14, 38, 48, 49, 20, 320, 12, 40], [113, 57, 18, 23, 8, 14, 8, 9, 286, 58], [20, 133, 3, 31, 4, 6, 12, 27, 58, 318]]","[6, 0, 5, 1, 6, 6, 4, 1, 9, 6, 9, 3, 5, 7, 5, 6, 0, 5, 3, 1, 3, 6, 6, 0, 9, 3, 6, 8, 5, 0, 8, 6]","[3, 9, 7, 3, 4, 4, 1, 9, 3, 4, 0, 2, 5, 5, 8, 0, 5, 4, 9, 2, 3, 4, 4, 9, 3, 6, 0, 7, 6, 3, 4, 8]"
