cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.4130', '0.4888', '0.0099', '0.0606', '0.2464', '0.2744', '0.6593', '0.3277', '0.2828', '0.3480']","['0.3401', '0.3595', '0.3529', '0.2308', '0.2480', '0.3143', '0.2698', '0.2601', '0.3758', '0.3750']","['0.4130', '0.4888', '0.0099', '0.0606', '0.2464', '0.2744', '0.6593', '0.3277', '0.2828', '0.3480']","['0.3730', '0.4143', '0.0192', '0.0959', '0.2472', '0.2930', '0.3829', '0.2900', '0.3228', '0.3610']","['0.4130', '0.4888', '0.0099', '0.0606', '0.2464', '0.2744', '0.6593', '0.3277', '0.2828', '0.3480']","['0.9160', '0.9066', '0.9980', '0.9757', '0.9125', '0.9356', '0.8054', '0.8985', '0.9484', '0.9341']","[[235, 67, 0, 8, 13, 13, 24, 52, 103, 54], [26, 284, 0, 3, 6, 1, 64, 45, 56, 96], [83, 37, 6, 15, 105, 41, 200, 90, 14, 18], [32, 22, 3, 39, 77, 130, 210, 94, 10, 27], [51, 14, 1, 11, 155, 45, 263, 63, 7, 19], [24, 26, 4, 42, 75, 160, 138, 88, 17, 9], [17, 15, 1, 15, 61, 36, 389, 42, 3, 11], [47, 25, 1, 26, 123, 48, 83, 193, 10, 33], [142, 125, 1, 5, 4, 26, 19, 16, 168, 88], [34, 175, 0, 5, 6, 9, 52, 59, 59, 213]]",-1,-1
1,"['0.4446', '0.4613', '0.1248', '0.2873', '0.2798', '0.2779', '0.4695', '0.5789', '0.3451', '0.4183']","['0.4347', '0.4735', '0.2754', '0.2613', '0.3444', '0.3425', '0.3708', '0.3157', '0.4380', '0.4346']","['0.4446', '0.4613', '0.1248', '0.2873', '0.2798', '0.2779', '0.4695', '0.5789', '0.3451', '0.4183']","['0.4396', '0.4673', '0.1718', '0.2737', '0.3088', '0.3068', '0.4144', '0.4086', '0.3861', '0.4263']","['0.4446', '0.4613', '0.1248', '0.2873', '0.2798', '0.2779', '0.4695', '0.5789', '0.3451', '0.4183']","['0.9394', '0.9450', '0.9629', '0.9024', '0.9376', '0.9426', '0.9131', '0.8634', '0.9514', '0.9382']","[[253, 47, 14, 25, 7, 15, 8, 68, 99, 33], [31, 268, 0, 18, 0, 7, 22, 52, 52, 131], [55, 17, 76, 76, 112, 39, 92, 120, 7, 15], [17, 4, 49, 185, 39, 111, 106, 102, 5, 26], [36, 7, 45, 65, 176, 27, 126, 122, 10, 15], [8, 4, 36, 143, 46, 162, 49, 122, 5, 8], [7, 5, 22, 79, 87, 40, 277, 50, 4, 19], [14, 8, 22, 77, 39, 39, 30, 341, 4, 15], [134, 88, 9, 22, 3, 18, 10, 34, 205, 71], [27, 118, 3, 18, 2, 15, 27, 69, 77, 256]]","[7, 9, 5, 4, 2, 2, 0, 5, 8, 7, 9, 1, 5, 8, 9, 0, 6, 2, 7, 6, 2, 2, 3, 0, 1, 2, 8, 9, 1, 6, 1, 4]","[5, 2, 3, 9, 4, 7, 3, 9, 1, 9, 2, 7, 2, 7, 6, 4, 7, 6, 5, 8, 3, 5, 5, 4, 2, 9, 4, 0, 3, 5, 8, 7]"
2,"['0.4798', '0.5491', '0.1888', '0.2034', '0.1240', '0.3894', '0.5525', '0.5348', '0.4141', '0.4771']","['0.3962', '0.4804', '0.2791', '0.3325', '0.4021', '0.3547', '0.3663', '0.3667', '0.4624', '0.4022']","['0.4798', '0.5491', '0.1888', '0.2034', '0.1240', '0.3894', '0.5525', '0.5348', '0.4141', '0.4771']","['0.4340', '0.5124', '0.2253', '0.2524', '0.1896', '0.3712', '0.4405', '0.4351', '0.4369', '0.4365']","['0.4798', '0.5491', '0.1888', '0.2034', '0.1240', '0.3894', '0.5525', '0.5348', '0.4141', '0.4771']","['0.9234', '0.9363', '0.9449', '0.9509', '0.9784', '0.9238', '0.8957', '0.8995', '0.9471', '0.9195']","[[273, 43, 22, 13, 6, 9, 10, 40, 117, 36], [40, 319, 0, 4, 1, 8, 15, 23, 46, 125], [84, 25, 115, 43, 38, 58, 120, 95, 7, 24], [27, 14, 50, 131, 11, 164, 124, 70, 11, 42], [47, 13, 100, 27, 78, 40, 167, 118, 16, 23], [14, 9, 36, 80, 19, 227, 63, 109, 6, 20], [7, 14, 42, 47, 29, 43, 326, 42, 3, 37], [29, 14, 34, 29, 12, 71, 37, 315, 6, 42], [138, 73, 9, 10, 0, 11, 9, 13, 246, 85], [30, 140, 4, 10, 0, 9, 19, 34, 74, 292]]","[3, 3, 6, 1, 4, 3, 6, 4, 5, 0, 3, 0, 6, 0, 6, 7, 2, 0, 3, 6, 1, 9, 0, 1, 9, 3, 3, 5, 0, 1, 2, 8]","[7, 3, 4, 2, 0, 4, 2, 1, 4, 2, 4, 8, 3, 3, 2, 8, 6, 2, 3, 8, 2, 5, 4, 5, 2, 0, 8, 7, 5, 0, 4, 2]"
3,"['0.4815', '0.4785', '0.1905', '0.3137', '0.2130', '0.3619', '0.6051', '0.5280', '0.4697', '0.4967']","['0.4000', '0.5336', '0.2944', '0.3633', '0.3829', '0.3534', '0.3750', '0.4254', '0.4861', '0.4750']","['0.4815', '0.4785', '0.1905', '0.3137', '0.2130', '0.3619', '0.6051', '0.5280', '0.4697', '0.4967']","['0.4370', '0.5045', '0.2313', '0.3367', '0.2737', '0.3576', '0.4630', '0.4712', '0.4777', '0.4856']","['0.4815', '0.4785', '0.1905', '0.3137', '0.2130', '0.3619', '0.6051', '0.5280', '0.4697', '0.4967']","['0.9243', '0.9552', '0.9484', '0.9339', '0.9598', '0.9287', '0.8900', '0.9224', '0.9454', '0.9376']","[[274, 28, 31, 11, 19, 14, 10, 27, 122, 33], [41, 278, 1, 6, 1, 11, 25, 23, 59, 136], [77, 13, 116, 58, 79, 64, 113, 68, 11, 10], [23, 9, 49, 202, 17, 127, 125, 57, 11, 24], [45, 9, 71, 39, 134, 40, 172, 88, 12, 19], [14, 7, 42, 116, 23, 211, 71, 83, 5, 11], [7, 8, 41, 62, 40, 29, 357, 25, 2, 19], [25, 9, 27, 37, 31, 76, 38, 311, 5, 30], [145, 54, 12, 11, 4, 9, 14, 12, 279, 54], [34, 106, 4, 14, 2, 16, 27, 37, 68, 304]]","[0, 8, 1, 9, 7, 8, 3, 6, 1, 6, 3, 1, 9, 2, 2, 9, 0, 0, 4, 8, 9, 2, 4, 9, 0, 1, 6, 3, 2, 9, 8, 0]","[2, 2, 5, 4, 7, 3, 3, 7, 6, 4, 8, 2, 1, 5, 2, 4, 5, 6, 6, 3, 7, 1, 4, 9, 4, 6, 2, 0, 7, 5, 1, 3]"
4,"['0.4798', '0.5559', '0.2397', '0.3696', '0.1351', '0.3859', '0.5525', '0.4992', '0.4865', '0.4820']","['0.3928', '0.5008', '0.2938', '0.3526', '0.4067', '0.3664', '0.3876', '0.4587', '0.5079', '0.4805']","['0.4798', '0.5559', '0.2397', '0.3696', '0.1351', '0.3859', '0.5525', '0.4992', '0.4865', '0.4820']","['0.4320', '0.5269', '0.2640', '0.3609', '0.2029', '0.3759', '0.4556', '0.4780', '0.4970', '0.4812']","['0.4798', '0.5559', '0.2397', '0.3696', '0.1351', '0.3859', '0.5525', '0.4992', '0.4865', '0.4820']","['0.9223', '0.9406', '0.9349', '0.9184', '0.9769', '0.9282', '0.9048', '0.9359', '0.9482', '0.9408']","[[273, 43, 41, 14, 9, 10, 11, 21, 120, 27], [41, 323, 3, 10, 1, 7, 23, 14, 43, 116], [85, 15, 146, 78, 44, 57, 101, 60, 11, 12], [23, 11, 50, 238, 8, 133, 92, 46, 11, 32], [50, 12, 98, 61, 85, 44, 162, 84, 15, 18], [14, 9, 51, 114, 11, 225, 62, 79, 8, 10], [7, 13, 52, 86, 30, 30, 326, 21, 3, 22], [28, 11, 34, 42, 20, 92, 30, 294, 3, 35], [146, 67, 15, 13, 1, 7, 8, 1, 289, 47], [28, 141, 7, 19, 0, 9, 26, 21, 66, 295]]","[5, 8, 9, 9, 1, 5, 1, 9, 5, 7, 3, 6, 3, 9, 0, 6, 9, 5, 0, 6, 1, 3, 3, 7, 4, 5, 1, 4, 4, 1, 8, 0]","[2, 3, 4, 3, 4, 4, 2, 3, 7, 5, 4, 6, 8, 7, 5, 8, 9, 3, 9, 2, 6, 2, 6, 2, 3, 6, 3, 4, 7, 0, 6, 4]"
5,"['0.4605', '0.5749', '0.2562', '0.2873', '0.2289', '0.3482', '0.5881', '0.4958', '0.5589', '0.4886']","['0.3988', '0.5045', '0.3047', '0.3445', '0.3956', '0.3965', '0.3943', '0.4665', '0.5139', '0.4950']","['0.4605', '0.5749', '0.2562', '0.2873', '0.2289', '0.3482', '0.5881', '0.4958', '0.5589', '0.4886']","['0.4274', '0.5374', '0.2783', '0.3133', '0.2900', '0.3708', '0.4721', '0.4807', '0.5355', '0.4918']","['0.4605', '0.5749', '0.2562', '0.2873', '0.2289', '0.3482', '0.5881', '0.4958', '0.5589', '0.4886']","['0.9273', '0.9395', '0.9340', '0.9343', '0.9590', '0.9430', '0.9015', '0.9383', '0.9419', '0.9434']","[[262, 42, 42, 14, 17, 8, 10, 19, 129, 26], [40, 334, 1, 7, 2, 6, 16, 13, 58, 104], [79, 19, 156, 64, 73, 47, 91, 53, 15, 12], [26, 12, 56, 185, 20, 119, 122, 51, 14, 39], [48, 13, 94, 36, 144, 26, 159, 71, 22, 16], [16, 10, 55, 106, 21, 203, 72, 77, 13, 10], [11, 14, 48, 63, 43, 19, 347, 18, 3, 24], [30, 14, 31, 38, 41, 71, 33, 292, 3, 36], [117, 59, 19, 7, 2, 4, 9, 7, 332, 38], [28, 145, 10, 17, 1, 9, 21, 25, 57, 299]]","[0, 6, 8, 6, 7, 5, 3, 9, 1, 6, 3, 1, 6, 8, 5, 8, 5, 2, 4, 2, 4, 0, 0, 2, 4, 2, 1, 9, 2, 0, 0, 0]","[5, 1, 1, 3, 5, 4, 7, 0, 2, 5, 4, 4, 4, 3, 6, 1, 2, 2, 4, 7, 3, 9, 6, 8, 7, 7, 5, 4, 0, 7, 7, 4]"
6,"['0.4482', '0.5491', '0.3399', '0.2873', '0.2035', '0.3396', '0.5610', '0.4924', '0.5135', '0.5196']","['0.4173', '0.5247', '0.2828', '0.3524', '0.3575', '0.3800', '0.4071', '0.4625', '0.5495', '0.4892']","['0.4482', '0.5491', '0.3399', '0.2873', '0.2035', '0.3396', '0.5610', '0.4924', '0.5135', '0.5196']","['0.4322', '0.5366', '0.3087', '0.3165', '0.2594', '0.3587', '0.4718', '0.4770', '0.5309', '0.5040']","['0.4482', '0.5491', '0.3399', '0.2873', '0.2035', '0.3396', '0.5610', '0.4924', '0.5135', '0.5196']","['0.9345', '0.9467', '0.9026', '0.9365', '0.9572', '0.9404', '0.9109', '0.9377', '0.9538', '0.9384']","[[255, 38, 62, 15, 24, 11, 8, 17, 107, 32], [39, 319, 7, 6, 4, 5, 20, 15, 47, 119], [65, 16, 207, 59, 68, 47, 77, 45, 12, 13], [20, 8, 86, 185, 21, 124, 103, 52, 8, 37], [41, 13, 130, 33, 128, 24, 154, 74, 14, 18], [11, 8, 81, 108, 17, 198, 67, 78, 7, 8], [5, 9, 65, 58, 43, 27, 331, 18, 3, 31], [22, 13, 50, 35, 44, 76, 26, 290, 0, 33], [131, 57, 26, 13, 4, 3, 8, 6, 305, 41], [22, 127, 18, 13, 5, 6, 19, 32, 52, 318]]","[7, 3, 6, 4, 9, 0, 5, 4, 2, 7, 8, 4, 2, 1, 8, 4, 1, 1, 6, 7, 2, 8, 6, 9, 2, 4, 9, 9, 7, 5, 1, 0]","[7, 2, 3, 4, 5, 5, 4, 5, 3, 4, 7, 6, 0, 0, 7, 4, 3, 1, 7, 3, 4, 4, 1, 2, 4, 0, 4, 4, 2, 4, 3, 4]"
7,"['0.4569', '0.6386', '0.2545', '0.3478', '0.2448', '0.2779', '0.5525', '0.4482', '0.5657', '0.4739']","['0.4044', '0.4775', '0.3075', '0.3409', '0.3840', '0.3812', '0.3976', '0.5097', '0.5076', '0.4890']","['0.4569', '0.6386', '0.2545', '0.3478', '0.2448', '0.2779', '0.5525', '0.4482', '0.5657', '0.4739']","['0.4290', '0.5464', '0.2785', '0.3444', '0.2990', '0.3214', '0.4624', '0.4770', '0.5350', '0.4813']","['0.4569', '0.6386', '0.2545', '0.3478', '0.2448', '0.2779', '0.5525', '0.4482', '0.5657', '0.4739']","['0.9295', '0.9251', '0.9353', '0.9192', '0.9540', '0.9514', '0.9087', '0.9531', '0.9397', '0.9438']","[[260, 46, 37, 15, 23, 10, 7, 7, 128, 36], [40, 371, 1, 5, 5, 5, 13, 10, 50, 81], [77, 26, 155, 75, 81, 42, 84, 31, 22, 16], [24, 19, 63, 224, 27, 86, 107, 34, 25, 35], [55, 17, 78, 46, 154, 22, 149, 70, 19, 19], [15, 14, 57, 146, 21, 162, 79, 67, 14, 8], [10, 21, 47, 73, 47, 18, 326, 15, 8, 25], [30, 25, 39, 46, 38, 69, 29, 264, 3, 46], [109, 66, 18, 12, 2, 3, 7, 4, 336, 37], [23, 172, 9, 15, 3, 8, 19, 16, 57, 290]]","[4, 8, 2, 2, 1, 2, 3, 0, 3, 2, 7, 7, 9, 8, 8, 6, 1, 2, 8, 7, 9, 4, 8, 1, 0, 9, 9, 6, 8, 4, 8, 8]","[2, 3, 5, 4, 5, 6, 0, 1, 2, 5, 2, 3, 5, 9, 7, 0, 4, 5, 0, 6, 5, 3, 7, 6, 5, 9, 3, 6, 5, 5, 2, 5]"
8,"['0.4517', '0.6575', '0.2644', '0.2671', '0.2560', '0.3842', '0.5136', '0.5501', '0.4764', '0.4804']","['0.4319', '0.4961', '0.3313', '0.3503', '0.3659', '0.3484', '0.4078', '0.4390', '0.5706', '0.4916']","['0.4517', '0.6575', '0.2644', '0.2671', '0.2560', '0.3842', '0.5136', '0.5501', '0.4764', '0.4804']","['0.4416', '0.5655', '0.2941', '0.3031', '0.3012', '0.3654', '0.4546', '0.4883', '0.5193', '0.4860']","['0.4517', '0.6575', '0.2644', '0.2671', '0.2560', '0.3842', '0.5136', '0.5501', '0.4764', '0.4804']","['0.9378', '0.9284', '0.9397', '0.9404', '0.9481', '0.9227', '0.9187', '0.9235', '0.9606', '0.9436']","[[257, 46, 49, 20, 23, 16, 7, 23, 95, 33], [33, 382, 3, 5, 4, 7, 14, 18, 37, 78], [66, 20, 161, 61, 85, 66, 72, 50, 13, 15], [18, 18, 53, 172, 30, 145, 100, 64, 8, 36], [39, 16, 71, 35, 161, 35, 130, 103, 15, 24], [9, 11, 55, 89, 24, 224, 70, 90, 5, 6], [6, 21, 42, 60, 64, 32, 303, 26, 5, 31], [22, 17, 26, 21, 39, 85, 22, 324, 2, 31], [122, 72, 19, 14, 4, 14, 6, 10, 283, 50], [23, 167, 7, 14, 6, 19, 19, 30, 33, 294]]","[8, 1, 9, 8, 4, 1, 3, 2, 1, 1, 7, 7, 0, 7, 0, 9, 0, 5, 3, 7, 3, 5, 9, 9, 7, 3, 0, 9, 9, 1, 9, 0]","[6, 2, 3, 4, 5, 4, 6, 3, 4, 4, 3, 0, 5, 3, 3, 7, 5, 5, 4, 3, 4, 3, 3, 7, 7, 3, 5, 4, 2, 4, 0, 7]"
9,"['0.4605', '0.5456', '0.3432', '0.2717', '0.2798', '0.3208', '0.5542', '0.4177', '0.4815', '0.4706']","['0.3952', '0.5513', '0.2564', '0.3352', '0.3247', '0.3596', '0.3973', '0.5114', '0.5521', '0.5323']","['0.4605', '0.5456', '0.3432', '0.2717', '0.2798', '0.3208', '0.5542', '0.4177', '0.4815', '0.4706']","['0.4253', '0.5484', '0.2935', '0.3002', '0.3006', '0.3391', '0.4628', '0.4598', '0.5144', '0.4996']","['0.4605', '0.5456', '0.3432', '0.2717', '0.2798', '0.3208', '0.5542', '0.4177', '0.4815', '0.4706']","['0.9262', '0.9524', '0.8876', '0.9352', '0.9319', '0.9385', '0.9083', '0.9566', '0.9571', '0.9530']","[[262, 27, 69, 16, 38, 13, 8, 9, 93, 34], [41, 317, 13, 5, 13, 8, 27, 15, 49, 93], [74, 12, 209, 57, 84, 59, 70, 24, 11, 9], [27, 12, 111, 175, 41, 108, 107, 34, 9, 20], [41, 10, 128, 29, 176, 25, 140, 58, 14, 8], [16, 5, 90, 119, 35, 187, 77, 45, 6, 3], [7, 11, 75, 53, 62, 22, 327, 16, 3, 14], [24, 10, 68, 34, 70, 78, 31, 246, 0, 28], [142, 52, 29, 13, 10, 4, 7, 7, 286, 44], [29, 119, 23, 21, 13, 16, 29, 27, 47, 288]]","[6, 6, 9, 1, 1, 3, 0, 9, 2, 1, 1, 0, 5, 9, 7, 8, 8, 7, 0, 1, 5, 1, 5, 0, 7, 7, 9, 2, 6, 7, 2, 1]","[5, 4, 3, 6, 2, 6, 3, 5, 5, 3, 5, 3, 3, 2, 4, 1, 6, 4, 2, 3, 4, 9, 8, 9, 7, 6, 4, 8, 6, 6, 8, 7]"
