cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.4359', '0.2513', '0.0213', '0.0590', '0.0238', '0.3774', '0.7017', '0.1154', '0.2593', '0.4477']","['0.3605', '0.3341', '0.2708', '0.1659', '0.1456', '0.2730', '0.2142', '0.1456', '0.3949', '0.3048']","['0.4359', '0.2513', '0.0213', '0.0590', '0.0238', '0.3774', '0.7017', '0.1154', '0.2593', '0.4477']","['0.3946', '0.2868', '0.0396', '0.0871', '0.0410', '0.3168', '0.3282', '0.1288', '0.3130', '0.3627']","['0.4359', '0.2513', '0.0213', '0.0590', '0.0238', '0.3774', '0.7017', '0.1154', '0.2593', '0.4477']","['0.9190', '0.9463', '0.9935', '0.9643', '0.9836', '0.8918', '0.7192', '0.9263', '0.9563', '0.8840']","[[248, 31, 0, 21, 7, 32, 31, 35, 79, 85], [28, 146, 1, 14, 9, 56, 109, 36, 57, 125], [87, 19, 13, 32, 14, 58, 287, 48, 5, 46], [35, 15, 9, 38, 10, 177, 224, 74, 4, 58], [38, 16, 3, 23, 15, 49, 401, 34, 10, 40], [31, 25, 5, 32, 13, 220, 177, 50, 1, 29], [14, 11, 4, 22, 9, 49, 414, 46, 0, 21], [20, 46, 8, 26, 12, 73, 215, 68, 10, 111], [159, 53, 3, 14, 5, 61, 17, 18, 154, 110], [28, 75, 2, 7, 9, 31, 58, 58, 70, 274]]",-1,-1
1,"['0.3691', '0.4819', '0.1084', '0.1320', '0.0556', '0.3945', '0.6068', '0.2530', '0.4125', '0.4412']","['0.4078', '0.3402', '0.3041', '0.2038', '0.2035', '0.3151', '0.2817', '0.2508', '0.4125', '0.4048']","['0.3691', '0.4819', '0.1084', '0.1320', '0.0556', '0.3945', '0.6068', '0.2530', '0.4125', '0.4412']","['0.3875', '0.3989', '0.1598', '0.1602', '0.0874', '0.3503', '0.3847', '0.2519', '0.4125', '0.4222']","['0.3691', '0.4819', '0.1084', '0.1320', '0.0556', '0.3945', '0.6068', '0.2530', '0.4125', '0.4412']","['0.9438', '0.8998', '0.9720', '0.9380', '0.9745', '0.9077', '0.8312', '0.9178', '0.9354', '0.9263']","[[210, 61, 19, 19, 3, 15, 17, 43, 132, 50], [16, 280, 4, 9, 6, 22, 43, 21, 73, 107], [67, 56, 66, 68, 41, 45, 188, 48, 12, 18], [23, 47, 29, 85, 19, 163, 134, 94, 10, 40], [42, 39, 22, 41, 35, 54, 301, 62, 20, 13], [24, 36, 25, 73, 14, 230, 95, 59, 9, 18], [8, 30, 16, 38, 12, 51, 358, 63, 1, 13], [14, 53, 25, 64, 38, 87, 97, 149, 12, 50], [101, 82, 6, 11, 2, 36, 9, 14, 245, 88], [10, 139, 5, 9, 2, 27, 29, 41, 80, 270]]","[9, 4, 5, 8, 0, 7, 3, 0, 2, 1, 5, 7, 3, 6, 8, 1, 9, 3, 0, 3, 6, 4, 2, 6, 2, 1, 2, 9, 9, 7, 2, 2]","[1, 4, 5, 3, 9, 5, 3, 3, 1, 8, 4, 6, 3, 6, 8, 1, 5, 6, 0, 6, 3, 0, 1, 4, 7, 6, 3, 5, 1, 9, 1, 8]"
2,"['0.3779', '0.4819', '0.1232', '0.0947', '0.1240', '0.4065', '0.6458', '0.4143', '0.5135', '0.4118']","['0.4526', '0.4185', '0.3425', '0.2596', '0.2708', '0.3324', '0.2841', '0.3085', '0.4254', '0.4565']","['0.3779', '0.4819', '0.1232', '0.0947', '0.1240', '0.4065', '0.6458', '0.4143', '0.5135', '0.4118']","['0.4119', '0.4480', '0.1812', '0.1388', '0.1701', '0.3657', '0.3946', '0.3536', '0.4653', '0.4330']","['0.3779', '0.4819', '0.1232', '0.0947', '0.1240', '0.4065', '0.6458', '0.4143', '0.5135', '0.4118']","['0.9521', '0.9282', '0.9733', '0.9675', '0.9609', '0.9121', '0.8226', '0.8989', '0.9238', '0.9443']","[[215, 46, 19, 13, 13, 15, 16, 60, 139, 33], [8, 280, 3, 7, 9, 12, 50, 30, 91, 91], [61, 37, 75, 36, 60, 46, 187, 84, 10, 13], [17, 39, 29, 61, 25, 169, 168, 85, 12, 39], [37, 23, 24, 16, 78, 59, 286, 74, 23, 9], [15, 22, 21, 36, 19, 237, 116, 82, 20, 15], [13, 19, 15, 24, 32, 41, 381, 54, 3, 8], [13, 30, 23, 24, 41, 82, 89, 244, 14, 29], [86, 53, 8, 9, 4, 27, 15, 24, 305, 63], [10, 120, 2, 9, 7, 25, 33, 54, 100, 252]]","[0, 0, 3, 3, 2, 2, 4, 5, 3, 8, 3, 2, 3, 6, 4, 0, 5, 6, 2, 2, 4, 1, 5, 4, 9, 9, 0, 9, 5, 1, 4, 5]","[0, 6, 0, 7, 2, 4, 5, 2, 6, 6, 7, 9, 2, 6, 4, 5, 5, 5, 9, 3, 3, 0, 7, 2, 7, 8, 5, 3, 2, 4, 0, 7]"
3,"['0.4288', '0.5439', '0.2053', '0.1491', '0.1797', '0.4648', '0.6153', '0.4295', '0.4613', '0.4052']","['0.4747', '0.4230', '0.3521', '0.2704', '0.3414', '0.3166', '0.3367', '0.3548', '0.5102', '0.4825']","['0.4288', '0.5439', '0.2053', '0.1491', '0.1797', '0.4648', '0.6153', '0.4295', '0.4613', '0.4052']","['0.4506', '0.4759', '0.2593', '0.1922', '0.2354', '0.3767', '0.4353', '0.3886', '0.4845', '0.4405']","['0.4288', '0.5439', '0.2053', '0.1491', '0.1797', '0.4648', '0.6153', '0.4295', '0.4613', '0.4052']","['0.9503', '0.9205', '0.9573', '0.9516', '0.9594', '0.8920', '0.8678', '0.9150', '0.9514', '0.9506']","[[244, 63, 33, 18, 11, 15, 14, 45, 94, 32], [17, 316, 3, 19, 4, 19, 28, 35, 51, 89], [60, 31, 125, 34, 58, 57, 156, 68, 9, 11], [15, 29, 39, 96, 28, 193, 136, 67, 8, 33], [39, 23, 42, 28, 113, 75, 214, 75, 11, 9], [9, 12, 33, 60, 21, 271, 87, 64, 13, 13], [6, 16, 31, 45, 29, 61, 363, 30, 0, 9], [14, 28, 30, 24, 54, 105, 48, 253, 9, 24], [98, 84, 15, 12, 5, 23, 11, 26, 274, 46], [12, 145, 4, 19, 8, 37, 21, 50, 68, 248]]","[4, 7, 5, 2, 7, 7, 2, 0, 4, 0, 5, 6, 0, 8, 6, 5, 6, 9, 0, 7, 0, 2, 9, 3, 1, 3, 7, 5, 8, 5, 8, 4]","[3, 9, 2, 3, 2, 5, 5, 7, 4, 6, 5, 4, 3, 4, 0, 5, 0, 4, 3, 7, 6, 0, 4, 5, 0, 3, 9, 6, 2, 4, 3, 9]"
4,"['0.4569', '0.5353', '0.2430', '0.1398', '0.2258', '0.4202', '0.6271', '0.4414', '0.4899', '0.4265']","['0.4444', '0.4266', '0.3541', '0.2647', '0.3698', '0.3530', '0.3404', '0.4283', '0.4778', '0.4771']","['0.4569', '0.5353', '0.2430', '0.1398', '0.2258', '0.4202', '0.6271', '0.4414', '0.4899', '0.4265']","['0.4506', '0.4748', '0.2882', '0.1829', '0.2804', '0.3837', '0.4413', '0.4348', '0.4838', '0.4504']","['0.4569', '0.5353', '0.2430', '0.1398', '0.2258', '0.4202', '0.6271', '0.4414', '0.4899', '0.4265']","['0.9402', '0.9229', '0.9499', '0.9533', '0.9549', '0.9171', '0.8675', '0.9359', '0.9412', '0.9469']","[[260, 50, 39, 17, 13, 13, 13, 33, 104, 27], [30, 311, 7, 12, 4, 13, 28, 16, 66, 94], [60, 33, 148, 31, 80, 42, 142, 52, 12, 9], [20, 32, 51, 90, 25, 166, 155, 53, 13, 39], [43, 20, 46, 26, 142, 50, 210, 66, 16, 10], [13, 21, 39, 61, 17, 245, 98, 60, 15, 14], [6, 21, 32, 40, 35, 52, 370, 21, 3, 10], [21, 31, 37, 23, 54, 76, 43, 260, 9, 35], [117, 68, 14, 19, 6, 11, 11, 9, 291, 48], [15, 142, 5, 21, 8, 26, 17, 37, 80, 261]]","[7, 1, 9, 5, 4, 0, 6, 1, 3, 5, 8, 9, 5, 2, 5, 4, 8, 1, 4, 5, 4, 2, 1, 2, 4, 7, 2, 0, 1, 9, 8, 6]","[3, 6, 7, 6, 2, 4, 2, 9, 2, 4, 2, 4, 2, 5, 3, 2, 0, 9, 9, 7, 7, 4, 8, 7, 6, 5, 5, 0, 1, 6, 2, 7]"
5,"['0.3357', '0.5284', '0.2512', '0.2127', '0.2273', '0.3019', '0.5678', '0.4329', '0.6465', '0.4363']","['0.4226', '0.4348', '0.3248', '0.2991', '0.3287', '0.3991', '0.3649', '0.4427', '0.4125', '0.4363']","['0.3357', '0.5284', '0.2512', '0.2127', '0.2273', '0.3019', '0.5678', '0.4329', '0.6465', '0.4363']","['0.3741', '0.4771', '0.2833', '0.2486', '0.2688', '0.3438', '0.4443', '0.4378', '0.5036', '0.4363']","['0.3357', '0.5284', '0.2512', '0.2127', '0.2273', '0.3019', '0.5678', '0.4329', '0.6465', '0.4363']","['0.9519', '0.9264', '0.9410', '0.9401', '0.9456', '0.9511', '0.8922', '0.9407', '0.8988', '0.9360']","[[191, 42, 37, 15, 16, 7, 12, 26, 191, 32], [13, 307, 8, 5, 8, 6, 18, 13, 100, 103], [65, 33, 153, 39, 82, 24, 117, 55, 23, 18], [19, 29, 59, 137, 23, 101, 144, 48, 31, 53], [41, 21, 64, 42, 143, 29, 175, 67, 34, 13], [14, 21, 47, 103, 32, 176, 73, 61, 32, 24], [7, 32, 43, 59, 54, 27, 335, 15, 5, 13], [27, 33, 41, 33, 61, 52, 27, 255, 15, 45], [61, 58, 14, 9, 8, 6, 5, 5, 384, 44], [14, 130, 5, 16, 8, 13, 12, 31, 116, 267]]","[0, 3, 9, 5, 4, 7, 6, 2, 0, 0, 7, 5, 3, 2, 9, 2, 6, 1, 2, 6, 5, 2, 0, 6, 4, 2, 7, 9, 2, 8, 7, 7]","[1, 4, 4, 7, 2, 8, 8, 3, 7, 7, 4, 2, 5, 3, 7, 5, 3, 6, 6, 5, 3, 0, 4, 7, 3, 9, 7, 8, 7, 6, 4, 6]"
6,"['0.4517', '0.5370', '0.3120', '0.2484', '0.1987', '0.3448', '0.5407', '0.4533', '0.5253', '0.3954']","['0.4525', '0.4692', '0.3146', '0.2783', '0.3342', '0.3635', '0.3740', '0.4510', '0.4470', '0.4672']","['0.4517', '0.5370', '0.3120', '0.2484', '0.1987', '0.3448', '0.5407', '0.4533', '0.5253', '0.3954']","['0.4521', '0.5008', '0.3133', '0.2625', '0.2493', '0.3539', '0.4421', '0.4522', '0.4830', '0.4283']","['0.4517', '0.5370', '0.3120', '0.2484', '0.1987', '0.3448', '0.5407', '0.4533', '0.5253', '0.3954']","['0.9427', '0.9349', '0.9232', '0.9225', '0.9536', '0.9350', '0.9013', '0.9399', '0.9286', '0.9488']","[[257, 40, 36, 21, 19, 8, 9, 30, 119, 30], [20, 312, 8, 13, 9, 12, 18, 17, 79, 93], [60, 21, 190, 53, 65, 30, 112, 56, 13, 9], [27, 21, 66, 160, 25, 120, 123, 52, 15, 35], [42, 18, 102, 46, 125, 45, 158, 61, 22, 10], [10, 15, 60, 113, 22, 201, 67, 56, 21, 18], [6, 23, 59, 70, 47, 41, 319, 16, 2, 7], [21, 26, 53, 40, 38, 70, 29, 267, 11, 34], [103, 69, 19, 21, 12, 9, 5, 4, 312, 40], [22, 120, 11, 38, 12, 17, 13, 33, 104, 242]]","[5, 7, 4, 4, 7, 6, 2, 1, 6, 8, 2, 7, 5, 2, 1, 7, 4, 8, 8, 8, 5, 1, 5, 9, 0, 4, 5, 8, 4, 7, 4, 4]","[0, 4, 3, 5, 4, 6, 5, 3, 3, 3, 7, 2, 6, 1, 7, 3, 2, 4, 6, 7, 6, 9, 3, 3, 0, 4, 4, 6, 7, 2, 0, 3]"
7,"['0.4376', '0.5508', '0.2857', '0.2283', '0.2289', '0.3431', '0.5644', '0.4873', '0.5017', '0.4330']","['0.4594', '0.4571', '0.3187', '0.2970', '0.3445', '0.3597', '0.3841', '0.4436', '0.4656', '0.4499']","['0.4376', '0.5508', '0.2857', '0.2283', '0.2289', '0.3431', '0.5644', '0.4873', '0.5017', '0.4330']","['0.4482', '0.4996', '0.3013', '0.2581', '0.2751', '0.3512', '0.4571', '0.4644', '0.4830', '0.4413']","['0.4376', '0.5508', '0.2857', '0.2283', '0.2289', '0.3431', '0.5644', '0.4873', '0.5017', '0.4330']","['0.9461', '0.9299', '0.9310', '0.9350', '0.9490', '0.9343', '0.9013', '0.9335', '0.9367', '0.9399']","[[249, 42, 41, 15, 20, 10, 11, 26, 117, 38], [19, 320, 8, 10, 8, 8, 20, 19, 66, 103], [58, 19, 174, 42, 80, 35, 112, 62, 12, 15], [21, 25, 58, 147, 21, 133, 127, 55, 16, 41], [39, 21, 84, 39, 144, 39, 159, 72, 20, 12], [9, 17, 57, 109, 25, 200, 61, 67, 20, 18], [7, 24, 46, 55, 51, 40, 333, 19, 3, 12], [21, 22, 48, 32, 45, 60, 24, 287, 7, 43], [100, 81, 19, 19, 12, 11, 5, 7, 298, 42], [19, 129, 11, 27, 12, 20, 15, 33, 81, 265]]","[5, 2, 9, 0, 7, 8, 4, 5, 4, 7, 4, 8, 5, 5, 4, 5, 6, 5, 2, 7, 5, 5, 8, 2, 8, 2, 3, 5, 7, 4, 1, 6]","[7, 2, 3, 7, 4, 3, 6, 9, 7, 8, 7, 9, 3, 9, 5, 3, 0, 2, 5, 5, 2, 6, 0, 7, 3, 7, 9, 2, 7, 5, 5, 4]"
8,"['0.5202', '0.4699', '0.3038', '0.2609', '0.3084', '0.3345', '0.4966', '0.5059', '0.4411', '0.3922']","['0.4088', '0.5056', '0.3184', '0.3066', '0.3154', '0.3786', '0.4168', '0.4191', '0.4861', '0.4580']","['0.5202', '0.4699', '0.3038', '0.2609', '0.3084', '0.3345', '0.4966', '0.5059', '0.4411', '0.3922']","['0.4578', '0.4871', '0.3109', '0.2819', '0.3119', '0.3552', '0.4532', '0.4585', '0.4625', '0.4225']","['0.5202', '0.4699', '0.3038', '0.2609', '0.3084', '0.3345', '0.4966', '0.5059', '0.4411', '0.3922']","['0.9212', '0.9507', '0.9265', '0.9291', '0.9216', '0.9409', '0.9242', '0.9237', '0.9488', '0.9473']","[[296, 32, 39, 18, 27, 11, 7, 30, 78, 31], [39, 273, 11, 13, 21, 8, 19, 24, 64, 109], [75, 11, 185, 42, 100, 31, 82, 66, 7, 10], [25, 12, 63, 168, 44, 117, 110, 58, 16, 31], [54, 9, 94, 50, 194, 31, 102, 72, 15, 8], [16, 9, 63, 99, 44, 195, 55, 72, 14, 16], [10, 11, 51, 67, 83, 37, 293, 27, 3, 8], [26, 11, 43, 40, 62, 55, 15, 298, 7, 32], [141, 66, 17, 19, 22, 10, 4, 14, 262, 39], [42, 106, 15, 32, 18, 20, 16, 50, 73, 240]]","[2, 9, 9, 8, 6, 4, 9, 8, 4, 0, 3, 2, 9, 7, 9, 2, 3, 2, 0, 7, 3, 2, 0, 2, 1, 5, 2, 7, 3, 8, 0, 6]","[6, 7, 2, 4, 2, 4, 9, 5, 3, 6, 7, 4, 6, 4, 6, 3, 7, 5, 6, 2, 4, 7, 6, 9, 2, 3, 5, 2, 3, 3, 2, 1]"
9,"['0.4236', '0.4785', '0.2479', '0.2531', '0.3148', '0.3310', '0.5390', '0.4414', '0.5556', '0.4363']","['0.4522', '0.4912', '0.3166', '0.2958', '0.3455', '0.3648', '0.3897', '0.4491', '0.4472', '0.4185']","['0.4236', '0.4785', '0.2479', '0.2531', '0.3148', '0.3310', '0.5390', '0.4414', '0.5556', '0.4363']","['0.4374', '0.4847', '0.2781', '0.2728', '0.3295', '0.3471', '0.4523', '0.4452', '0.4955', '0.4272']","['0.4236', '0.4785', '0.2479', '0.2531', '0.3148', '0.3310', '0.5390', '0.4414', '0.5556', '0.4363']","['0.9462', '0.9469', '0.9395', '0.9276', '0.9302', '0.9380', '0.9079', '0.9410', '0.9245', '0.9311']","[[241, 33, 35, 22, 27, 9, 9, 23, 130, 40], [28, 278, 4, 14, 16, 7, 16, 18, 79, 121], [58, 12, 151, 48, 105, 35, 107, 59, 17, 17], [18, 13, 57, 163, 36, 119, 123, 49, 29, 37], [40, 13, 66, 44, 198, 40, 137, 51, 23, 17], [10, 14, 54, 110, 35, 193, 60, 56, 21, 30], [9, 16, 40, 60, 71, 37, 318, 20, 6, 13], [21, 16, 42, 43, 62, 60, 23, 260, 11, 51], [78, 67, 15, 19, 13, 12, 7, 8, 330, 45], [30, 104, 13, 28, 10, 17, 16, 35, 92, 267]]","[7, 5, 6, 9, 1, 9, 3, 3, 5, 0, 5, 6, 4, 6, 1, 8, 5, 0, 8, 9, 4, 1, 4, 8, 8, 5, 9, 4, 5, 2, 6, 6]","[2, 2, 7, 3, 6, 4, 8, 3, 6, 7, 4, 8, 4, 7, 9, 1, 2, 8, 6, 9, 2, 5, 4, 0, 1, 4, 4, 1, 6, 2, 5, 3]"
