cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations,training_loss
0,"['0.9884', '0.7128', '0.3605', '0.7983', '0.0000', '0.0000', '0.5575', '0.2346', '0.0000', '0.0029']","['0.2573', '0.8604', '0.3043', '0.2885', '0.0000', '0.0000', '0.5387', '0.9771', '0.0000', '0.6667']","['0.9884', '0.7128', '0.3605', '0.7983', '0.0000', '0.0000', '0.5575', '0.2346', '0.0000', '0.0029']","['0.4083', '0.7797', '0.3301', '0.4238', '0.0000', '0.0000', '0.5479', '0.3783', '0.0000', '0.0057']","['0.9884', '0.7128', '0.3605', '0.7983', '0.0000', '0.0000', '0.5575', '0.2346', '0.0000', '0.0029']","['0.6878', '0.9853', '0.9085', '0.7762', '1.0000', '1.0000', '0.9480', '0.9994', '1.0000', '0.9998']","[[682, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 561, 139, 84, 0, 0, 3, 0, 0, 0], [169, 6, 252, 118, 0, 0, 151, 3, 0, 0], [124, 1, 17, 570, 0, 0, 2, 0, 0, 0], [371, 8, 71, 153, 0, 0, 79, 0, 0, 0], [318, 5, 21, 282, 0, 0, 5, 0, 0, 0], [207, 4, 19, 74, 0, 0, 383, 0, 0, 0], [229, 41, 220, 65, 0, 0, 2, 171, 0, 1], [197, 8, 44, 355, 0, 0, 78, 0, 0, 0], [354, 18, 45, 267, 0, 0, 8, 1, 0, 2]]",-1,-1,-1,-1,2.237973690032959
1,"['0.9609', '0.9848', '0.4492', '0.6597', '0.8856', '0.0000', '0.6798', '0.3635', '0.1774', '0.0058']","['0.5390', '0.4760', '0.7715', '0.5193', '0.3615', '0.0000', '0.6758', '0.9364', '0.8231', '0.1250']","['0.9609', '0.9848', '0.4492', '0.6597', '0.8856', '0.0000', '0.6798', '0.3635', '0.1774', '0.0058']","['0.6906', '0.6418', '0.5678', '0.5811', '0.5134', '0.0000', '0.6778', '0.5237', '0.2919', '0.0110']","['0.9609', '0.9848', '0.4492', '0.6597', '0.8856', '0.0000', '0.6798', '0.3635', '0.1774', '0.0058']","['0.9101', '0.8626', '0.9852', '0.9306', '0.8310', '1.0000', '0.9645', '0.9971', '0.9959', '0.9956']","[[663, 1, 1, 10, 7, 0, 7, 0, 1, 0], [0, 775, 9, 2, 0, 0, 0, 0, 1, 0], [32, 133, 314, 42, 49, 0, 111, 15, 3, 0], [77, 110, 29, 471, 18, 0, 8, 1, 0, 0], [21, 37, 0, 5, 604, 0, 10, 1, 4, 0], [256, 76, 4, 198, 70, 0, 15, 0, 12, 0], [61, 45, 11, 49, 52, 0, 467, 0, 2, 0], [34, 193, 15, 2, 192, 0, 0, 265, 0, 28], [50, 183, 24, 114, 118, 0, 72, 0, 121, 0], [36, 75, 0, 14, 561, 0, 1, 1, 3, 4]]","[4, 4, 4, 4, 4, 9, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[4, 4, 4, 4, 4, 9, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,1.7142219543457031
2,"['0.9391', '0.9377', '0.7082', '0.5294', '0.8900', '0.7179', '0.7598', '0.6337', '0.4589', '0.1079']","['0.8372', '0.6406', '0.6644', '0.7545', '0.4738', '0.5868', '0.7897', '0.9094', '0.7114', '0.4630']","['0.9391', '0.9377', '0.7082', '0.5294', '0.8900', '0.7179', '0.7598', '0.6337', '0.4589', '0.1079']","['0.8852', '0.7612', '0.6856', '0.6222', '0.6184', '0.6458', '0.7745', '0.7470', '0.5579', '0.1750']","['0.9391', '0.9377', '0.7082', '0.5294', '0.8900', '0.7179', '0.7598', '0.6337', '0.4589', '0.1079']","['0.9800', '0.9333', '0.9603', '0.9804', '0.8933', '0.9499', '0.9780', '0.9927', '0.9799', '0.9862']","[[648, 0, 6, 2, 5, 10, 16, 1, 2, 0], [0, 738, 40, 3, 0, 2, 0, 0, 4, 0], [12, 63, 495, 17, 11, 8, 58, 19, 16, 0], [18, 75, 58, 378, 3, 148, 9, 8, 15, 2], [4, 16, 1, 3, 607, 10, 13, 3, 18, 7], [34, 30, 12, 35, 15, 453, 15, 0, 31, 6], [19, 10, 46, 17, 34, 15, 522, 0, 24, 0], [7, 86, 22, 0, 63, 17, 0, 462, 0, 72], [22, 95, 65, 44, 52, 65, 24, 2, 313, 0], [10, 39, 0, 2, 491, 44, 4, 13, 17, 75]]","[5, 6, 2, 5, 0, 5, 5, 2, 5, 5, 2, 5, 5, 5, 0, 5]","[5, 6, 2, 5, 0, 5, 5, 2, 5, 5, 2, 5, 5, 5, 0, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,1.1454752683639526
3,"['0.9420', '0.9263', '0.7053', '0.7297', '0.8695', '0.7765', '0.6958', '0.5610', '0.5425', '0.4216']","['0.8530', '0.7394', '0.8384', '0.7328', '0.5589', '0.5968', '0.8935', '0.9089', '0.7129', '0.5204']","['0.9420', '0.9263', '0.7053', '0.7297', '0.8695', '0.7765', '0.6958', '0.5610', '0.5425', '0.4216']","['0.8953', '0.8223', '0.7661', '0.7312', '0.6804', '0.6749', '0.7823', '0.6938', '0.6162', '0.4658']","['0.9420', '0.9263', '0.7053', '0.7297', '0.8695', '0.7765', '0.6958', '0.5610', '0.5425', '0.4216']","['0.9822', '0.9586', '0.9849', '0.9698', '0.9259', '0.9480', '0.9910', '0.9935', '0.9764', '0.9571']","[[650, 0, 0, 2, 3, 24, 5, 0, 4, 2], [0, 729, 19, 16, 0, 2, 0, 0, 21, 0], [15, 57, 493, 27, 16, 16, 29, 25, 19, 2], [15, 36, 22, 521, 5, 89, 4, 9, 8, 5], [5, 8, 0, 7, 593, 9, 9, 1, 13, 37], [13, 15, 7, 56, 7, 490, 3, 1, 22, 17], [37, 5, 19, 12, 37, 50, 478, 0, 48, 1], [4, 62, 10, 4, 21, 15, 0, 409, 2, 202], [16, 58, 18, 56, 60, 93, 6, 1, 370, 4], [7, 16, 0, 10, 319, 33, 1, 4, 12, 293]]","[5, 3, 4, 0, 9, 3, 3, 5, 8, 5, 3, 4, 2, 9, 5, 3]","[5, 3, 4, 0, 9, 3, 3, 5, 8, 5, 3, 4, 2, 9, 5, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.9609966278076172
4,"['0.9449', '0.9238', '0.7797', '0.8095', '0.8783', '0.7607', '0.9141', '0.6639', '0.5616', '0.3799']","['0.8907', '0.7971', '0.7644', '0.7207', '0.6194', '0.6946', '0.8252', '0.9013', '0.8290', '0.6301']","['0.9449', '0.9238', '0.7797', '0.8095', '0.8783', '0.7607', '0.9141', '0.6639', '0.5616', '0.3799']","['0.9170', '0.8558', '0.7720', '0.7625', '0.7265', '0.7262', '0.8674', '0.7646', '0.6696', '0.4740']","['0.9449', '0.9238', '0.7797', '0.8095', '0.8783', '0.7607', '0.9141', '0.6639', '0.5616', '0.3799']","['0.9873', '0.9702', '0.9733', '0.9643', '0.9417', '0.9668', '0.9789', '0.9915', '0.9875', '0.9754']","[[652, 0, 2, 3, 1, 16, 13, 0, 2, 1], [0, 727, 38, 5, 0, 4, 0, 0, 13, 0], [12, 39, 545, 15, 8, 6, 41, 22, 11, 0], [6, 27, 34, 578, 0, 50, 4, 5, 8, 2], [4, 6, 1, 9, 599, 7, 23, 2, 10, 21], [10, 11, 12, 81, 1, 480, 17, 2, 13, 4], [14, 4, 18, 2, 4, 14, 628, 0, 3, 0], [6, 53, 19, 17, 12, 14, 0, 484, 2, 122], [22, 36, 44, 67, 32, 66, 26, 1, 383, 5], [6, 9, 0, 25, 310, 34, 9, 21, 17, 264]]","[3, 4, 6, 2, 8, 2, 4, 8, 8, 6, 7, 3, 2, 2, 3, 6]","[3, 4, 6, 2, 8, 2, 4, 8, 8, 6, 7, 3, 2, 2, 3, 6]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.8825722932815552
5,"['0.9565', '0.8983', '0.7954', '0.8277', '0.8592', '0.8162', '0.9112', '0.6173', '0.6408', '0.6230']","['0.9179', '0.8528', '0.8000', '0.7912', '0.7103', '0.7094', '0.8842', '0.9091', '0.8138', '0.6056']","['0.9565', '0.8983', '0.7954', '0.8277', '0.8592', '0.8162', '0.9112', '0.6173', '0.6408', '0.6230']","['0.9368', '0.8750', '0.7977', '0.8090', '0.7777', '0.7590', '0.8975', '0.7353', '0.7170', '0.6142']","['0.9565', '0.8983', '0.7954', '0.8277', '0.8592', '0.8162', '0.9112', '0.6173', '0.6408', '0.6230']","['0.9906', '0.9804', '0.9779', '0.9752', '0.9621', '0.9668', '0.9870', '0.9928', '0.9842', '0.9552']","[[660, 0, 2, 2, 1, 9, 11, 0, 2, 3], [0, 707, 51, 8, 0, 3, 2, 0, 14, 2], [8, 27, 556, 9, 10, 15, 30, 26, 17, 1], [8, 14, 23, 591, 0, 58, 2, 7, 10, 1], [4, 2, 0, 4, 586, 3, 14, 0, 14, 55], [6, 8, 12, 65, 1, 515, 9, 1, 9, 5], [10, 3, 13, 0, 8, 20, 626, 0, 6, 1], [3, 40, 11, 6, 9, 5, 0, 450, 5, 200], [16, 22, 26, 46, 22, 87, 12, 0, 437, 14], [4, 6, 1, 16, 188, 11, 2, 11, 23, 433]]","[9, 9, 8, 4, 5, 9, 4, 4, 5, 6, 3, 9, 9, 8, 5, 4]","[9, 9, 8, 4, 5, 9, 4, 4, 5, 6, 3, 9, 9, 8, 5, 4]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.6707658767700195
6,"['0.9710', '0.8374', '0.7768', '0.8123', '0.8856', '0.8605', '0.9330', '0.5720', '0.5997', '0.6173']","['0.8513', '0.9153', '0.7757', '0.8480', '0.6927', '0.7061', '0.8292', '0.9287', '0.8416', '0.5675']","['0.9710', '0.8374', '0.7768', '0.8123', '0.8856', '0.8605', '0.9330', '0.5720', '0.5997', '0.6173']","['0.9072', '0.8746', '0.7763', '0.8298', '0.7773', '0.7757', '0.8781', '0.7080', '0.7003', '0.5913']","['0.9710', '0.8374', '0.7768', '0.8123', '0.8856', '0.8605', '0.9330', '0.5720', '0.5997', '0.6173']","['0.9814', '0.9902', '0.9751', '0.9834', '0.9576', '0.9645', '0.9791', '0.9949', '0.9878', '0.9481']","[[670, 0, 1, 2, 1, 2, 12, 0, 1, 1], [0, 659, 70, 3, 0, 19, 10, 0, 21, 5], [15, 21, 543, 7, 9, 12, 54, 21, 16, 1], [24, 5, 24, 580, 1, 57, 5, 4, 7, 7], [4, 1, 0, 1, 604, 6, 14, 0, 7, 45], [13, 1, 10, 38, 1, 543, 14, 1, 1, 9], [24, 0, 2, 0, 3, 17, 641, 0, 0, 0], [6, 21, 20, 4, 15, 2, 0, 417, 9, 235], [26, 11, 30, 39, 22, 102, 19, 0, 409, 24], [5, 1, 0, 10, 216, 9, 4, 6, 15, 429]]","[9, 2, 5, 6, 5, 9, 8, 3, 9, 2, 9, 5, 9, 9, 9, 0]","[9, 2, 5, 6, 5, 9, 8, 3, 9, 2, 9, 5, 9, 9, 9, 0]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.7088218331336975
7,"['0.9391', '0.9416', '0.7582', '0.7353', '0.8695', '0.8003', '0.9592', '0.5048', '0.7815', '0.7281']","['0.9270', '0.7891', '0.8439', '0.9099', '0.7834', '0.8265', '0.8027', '0.9293', '0.7838', '0.5698']","['0.9391', '0.9416', '0.7582', '0.7353', '0.8695', '0.8003', '0.9592', '0.5048', '0.7815', '0.7281']","['0.9330', '0.8586', '0.7988', '0.8133', '0.8242', '0.8132', '0.8740', '0.6542', '0.7827', '0.6393']","['0.9391', '0.9416', '0.7582', '0.7353', '0.8695', '0.8003', '0.9592', '0.5048', '0.7815', '0.7281']","['0.9919', '0.9681', '0.9844', '0.9917', '0.9740', '0.9833', '0.9743', '0.9955', '0.9767', '0.9394']","[[648, 0, 3, 0, 1, 2, 28, 0, 7, 1], [0, 741, 22, 0, 0, 1, 5, 0, 16, 2], [4, 48, 530, 1, 9, 5, 55, 22, 23, 2], [18, 35, 33, 525, 0, 62, 9, 3, 22, 7], [4, 4, 0, 0, 593, 2, 13, 0, 16, 50], [3, 14, 9, 25, 2, 505, 33, 1, 21, 18], [3, 4, 4, 0, 2, 9, 659, 0, 6, 0], [2, 44, 8, 2, 5, 1, 0, 368, 7, 292], [13, 42, 18, 14, 17, 21, 14, 0, 533, 10], [4, 7, 1, 10, 128, 3, 5, 2, 29, 506]]","[3, 7, 3, 7, 4, 7, 1, 7, 7, 8, 7, 8, 1, 1, 7, 7]","[3, 7, 3, 7, 4, 7, 1, 7, 7, 8, 7, 8, 1, 1, 7, 7]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.5547675462439656
8,"['0.9464', '0.8310', '0.6967', '0.7423', '0.9252', '0.8177', '0.9403', '0.5775', '0.8534', '0.8000']","['0.8933', '0.9520', '0.9347', '0.9498', '0.7686', '0.8515', '0.8167', '0.9132', '0.6621', '0.5909']","['0.9464', '0.8310', '0.6967', '0.7423', '0.9252', '0.8177', '0.9403', '0.5775', '0.8534', '0.8000']","['0.9191', '0.8874', '0.7984', '0.8333', '0.8397', '0.8343', '0.8742', '0.7076', '0.7457', '0.6797']","['0.9464', '0.8310', '0.6967', '0.7423', '0.9252', '0.8177', '0.9403', '0.5775', '0.8534', '0.8000']","['0.9876', '0.9947', '0.9946', '0.9955', '0.9699', '0.9859', '0.9770', '0.9936', '0.9530', '0.9389']","[[653, 0, 0, 0, 10, 0, 17, 0, 7, 3], [0, 654, 5, 0, 0, 2, 7, 1, 110, 8], [12, 9, 487, 3, 13, 4, 68, 26, 74, 3], [27, 5, 16, 530, 0, 62, 5, 8, 51, 10], [1, 1, 0, 0, 631, 0, 8, 0, 7, 34], [8, 5, 6, 13, 10, 516, 27, 1, 12, 33], [14, 0, 2, 0, 15, 8, 646, 0, 2, 0], [1, 9, 4, 1, 8, 0, 0, 421, 20, 265], [14, 3, 1, 8, 22, 12, 11, 0, 582, 29], [1, 1, 0, 3, 112, 2, 2, 4, 14, 556]]","[8, 4, 7, 5, 3, 5, 2, 8, 8, 7, 3, 5, 3, 9, 4, 3]","[8, 4, 7, 5, 3, 5, 2, 8, 8, 7, 3, 5, 3, 9, 4, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.7495926320552826
9,"['0.9623', '0.9009', '0.7825', '0.8501', '0.9252', '0.9081', '0.9156', '0.6283', '0.8123', '0.7799']","['0.8949', '0.9329', '0.8428', '0.9128', '0.8152', '0.8328', '0.9090', '0.8911', '0.8497', '0.6302']","['0.9623', '0.9009', '0.7825', '0.8501', '0.9252', '0.9081', '0.9156', '0.6283', '0.8123', '0.7799']","['0.9274', '0.9166', '0.8116', '0.8803', '0.8668', '0.8688', '0.9123', '0.7369', '0.8306', '0.6971']","['0.9623', '0.9009', '0.7825', '0.8501', '0.9252', '0.9081', '0.9156', '0.6283', '0.8123', '0.7799']","['0.9876', '0.9918', '0.9838', '0.9908', '0.9774', '0.9819', '0.9900', '0.9911', '0.9845', '0.9495']","[[664, 0, 1, 3, 2, 4, 10, 0, 5, 1], [0, 709, 40, 1, 0, 13, 5, 4, 11, 4], [14, 23, 547, 8, 9, 7, 27, 31, 31, 2], [15, 1, 22, 607, 0, 45, 3, 8, 9, 4], [3, 2, 2, 0, 631, 3, 6, 1, 6, 28], [6, 4, 6, 11, 0, 573, 8, 1, 8, 14], [24, 0, 8, 0, 6, 12, 629, 0, 8, 0], [1, 4, 8, 6, 6, 1, 0, 458, 5, 240], [13, 15, 13, 20, 14, 24, 1, 3, 554, 25], [2, 2, 2, 9, 106, 6, 3, 8, 15, 542]]","[3, 8, 7, 5, 2, 3, 3, 3, 3, 5, 8, 3, 5, 4, 9, 3]","[3, 8, 7, 5, 2, 3, 3, 3, 3, 5, 8, 3, 5, 4, 9, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.5686317980289459
