cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations,training_loss
0,"['0.0000', '0.0054', '0.0000', '0.0000', '0.8786', '0.0000', '0.4946', '0.0000', '0.0000']","['0.0000', '0.0857', '0.0000', '0.0000', '0.1298', '0.0000', '0.2278', '0.0000', '0.0000']","['0.0000', '0.0054', '0.0000', '0.0000', '0.8786', '0.0000', '0.4946', '0.0000', '0.0000']","['0.0000', '0.0101', '0.0000', '0.0000', '0.2263', '0.0000', '0.3119', '0.0000', '0.0000']","['0.0000', '0.0054', '0.0000', '0.0000', '0.8786', '0.0000', '0.4946', '0.0000', '0.0000']","['1.0000', '0.9929', '1.0000', '1.0000', '0.2641', '1.0000', '0.7904', '1.0000', '1.0000']","[[0, 0, 0, 0, 500, 0, 60, 0, 0], [0, 3, 0, 0, 474, 0, 83, 0, 0], [0, 0, 0, 0, 454, 0, 106, 0, 0], [0, 1, 0, 0, 474, 0, 85, 0, 0], [0, 0, 0, 0, 492, 0, 68, 0, 0], [0, 0, 0, 0, 175, 0, 385, 0, 0], [0, 13, 0, 0, 270, 0, 277, 0, 0], [0, 0, 0, 0, 423, 0, 137, 0, 0], [0, 18, 0, 0, 527, 0, 15, 0, 0]]",-1,-1,-1,-1,2.2857322692871094
1,"['0.0000', '0.0054', '0.0000', '0.0000', '0.8607', '0.0000', '0.6536', '0.0000', '0.0000']","['0.0000', '0.1429', '0.0000', '0.0000', '0.1380', '0.0000', '0.2398', '0.0000', '0.0000']","['0.0000', '0.0054', '0.0000', '0.0000', '0.8607', '0.0000', '0.6536', '0.0000', '0.0000']","['0.0000', '0.0103', '0.0000', '0.0000', '0.2379', '0.0000', '0.3509', '0.0000', '0.0000']","['0.0000', '0.0054', '0.0000', '0.0000', '0.8607', '0.0000', '0.6536', '0.0000', '0.0000']","['0.9998', '0.9960', '1.0000', '1.0000', '0.3281', '1.0000', '0.7411', '1.0000', '1.0000']","[[0, 0, 0, 0, 460, 0, 100, 0, 0], [0, 3, 0, 0, 418, 0, 139, 0, 0], [0, 0, 0, 0, 409, 0, 151, 0, 0], [1, 1, 0, 0, 462, 0, 96, 0, 0], [0, 0, 0, 0, 482, 0, 78, 0, 0], [0, 0, 0, 0, 180, 0, 380, 0, 0], [0, 5, 0, 0, 189, 0, 366, 0, 0], [0, 0, 0, 0, 368, 0, 192, 0, 0], [0, 12, 0, 0, 524, 0, 24, 0, 0]]","[8, 8, 8, 7, 8, 8, 5, 8, 8, 8, 8, 2, 9, 8, 8, 8]","[8, 8, 8, 7, 8, 8, 5, 8, 8, 8, 8, 2, 9, 8, 8, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2774813175201416
2,"['0.0000', '0.0036', '0.0000', '0.0000', '0.9250', '0.0089', '0.5286', '0.2964', '0.0000']","['0.0000', '0.3333', '0.0000', '0.0000', '0.1412', '1.0000', '0.2978', '0.4573', '0.0000']","['0.0000', '0.0036', '0.0000', '0.0000', '0.9250', '0.0089', '0.5286', '0.2964', '0.0000']","['0.0000', '0.0071', '0.0000', '0.0000', '0.2450', '0.0177', '0.3810', '0.3597', '0.0000']","['0.0000', '0.0036', '0.0000', '0.0000', '0.9250', '0.0089', '0.5286', '0.2964', '0.0000']","['0.9993', '0.9991', '1.0000', '1.0000', '0.2967', '1.0000', '0.8442', '0.9560', '1.0000']","[[0, 0, 0, 0, 487, 0, 64, 9, 0], [0, 2, 0, 0, 357, 0, 69, 132, 0], [0, 0, 0, 0, 453, 0, 99, 8, 0], [3, 0, 0, 0, 460, 0, 90, 7, 0], [0, 0, 0, 0, 518, 0, 40, 2, 0], [0, 0, 0, 0, 258, 5, 284, 13, 0], [0, 1, 0, 0, 262, 0, 296, 1, 0], [0, 0, 0, 0, 350, 0, 44, 166, 0], [0, 3, 0, 0, 524, 0, 8, 25, 0]]","[9, 8, 8, 8, 8, 8, 8, 8, 4, 8, 8, 8, 8, 8, 8, 8]","[9, 8, 8, 8, 8, 8, 8, 8, 4, 8, 8, 8, 8, 8, 8, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.263110637664795
3,"['0.0000', '0.0000', '0.0000', '0.0000', '0.4804', '0.0000', '0.1375', '0.9875', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.4882', '0.0000', '0.4375', '0.1282', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.4804', '0.0000', '0.1375', '0.9875', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.4842', '0.0000', '0.2092', '0.2270', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.4804', '0.0000', '0.1375', '0.9875', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '0.9371', '1.0000', '0.9779', '0.1607', '1.0000']","[[0, 0, 0, 0, 113, 0, 39, 408, 0], [0, 0, 0, 0, 30, 0, 21, 509, 0], [0, 0, 0, 0, 78, 0, 4, 478, 0], [0, 0, 0, 0, 10, 0, 21, 529, 0], [0, 0, 0, 0, 269, 0, 6, 285, 0], [0, 0, 0, 0, 4, 0, 6, 550, 0], [0, 0, 0, 0, 38, 0, 77, 445, 0], [0, 0, 0, 0, 6, 0, 1, 553, 0], [0, 0, 0, 0, 3, 0, 1, 556, 0]]","[7, 4, 7, 4, 4, 2, 4, 1, 9, 9, 4, 4, 4, 4, 9, 7]","[7, 4, 7, 4, 4, 2, 4, 1, 9, 9, 4, 4, 4, 4, 9, 7]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2312662601470947
4,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0018', '0.0000', '0.0018', '1.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.5000', '0.1112', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0018', '0.0000', '0.0018', '1.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0036', '0.0000', '0.0036', '0.2001', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0018', '0.0000', '0.0018', '1.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.9998', '0.0007', '1.0000']","[[0, 0, 0, 0, 0, 0, 1, 559, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 1, 0, 0, 559, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 1, 559, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0]]","[9, 9, 9, 1, 2, 7, 4, 4, 4, 9, 9, 9, 4, 7, 7, 2]","[9, 9, 9, 1, 2, 7, 4, 4, 4, 9, 9, 9, 4, 7, 7, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2152414321899414
5,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1111', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.2000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.0000', '1.0000']","[[0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0]]","[7, 1, 1, 2, 1, 1, 2, 7, 5, 2, 7, 1, 7, 5, 5, 7]","[7, 1, 1, 2, 1, 1, 2, 7, 5, 2, 7, 1, 7, 5, 5, 7]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.179884910583496
6,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1111', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.2000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.0000', '1.0000']","[[0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0]]","[7, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[7, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.1537837982177734
7,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1111', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.2000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.0000', '1.0000']","[[0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0]]","[7, 2, 5, 7, 7, 5, 1, 1, 5, 7, 5, 1, 1, 1, 5, 1]","[7, 2, 5, 7, 7, 5, 1, 1, 5, 7, 5, 1, 1, 1, 5, 1]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.14558482170105
8,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0054']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1112', '1.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0054']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.2001', '0.0107']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0054']","['1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.0007', '1.0000']","[[0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 557, 3]]","[7, 2, 5, 5, 5, 2, 5, 2, 2, 5, 5, 5, 7, 7, 5, 5]","[7, 2, 5, 5, 5, 2, 5, 2, 2, 5, 5, 5, 7, 7, 5, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.09962797164917
9,"['0.0000', '0.0000', '0.0000', '0.0000', '0.1196', '0.0000', '0.0000', '1.0000', '0.0357']","['0.0000', '0.0000', '0.0000', '0.0000', '0.7128', '0.0000', '0.0000', '0.1142', '0.4651']","['0.0000', '0.0000', '0.0000', '0.0000', '0.1196', '0.0000', '0.0000', '1.0000', '0.0357']","['0.0000', '0.0000', '0.0000', '0.0000', '0.2049', '0.0000', '0.0000', '0.2050', '0.0663']","['0.0000', '0.0000', '0.0000', '0.0000', '0.1196', '0.0000', '0.0000', '1.0000', '0.0357']","['1.0000', '1.0000', '1.0000', '1.0000', '0.9940', '1.0000', '1.0000', '0.0306', '0.9949']","[[0, 0, 0, 0, 9, 0, 0, 551, 0], [0, 0, 0, 0, 0, 0, 0, 559, 1], [0, 0, 0, 0, 14, 0, 0, 546, 0], [0, 0, 0, 0, 0, 0, 0, 559, 1], [0, 0, 0, 0, 67, 0, 0, 493, 0], [0, 0, 0, 0, 0, 0, 0, 559, 1], [0, 0, 0, 0, 4, 0, 0, 536, 20], [0, 0, 0, 0, 0, 0, 0, 560, 0], [0, 0, 0, 0, 0, 0, 0, 540, 20]]","[5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 1, 5, 7, 2, 5]","[5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 1, 5, 7, 2, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.071460247039795
