cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.3427', '0.3959', '0.0033', '0.0839', '0.1176', '0.2196', '0.6915', '0.2496', '0.4276', '0.2958']","['0.3476', '0.3244', '0.6667', '0.2278', '0.1836', '0.2689', '0.2329', '0.2588', '0.3355', '0.3390']","['0.3427', '0.3959', '0.0033', '0.0839', '0.1176', '0.2196', '0.6915', '0.2496', '0.4276', '0.2958']","['0.3451', '0.3566', '0.0065', '0.1226', '0.1434', '0.2417', '0.3484', '0.2541', '0.3760', '0.3159']","['0.3427', '0.3959', '0.0033', '0.0839', '0.1176', '0.2196', '0.6915', '0.2496', '0.4276', '0.2958']","['0.9326', '0.9116', '0.9998', '0.9658', '0.9387', '0.9358', '0.7516', '0.9222', '0.9070', '0.9345']","[[195, 48, 0, 12, 7, 20, 32, 38, 173, 44], [21, 230, 0, 16, 8, 25, 95, 27, 100, 59], [87, 40, 2, 23, 78, 36, 226, 62, 25, 30], [43, 36, 0, 54, 58, 106, 228, 80, 15, 24], [23, 30, 1, 20, 74, 38, 333, 52, 30, 28], [39, 35, 0, 42, 51, 128, 182, 72, 18, 16], [19, 12, 0, 13, 42, 20, 408, 47, 4, 25], [19, 20, 0, 34, 69, 48, 170, 147, 22, 60], [98, 103, 0, 14, 4, 32, 15, 7, 254, 67], [17, 155, 0, 9, 12, 23, 63, 36, 116, 181]]",-1,-1
1,"['0.3568', '0.5095', '0.0361', '0.0932', '0.1304', '0.3945', '0.6305', '0.4160', '0.3939', '0.3889']","['0.4044', '0.3695', '0.3548', '0.1948', '0.3130', '0.2908', '0.3118', '0.2813', '0.3926', '0.3876']","['0.3568', '0.5095', '0.0361', '0.0932', '0.1304', '0.3945', '0.6305', '0.4160', '0.3939', '0.3889']","['0.3791', '0.4284', '0.0656', '0.1261', '0.1841', '0.3348', '0.4173', '0.3356', '0.3933', '0.3883']","['0.3568', '0.5095', '0.0361', '0.0932', '0.1304', '0.3945', '0.6305', '0.4160', '0.3939', '0.3889']","['0.9449', '0.9068', '0.9926', '0.9537', '0.9665', '0.8964', '0.8482', '0.8843', '0.9330', '0.9302']","[[203, 53, 7, 12, 5, 25, 20, 44, 146, 54], [20, 296, 0, 17, 4, 18, 56, 15, 72, 83], [57, 48, 22, 31, 50, 89, 160, 122, 10, 20], [27, 30, 10, 60, 29, 202, 144, 115, 3, 24], [30, 33, 7, 33, 82, 59, 241, 102, 17, 25], [21, 28, 5, 47, 21, 230, 89, 119, 11, 12], [8, 23, 5, 26, 20, 43, 372, 68, 2, 23], [16, 27, 3, 49, 49, 67, 71, 245, 12, 50], [106, 101, 2, 18, 1, 32, 6, 9, 234, 85], [14, 162, 1, 15, 1, 26, 34, 32, 89, 238]]","[2, 9, 1, 4, 1, 7, 7, 7, 6, 3, 1, 7, 0, 6, 6, 9, 0, 7, 4, 3, 9, 1, 5, 0, 0, 0, 8, 0, 6, 3, 6, 0]","[6, 2, 2, 3, 4, 2, 2, 5, 8, 3, 3, 2, 6, 0, 5, 5, 4, 4, 9, 2, 0, 4, 0, 4, 3, 3, 8, 2, 3, 9, 1, 5]"
2,"['0.3128', '0.5611', '0.1133', '0.0885', '0.2385', '0.5403', '0.5797', '0.3430', '0.4310', '0.4216']","['0.4417', '0.4060', '0.2816', '0.2167', '0.3055', '0.2795', '0.3410', '0.4325', '0.4421', '0.4168']","['0.3128', '0.5611', '0.1133', '0.0885', '0.2385', '0.5403', '0.5797', '0.3430', '0.4310', '0.4216']","['0.3663', '0.4711', '0.1616', '0.1257', '0.2679', '0.3684', '0.4294', '0.3826', '0.4365', '0.4192']","['0.3128', '0.5611', '0.1133', '0.0885', '0.2385', '0.5403', '0.5797', '0.3430', '0.4310', '0.4216']","['0.9586', '0.9120', '0.9674', '0.9615', '0.9365', '0.8501', '0.8778', '0.9510', '0.9403', '0.9330']","[[178, 66, 30, 8, 11, 33, 15, 29, 148, 51], [15, 326, 2, 22, 9, 8, 44, 13, 51, 91], [49, 38, 69, 22, 86, 149, 128, 42, 11, 15], [18, 24, 36, 57, 41, 287, 115, 35, 6, 25], [23, 26, 33, 20, 150, 81, 192, 62, 19, 23], [15, 18, 31, 37, 44, 315, 72, 30, 9, 12], [5, 15, 15, 41, 61, 67, 342, 21, 3, 20], [13, 27, 18, 19, 82, 129, 51, 202, 9, 39], [78, 104, 5, 14, 3, 32, 8, 9, 256, 85], [9, 159, 6, 23, 4, 26, 36, 24, 67, 258]]","[8, 3, 7, 7, 8, 3, 5, 3, 3, 7, 4, 0, 6, 8, 1, 2, 4, 1, 5, 8, 6, 8, 3, 4, 4, 9, 7, 8, 6, 9, 0, 7]","[0, 4, 8, 3, 4, 2, 6, 9, 4, 5, 4, 3, 3, 2, 4, 7, 6, 2, 4, 5, 9, 6, 3, 5, 6, 8, 4, 6, 6, 0, 3, 1]"
3,"['0.3620', '0.5146', '0.1379', '0.2127', '0.2496', '0.3997', '0.5644', '0.5076', '0.4562', '0.4232']","['0.4537', '0.4397', '0.2947', '0.2665', '0.3504', '0.3254', '0.3793', '0.3646', '0.4532', '0.4267']","['0.3620', '0.5146', '0.1379', '0.2127', '0.2496', '0.3997', '0.5644', '0.5076', '0.4562', '0.4232']","['0.4027', '0.4742', '0.1879', '0.2366', '0.2916', '0.3587', '0.4537', '0.4244', '0.4547', '0.4249']","['0.3620', '0.5146', '0.1379', '0.2127', '0.2496', '0.3997', '0.5644', '0.5076', '0.4562', '0.4232']","['0.9543', '0.9297', '0.9627', '0.9296', '0.9458', '0.9108', '0.8993', '0.9037', '0.9395', '0.9354']","[[206, 58, 34, 17, 14, 7, 10, 48, 126, 49], [18, 299, 4, 23, 3, 3, 46, 21, 60, 104], [52, 30, 84, 48, 86, 93, 98, 87, 13, 18], [17, 9, 35, 137, 31, 200, 108, 71, 8, 28], [28, 20, 39, 35, 157, 51, 147, 116, 18, 18], [20, 11, 39, 101, 32, 233, 52, 77, 8, 10], [4, 11, 22, 51, 68, 38, 333, 45, 3, 15], [11, 16, 16, 44, 50, 69, 38, 299, 10, 36], [90, 90, 7, 28, 4, 9, 10, 15, 271, 70], [8, 136, 5, 30, 3, 13, 36, 41, 81, 259]]","[3, 6, 6, 2, 5, 8, 5, 1, 7, 8, 1, 2, 8, 6, 5, 7, 0, 7, 0, 4, 9, 9, 9, 6, 2, 2, 8, 3, 0, 3, 8, 8]","[9, 8, 9, 4, 0, 9, 3, 9, 3, 4, 8, 1, 1, 3, 7, 4, 5, 5, 6, 4, 4, 8, 2, 9, 4, 2, 8, 5, 4, 5, 6, 3]"
4,"['0.4165', '0.5852', '0.1675', '0.1661', '0.2798', '0.3688', '0.6475', '0.4737', '0.4832', '0.4020']","['0.4629', '0.4456', '0.3542', '0.2779', '0.3352', '0.3313', '0.3550', '0.4450', '0.4534', '0.4539']","['0.4165', '0.5852', '0.1675', '0.1661', '0.2798', '0.3688', '0.6475', '0.4737', '0.4832', '0.4020']","['0.4385', '0.5060', '0.2274', '0.2080', '0.3050', '0.3490', '0.4586', '0.4589', '0.4678', '0.4263']","['0.4165', '0.5852', '0.1675', '0.1661', '0.2798', '0.3688', '0.6475', '0.4737', '0.4832', '0.4020']","['0.9494', '0.9219', '0.9655', '0.9481', '0.9350', '0.9199', '0.8717', '0.9357', '0.9360', '0.9451']","[[237, 50, 23, 12, 21, 9, 10, 34, 130, 43], [17, 340, 4, 11, 5, 5, 44, 19, 56, 80], [56, 30, 102, 41, 99, 81, 114, 48, 16, 22], [22, 16, 42, 107, 39, 185, 145, 47, 13, 28], [34, 23, 39, 33, 176, 36, 178, 74, 22, 14], [24, 12, 36, 83, 35, 215, 92, 57, 15, 14], [7, 15, 14, 38, 64, 30, 382, 21, 6, 13], [12, 17, 16, 25, 73, 69, 54, 279, 10, 34], [92, 101, 5, 19, 9, 9, 13, 11, 287, 48], [11, 159, 7, 16, 4, 10, 44, 37, 78, 246]]","[3, 6, 8, 5, 9, 5, 7, 4, 8, 9, 0, 6, 8, 2, 8, 8, 3, 6, 0, 7, 5, 9, 8, 3, 8, 6, 7, 5, 6, 5, 0, 8]","[9, 2, 0, 4, 9, 1, 0, 5, 8, 2, 7, 7, 5, 5, 1, 8, 0, 4, 8, 9, 4, 9, 0, 2, 4, 3, 4, 6, 5, 5, 4, 2]"
5,"['0.3937', '0.5387', '0.2660', '0.3121', '0.2766', '0.2967', '0.5644', '0.4278', '0.5236', '0.3938']","['0.4686', '0.4853', '0.3240', '0.2896', '0.3175', '0.3308', '0.3845', '0.4667', '0.4726', '0.4398']","['0.3937', '0.5387', '0.2660', '0.3121', '0.2766', '0.2967', '0.5644', '0.4278', '0.5236', '0.3938']","['0.4279', '0.5106', '0.2922', '0.3004', '0.2957', '0.3128', '0.4574', '0.4464', '0.4968', '0.4155']","['0.3937', '0.5387', '0.2660', '0.3121', '0.2766', '0.2967', '0.5644', '0.4278', '0.5236', '0.3938']","['0.9532', '0.9387', '0.9373', '0.9080', '0.9304', '0.9354', '0.9015', '0.9468', '0.9358', '0.9430']","[[224, 36, 37, 21, 29, 7, 11, 28, 132, 44], [17, 313, 12, 25, 4, 4, 41, 16, 64, 85], [53, 25, 162, 63, 92, 66, 80, 32, 17, 19], [21, 7, 51, 201, 38, 140, 116, 33, 11, 26], [33, 16, 84, 52, 174, 32, 130, 71, 23, 14], [18, 10, 57, 157, 41, 173, 62, 45, 9, 11], [6, 8, 46, 72, 70, 21, 333, 17, 2, 15], [12, 13, 28, 52, 87, 63, 37, 252, 9, 36], [76, 73, 6, 33, 8, 7, 12, 11, 311, 57], [18, 144, 17, 18, 5, 10, 44, 35, 80, 241]]","[8, 9, 9, 5, 7, 9, 0, 3, 2, 8, 9, 2, 1, 8, 4, 0, 1, 1, 0, 7, 0, 4, 3, 4, 1, 9, 2, 5, 4, 1, 2, 2]","[2, 5, 8, 1, 2, 9, 5, 4, 6, 9, 9, 7, 3, 2, 5, 6, 0, 2, 8, 8, 1, 4, 4, 2, 4, 6, 0, 8, 6, 7, 8, 6]"
6,"['0.4728', '0.5129', '0.2824', '0.2314', '0.3005', '0.3465', '0.5271', '0.4380', '0.5051', '0.4199']","['0.4468', '0.5156', '0.2976', '0.2785', '0.3193', '0.3263', '0.4174', '0.4574', '0.4975', '0.4401']","['0.4728', '0.5129', '0.2824', '0.2314', '0.3005', '0.3465', '0.5271', '0.4380', '0.5051', '0.4199']","['0.4594', '0.5142', '0.2898', '0.2528', '0.3096', '0.3361', '0.4659', '0.4475', '0.5013', '0.4298']","['0.4728', '0.5129', '0.2824', '0.2314', '0.3005', '0.3465', '0.5271', '0.4380', '0.5051', '0.4199']","['0.9387', '0.9483', '0.9247', '0.9279', '0.9250', '0.9230', '0.9198', '0.9434', '0.9440', '0.9393']","[[269, 31, 34, 12, 27, 9, 10, 30, 104, 43], [32, 298, 10, 19, 6, 6, 40, 14, 55, 101], [60, 18, 172, 51, 98, 69, 63, 43, 14, 21], [24, 2, 72, 149, 45, 182, 90, 37, 13, 30], [35, 13, 98, 41, 189, 39, 106, 73, 21, 14], [23, 5, 74, 112, 47, 202, 47, 48, 10, 15], [8, 7, 54, 66, 79, 30, 311, 18, 4, 13], [23, 13, 38, 41, 84, 62, 27, 258, 6, 37], [98, 70, 9, 29, 7, 8, 12, 8, 300, 53], [30, 121, 17, 15, 10, 12, 39, 35, 76, 257]]","[4, 8, 2, 4, 4, 7, 5, 7, 7, 1, 0, 4, 6, 5, 6, 3, 4, 1, 4, 8, 3, 9, 6, 0, 3, 0, 6, 2, 0, 2, 7, 8]","[2, 4, 9, 6, 5, 3, 2, 1, 3, 5, 2, 2, 0, 9, 4, 5, 5, 4, 9, 2, 0, 9, 3, 6, 2, 6, 8, 2, 9, 8, 4, 6]"
7,"['0.4728', '0.4819', '0.2365', '0.2189', '0.2925', '0.3259', '0.6119', '0.4092', '0.4478', '0.4575']","['0.4536', '0.4853', '0.3165', '0.2814', '0.3056', '0.3259', '0.3574', '0.4573', '0.5288', '0.4314']","['0.4728', '0.4819', '0.2365', '0.2189', '0.2925', '0.3259', '0.6119', '0.4092', '0.4478', '0.4575']","['0.4630', '0.4836', '0.2707', '0.2463', '0.2989', '0.3259', '0.4512', '0.4319', '0.4850', '0.4441']","['0.4728', '0.4819', '0.2365', '0.2189', '0.2925', '0.3259', '0.6119', '0.4092', '0.4478', '0.4575']","['0.9403', '0.9452', '0.9423', '0.9328', '0.9222', '0.9275', '0.8800', '0.9471', '0.9562', '0.9315']","[[269, 38, 34, 15, 26, 10, 15, 28, 90, 44], [28, 280, 12, 12, 8, 5, 46, 17, 48, 125], [60, 18, 144, 44, 102, 69, 99, 41, 11, 21], [21, 3, 61, 141, 50, 164, 138, 29, 8, 29], [36, 11, 61, 41, 184, 37, 154, 67, 20, 18], [21, 6, 61, 113, 43, 190, 87, 40, 7, 15], [4, 7, 36, 56, 66, 24, 361, 21, 3, 12], [25, 10, 24, 40, 100, 66, 46, 241, 3, 34], [105, 79, 8, 23, 10, 7, 19, 6, 266, 71], [24, 125, 14, 16, 13, 11, 45, 37, 47, 280]]","[6, 8, 3, 8, 7, 3, 8, 0, 6, 9, 5, 6, 0, 4, 2, 3, 0, 4, 1, 1, 4, 4, 2, 6, 9, 4, 2, 0, 8, 0, 9, 3]","[2, 0, 9, 7, 8, 2, 3, 0, 6, 3, 0, 4, 9, 1, 5, 8, 7, 1, 8, 9, 6, 3, 4, 0, 5, 9, 4, 8, 7, 1, 4, 7]"
8,"['0.4218', '0.5456', '0.2430', '0.2438', '0.2655', '0.3877', '0.5695', '0.4431', '0.5034', '0.4265']","['0.4678', '0.4522', '0.3549', '0.2918', '0.3479', '0.3183', '0.3972', '0.4469', '0.5200', '0.4104']","['0.4218', '0.5456', '0.2430', '0.2438', '0.2655', '0.3877', '0.5695', '0.4431', '0.5034', '0.4265']","['0.4436', '0.4945', '0.2885', '0.2657', '0.3012', '0.3496', '0.4680', '0.4450', '0.5115', '0.4183']","['0.4218', '0.5456', '0.2430', '0.2438', '0.2655', '0.3877', '0.5695', '0.4431', '0.5034', '0.4265']","['0.9497', '0.9291', '0.9501', '0.9289', '0.9417', '0.9107', '0.9057', '0.9403', '0.9489', '0.9304']","[[240, 49, 29, 18, 23, 14, 11, 36, 105, 44], [25, 317, 7, 17, 4, 5, 28, 14, 53, 111], [53, 26, 148, 47, 82, 94, 83, 41, 10, 25], [19, 9, 43, 157, 32, 188, 110, 38, 10, 38], [29, 19, 72, 36, 167, 55, 134, 77, 21, 19], [16, 10, 46, 110, 34, 226, 62, 49, 8, 22], [5, 14, 33, 66, 60, 33, 336, 23, 3, 17], [24, 13, 22, 45, 66, 73, 37, 261, 5, 43], [84, 87, 6, 28, 8, 11, 9, 6, 299, 56], [18, 157, 11, 14, 4, 11, 36, 39, 61, 261]]","[9, 7, 2, 9, 8, 0, 6, 3, 5, 1, 3, 9, 6, 9, 3, 7, 1, 6, 4, 8, 7, 0, 5, 9, 6, 4, 0, 2, 3, 5, 9, 2]","[9, 6, 4, 6, 5, 3, 7, 0, 3, 9, 4, 1, 3, 0, 3, 9, 4, 5, 3, 3, 1, 9, 2, 6, 3, 6, 1, 3, 6, 9, 2, 7]"
9,"['0.4271', '0.4923', '0.3087', '0.2376', '0.2719', '0.3619', '0.5288', '0.4397', '0.4680', '0.4690']","['0.4559', '0.4791', '0.3281', '0.2844', '0.2969', '0.3436', '0.3964', '0.4878', '0.5148', '0.4037']","['0.4271', '0.4923', '0.3087', '0.2376', '0.2719', '0.3619', '0.5288', '0.4397', '0.4680', '0.4690']","['0.4410', '0.4856', '0.3181', '0.2589', '0.2838', '0.3525', '0.4532', '0.4625', '0.4903', '0.4339']","['0.4271', '0.4923', '0.3087', '0.2376', '0.2719', '0.3619', '0.5288', '0.4397', '0.4680', '0.4690']","['0.9466', '0.9426', '0.9286', '0.9281', '0.9246', '0.9256', '0.9122', '0.9497', '0.9515', '0.9213']","[[243, 41, 37, 16, 25, 12, 12, 31, 96, 56], [25, 286, 10, 20, 8, 4, 34, 15, 50, 129], [53, 23, 188, 48, 90, 62, 73, 31, 14, 27], [25, 5, 71, 153, 47, 164, 99, 33, 10, 37], [29, 14, 106, 34, 171, 47, 121, 68, 20, 19], [17, 7, 61, 111, 50, 211, 57, 37, 11, 21], [6, 9, 51, 64, 70, 36, 312, 15, 5, 22], [19, 11, 27, 45, 92, 60, 34, 259, 5, 37], [90, 76, 7, 30, 11, 9, 11, 6, 278, 76], [26, 125, 15, 17, 12, 9, 34, 36, 51, 287]]","[5, 6, 3, 4, 1, 6, 8, 5, 8, 7, 8, 3, 1, 0, 1, 2, 2, 2, 8, 3, 4, 5, 9, 8, 4, 5, 5, 5, 1, 4, 3, 9]","[6, 2, 4, 5, 6, 7, 6, 8, 7, 2, 0, 1, 8, 5, 5, 9, 6, 4, 2, 8, 1, 2, 0, 6, 8, 6, 2, 3, 0, 1, 9, 3]"
