cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.4060', '0.6196', '0.0657', '0.0171', '0.0000', '0.1870', '0.7119', '0.3311', '0.1987', '0.3301']","['0.3990', '0.3015', '0.2878', '0.3667', '0.0000', '0.2891', '0.2154', '0.2291', '0.4027', '0.3447']","['0.4060', '0.6196', '0.0657', '0.0171', '0.0000', '0.1870', '0.7119', '0.3311', '0.1987', '0.3301']","['0.4024', '0.4056', '0.1070', '0.0326', '0.0000', '0.2271', '0.3307', '0.2708', '0.2661', '0.3372']","['0.4060', '0.6196', '0.0657', '0.0171', '0.0000', '0.1870', '0.7119', '0.3311', '0.1987', '0.3301']","['0.9359', '0.8461', '0.9816', '0.9965', '0.9998', '0.9505', '0.7172', '0.8788', '0.9676', '0.9287']","[[231, 103, 11, 0, 0, 21, 24, 55, 63, 61], [25, 360, 1, 1, 0, 4, 47, 41, 24, 78], [64, 71, 40, 1, 0, 27, 280, 91, 10, 25], [13, 72, 18, 11, 0, 88, 291, 114, 6, 31], [29, 38, 13, 2, 0, 36, 396, 84, 10, 21], [18, 65, 24, 3, 1, 109, 227, 104, 15, 17], [12, 41, 12, 1, 0, 21, 420, 73, 0, 10], [13, 52, 11, 6, 0, 41, 215, 195, 6, 50], [151, 169, 6, 2, 0, 22, 12, 23, 118, 91], [23, 223, 3, 3, 0, 8, 38, 71, 41, 202]]",-1,-1
1,"['0.4288', '0.6988', '0.0460', '0.0155', '0.0731', '0.4031', '0.6203', '0.3854', '0.1835', '0.4134']","['0.3929', '0.3527', '0.4058', '0.2564', '0.2170', '0.2808', '0.2798', '0.2778', '0.4192', '0.3688']","['0.4288', '0.6988', '0.0460', '0.0155', '0.0731', '0.4031', '0.6203', '0.3854', '0.1835', '0.4134']","['0.4101', '0.4688', '0.0826', '0.0293', '0.1094', '0.3310', '0.3857', '0.3229', '0.2553', '0.3898']","['0.4288', '0.6988', '0.0460', '0.0155', '0.0731', '0.4031', '0.6203', '0.3854', '0.1835', '0.4134']","['0.9306', '0.8625', '0.9924', '0.9946', '0.9691', '0.8889', '0.8259', '0.8910', '0.9721', '0.9196']","[[244, 102, 4, 1, 1, 21, 18, 48, 51, 79], [15, 406, 0, 0, 2, 6, 24, 18, 17, 93], [65, 55, 28, 4, 47, 80, 210, 90, 11, 19], [22, 38, 9, 10, 33, 196, 164, 128, 9, 35], [42, 33, 6, 4, 46, 85, 297, 87, 6, 23], [28, 35, 5, 5, 26, 235, 111, 101, 12, 25], [12, 35, 9, 6, 21, 55, 366, 69, 2, 15], [14, 45, 3, 6, 36, 122, 84, 227, 10, 42], [160, 176, 3, 0, 0, 20, 12, 12, 109, 102], [19, 226, 2, 3, 0, 17, 22, 37, 33, 253]]","[3, 9, 8, 2, 5, 9, 7, 9, 1, 9, 0, 7, 4, 8, 3, 3, 7, 8, 8, 7, 6, 2, 3, 2, 8, 6, 0, 1, 2, 9, 0, 4]","[8, 0, 4, 4, 2, 7, 3, 2, 2, 6, 3, 0, 7, 2, 5, 2, 4, 0, 2, 4, 5, 6, 2, 0, 2, 8, 1, 2, 3, 5, 7, 4]"
2,"['0.4218', '0.6403', '0.0887', '0.0839', '0.1749', '0.5214', '0.4949', '0.4601', '0.3923', '0.4690']","['0.4888', '0.4057', '0.3699', '0.3103', '0.3416', '0.2749', '0.3782', '0.3207', '0.4481', '0.4059']","['0.4218', '0.6403', '0.0887', '0.0839', '0.1749', '0.5214', '0.4949', '0.4601', '0.3923', '0.4690']","['0.4528', '0.4967', '0.1430', '0.1320', '0.2313', '0.3600', '0.4288', '0.3780', '0.4183', '0.4352']","['0.4218', '0.6403', '0.0887', '0.0839', '0.1749', '0.5214', '0.4949', '0.4601', '0.3923', '0.4690']","['0.9538', '0.8994', '0.9829', '0.9776', '0.9605', '0.8519', '0.9113', '0.8939', '0.9469', '0.9220']","[[240, 72, 12, 5, 2, 26, 12, 49, 103, 48], [9, 372, 1, 4, 1, 4, 17, 21, 37, 115], [53, 43, 54, 11, 82, 137, 104, 89, 15, 21], [11, 27, 16, 54, 29, 254, 87, 111, 16, 39], [36, 25, 22, 10, 110, 120, 159, 106, 16, 25], [11, 22, 15, 31, 22, 304, 44, 95, 20, 19], [6, 29, 14, 40, 53, 76, 292, 52, 3, 25], [12, 31, 8, 9, 22, 143, 34, 271, 12, 47], [101, 127, 3, 3, 0, 23, 7, 16, 233, 81], [12, 169, 1, 7, 1, 19, 16, 35, 65, 287]]","[0, 4, 7, 9, 6, 6, 6, 9, 7, 2, 5, 1, 0, 2, 7, 3, 4, 6, 4, 6, 8, 6, 9, 5, 8, 9, 6, 9, 3, 5, 0, 4]","[6, 4, 2, 0, 0, 0, 4, 2, 8, 0, 2, 8, 4, 6, 3, 4, 0, 0, 0, 5, 2, 4, 9, 3, 4, 6, 8, 2, 2, 4, 3, 4]"
3,"['0.4815', '0.5370', '0.1527', '0.1506', '0.1479', '0.4871', '0.6322', '0.4771', '0.3283', '0.5082']","['0.4621', '0.4837', '0.3069', '0.3233', '0.3633', '0.3074', '0.3467', '0.3427', '0.4839', '0.4574']","['0.4815', '0.5370', '0.1527', '0.1506', '0.1479', '0.4871', '0.6322', '0.4771', '0.3283', '0.5082']","['0.4716', '0.5090', '0.2039', '0.2055', '0.2102', '0.3769', '0.4478', '0.3989', '0.3912', '0.4814']","['0.4815', '0.5370', '0.1527', '0.1506', '0.1479', '0.4871', '0.6322', '0.4771', '0.3283', '0.5082']","['0.9413', '0.9385', '0.9610', '0.9621', '0.9697', '0.8819', '0.8701', '0.9004', '0.9615', '0.9315']","[[274, 44, 19, 14, 4, 18, 16, 49, 83, 48], [19, 312, 1, 13, 1, 3, 30, 32, 32, 138], [54, 23, 93, 26, 60, 113, 141, 81, 10, 8], [11, 13, 39, 97, 16, 211, 150, 76, 9, 22], [36, 14, 55, 21, 93, 87, 198, 99, 9, 17], [11, 10, 36, 44, 18, 284, 66, 91, 14, 9], [6, 11, 23, 41, 30, 58, 373, 33, 1, 14], [10, 17, 22, 27, 30, 118, 52, 281, 5, 27], [150, 88, 10, 5, 3, 15, 16, 26, 195, 86], [22, 113, 5, 12, 1, 17, 34, 52, 45, 311]]","[9, 2, 5, 8, 9, 9, 1, 3, 9, 4, 4, 1, 1, 7, 7, 1, 5, 1, 6, 2, 0, 4, 6, 6, 1, 0, 9, 9, 0, 6, 9, 5]","[3, 2, 2, 2, 4, 3, 4, 2, 4, 8, 3, 6, 0, 3, 4, 8, 8, 8, 3, 2, 5, 2, 0, 6, 8, 8, 8, 4, 4, 0, 4, 0]"
4,"['0.4587', '0.5938', '0.1593', '0.2127', '0.3243', '0.4820', '0.5322', '0.4431', '0.3889', '0.4690']","['0.4720', '0.4852', '0.2948', '0.3301', '0.3523', '0.3161', '0.3915', '0.3931', '0.4894', '0.4898']","['0.4587', '0.5938', '0.1593', '0.2127', '0.3243', '0.4820', '0.5322', '0.4431', '0.3889', '0.4690']","['0.4652', '0.5341', '0.2068', '0.2587', '0.3377', '0.3818', '0.4511', '0.4166', '0.4334', '0.4791']","['0.4587', '0.5938', '0.1593', '0.2127', '0.3243', '0.4820', '0.5322', '0.4431', '0.3889', '0.4690']","['0.9462', '0.9325', '0.9570', '0.9481', '0.9302', '0.8878', '0.9098', '0.9255', '0.9554', '0.9445']","[[261, 49, 25, 12, 21, 22, 11, 41, 95, 32], [19, 345, 2, 13, 4, 7, 22, 22, 31, 116], [44, 23, 97, 33, 125, 114, 92, 56, 14, 11], [10, 10, 46, 137, 43, 202, 114, 57, 8, 17], [28, 14, 44, 29, 204, 80, 129, 75, 13, 13], [9, 11, 46, 63, 38, 281, 44, 68, 17, 6], [10, 9, 27, 66, 79, 43, 314, 25, 2, 15], [15, 16, 27, 35, 52, 105, 41, 261, 5, 32], [142, 90, 10, 8, 9, 16, 12, 19, 231, 57], [15, 144, 5, 19, 4, 19, 23, 40, 56, 287]]","[8, 4, 8, 3, 0, 4, 0, 1, 1, 9, 8, 0, 3, 6, 4, 9, 4, 2, 0, 5, 5, 5, 2, 6, 6, 7, 8, 6, 9, 8, 1, 9]","[8, 4, 8, 2, 7, 2, 8, 0, 2, 4, 2, 7, 4, 7, 3, 8, 4, 8, 4, 4, 2, 9, 0, 1, 5, 2, 4, 2, 4, 3, 1, 6]"
5,"['0.4112', '0.5542', '0.2118', '0.1693', '0.3482', '0.4631', '0.5932', '0.4211', '0.4714', '0.5343']","['0.5154', '0.5194', '0.3079', '0.3879', '0.3561', '0.3297', '0.3780', '0.4397', '0.4786', '0.4561']","['0.4112', '0.5542', '0.2118', '0.1693', '0.3482', '0.4631', '0.5932', '0.4211', '0.4714', '0.5343']","['0.4575', '0.5362', '0.2510', '0.2357', '0.3521', '0.3852', '0.4617', '0.4302', '0.4750', '0.4921']","['0.4112', '0.5542', '0.2118', '0.1693', '0.3482', '0.4631', '0.5932', '0.4211', '0.4714', '0.5343']","['0.9595', '0.9450', '0.9462', '0.9679', '0.9263', '0.8987', '0.8935', '0.9416', '0.9436', '0.9276']","[[234, 40, 33, 12, 29, 16, 13, 29, 124, 39], [12, 322, 4, 4, 4, 10, 28, 13, 47, 137], [42, 23, 129, 24, 122, 93, 95, 50, 15, 16], [8, 9, 58, 109, 44, 193, 138, 51, 11, 23], [26, 9, 52, 16, 219, 64, 150, 57, 14, 22], [4, 9, 61, 49, 42, 270, 62, 55, 18, 13], [9, 8, 30, 34, 72, 40, 350, 20, 2, 25], [11, 16, 32, 19, 72, 97, 45, 248, 6, 43], [98, 79, 15, 3, 7, 13, 15, 12, 280, 72], [10, 105, 5, 11, 4, 23, 30, 29, 68, 327]]","[8, 4, 6, 3, 4, 6, 4, 8, 4, 8, 5, 0, 6, 9, 5, 0, 6, 9, 9, 2, 0, 5, 7, 5, 5, 9, 4, 7, 0, 9, 0, 0]","[2, 4, 2, 1, 4, 8, 8, 7, 9, 2, 0, 0, 0, 1, 3, 5, 8, 5, 2, 4, 7, 9, 4, 8, 9, 7, 8, 3, 1, 7, 5, 6]"
6,"['0.4077', '0.5972', '0.1757', '0.1429', '0.3545', '0.4837', '0.5441', '0.4194', '0.5673', '0.4559']","['0.4774', '0.5022', '0.3603', '0.3345', '0.3374', '0.3130', '0.3948', '0.4549', '0.4585', '0.4666']","['0.4077', '0.5972', '0.1757', '0.1429', '0.3545', '0.4837', '0.5441', '0.4194', '0.5673', '0.4559']","['0.4398', '0.5456', '0.2362', '0.2002', '0.3457', '0.3801', '0.4576', '0.4364', '0.5071', '0.4612']","['0.4077', '0.5972', '0.1757', '0.1429', '0.3545', '0.4837', '0.5441', '0.4194', '0.5673', '0.4559']","['0.9532', '0.9365', '0.9648', '0.9658', '0.9185', '0.8857', '0.9091', '0.9453', '0.9264', '0.9408']","[[232, 36, 24, 8, 26, 22, 8, 29, 151, 33], [10, 347, 2, 7, 3, 10, 25, 11, 62, 104], [49, 29, 107, 19, 135, 105, 85, 46, 24, 10], [14, 12, 44, 92, 55, 218, 118, 51, 15, 25], [37, 11, 34, 16, 223, 80, 140, 46, 21, 21], [6, 13, 39, 52, 52, 282, 50, 60, 20, 9], [13, 14, 16, 46, 79, 50, 321, 18, 4, 29], [23, 17, 18, 18, 73, 104, 35, 247, 13, 41], [88, 74, 8, 3, 11, 11, 8, 7, 337, 47], [14, 138, 5, 14, 4, 19, 23, 28, 88, 279]]","[5, 4, 7, 4, 9, 9, 5, 2, 5, 2, 5, 5, 9, 4, 4, 6, 1, 0, 9, 2, 4, 8, 3, 4, 3, 5, 2, 6, 1, 1, 9, 5]","[2, 0, 2, 9, 6, 4, 6, 0, 1, 1, 1, 2, 0, 7, 5, 8, 3, 1, 4, 4, 2, 4, 4, 4, 7, 8, 2, 8, 5, 3, 3, 3]"
7,"['0.4095', '0.6454', '0.1790', '0.2283', '0.3180', '0.4168', '0.5305', '0.4907', '0.4444', '0.4542']","['0.5076', '0.4551', '0.3574', '0.3259', '0.3584', '0.3115', '0.4118', '0.4025', '0.5136', '0.4406']","['0.4095', '0.6454', '0.1790', '0.2283', '0.3180', '0.4168', '0.5305', '0.4907', '0.4444', '0.4542']","['0.4533', '0.5338', '0.2385', '0.2685', '0.3370', '0.3566', '0.4637', '0.4422', '0.4765', '0.4473']","['0.4095', '0.6454', '0.1790', '0.2283', '0.3180', '0.4168', '0.5305', '0.4907', '0.4444', '0.4542']","['0.9584', '0.9171', '0.9636', '0.9432', '0.9333', '0.9009', '0.9174', '0.9207', '0.9538', '0.9345']","[[233, 59, 28, 8, 24, 23, 8, 34, 115, 37], [13, 375, 4, 9, 3, 7, 17, 16, 32, 105], [46, 30, 109, 38, 118, 95, 79, 67, 9, 18], [10, 15, 36, 147, 43, 177, 105, 70, 10, 31], [26, 14, 37, 33, 200, 71, 129, 82, 15, 22], [5, 12, 35, 88, 43, 243, 47, 83, 16, 11], [10, 15, 26, 79, 61, 31, 313, 22, 2, 31], [14, 16, 17, 26, 54, 96, 31, 289, 5, 41], [93, 115, 8, 8, 11, 13, 10, 15, 264, 57], [9, 173, 5, 15, 1, 24, 21, 40, 46, 278]]","[5, 3, 7, 2, 1, 5, 3, 9, 7, 4, 3, 1, 0, 8, 3, 5, 9, 2, 4, 5, 1, 9, 5, 9, 2, 6, 4, 8, 4, 7, 5, 6]","[7, 2, 2, 0, 4, 1, 0, 7, 9, 4, 5, 9, 3, 8, 4, 4, 2, 3, 5, 0, 6, 0, 2, 6, 0, 0, 4, 0, 1, 9, 2, 2]"
8,"['0.4042', '0.6196', '0.1987', '0.2671', '0.3720', '0.4065', '0.5068', '0.4278', '0.5337', '0.4363']","['0.5033', '0.4959', '0.3201', '0.3050', '0.3524', '0.3260', '0.4223', '0.4541', '0.4796', '0.4768']","['0.4042', '0.6196', '0.1987', '0.2671', '0.3720', '0.4065', '0.5068', '0.4278', '0.5337', '0.4363']","['0.4483', '0.5509', '0.2452', '0.2848', '0.3619', '0.3618', '0.4607', '0.4406', '0.5052', '0.4556']","['0.4042', '0.6196', '0.1987', '0.2671', '0.3720', '0.4065', '0.5068', '0.4278', '0.5337', '0.4363']","['0.9582', '0.9325', '0.9523', '0.9268', '0.9199', '0.9095', '0.9244', '0.9440', '0.9364', '0.9456']","[[230, 45, 30, 14, 24, 23, 8, 27, 136, 32], [14, 360, 5, 18, 6, 8, 15, 14, 44, 97], [50, 26, 121, 47, 124, 86, 75, 48, 17, 15], [13, 11, 45, 172, 53, 168, 99, 47, 18, 18], [31, 8, 58, 42, 234, 64, 111, 51, 19, 11], [5, 11, 39, 103, 49, 237, 49, 53, 26, 11], [10, 15, 34, 89, 78, 29, 299, 13, 3, 20], [15, 17, 29, 42, 77, 86, 27, 252, 10, 34], [78, 86, 11, 13, 13, 7, 4, 10, 317, 55], [11, 147, 6, 24, 6, 19, 21, 40, 71, 267]]","[4, 6, 9, 6, 0, 6, 2, 3, 0, 7, 9, 8, 6, 8, 3, 0, 7, 8, 4, 8, 5, 3, 1, 9, 4, 1, 3, 0, 0, 8, 3, 6]","[4, 8, 1, 7, 2, 1, 8, 5, 4, 3, 8, 5, 0, 2, 8, 8, 2, 8, 4, 4, 6, 6, 1, 0, 5, 4, 8, 5, 6, 0, 0, 2]"
9,"['0.4200', '0.5577', '0.3103', '0.2050', '0.2925', '0.4185', '0.5153', '0.4618', '0.4832', '0.4837']","['0.5162', '0.5217', '0.3166', '0.3235', '0.3262', '0.3169', '0.4097', '0.4283', '0.5315', '0.4485']","['0.4200', '0.5577', '0.3103', '0.2050', '0.2925', '0.4185', '0.5153', '0.4618', '0.4832', '0.4837']","['0.4632', '0.5391', '0.3134', '0.2510', '0.3085', '0.3607', '0.4565', '0.4444', '0.5062', '0.4654']","['0.4200', '0.5577', '0.3103', '0.2050', '0.2925', '0.4185', '0.5153', '0.4618', '0.4832', '0.4837']","['0.9588', '0.9452', '0.9243', '0.9485', '0.9292', '0.9029', '0.9190', '0.9329', '0.9532', '0.9324']","[[239, 41, 39, 12, 32, 25, 8, 35, 103, 35], [17, 324, 6, 9, 7, 13, 20, 18, 41, 126], [40, 20, 189, 37, 97, 84, 75, 45, 7, 15], [13, 7, 71, 132, 49, 180, 106, 54, 8, 24], [25, 7, 114, 28, 184, 59, 113, 66, 16, 17], [6, 11, 61, 73, 40, 244, 52, 72, 13, 11], [8, 9, 61, 61, 69, 35, 304, 17, 2, 24], [13, 13, 37, 30, 65, 87, 30, 272, 6, 36], [88, 73, 12, 8, 13, 16, 7, 14, 287, 76], [14, 116, 7, 18, 8, 27, 27, 42, 57, 296]]","[9, 0, 0, 7, 1, 2, 8, 4, 3, 0, 8, 8, 6, 0, 9, 1, 5, 2, 4, 8, 7, 0, 5, 3, 3, 1, 8, 1, 2, 3, 4, 2]","[0, 7, 4, 1, 9, 7, 2, 1, 5, 7, 4, 9, 3, 0, 2, 4, 6, 8, 8, 4, 7, 9, 4, 6, 0, 3, 3, 5, 0, 6, 4, 2]"
