cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.4359', '0.2513', '0.0213', '0.0590', '0.0238', '0.3774', '0.7017', '0.1154', '0.2593', '0.4477']","['0.3605', '0.3341', '0.2708', '0.1659', '0.1456', '0.2730', '0.2142', '0.1456', '0.3949', '0.3048']","['0.4359', '0.2513', '0.0213', '0.0590', '0.0238', '0.3774', '0.7017', '0.1154', '0.2593', '0.4477']","['0.3946', '0.2868', '0.0396', '0.0871', '0.0410', '0.3168', '0.3282', '0.1288', '0.3130', '0.3627']","['0.4359', '0.2513', '0.0213', '0.0590', '0.0238', '0.3774', '0.7017', '0.1154', '0.2593', '0.4477']","['0.9190', '0.9463', '0.9935', '0.9643', '0.9836', '0.8918', '0.7192', '0.9263', '0.9563', '0.8840']","[[248, 31, 0, 21, 7, 32, 31, 35, 79, 85], [28, 146, 1, 14, 9, 56, 109, 36, 57, 125], [87, 19, 13, 32, 14, 58, 287, 48, 5, 46], [35, 15, 9, 38, 10, 177, 224, 74, 4, 58], [38, 16, 3, 23, 15, 49, 401, 34, 10, 40], [31, 25, 5, 32, 13, 220, 177, 50, 1, 29], [14, 11, 4, 22, 9, 49, 414, 46, 0, 21], [20, 46, 8, 26, 12, 73, 215, 68, 10, 111], [159, 53, 3, 14, 5, 61, 17, 18, 154, 110], [28, 75, 2, 7, 9, 31, 58, 58, 70, 274]]",-1,-1
1,"['0.3656', '0.4819', '0.1117', '0.1444', '0.0731', '0.4117', '0.5831', '0.2530', '0.4007', '0.4363']","['0.4289', '0.3440', '0.3163', '0.2053', '0.2473', '0.3034', '0.2808', '0.2496', '0.4183', '0.4015']","['0.3656', '0.4819', '0.1117', '0.1444', '0.0731', '0.4117', '0.5831', '0.2530', '0.4007', '0.4363']","['0.3947', '0.4014', '0.1650', '0.1696', '0.1129', '0.3493', '0.3791', '0.2513', '0.4093', '0.4182']","['0.3656', '0.4819', '0.1117', '0.1444', '0.0731', '0.4117', '0.5831', '0.2530', '0.4007', '0.4363']","['0.9490', '0.9015', '0.9727', '0.9328', '0.9739', '0.8983', '0.8372', '0.9172', '0.9388', '0.9261']","[[208, 62, 18, 24, 5, 20, 14, 45, 123, 50], [15, 280, 5, 9, 9, 26, 38, 21, 67, 111], [62, 50, 68, 77, 43, 52, 181, 45, 11, 20], [19, 49, 25, 93, 15, 171, 132, 91, 9, 40], [38, 35, 24, 42, 46, 61, 286, 65, 20, 12], [16, 37, 21, 73, 10, 240, 99, 59, 11, 17], [5, 28, 15, 42, 22, 60, 344, 60, 2, 12], [13, 51, 24, 73, 34, 94, 92, 149, 11, 48], [100, 80, 10, 10, 0, 40, 11, 17, 238, 88], [9, 142, 5, 10, 2, 27, 28, 45, 77, 267]]","[9, 4, 5, 8, 0, 7, 3, 0, 2, 1, 5, 7, 3, 6, 8, 1, 9, 3, 0, 3, 6, 4, 2, 6, 2, 1, 2, 9, 9, 7, 2, 2]","[5, 0, 0, 8, 0, 0, 8, 6, 8, 0, 1, 0, 4, 0, 1, 0, 0, 9, 8, 4, 2, 4, 0, 2, 5, 6, 2, 4, 9, 5, 8, 1]"
2,"['0.3568', '0.4923', '0.1215', '0.1025', '0.1145', '0.4254', '0.6559', '0.4075', '0.5067', '0.4069']","['0.4915', '0.4086', '0.3348', '0.2454', '0.3200', '0.3159', '0.2831', '0.3101', '0.4306', '0.4552']","['0.3568', '0.4923', '0.1215', '0.1025', '0.1145', '0.4254', '0.6559', '0.4075', '0.5067', '0.4069']","['0.4134', '0.4465', '0.1783', '0.1446', '0.1686', '0.3626', '0.3955', '0.3522', '0.4656', '0.4297']","['0.3568', '0.4923', '0.1215', '0.1025', '0.1145', '0.4254', '0.6559', '0.4075', '0.5067', '0.4069']","['0.9613', '0.9236', '0.9727', '0.9621', '0.9715', '0.9009', '0.8189', '0.9013', '0.9264', '0.9447']","[[203, 53, 20, 12, 11, 20, 16, 59, 139, 36], [6, 286, 3, 15, 5, 19, 47, 31, 81, 88], [55, 41, 74, 35, 57, 54, 185, 86, 11, 11], [13, 40, 27, 66, 12, 184, 172, 88, 10, 32], [31, 22, 22, 19, 72, 63, 289, 77, 25, 9], [11, 17, 24, 46, 11, 248, 120, 74, 16, 16], [8, 16, 18, 23, 25, 51, 387, 48, 6, 8], [9, 29, 22, 23, 29, 90, 103, 240, 15, 29], [72, 61, 10, 11, 0, 32, 17, 21, 301, 69], [5, 135, 1, 19, 3, 24, 31, 50, 95, 249]]","[0, 0, 3, 3, 2, 2, 4, 5, 3, 8, 3, 2, 3, 6, 4, 0, 5, 6, 2, 2, 4, 1, 5, 4, 9, 9, 0, 9, 5, 1, 4, 5]","[4, 8, 6, 3, 4, 2, 0, 0, 2, 3, 8, 6, 8, 2, 1, 6, 2, 0, 8, 2, 2, 8, 2, 3, 2, 6, 8, 2, 5, 8, 7, 0]"
3,"['0.4288', '0.5146', '0.2266', '0.1770', '0.1876', '0.4545', '0.5763', '0.4211', '0.4747', '0.3938']","['0.4959', '0.4259', '0.3520', '0.2747', '0.3512', '0.3103', '0.3343', '0.3548', '0.4870', '0.4689']","['0.4288', '0.5146', '0.2266', '0.1770', '0.1876', '0.4545', '0.5763', '0.4211', '0.4747', '0.3938']","['0.4599', '0.4661', '0.2757', '0.2153', '0.2446', '0.3688', '0.4231', '0.3851', '0.4808', '0.4281']","['0.4288', '0.5146', '0.2266', '0.1770', '0.1876', '0.4545', '0.5763', '0.4211', '0.4747', '0.3938']","['0.9543', '0.9256', '0.9529', '0.9438', '0.9594', '0.8913', '0.8749', '0.9167', '0.9451', '0.9493']","[[244, 56, 38, 14, 10, 18, 14, 47, 99, 29], [13, 299, 7, 20, 3, 22, 32, 33, 58, 94], [55, 31, 138, 42, 63, 57, 139, 65, 8, 11], [14, 25, 37, 114, 23, 186, 135, 67, 11, 32], [36, 20, 53, 30, 118, 75, 195, 77, 14, 11], [8, 11, 35, 70, 21, 265, 84, 59, 15, 15], [5, 19, 35, 46, 35, 73, 340, 28, 1, 8], [13, 24, 29, 40, 53, 102, 44, 248, 10, 26], [91, 79, 17, 14, 4, 24, 15, 21, 282, 47], [13, 138, 3, 25, 6, 32, 19, 54, 81, 241]]","[4, 7, 5, 2, 7, 7, 2, 0, 4, 0, 5, 6, 0, 8, 6, 5, 6, 9, 0, 7, 0, 2, 9, 3, 1, 3, 7, 5, 8, 5, 8, 4]","[9, 4, 7, 8, 0, 4, 8, 9, 8, 6, 2, 5, 1, 4, 9, 4, 4, 8, 6, 6, 3, 4, 8, 3, 2, 8, 2, 7, 3, 0, 9, 1]"
4,"['0.4394', '0.5473', '0.2381', '0.1351', '0.2417', '0.3979', '0.6017', '0.4329', '0.5084', '0.3938']","['0.4521', '0.4061', '0.3494', '0.2910', '0.3400', '0.3591', '0.3378', '0.4093', '0.4569', '0.4617']","['0.4394', '0.5473', '0.2381', '0.1351', '0.2417', '0.3979', '0.6017', '0.4329', '0.5084', '0.3938']","['0.4456', '0.4663', '0.2832', '0.1845', '0.2825', '0.3775', '0.4327', '0.4208', '0.4813', '0.4250']","['0.4394', '0.5473', '0.2381', '0.1351', '0.2417', '0.3979', '0.6017', '0.4329', '0.5084', '0.3938']","['0.9442', '0.9142', '0.9499', '0.9604', '0.9451', '0.9236', '0.8713', '0.9320', '0.9336', '0.9478']","[[250, 59, 34, 9, 17, 10, 15, 34, 111, 30], [22, 318, 11, 14, 7, 8, 23, 16, 72, 90], [59, 38, 145, 27, 89, 39, 138, 51, 9, 14], [19, 36, 48, 87, 26, 148, 164, 58, 19, 39], [39, 22, 46, 23, 152, 51, 197, 69, 18, 12], [13, 24, 45, 52, 27, 232, 95, 61, 18, 16], [9, 25, 32, 35, 47, 50, 355, 25, 2, 10], [18, 35, 37, 24, 66, 75, 37, 255, 11, 31], [111, 75, 13, 12, 7, 12, 11, 12, 302, 39], [13, 151, 4, 16, 9, 21, 16, 42, 99, 241]]","[7, 1, 9, 5, 4, 0, 6, 1, 3, 5, 8, 9, 5, 2, 5, 4, 8, 1, 4, 5, 4, 2, 1, 2, 4, 7, 2, 0, 1, 9, 8, 6]","[9, 2, 1, 2, 9, 4, 6, 1, 1, 3, 8, 5, 6, 5, 6, 3, 6, 4, 7, 8, 9, 9, 9, 1, 0, 9, 5, 0, 0, 3, 4, 5]"
5,"['0.3251', '0.4888', '0.2693', '0.2391', '0.2893', '0.3396', '0.5559', '0.3990', '0.6077', '0.4559']","['0.4719', '0.4424', '0.3124', '0.3305', '0.3454', '0.3860', '0.3723', '0.4493', '0.4183', '0.4177']","['0.3251', '0.4888', '0.2693', '0.2391', '0.2893', '0.3396', '0.5559', '0.3990', '0.6077', '0.4559']","['0.3850', '0.4644', '0.2892', '0.2775', '0.3149', '0.3613', '0.4460', '0.4227', '0.4955', '0.4359']","['0.3251', '0.4888', '0.2693', '0.2391', '0.2893', '0.3396', '0.5559', '0.3990', '0.6077', '0.4559']","['0.9619', '0.9339', '0.9330', '0.9417', '0.9358', '0.9418', '0.8978', '0.9468', '0.9071', '0.9278']","[[185, 46, 40, 14, 22, 8, 12, 25, 178, 39], [11, 284, 8, 10, 10, 5, 22, 11, 89, 131], [55, 28, 164, 40, 90, 26, 114, 50, 16, 26], [13, 26, 61, 154, 29, 110, 132, 49, 28, 42], [31, 18, 81, 37, 182, 40, 149, 47, 28, 16], [10, 19, 57, 86, 30, 198, 77, 53, 30, 23], [8, 25, 47, 50, 64, 38, 328, 15, 2, 13], [18, 27, 43, 39, 78, 65, 24, 235, 14, 46], [54, 59, 17, 14, 8, 10, 9, 9, 361, 53], [7, 110, 7, 22, 14, 13, 14, 29, 117, 279]]","[0, 3, 9, 5, 4, 7, 6, 2, 0, 0, 7, 5, 3, 2, 9, 2, 6, 1, 2, 6, 5, 2, 0, 6, 4, 2, 7, 9, 2, 8, 7, 7]","[4, 6, 6, 3, 2, 8, 2, 6, 2, 6, 2, 3, 0, 2, 9, 7, 9, 1, 7, 6, 1, 6, 8, 8, 4, 4, 7, 3, 1, 6, 7, 6]"
6,"['0.4429', '0.5215', '0.3186', '0.2345', '0.2067', '0.4237', '0.5932', '0.4465', '0.5084', '0.4020']","['0.4624', '0.4764', '0.3398', '0.3166', '0.3552', '0.3276', '0.3850', '0.4574', '0.4801', '0.4572']","['0.4429', '0.5215', '0.3186', '0.2345', '0.2067', '0.4237', '0.5932', '0.4465', '0.5084', '0.4020']","['0.4524', '0.4979', '0.3288', '0.2694', '0.2613', '0.3695', '0.4670', '0.4519', '0.4939', '0.4278']","['0.4429', '0.5215', '0.3186', '0.2345', '0.2067', '0.4237', '0.5932', '0.4465', '0.5084', '0.4020']","['0.9461', '0.9385', '0.9301', '0.9391', '0.9561', '0.9064', '0.8967', '0.9423', '0.9395', '0.9458']","[[252, 43, 47, 14, 22, 15, 12, 27, 102, 35], [21, 303, 10, 16, 9, 14, 21, 15, 75, 97], [62, 16, 194, 39, 50, 49, 127, 53, 8, 11], [16, 22, 59, 151, 23, 172, 112, 43, 12, 34], [43, 9, 89, 37, 130, 62, 164, 65, 14, 16], [11, 12, 54, 83, 15, 247, 75, 53, 15, 18], [6, 17, 46, 53, 42, 55, 350, 11, 1, 9], [13, 24, 41, 37, 50, 98, 22, 263, 8, 33], [104, 65, 21, 17, 13, 15, 8, 10, 302, 39], [17, 125, 10, 30, 12, 27, 18, 35, 92, 246]]","[5, 7, 4, 4, 7, 6, 2, 1, 6, 8, 2, 7, 5, 2, 1, 7, 4, 8, 8, 8, 5, 1, 5, 9, 0, 4, 5, 8, 4, 7, 4, 4]","[7, 3, 6, 6, 0, 9, 9, 8, 4, 6, 3, 0, 2, 6, 1, 4, 9, 3, 1, 3, 3, 3, 4, 7, 9, 9, 3, 3, 1, 0, 5, 0]"
7,"['0.4359', '0.4957', '0.3498', '0.1848', '0.2353', '0.4374', '0.5763', '0.4465', '0.5118', '0.4118']","['0.4797', '0.4881', '0.3318', '0.3067', '0.3474', '0.3208', '0.4005', '0.4304', '0.4713', '0.4693']","['0.4359', '0.4957', '0.3498', '0.1848', '0.2353', '0.4374', '0.5763', '0.4465', '0.5118', '0.4118']","['0.4567', '0.4919', '0.3405', '0.2306', '0.2806', '0.3701', '0.4726', '0.4383', '0.4907', '0.4386']","['0.4359', '0.4957', '0.3498', '0.1848', '0.2353', '0.4374', '0.5763', '0.4465', '0.5118', '0.4118']","['0.9505', '0.9443', '0.9204', '0.9498', '0.9482', '0.9003', '0.9059', '0.9357', '0.9369', '0.9471']","[[248, 41, 48, 12, 26, 15, 10, 31, 109, 29], [25, 288, 10, 15, 11, 18, 21, 16, 73, 104], [48, 14, 213, 35, 58, 49, 108, 59, 13, 12], [17, 15, 75, 119, 23, 186, 115, 51, 12, 31], [35, 9, 96, 33, 148, 65, 148, 62, 21, 12], [6, 12, 63, 70, 20, 255, 66, 61, 18, 12], [7, 12, 50, 46, 47, 58, 340, 18, 2, 10], [16, 19, 51, 21, 61, 95, 21, 263, 11, 31], [87, 68, 19, 12, 18, 22, 7, 13, 304, 44], [28, 112, 17, 25, 14, 32, 13, 37, 82, 252]]","[5, 2, 9, 0, 7, 8, 4, 5, 4, 7, 4, 8, 5, 5, 4, 5, 6, 5, 2, 7, 5, 5, 8, 2, 8, 2, 3, 5, 7, 4, 1, 6]","[7, 0, 3, 1, 8, 3, 9, 3, 0, 7, 0, 9, 9, 1, 5, 9, 6, 1, 5, 4, 8, 3, 4, 0, 1, 8, 4, 7, 6, 6, 4, 5]"
8,"['0.4464', '0.4337', '0.3530', '0.2748', '0.2766', '0.3156', '0.5136', '0.4584', '0.5320', '0.3987']","['0.4342', '0.5060', '0.3134', '0.3321', '0.3359', '0.3608', '0.3915', '0.4186', '0.4586', '0.4342']","['0.4464', '0.4337', '0.3530', '0.2748', '0.2766', '0.3156', '0.5136', '0.4584', '0.5320', '0.3987']","['0.4402', '0.4671', '0.3320', '0.3008', '0.3034', '0.3367', '0.4443', '0.4376', '0.4926', '0.4157']","['0.4464', '0.4337', '0.3530', '0.2748', '0.2766', '0.3156', '0.5136', '0.4584', '0.5320', '0.3987']","['0.9391', '0.9546', '0.9126', '0.9335', '0.9360', '0.9398', '0.9129', '0.9307', '0.9310', '0.9410']","[[254, 31, 49, 15, 27, 6, 10, 26, 120, 31], [36, 252, 11, 16, 11, 10, 18, 25, 73, 129], [61, 11, 215, 42, 74, 29, 95, 53, 15, 14], [20, 14, 74, 177, 27, 108, 119, 60, 14, 31], [47, 7, 112, 42, 174, 41, 116, 61, 17, 12], [6, 8, 68, 97, 34, 184, 73, 70, 24, 19], [9, 8, 68, 58, 70, 38, 303, 24, 2, 10], [21, 14, 50, 40, 68, 62, 21, 270, 11, 32], [98, 56, 20, 14, 18, 10, 8, 14, 316, 40], [33, 97, 19, 32, 15, 22, 11, 42, 97, 244]]","[2, 9, 9, 8, 6, 4, 9, 8, 4, 0, 3, 2, 9, 7, 9, 2, 3, 2, 0, 7, 3, 2, 0, 2, 1, 5, 2, 7, 3, 8, 0, 6]","[1, 8, 6, 8, 9, 1, 0, 8, 4, 1, 5, 2, 3, 8, 1, 6, 1, 3, 0, 9, 6, 3, 1, 6, 0, 3, 1, 1, 6, 7, 5, 2]"
9,"['0.4025', '0.5232', '0.2923', '0.2764', '0.2655', '0.3551', '0.5661', '0.4414', '0.5337', '0.4641']","['0.4914', '0.4810', '0.3284', '0.3145', '0.3568', '0.3503', '0.3957', '0.4312', '0.4892', '0.4437']","['0.4025', '0.5232', '0.2923', '0.2764', '0.2655', '0.3551', '0.5661', '0.4414', '0.5337', '0.4641']","['0.4425', '0.5012', '0.3093', '0.2942', '0.3045', '0.3526', '0.4658', '0.4362', '0.5105', '0.4537']","['0.4025', '0.5232', '0.2923', '0.2764', '0.2655', '0.3551', '0.5661', '0.4414', '0.5337', '0.4641']","['0.9564', '0.9395', '0.9325', '0.9276', '0.9440', '0.9291', '0.9057', '0.9366', '0.9388', '0.9339']","[[229, 50, 41, 13, 28, 12, 12, 27, 123, 34], [18, 304, 10, 19, 8, 9, 19, 12, 65, 117], [53, 18, 178, 48, 74, 37, 112, 58, 10, 21], [15, 21, 53, 178, 22, 134, 126, 49, 9, 37], [36, 9, 80, 41, 167, 49, 143, 68, 18, 18], [10, 12, 54, 110, 21, 207, 60, 69, 18, 22], [6, 13, 47, 64, 51, 42, 334, 18, 3, 12], [14, 21, 46, 37, 69, 71, 18, 260, 10, 43], [68, 71, 19, 20, 13, 12, 8, 14, 317, 52], [17, 113, 14, 36, 15, 18, 12, 28, 75, 284]]","[7, 5, 6, 9, 1, 9, 3, 3, 5, 0, 5, 6, 4, 6, 1, 8, 5, 0, 8, 9, 4, 1, 4, 8, 8, 5, 9, 4, 5, 2, 6, 6]","[7, 5, 0, 9, 0, 6, 7, 9, 6, 6, 5, 9, 1, 5, 7, 9, 4, 4, 6, 5, 9, 6, 9, 3, 0, 9, 2, 3, 5, 0, 9, 8]"
