cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.4236', '0.3959', '0.0115', '0.2686', '0.0286', '0.1887', '0.6576', '0.2886', '0.3788', '0.2876']","['0.3414', '0.3633', '0.4118', '0.2250', '0.1731', '0.3143', '0.2636', '0.2234', '0.3108', '0.3793']","['0.4236', '0.3959', '0.0115', '0.2686', '0.0286', '0.1887', '0.6576', '0.2886', '0.3788', '0.2876']","['0.3780', '0.3789', '0.0224', '0.2449', '0.0491', '0.2358', '0.3763', '0.2519', '0.3414', '0.3271']","['0.4236', '0.3959', '0.0115', '0.2686', '0.0286', '0.1887', '0.6576', '0.2886', '0.3788', '0.2876']","['0.9144', '0.9256', '0.9981', '0.8887', '0.9840', '0.9557', '0.7996', '0.8908', '0.9077', '0.9465']","[[241, 59, 0, 16, 4, 18, 21, 50, 124, 36], [35, 230, 0, 27, 1, 6, 53, 54, 116, 59], [79, 37, 7, 89, 18, 29, 229, 75, 26, 20], [45, 24, 3, 173, 6, 83, 177, 93, 15, 25], [37, 19, 3, 97, 18, 21, 316, 74, 23, 21], [35, 30, 2, 143, 15, 110, 129, 82, 25, 12], [19, 8, 2, 77, 5, 13, 388, 64, 5, 9], [22, 34, 0, 115, 35, 39, 111, 170, 30, 33], [160, 78, 0, 7, 0, 24, 13, 14, 225, 73], [33, 114, 0, 25, 2, 7, 35, 85, 135, 176]]",-1,-1
1,"['0.4605', '0.6540', '0.0263', '0.0947', '0.2528', '0.3551', '0.6407', '0.4771', '0.3030', '0.2827']","['0.4056', '0.3870', '0.2667', '0.2675', '0.2978', '0.3296', '0.3316', '0.3115', '0.3854', '0.4189']","['0.4605', '0.6540', '0.0263', '0.0947', '0.2528', '0.3551', '0.6407', '0.4771', '0.3030', '0.2827']","['0.4313', '0.4862', '0.0478', '0.1399', '0.2734', '0.3419', '0.4370', '0.3769', '0.3393', '0.3376']","['0.4605', '0.6540', '0.0263', '0.0947', '0.2528', '0.3551', '0.6407', '0.4771', '0.3030', '0.2827']","['0.9293', '0.8889', '0.9918', '0.9688', '0.9302', '0.9223', '0.8591', '0.8852', '0.9469', '0.9555']","[[262, 71, 1, 4, 11, 23, 8, 65, 93, 31], [24, 380, 0, 10, 7, 6, 35, 22, 51, 46], [63, 41, 16, 23, 102, 51, 171, 113, 17, 12], [23, 35, 11, 61, 63, 144, 170, 101, 8, 28], [38, 26, 7, 26, 159, 51, 197, 99, 13, 13], [21, 32, 5, 45, 67, 207, 90, 102, 8, 6], [12, 18, 10, 29, 48, 27, 378, 55, 2, 11], [16, 44, 2, 21, 72, 79, 36, 281, 13, 25], [161, 115, 7, 5, 0, 27, 15, 16, 180, 68], [26, 220, 1, 4, 5, 13, 40, 48, 82, 173]]","[6, 6, 0, 4, 8, 7, 6, 4, 7, 5, 9, 3, 8, 2, 4, 2, 1, 9, 4, 8, 9, 2, 4, 1, 1, 5, 7, 8, 1, 5, 6, 5]","[4, 3, 2, 5, 3, 4, 4, 2, 4, 7, 3, 3, 3, 2, 4, 5, 2, 6, 6, 6, 4, 2, 7, 5, 5, 2, 5, 5, 4, 3, 0, 2]"
2,"['0.4095', '0.6403', '0.0969', '0.1475', '0.2226', '0.4185', '0.6034', '0.4652', '0.3721', '0.3922']","['0.4498', '0.4074', '0.3224', '0.3220', '0.3084', '0.2871', '0.3622', '0.3790', '0.4170', '0.4356']","['0.4095', '0.6403', '0.0969', '0.1475', '0.2226', '0.4185', '0.6034', '0.4652', '0.3721', '0.3922']","['0.4287', '0.4980', '0.1490', '0.2023', '0.2585', '0.3405', '0.4526', '0.4177', '0.3932', '0.4127']","['0.4095', '0.6403', '0.0969', '0.1475', '0.2226', '0.4185', '0.6034', '0.4652', '0.3721', '0.3922']","['0.9475', '0.9002', '0.9770', '0.9627', '0.9415', '0.8881', '0.8841', '0.9170', '0.9428', '0.9423']","[[233, 78, 14, 4, 7, 24, 11, 43, 114, 41], [18, 372, 0, 6, 3, 16, 30, 14, 48, 74], [48, 36, 59, 22, 114, 76, 136, 75, 27, 16], [16, 22, 27, 95, 52, 190, 136, 67, 9, 30], [33, 22, 24, 26, 140, 90, 170, 89, 17, 18], [17, 21, 19, 63, 47, 244, 66, 88, 9, 9], [9, 21, 23, 44, 44, 44, 356, 33, 2, 14], [13, 41, 8, 21, 44, 113, 29, 274, 15, 31], [115, 111, 7, 3, 1, 33, 12, 13, 221, 78], [16, 189, 2, 11, 2, 20, 37, 27, 68, 240]]","[9, 3, 8, 7, 7, 8, 4, 0, 8, 0, 1, 6, 0, 9, 7, 5, 3, 5, 1, 3, 9, 3, 3, 2, 8, 7, 1, 1, 5, 8, 7, 1]","[9, 6, 2, 8, 7, 4, 5, 5, 4, 3, 5, 4, 2, 9, 2, 3, 2, 3, 0, 2, 2, 2, 8, 4, 8, 3, 4, 0, 2, 8, 4, 5]"
3,"['0.4640', '0.5594', '0.2348', '0.1615', '0.1987', '0.3979', '0.5847', '0.4975', '0.4175', '0.4167']","['0.4400', '0.4590', '0.3062', '0.3312', '0.3005', '0.3295', '0.3583', '0.4186', '0.4397', '0.4521']","['0.4640', '0.5594', '0.2348', '0.1615', '0.1987', '0.3979', '0.5847', '0.4975', '0.4175', '0.4167']","['0.4517', '0.5043', '0.2658', '0.2171', '0.2392', '0.3605', '0.4443', '0.4546', '0.4283', '0.4337']","['0.4640', '0.5594', '0.2348', '0.1615', '0.1987', '0.3979', '0.5847', '0.4975', '0.4175', '0.4167']","['0.9381', '0.9293', '0.9399', '0.9608', '0.9458', '0.9129', '0.8858', '0.9248', '0.9415', '0.9427']","[[264, 52, 34, 6, 4, 20, 11, 38, 113, 27], [32, 325, 9, 2, 5, 14, 30, 15, 46, 103], [46, 31, 143, 26, 93, 66, 106, 61, 22, 15], [15, 13, 45, 104, 49, 156, 168, 54, 11, 29], [33, 14, 105, 30, 125, 64, 138, 79, 20, 21], [13, 13, 29, 68, 52, 232, 71, 83, 14, 8], [8, 16, 52, 44, 51, 32, 345, 24, 5, 13], [15, 24, 30, 20, 33, 91, 40, 293, 12, 31], [152, 66, 13, 0, 2, 20, 15, 16, 248, 62], [22, 154, 7, 14, 2, 9, 39, 37, 73, 255]]","[4, 8, 4, 1, 8, 5, 8, 3, 9, 8, 9, 4, 7, 1, 9, 6, 5, 9, 3, 4, 2, 3, 2, 0, 9, 4, 7, 1, 1, 2, 2, 0]","[0, 4, 9, 4, 3, 3, 5, 8, 8, 3, 4, 3, 6, 2, 9, 8, 4, 4, 3, 4, 8, 5, 4, 6, 2, 7, 4, 1, 6, 8, 3, 4]"
4,"['0.4394', '0.5491', '0.1970', '0.2500', '0.3068', '0.2967', '0.5220', '0.6027', '0.4630', '0.4510']","['0.4836', '0.5137', '0.3288', '0.3492', '0.3035', '0.3453', '0.4058', '0.3725', '0.4876', '0.4430']","['0.4394', '0.5491', '0.1970', '0.2500', '0.3068', '0.2967', '0.5220', '0.6027', '0.4630', '0.4510']","['0.4604', '0.5308', '0.2464', '0.2914', '0.3051', '0.3192', '0.4566', '0.4604', '0.4750', '0.4470']","['0.4394', '0.5491', '0.1970', '0.2500', '0.3068', '0.2967', '0.5220', '0.6027', '0.4630', '0.4510']","['0.9508', '0.9443', '0.9546', '0.9440', '0.9175', '0.9394', '0.9166', '0.8895', '0.9465', '0.9356']","[[250, 48, 29, 9, 15, 11, 8, 47, 117, 35], [27, 319, 10, 4, 8, 8, 26, 27, 39, 113], [38, 21, 120, 29, 135, 56, 77, 93, 21, 19], [12, 5, 32, 161, 75, 113, 120, 85, 10, 31], [25, 12, 65, 44, 193, 40, 103, 108, 19, 20], [8, 8, 24, 106, 67, 173, 50, 130, 11, 6], [4, 14, 44, 55, 90, 16, 308, 35, 7, 17], [9, 14, 16, 30, 47, 60, 26, 355, 5, 27], [125, 43, 16, 6, 2, 14, 12, 22, 275, 79], [19, 137, 9, 17, 4, 10, 29, 51, 60, 276]]","[1, 8, 6, 8, 4, 8, 3, 3, 9, 6, 9, 4, 7, 7, 5, 1, 5, 9, 1, 7, 9, 5, 3, 3, 0, 4, 1, 3, 5, 2, 5, 6]","[4, 5, 2, 4, 9, 2, 9, 6, 2, 9, 6, 7, 9, 7, 4, 2, 4, 7, 5, 8, 2, 6, 7, 5, 2, 2, 1, 2, 5, 4, 9, 2]"
5,"['0.4253', '0.5404', '0.2447', '0.2127', '0.1812', '0.2796', '0.5712', '0.5399', '0.5455', '0.4706']","['0.4859', '0.4743', '0.3124', '0.3391', '0.3167', '0.3614', '0.3974', '0.3995', '0.4444', '0.3716']","['0.4253', '0.5404', '0.2447', '0.2127', '0.1812', '0.2796', '0.5712', '0.5399', '0.5455', '0.4706']","['0.4536', '0.5052', '0.2744', '0.2615', '0.2305', '0.3153', '0.4687', '0.4592', '0.4898', '0.4153']","['0.4253', '0.5404', '0.2447', '0.2127', '0.1812', '0.2796', '0.5712', '0.5399', '0.5455', '0.4706']","['0.9529', '0.9358', '0.9392', '0.9501', '0.9542', '0.9468', '0.9055', '0.9117', '0.9251', '0.9096']","[[242, 52, 37, 8, 8, 8, 8, 33, 135, 38], [29, 314, 9, 3, 2, 2, 20, 12, 54, 136], [37, 30, 149, 32, 79, 48, 97, 74, 38, 25], [10, 9, 42, 137, 40, 114, 140, 77, 23, 52], [30, 17, 108, 32, 114, 35, 124, 101, 27, 41], [9, 11, 34, 102, 43, 163, 59, 110, 19, 33], [5, 19, 52, 45, 44, 13, 337, 28, 7, 40], [13, 22, 30, 28, 27, 53, 31, 318, 12, 55], [108, 44, 11, 3, 1, 11, 11, 14, 324, 67], [15, 144, 5, 14, 2, 4, 21, 29, 90, 288]]","[0, 1, 2, 3, 0, 9, 8, 9, 1, 0, 1, 3, 9, 9, 1, 6, 1, 5, 1, 0, 9, 0, 3, 2, 1, 7, 3, 0, 0, 8, 6, 9]","[6, 0, 8, 0, 7, 8, 4, 6, 4, 4, 8, 6, 2, 0, 2, 5, 8, 5, 6, 3, 4, 0, 2, 0, 8, 0, 8, 1, 2, 4, 6, 9]"
6,"['0.4376', '0.5508', '0.2020', '0.2764', '0.3100', '0.2864', '0.5797', '0.4822', '0.5522', '0.4118']","['0.5102', '0.5000', '0.3170', '0.3139', '0.2770', '0.3703', '0.4019', '0.4437', '0.4568', '0.4557']","['0.4376', '0.5508', '0.2020', '0.2764', '0.3100', '0.2864', '0.5797', '0.4822', '0.5522', '0.4118']","['0.4711', '0.5242', '0.2467', '0.2940', '0.2926', '0.3230', '0.4747', '0.4622', '0.5000', '0.4326']","['0.4376', '0.5508', '0.2020', '0.2764', '0.3100', '0.2864', '0.5797', '0.4822', '0.5522', '0.4118']","['0.9560', '0.9409', '0.9508', '0.9274', '0.9052', '0.9476', '0.9059', '0.9342', '0.9279', '0.9441']","[[249, 46, 36, 17, 23, 13, 10, 21, 123, 31], [37, 320, 9, 12, 10, 6, 26, 14, 56, 91], [33, 20, 123, 42, 145, 48, 85, 58, 38, 17], [10, 7, 37, 178, 83, 91, 137, 51, 23, 27], [28, 9, 77, 51, 195, 32, 114, 74, 27, 22], [6, 6, 26, 131, 87, 167, 60, 70, 20, 10], [6, 11, 35, 49, 83, 13, 342, 18, 10, 23], [9, 18, 30, 45, 67, 64, 36, 284, 10, 26], [100, 48, 9, 11, 5, 13, 14, 12, 328, 54], [10, 155, 6, 31, 6, 4, 27, 38, 83, 252]]","[1, 4, 1, 3, 1, 4, 5, 6, 2, 0, 8, 7, 0, 9, 1, 6, 3, 4, 5, 7, 9, 2, 3, 0, 2, 2, 5, 8, 4, 1, 9, 7]","[2, 2, 5, 9, 5, 7, 2, 4, 2, 3, 9, 4, 7, 4, 4, 3, 5, 4, 9, 2, 4, 4, 3, 7, 5, 3, 6, 5, 9, 4, 3, 7]"
7,"['0.4411', '0.5594', '0.2709', '0.3711', '0.1717', '0.3859', '0.4661', '0.4805', '0.5219', '0.4477']","['0.5175', '0.4858', '0.3191', '0.3230', '0.2762', '0.3228', '0.4614', '0.4617', '0.4669', '0.4363']","['0.4411', '0.5594', '0.2709', '0.3711', '0.1717', '0.3859', '0.4661', '0.4805', '0.5219', '0.4477']","['0.4763', '0.5200', '0.2931', '0.3454', '0.2118', '0.3516', '0.4637', '0.4709', '0.4928', '0.4419']","['0.4411', '0.5594', '0.2709', '0.3711', '0.1717', '0.3859', '0.4661', '0.4805', '0.5219', '0.4477']","['0.9569', '0.9365', '0.9347', '0.9065', '0.9473', '0.9129', '0.9407', '0.9390', '0.9345', '0.9343']","[[251, 56, 42, 20, 11, 21, 7, 18, 110, 33], [27, 325, 10, 12, 5, 8, 22, 12, 53, 107], [33, 21, 165, 57, 79, 85, 57, 54, 37, 21], [8, 8, 36, 239, 45, 134, 78, 46, 22, 28], [27, 11, 139, 71, 108, 77, 79, 67, 26, 24], [9, 8, 29, 135, 49, 225, 32, 65, 16, 15], [6, 11, 49, 105, 62, 23, 275, 17, 8, 34], [8, 16, 34, 52, 29, 105, 18, 283, 9, 35], [105, 61, 7, 17, 1, 13, 10, 13, 310, 57], [11, 152, 6, 32, 2, 6, 18, 38, 73, 274]]","[2, 0, 7, 6, 9, 8, 4, 5, 6, 4, 2, 8, 0, 7, 1, 5, 0, 8, 4, 2, 3, 7, 5, 9, 4, 5, 9, 9, 2, 4, 6, 6]","[0, 1, 8, 3, 9, 4, 1, 4, 9, 3, 3, 4, 1, 8, 6, 5, 1, 0, 6, 3, 9, 7, 3, 8, 1, 9, 0, 7, 9, 0, 9, 4]"
8,"['0.4675', '0.4974', '0.2365', '0.3059', '0.2973', '0.3602', '0.5373', '0.4822', '0.5202', '0.4248']","['0.4708', '0.5124', '0.3420', '0.3356', '0.2877', '0.3431', '0.4331', '0.4814', '0.4452', '0.4444']","['0.4675', '0.4974', '0.2365', '0.3059', '0.2973', '0.3602', '0.5373', '0.4822', '0.5202', '0.4248']","['0.4691', '0.5048', '0.2796', '0.3201', '0.2924', '0.3515', '0.4796', '0.4818', '0.4798', '0.4344']","['0.4675', '0.4974', '0.2365', '0.3059', '0.2973', '0.3602', '0.5373', '0.4822', '0.5202', '0.4248']","['0.9449', '0.9493', '0.9486', '0.9272', '0.9138', '0.9258', '0.9233', '0.9434', '0.9288', '0.9397']","[[266, 34, 39, 15, 24, 13, 7, 20, 119, 32], [41, 289, 10, 12, 11, 8, 24, 14, 61, 111], [43, 18, 144, 31, 135, 64, 77, 44, 32, 21], [13, 5, 34, 197, 76, 126, 99, 42, 23, 29], [26, 8, 84, 51, 187, 55, 102, 62, 30, 24], [11, 7, 29, 122, 74, 210, 40, 65, 14, 11], [9, 10, 36, 75, 78, 17, 317, 18, 8, 22], [13, 12, 24, 41, 57, 90, 29, 284, 10, 29], [125, 48, 13, 12, 4, 17, 10, 10, 309, 46], [18, 133, 8, 31, 4, 12, 27, 31, 88, 260]]","[1, 0, 9, 3, 5, 2, 3, 3, 7, 6, 9, 6, 0, 6, 9, 6, 0, 2, 7, 1, 4, 2, 7, 8, 7, 8, 9, 0, 0, 7, 5, 4]","[0, 6, 7, 9, 9, 6, 0, 3, 7, 1, 6, 5, 6, 3, 4, 6, 3, 1, 3, 2, 2, 6, 6, 3, 4, 7, 2, 6, 2, 2, 6, 4]"
9,"['0.4341', '0.5043', '0.2332', '0.3556', '0.3005', '0.3619', '0.4593', '0.4958', '0.5320', '0.4477']","['0.5020', '0.5204', '0.3472', '0.2970', '0.3034', '0.3192', '0.4689', '0.4591', '0.4716', '0.4590']","['0.4341', '0.5043', '0.2332', '0.3556', '0.3005', '0.3619', '0.4593', '0.4958', '0.5320', '0.4477']","['0.4656', '0.5122', '0.2790', '0.3237', '0.3019', '0.3392', '0.4640', '0.4767', '0.5000', '0.4533']","['0.4341', '0.5043', '0.2332', '0.3556', '0.3005', '0.3619', '0.4593', '0.4958', '0.5320', '0.4477']","['0.9549', '0.9502', '0.9505', '0.8988', '0.9192', '0.9169', '0.9433', '0.9364', '0.9345', '0.9401']","[[247, 36, 44, 22, 17, 18, 5, 27, 115, 38], [35, 293, 12, 18, 9, 13, 22, 12, 57, 110], [41, 18, 142, 58, 125, 73, 52, 52, 30, 18], [9, 4, 28, 229, 72, 145, 66, 53, 18, 20], [27, 9, 87, 62, 189, 65, 74, 67, 24, 25], [9, 5, 24, 144, 69, 211, 35, 62, 13, 11], [8, 7, 34, 121, 85, 20, 271, 19, 7, 18], [8, 12, 24, 54, 48, 89, 23, 292, 10, 29], [96, 55, 12, 24, 4, 16, 9, 8, 316, 54], [12, 124, 2, 39, 5, 11, 21, 44, 80, 274]]","[7, 0, 6, 3, 8, 1, 2, 0, 6, 6, 5, 0, 3, 0, 0, 8, 9, 1, 3, 1, 9, 3, 4, 4, 2, 1, 7, 6, 1, 0, 4, 7]","[6, 3, 6, 6, 3, 0, 2, 1, 4, 0, 9, 2, 9, 5, 1, 9, 3, 8, 6, 8, 0, 9, 4, 3, 9, 5, 9, 6, 6, 3, 4, 2]"
