cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.3831', '0.1738', '0.0016', '0.1211', '0.1749', '0.2744', '0.5237', '0.3141', '0.3165', '0.4592']","['0.3921', '0.2577', '1.0000', '0.2500', '0.2187', '0.2883', '0.2550', '0.2009', '0.3369', '0.2838']","['0.3831', '0.1738', '0.0016', '0.1211', '0.1749', '0.2744', '0.5237', '0.3141', '0.3165', '0.4592']","['0.3876', '0.2076', '0.0033', '0.1632', '0.1943', '0.2812', '0.3430', '0.2450', '0.3264', '0.3508']","['0.3831', '0.1738', '0.0016', '0.1211', '0.1749', '0.2744', '0.5237', '0.3141', '0.3165', '0.4592']","['0.9378', '0.9463', '1.0000', '0.9563', '0.9268', '0.9271', '0.8331', '0.8640', '0.9316', '0.8684']","[[218, 33, 0, 18, 6, 15, 18, 59, 116, 86], [21, 101, 0, 8, 19, 24, 68, 42, 85, 213], [69, 32, 1, 43, 71, 46, 144, 133, 22, 48], [18, 23, 0, 78, 80, 123, 161, 118, 10, 33], [27, 21, 0, 22, 110, 47, 235, 95, 19, 53], [24, 41, 0, 56, 56, 160, 112, 94, 11, 29], [16, 23, 0, 25, 65, 33, 309, 87, 4, 28], [13, 27, 0, 45, 88, 52, 95, 185, 11, 73], [133, 46, 0, 11, 0, 37, 14, 19, 188, 146], [17, 45, 0, 6, 8, 18, 56, 89, 92, 281]]",-1,-1
1,"['0.4236', '0.4974', '0.0049', '0.1258', '0.1749', '0.4597', '0.4373', '0.3599', '0.3552', '0.3971']","['0.3748', '0.3269', '0.3000', '0.2516', '0.3090', '0.2724', '0.3209', '0.2908', '0.3638', '0.3532']","['0.4236', '0.4974', '0.0049', '0.1258', '0.1749', '0.4597', '0.4373', '0.3599', '0.3552', '0.3971']","['0.3977', '0.3945', '0.0097', '0.1677', '0.2234', '0.3421', '0.3702', '0.3217', '0.3595', '0.3738']","['0.4236', '0.4974', '0.0049', '0.1258', '0.1749', '0.4597', '0.4373', '0.3599', '0.3552', '0.3971']","['0.9260', '0.8902', '0.9987', '0.9550', '0.9542', '0.8678', '0.8991', '0.9045', '0.9317', '0.9174']","[[241, 59, 0, 9, 3, 24, 9, 44, 124, 56], [29, 289, 0, 2, 9, 15, 20, 13, 77, 127], [76, 62, 3, 62, 70, 115, 95, 97, 12, 17], [19, 41, 3, 81, 40, 229, 109, 83, 7, 32], [39, 43, 1, 40, 110, 86, 174, 84, 17, 35], [19, 36, 0, 64, 24, 268, 68, 85, 4, 15], [16, 59, 0, 32, 46, 76, 258, 75, 2, 26], [19, 55, 0, 27, 47, 105, 56, 212, 14, 54], [161, 81, 2, 2, 2, 41, 3, 8, 211, 83], [24, 159, 1, 3, 5, 25, 12, 28, 112, 243]]","[3, 4, 1, 6, 7, 2, 1, 1, 0, 6, 8, 4, 0, 3, 8, 8, 5, 4, 2, 1, 4, 3, 0, 4, 4, 3, 2, 4, 4, 5, 1, 9]","[6, 0, 6, 2, 5, 0, 1, 5, 6, 4, 5, 5, 0, 2, 3, 4, 4, 0, 9, 4, 2, 4, 9, 6, 4, 0, 2, 0, 2, 2, 4, 4]"
2,"['0.4271', '0.5112', '0.0608', '0.2003', '0.2194', '0.3894', '0.5237', '0.5110', '0.4327', '0.4036']","['0.4175', '0.4368', '0.2824', '0.2751', '0.3180', '0.3266', '0.3426', '0.3583', '0.3894', '0.4069']","['0.4271', '0.5112', '0.0608', '0.2003', '0.2194', '0.3894', '0.5237', '0.5110', '0.4327', '0.4036']","['0.4222', '0.4711', '0.1000', '0.2318', '0.2596', '0.3552', '0.4142', '0.4213', '0.4099', '0.4053']","['0.4271', '0.5112', '0.0608', '0.2003', '0.2194', '0.3894', '0.5237', '0.5110', '0.4327', '0.4036']","['0.9376', '0.9293', '0.9826', '0.9365', '0.9449', '0.9136', '0.8904', '0.9004', '0.9255', '0.9332']","[[243, 54, 2, 15, 4, 18, 9, 53, 134, 37], [23, 297, 2, 5, 11, 8, 24, 9, 89, 113], [75, 28, 37, 80, 87, 76, 103, 98, 13, 12], [15, 14, 31, 129, 52, 156, 134, 75, 13, 25], [36, 27, 11, 43, 138, 66, 164, 108, 14, 22], [15, 16, 18, 99, 29, 227, 77, 83, 9, 10], [11, 25, 14, 62, 61, 33, 309, 48, 4, 23], [20, 24, 7, 14, 42, 76, 56, 301, 9, 40], [129, 64, 5, 13, 6, 21, 3, 18, 257, 78], [15, 131, 4, 9, 4, 14, 23, 47, 118, 247]]","[5, 6, 8, 3, 2, 3, 7, 4, 1, 8, 4, 0, 4, 9, 4, 8, 3, 6, 6, 9, 4, 6, 7, 2, 3, 4, 4, 0, 1, 0, 7, 4]","[2, 3, 7, 2, 5, 5, 0, 8, 6, 3, 4, 5, 4, 6, 2, 4, 6, 2, 2, 3, 7, 0, 6, 4, 4, 3, 8, 4, 9, 4, 8, 4]"
3,"['0.4306', '0.6196', '0.1067', '0.3199', '0.3164', '0.3413', '0.4932', '0.4228', '0.4697', '0.3578']","['0.4181', '0.4472', '0.2697', '0.2885', '0.3236', '0.3479', '0.3660', '0.4569', '0.4221', '0.4700']","['0.4306', '0.6196', '0.1067', '0.3199', '0.3164', '0.3413', '0.4932', '0.4228', '0.4697', '0.3578']","['0.4242', '0.5195', '0.1529', '0.3034', '0.3199', '0.3446', '0.4202', '0.4392', '0.4446', '0.4063']","['0.4306', '0.6196', '0.1067', '0.3199', '0.3164', '0.3413', '0.4932', '0.4228', '0.4697', '0.3578']","['0.9372', '0.9179', '0.9674', '0.9052', '0.9225', '0.9311', '0.9068', '0.9453', '0.9293', '0.9542']","[[245, 54, 13, 23, 11, 16, 7, 29, 147, 24], [24, 360, 2, 8, 12, 5, 15, 7, 74, 74], [69, 28, 65, 105, 121, 65, 75, 57, 12, 12], [13, 19, 41, 206, 47, 113, 132, 39, 10, 24], [37, 22, 35, 71, 199, 43, 121, 76, 15, 10], [14, 16, 30, 150, 43, 199, 67, 41, 9, 14], [6, 26, 16, 91, 97, 26, 291, 17, 8, 12], [27, 26, 18, 35, 67, 74, 52, 249, 8, 33], [126, 74, 16, 14, 10, 15, 8, 8, 279, 44], [25, 180, 5, 11, 8, 16, 27, 22, 99, 219]]","[8, 8, 7, 5, 2, 3, 1, 6, 3, 7, 4, 2, 5, 6, 9, 5, 8, 3, 5, 1, 0, 3, 4, 9, 9, 3, 1, 5, 2, 4, 7, 0]","[2, 8, 9, 4, 9, 0, 8, 4, 6, 5, 7, 2, 3, 2, 2, 5, 6, 4, 3, 5, 5, 6, 6, 3, 6, 7, 8, 1, 4, 7, 2, 0]"
4,"['0.4130', '0.6368', '0.1297', '0.2624', '0.2623', '0.3585', '0.4661', '0.4873', '0.5286', '0.4510']","['0.4344', '0.4379', '0.2959', '0.3051', '0.3409', '0.3773', '0.3912', '0.4429', '0.4624', '0.3807']","['0.4130', '0.6368', '0.1297', '0.2624', '0.2623', '0.3585', '0.4661', '0.4873', '0.5286', '0.4510']","['0.4234', '0.5189', '0.1804', '0.2821', '0.2965', '0.3676', '0.4254', '0.4640', '0.4933', '0.4129']","['0.4130', '0.6368', '0.1297', '0.2624', '0.2623', '0.3585', '0.4661', '0.4873', '0.5286', '0.4510']","['0.9437', '0.9123', '0.9651', '0.9281', '0.9406', '0.9363', '0.9209', '0.9333', '0.9325', '0.9167']","[[235, 49, 13, 12, 8, 16, 6, 25, 155, 50], [17, 370, 3, 5, 7, 4, 8, 6, 46, 115], [80, 32, 79, 84, 105, 53, 74, 68, 13, 21], [19, 31, 40, 169, 43, 129, 105, 53, 12, 43], [36, 23, 44, 66, 165, 33, 118, 96, 17, 31], [14, 26, 30, 109, 34, 209, 64, 57, 15, 25], [11, 42, 19, 68, 69, 28, 275, 32, 10, 36], [24, 27, 21, 26, 40, 60, 35, 287, 11, 58], [88, 74, 14, 5, 10, 8, 4, 7, 314, 70], [17, 171, 4, 10, 3, 14, 14, 17, 86, 276]]","[0, 5, 1, 4, 5, 0, 5, 4, 5, 2, 6, 9, 1, 4, 9, 3, 7, 4, 2, 4, 6, 9, 2, 5, 9, 0, 5, 0, 7, 2, 5, 5]","[4, 0, 2, 6, 6, 0, 9, 7, 7, 0, 8, 6, 1, 5, 3, 5, 7, 0, 4, 6, 2, 6, 0, 0, 8, 3, 5, 6, 7, 8, 8, 6]"
5,"['0.4517', '0.5404', '0.1741', '0.3401', '0.2973', '0.2864', '0.4814', '0.4754', '0.5253', '0.4265']","['0.4454', '0.5073', '0.3029', '0.2901', '0.3269', '0.3654', '0.3853', '0.4262', '0.4535', '0.4439']","['0.4517', '0.5404', '0.1741', '0.3401', '0.2973', '0.2864', '0.4814', '0.4754', '0.5253', '0.4265']","['0.4485', '0.5233', '0.2211', '0.3131', '0.3114', '0.3212', '0.4280', '0.4494', '0.4867', '0.4350']","['0.4517', '0.5404', '0.1741', '0.3401', '0.2973', '0.2864', '0.4814', '0.4754', '0.5253', '0.4265']","['0.9411', '0.9437', '0.9547', '0.8999', '0.9283', '0.9465', '0.9163', '0.9303', '0.9304', '0.9393']","[[257, 31, 16, 31, 20, 9, 8, 29, 135, 33], [27, 314, 7, 9, 8, 5, 12, 11, 65, 123], [64, 21, 106, 110, 108, 42, 65, 66, 13, 14], [17, 15, 46, 219, 42, 100, 122, 49, 10, 24], [34, 14, 62, 64, 187, 33, 118, 84, 13, 20], [9, 15, 38, 167, 39, 167, 62, 58, 13, 15], [8, 16, 32, 89, 81, 22, 284, 29, 11, 18], [24, 16, 22, 40, 62, 61, 41, 280, 8, 35], [114, 52, 13, 16, 17, 6, 6, 13, 312, 45], [23, 125, 8, 10, 8, 12, 19, 38, 108, 261]]","[4, 9, 1, 7, 3, 6, 3, 1, 0, 0, 0, 2, 9, 2, 9, 0, 8, 7, 9, 3, 5, 0, 1, 8, 4, 6, 3, 7, 3, 3, 7, 6]","[0, 8, 2, 7, 6, 7, 6, 4, 5, 3, 5, 3, 5, 2, 6, 0, 4, 8, 3, 3, 2, 5, 6, 7, 6, 2, 9, 7, 6, 5, 6, 7]"
6,"['0.4552', '0.5645', '0.1724', '0.2640', '0.3450', '0.3190', '0.4559', '0.4618', '0.5269', '0.4297']","['0.4302', '0.5117', '0.3043', '0.3004', '0.3048', '0.3438', '0.3962', '0.4459', '0.4750', '0.4078']","['0.4552', '0.5645', '0.1724', '0.2640', '0.3450', '0.3190', '0.4559', '0.4618', '0.5269', '0.4297']","['0.4424', '0.5368', '0.2201', '0.2810', '0.3236', '0.3310', '0.4240', '0.4537', '0.4996', '0.4185']","['0.4552', '0.5645', '0.1724', '0.2640', '0.3450', '0.3190', '0.4559', '0.4618', '0.5269', '0.4297']","['0.9368', '0.9422', '0.9555', '0.9261', '0.9078', '0.9345', '0.9242', '0.9375', '0.9360', '0.9291']","[[259, 37, 13, 21, 26, 18, 3, 24, 133, 35], [26, 328, 9, 9, 10, 6, 10, 11, 52, 120], [74, 23, 105, 70, 129, 60, 61, 64, 7, 16], [19, 16, 47, 170, 62, 126, 118, 44, 9, 33], [39, 15, 58, 47, 217, 40, 107, 69, 14, 23], [14, 12, 34, 126, 59, 186, 58, 61, 11, 22], [11, 19, 30, 68, 109, 22, 269, 23, 11, 28], [26, 14, 23, 31, 77, 60, 31, 272, 8, 47], [106, 48, 16, 15, 16, 7, 7, 8, 313, 58], [28, 129, 10, 9, 7, 16, 15, 34, 101, 263]]","[7, 0, 3, 6, 7, 3, 6, 3, 7, 3, 0, 0, 4, 4, 3, 8, 3, 3, 6, 4, 2, 5, 0, 5, 9, 1, 9, 6, 0, 7, 6, 1]","[6, 5, 0, 0, 3, 9, 7, 5, 3, 8, 7, 6, 1, 8, 0, 6, 0, 8, 5, 4, 4, 9, 4, 4, 9, 5, 8, 3, 7, 1, 0, 0]"
7,"['0.4517', '0.5886', '0.1905', '0.2655', '0.3211', '0.3156', '0.4983', '0.4873', '0.5202', '0.4150']","['0.4341', '0.5182', '0.3093', '0.2990', '0.3196', '0.3364', '0.4095', '0.4165', '0.4858', '0.4387']","['0.4517', '0.5886', '0.1905', '0.2655', '0.3211', '0.3156', '0.4983', '0.4873', '0.5202', '0.4150']","['0.4427', '0.5512', '0.2358', '0.2812', '0.3204', '0.3257', '0.4495', '0.4491', '0.5024', '0.4265']","['0.4517', '0.5886', '0.1905', '0.2655', '0.3211', '0.3156', '0.4983', '0.4873', '0.5202', '0.4150']","['0.9383', '0.9413', '0.9520', '0.9251', '0.9199', '0.9330', '0.9216', '0.9257', '0.9395', '0.9397']","[[257, 38, 16, 24, 16, 20, 5, 26, 136, 31], [30, 342, 5, 7, 9, 6, 18, 14, 43, 107], [71, 24, 116, 75, 119, 55, 59, 69, 8, 13], [20, 13, 57, 171, 57, 122, 109, 60, 11, 24], [38, 13, 66, 47, 202, 39, 117, 78, 12, 17], [11, 13, 28, 129, 53, 184, 61, 75, 13, 16], [8, 14, 36, 66, 84, 28, 294, 30, 11, 19], [28, 11, 26, 28, 72, 64, 28, 287, 6, 39], [98, 52, 19, 12, 15, 12, 6, 12, 309, 59], [31, 140, 6, 13, 5, 17, 21, 38, 87, 254]]","[6, 3, 9, 2, 5, 4, 7, 5, 6, 8, 3, 4, 5, 6, 7, 1, 4, 3, 0, 6, 9, 2, 4, 0, 2, 7, 9, 7, 6, 6, 3, 0]","[1, 4, 3, 9, 7, 7, 2, 7, 4, 8, 1, 3, 8, 8, 6, 9, 9, 1, 8, 6, 0, 8, 3, 5, 3, 4, 6, 7, 1, 8, 6, 8]"
8,"['0.4710', '0.5336', '0.1773', '0.3339', '0.3847', '0.3036', '0.4271', '0.4618', '0.5017', '0.4363']","['0.4288', '0.5382', '0.3059', '0.2898', '0.3029', '0.3410', '0.4429', '0.4304', '0.4926', '0.4603']","['0.4710', '0.5336', '0.1773', '0.3339', '0.3847', '0.3036', '0.4271', '0.4618', '0.5017', '0.4363']","['0.4489', '0.5359', '0.2245', '0.3102', '0.3389', '0.3212', '0.4349', '0.4455', '0.4971', '0.4480']","['0.4710', '0.5336', '0.1773', '0.3339', '0.3847', '0.3036', '0.4271', '0.4618', '0.5017', '0.4363']","['0.9343', '0.9509', '0.9546', '0.9016', '0.8963', '0.9369', '0.9414', '0.9335', '0.9432', '0.9419']","[[268, 27, 14, 31, 28, 19, 4, 29, 115, 34], [36, 310, 9, 11, 14, 6, 13, 16, 53, 113], [60, 17, 108, 102, 142, 49, 50, 56, 9, 16], [18, 12, 49, 215, 74, 116, 79, 53, 8, 20], [35, 12, 64, 59, 242, 36, 84, 71, 11, 15], [14, 9, 31, 160, 62, 177, 47, 61, 10, 12], [11, 10, 37, 83, 117, 27, 252, 25, 8, 20], [30, 14, 23, 45, 84, 62, 21, 272, 7, 31], [120, 45, 11, 18, 25, 10, 5, 10, 298, 52], [33, 120, 7, 18, 11, 17, 14, 39, 86, 267]]","[3, 2, 0, 9, 4, 1, 6, 6, 3, 8, 0, 3, 2, 9, 5, 8, 7, 8, 7, 0, 1, 0, 9, 1, 7, 8, 4, 9, 2, 0, 5, 1]","[7, 4, 0, 0, 8, 1, 4, 1, 6, 7, 5, 2, 2, 4, 2, 5, 5, 3, 5, 1, 3, 0, 5, 8, 6, 2, 3, 9, 3, 0, 2, 1]"
9,"['0.4640', '0.5146', '0.1905', '0.3028', '0.3514', '0.2882', '0.4373', '0.4601', '0.5286', '0.4297']","['0.4244', '0.5017', '0.3127', '0.2902', '0.3078', '0.3327', '0.4351', '0.4125', '0.4809', '0.4290']","['0.4640', '0.5146', '0.1905', '0.3028', '0.3514', '0.2882', '0.4373', '0.4601', '0.5286', '0.4297']","['0.4433', '0.5081', '0.2367', '0.2964', '0.3281', '0.3088', '0.4362', '0.4350', '0.5036', '0.4294']","['0.4640', '0.5146', '0.1905', '0.3028', '0.3514', '0.2882', '0.4373', '0.4601', '0.5286', '0.4297']","['0.9341', '0.9452', '0.9527', '0.9109', '0.9075', '0.9378', '0.9381', '0.9287', '0.9373', '0.9350']","[[264, 26, 13, 29, 27, 21, 3, 31, 120, 35], [40, 299, 7, 7, 10, 5, 12, 17, 61, 123], [61, 22, 116, 91, 127, 51, 50, 65, 12, 14], [20, 18, 55, 195, 65, 105, 92, 60, 8, 26], [40, 15, 68, 54, 221, 36, 89, 72, 12, 22], [16, 13, 29, 144, 60, 168, 52, 72, 13, 16], [12, 18, 35, 79, 98, 27, 258, 27, 10, 26], [23, 18, 28, 38, 79, 68, 18, 271, 8, 38], [113, 41, 14, 17, 21, 8, 6, 10, 314, 50], [33, 126, 6, 18, 10, 16, 13, 32, 95, 263]]","[8, 0, 4, 5, 1, 1, 8, 7, 6, 3, 4, 6, 3, 7, 6, 1, 1, 1, 9, 5, 8, 6, 6, 7, 1, 3, 4, 7, 6, 1, 8, 2]","[5, 0, 6, 5, 5, 8, 0, 1, 2, 7, 8, 7, 5, 1, 5, 8, 4, 1, 9, 8, 8, 5, 2, 0, 8, 4, 3, 6, 1, 3, 9, 8]"
