cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.7267', '0.7236', '0.7589']","['0.5799', '0.5720', '0.6845']","['0.6744', '0.6085', '0.5314']","['0.6236', '0.5897', '0.5983']","['0.6744', '0.6085', '0.5314']","['0.7531', '0.7794', '0.8750']","[[1630, 513, 274], [598, 1430, 322], [583, 557, 1293]]",-1,-1
1,"['0.7593', '0.7508', '0.7635']","['0.6472', '0.6187', '0.6440']","['0.6223', '0.6166', '0.6708']","['0.6345', '0.6176', '0.6571']","['0.6223', '0.6166', '0.6708']","['0.8286', '0.8159', '0.8108']","[[1504, 474, 439], [438, 1449, 463], [382, 419, 1632]]",2,2
2,"['0.7539', '0.7582', '0.7765']","['0.6318', '0.6157', '0.6942']","['0.6396', '0.6894', '0.6054']","['0.6357', '0.6505', '0.6468']","['0.6396', '0.6894', '0.6054']","['0.8116', '0.7915', '0.8639']","[[1546, 520, 351], [432, 1620, 298], [469, 491, 1473]]",1,1
3,"['0.7612', '0.7436', '0.7724']","['0.6321', '0.5870', '0.7389']","['0.6909', '0.7234', '0.5047']","['0.6602', '0.6481', '0.5998']","['0.6909', '0.7234', '0.5047']","['0.7968', '0.7534', '0.9090']","[[1670, 522, 225], [441, 1700, 209], [531, 674, 1228]]",1,1
4,"['0.7657', '0.7765', '0.7517']","['0.6722', '0.6592', '0.6171']","['0.5896', '0.6528', '0.6983']","['0.6282', '0.6560', '0.6552']","['0.5896', '0.6528', '0.6983']","['0.8547', '0.8365', '0.7789']","[[1425, 377, 615], [377, 1534, 439], [318, 416, 1699]]",1,1
5,"['0.7590', '0.7758', '0.7851']","['0.6276', '0.6540', '0.7072']","['0.6938', '0.6651', '0.6215']","['0.6591', '0.6595', '0.6616']","['0.6938', '0.6651', '0.6215']","['0.7920', '0.8295', '0.8687']","[[1677, 392, 348], [509, 1563, 278], [486, 435, 1512]]",2,2
6,"['0.7758', '0.7936', '0.7664']","['0.6827', '0.7004', '0.6319']","['0.6206', '0.6426', '0.7394']","['0.6502', '0.6702', '0.6814']","['0.6206', '0.6426', '0.7394']","['0.8543', '0.8668', '0.7802']","[[1500, 390, 527], [319, 1510, 521], [378, 256, 1799]]",0,0
7,"['0.7786', '0.7717', '0.7825']","['0.7111', '0.6168', '0.6945']","['0.5734', '0.7932', '0.6363']","['0.6349', '0.6940', '0.6641']","['0.5734', '0.7932', '0.6363']","['0.8823', '0.7612', '0.8571']","[[1386, 587, 444], [249, 1864, 237], [314, 571, 1548]]",2,2
8,"['0.7719', '0.7990', '0.7543']","['0.7221', '0.6903', '0.6077']","['0.5213', '0.6970', '0.7698']","['0.6055', '0.6936', '0.6792']","['0.5213', '0.6970', '0.7698']","['0.8986', '0.8485', '0.7464']","[[1260, 481, 676], [179, 1638, 533], [306, 254, 1873]]",0,0
9,"['0.7611', '0.7906', '0.7867']","['0.6242', '0.6763', '0.7235']","['0.7245', '0.6872', '0.5968']","['0.6706', '0.6817', '0.6541']","['0.7245', '0.6872', '0.5968']","['0.7796', '0.8406', '0.8836']","[[1751, 395, 271], [451, 1615, 284], [603, 378, 1452]]",0,0
10,"['0.7842', '0.8046', '0.7821']","['0.7129', '0.6932', '0.6581']","['0.5978', '0.7200', '0.7390']","['0.6503', '0.7063', '0.6962']","['0.5978', '0.7200', '0.7390']","['0.8783', '0.8456', '0.8041']","[[1445, 462, 510], [234, 1692, 424], [348, 287, 1798]]",1,1
