cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations,training_loss
0,"['1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.1111', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.2000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0]]",-1,-1,-1,-1,2.2914698123931885
1,"['1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.1111', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.2000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0]]","[9, 9, 6, 4, 4, 6, 3, 9, 3, 3, 9, 3, 9, 3, 9, 9]","[9, 9, 6, 4, 4, 6, 3, 9, 3, 3, 9, 3, 9, 3, 9, 9]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.285735845565796
2,"['1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.1111', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.2000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000']","[[560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0]]","[4, 9, 9, 9, 9, 7, 4, 4, 9, 6, 9, 9, 4, 9, 4, 8]","[4, 9, 9, 9, 9, 7, 4, 4, 9, 6, 9, 9, 4, 9, 4, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2831547260284424
3,"['1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0393']","['0.1116', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.9565']","['1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0393']","['0.2009', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0755']","['1.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0393']","['0.0054', '0.9998', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.9998']","[[560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [559, 1, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [560, 0, 0, 0, 0, 0, 0, 0, 0], [559, 0, 0, 0, 0, 0, 0, 0, 1], [538, 0, 0, 0, 0, 0, 0, 0, 22]]","[4, 9, 9, 4, 9, 4, 4, 4, 4, 4, 4, 4, 9, 4, 8, 4]","[4, 9, 9, 4, 9, 4, 4, 4, 4, 4, 4, 4, 9, 4, 8, 4]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2784345149993896
4,"['0.9911', '0.1571', '0.0000', '0.0000', '0.0000', '0.0179', '0.0000', '0.0000', '0.7232']","['0.1403', '0.1960', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.6480']","['0.9911', '0.1571', '0.0000', '0.0000', '0.0000', '0.0179', '0.0000', '0.0000', '0.7232']","['0.2458', '0.1744', '0.0000', '0.0000', '0.0000', '0.0351', '0.0000', '0.0000', '0.6835']","['0.9911', '0.1571', '0.0000', '0.0000', '0.0000', '0.0179', '0.0000', '0.0000', '0.7232']","['0.2408', '0.9194', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.9509']","[[555, 2, 0, 0, 0, 0, 0, 0, 3], [457, 88, 0, 0, 0, 0, 0, 0, 15], [545, 2, 0, 0, 0, 0, 0, 0, 13], [284, 253, 0, 0, 0, 0, 0, 0, 23], [560, 0, 0, 0, 0, 0, 0, 0, 0], [435, 8, 0, 0, 0, 10, 0, 0, 107], [543, 3, 0, 0, 0, 0, 0, 0, 14], [459, 56, 0, 0, 0, 0, 0, 0, 45], [118, 37, 0, 0, 0, 0, 0, 0, 405]]","[2, 4, 4, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[2, 4, 4, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2642014026641846
5,"['0.8750', '0.4268', '0.0000', '0.1232', '0.0000', '0.3750', '0.0000', '0.0000', '0.8821']","['0.1795', '0.3297', '0.0000', '0.5847', '0.0000', '0.6752', '0.0000', '0.0000', '0.4273']","['0.8750', '0.4268', '0.0000', '0.1232', '0.0000', '0.3750', '0.0000', '0.0000', '0.8821']","['0.2979', '0.3720', '0.0000', '0.2035', '0.0000', '0.4822', '0.0000', '0.0000', '0.5758']","['0.8750', '0.4268', '0.0000', '0.1232', '0.0000', '0.3750', '0.0000', '0.0000', '0.8821']","['0.5000', '0.8915', '1.0000', '0.9891', '1.0000', '0.9775', '1.0000', '1.0000', '0.8522']","[[490, 27, 0, 5, 0, 18, 0, 0, 20], [266, 239, 0, 5, 0, 3, 0, 0, 47], [407, 10, 0, 1, 0, 8, 0, 0, 134], [166, 260, 0, 69, 0, 3, 0, 0, 62], [502, 8, 0, 0, 0, 40, 0, 0, 10], [137, 5, 0, 3, 0, 210, 0, 0, 205], [424, 27, 0, 6, 0, 12, 0, 0, 91], [307, 125, 0, 24, 0, 11, 0, 0, 93], [31, 24, 0, 5, 0, 6, 0, 0, 494]]","[1, 4, 2, 6, 7, 4, 4, 8, 4, 6, 6, 6, 6, 6, 8, 2]","[1, 4, 2, 6, 7, 4, 4, 8, 4, 6, 6, 6, 6, 6, 8, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2427284717559814
6,"['0.6714', '0.2000', '0.0000', '0.7000', '0.0000', '0.4429', '0.0000', '0.0000', '0.7964']","['0.2233', '0.5545', '0.0000', '0.2476', '0.0000', '0.6526', '0.0000', '0.0000', '0.3745']","['0.6714', '0.2000', '0.0000', '0.7000', '0.0000', '0.4429', '0.0000', '0.0000', '0.7964']","['0.3351', '0.2940', '0.0000', '0.3658', '0.0000', '0.5277', '0.0000', '0.0000', '0.5094']","['0.6714', '0.2000', '0.0000', '0.7000', '0.0000', '0.4429', '0.0000', '0.0000', '0.7964']","['0.7080', '0.9799', '1.0000', '0.7342', '1.0000', '0.9705', '1.0000', '1.0000', '0.8337']","[[376, 9, 0, 119, 0, 25, 0, 0, 31], [127, 112, 0, 288, 0, 5, 0, 0, 28], [262, 12, 0, 35, 0, 12, 0, 0, 239], [90, 36, 0, 392, 0, 2, 0, 0, 40], [415, 14, 0, 18, 0, 74, 0, 0, 39], [23, 0, 0, 40, 0, 248, 0, 0, 249], [254, 9, 0, 215, 0, 9, 0, 0, 73], [122, 10, 0, 379, 0, 3, 0, 0, 46], [15, 0, 0, 97, 0, 2, 0, 0, 446]]","[2, 3, 3, 5, 7, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 3]","[2, 3, 3, 5, 7, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2357914447784424
7,"['0.3179', '0.0268', '0.0000', '0.9500', '0.0000', '0.3321', '0.0000', '0.0232', '0.4536']","['0.2629', '0.7895', '0.0000', '0.1495', '0.0000', '0.7750', '0.0000', '0.1757', '0.5393']","['0.3179', '0.0268', '0.0000', '0.9500', '0.0000', '0.3321', '0.0000', '0.0232', '0.4536']","['0.2878', '0.0518', '0.0000', '0.2583', '0.0000', '0.4650', '0.0000', '0.0410', '0.4927']","['0.3179', '0.0268', '0.0000', '0.9500', '0.0000', '0.3321', '0.0000', '0.0232', '0.4536']","['0.8886', '0.9991', '1.0000', '0.3243', '1.0000', '0.9879', '1.0000', '0.9864', '0.9516']","[[178, 0, 0, 361, 0, 3, 0, 16, 2], [44, 15, 0, 499, 0, 0, 0, 2, 0], [101, 0, 0, 347, 0, 10, 0, 11, 91], [21, 2, 0, 532, 0, 1, 0, 1, 3], [228, 1, 0, 261, 0, 34, 0, 27, 9], [3, 0, 0, 276, 0, 186, 0, 0, 95], [85, 1, 0, 456, 0, 5, 0, 1, 12], [16, 0, 0, 525, 0, 1, 0, 13, 5], [1, 0, 0, 302, 0, 0, 0, 3, 254]]","[3, 5, 5, 5, 3, 3, 5, 8, 5, 4, 8, 2, 5, 3, 5, 8]","[3, 5, 5, 5, 3, 3, 5, 8, 5, 4, 8, 2, 5, 3, 5, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.233712673187256
8,"['0.0732', '0.0000', '0.0000', '0.9768', '0.0000', '0.1446', '0.0000', '0.0518', '0.2089']","['0.5325', '0.0000', '0.0000', '0.1288', '0.0000', '0.9643', '0.0000', '0.0620', '0.7091']","['0.0732', '0.0000', '0.0000', '0.9768', '0.0000', '0.1446', '0.0000', '0.0518', '0.2089']","['0.1287', '0.0000', '0.0000', '0.2276', '0.0000', '0.2516', '0.0000', '0.0564', '0.3228']","['0.0732', '0.0000', '0.0000', '0.9768', '0.0000', '0.1446', '0.0000', '0.0518', '0.2089']","['0.9920', '1.0000', '1.0000', '0.1743', '1.0000', '0.9993', '1.0000', '0.9020', '0.9893']","[[41, 0, 0, 421, 0, 0, 0, 98, 0], [5, 0, 0, 542, 0, 0, 0, 13, 0], [3, 0, 0, 448, 0, 0, 0, 98, 11], [1, 0, 0, 547, 0, 0, 0, 12, 0], [12, 0, 0, 364, 0, 2, 0, 179, 3], [0, 0, 0, 441, 0, 81, 0, 7, 31], [15, 0, 0, 514, 0, 1, 0, 27, 3], [0, 0, 0, 531, 0, 0, 0, 29, 0], [0, 0, 0, 438, 0, 0, 0, 5, 117]]","[5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 3, 5, 5, 3, 5, 3]","[5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 3, 5, 5, 3, 5, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.206691265106201
9,"['0.0000', '0.0000', '0.0000', '0.9554', '0.1589', '0.0071', '0.0000', '0.0732', '0.0054']","['0.0000', '0.0000', '0.0000', '0.1270', '0.8241', '1.0000', '0.0000', '0.0577', '0.5000']","['0.0000', '0.0000', '0.0000', '0.9554', '0.1589', '0.0071', '0.0000', '0.0732', '0.0054']","['0.0000', '0.0000', '0.0000', '0.2243', '0.2665', '0.0142', '0.0000', '0.0645', '0.0106']","['0.0000', '0.0000', '0.0000', '0.9554', '0.1589', '0.0071', '0.0000', '0.0732', '0.0054']","['1.0000', '1.0000', '1.0000', '0.1795', '0.9958', '1.0000', '1.0000', '0.8504', '0.9993']","[[0, 0, 0, 380, 1, 0, 0, 179, 0], [0, 0, 0, 530, 3, 0, 0, 27, 0], [0, 0, 0, 415, 9, 0, 0, 135, 1], [0, 0, 0, 535, 1, 0, 0, 24, 0], [0, 0, 0, 279, 89, 0, 0, 192, 0], [0, 0, 0, 506, 3, 4, 0, 45, 2], [0, 0, 0, 497, 2, 0, 0, 61, 0], [0, 0, 0, 519, 0, 0, 0, 41, 0], [0, 0, 0, 550, 0, 0, 0, 7, 3]]","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 7, 5, 5, 5, 5, 5]","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 7, 5, 5, 5, 5, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.1932029724121094
