cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations,training_loss
0,"['0.2357', '0.1571', '0.3750', '0.2125', '0.7625', '0.3982', '0.7089', '0.2875', '0.9679']","['0.5301', '0.5000', '0.5932', '0.5833', '0.4760', '0.7534', '0.3405', '0.5771', '0.3820']","['0.2357', '0.1571', '0.3750', '0.2125', '0.7625', '0.3982', '0.7089', '0.2875', '0.9679']","['0.3263', '0.2391', '0.4595', '0.3115', '0.5861', '0.5210', '0.4600', '0.3838', '0.5478']","['0.2357', '0.1571', '0.3750', '0.2125', '0.7625', '0.3982', '0.7089', '0.2875', '0.9679']","['0.9739', '0.9804', '0.9679', '0.9810', '0.8951', '0.9837', '0.8283', '0.9737', '0.8042']","[[132, 18, 30, 34, 56, 5, 211, 25, 49], [18, 88, 21, 18, 51, 4, 168, 72, 120], [9, 0, 210, 1, 299, 6, 27, 1, 7], [11, 21, 13, 119, 7, 0, 215, 8, 166], [20, 0, 31, 0, 427, 12, 35, 0, 35], [5, 0, 32, 4, 35, 223, 20, 9, 232], [9, 1, 10, 8, 11, 9, 397, 3, 112], [44, 48, 6, 17, 9, 26, 93, 161, 156], [1, 0, 1, 3, 2, 11, 0, 0, 542]]",-1,-1,-1,-1,1.7633641958236694
1,"['0.5875', '0.4911', '0.8143', '0.5375', '0.3339', '0.6411', '0.7250', '0.5643', '0.8679']","['0.5256', '0.6517', '0.6072', '0.5199', '0.7602', '0.8799', '0.4862', '0.7069', '0.6694']","['0.5875', '0.4911', '0.8143', '0.5375', '0.3339', '0.6411', '0.7250', '0.5643', '0.8679']","['0.5548', '0.5601', '0.6957', '0.5285', '0.4640', '0.7417', '0.5821', '0.6276', '0.7558']","['0.5875', '0.4911', '0.8143', '0.5375', '0.3339', '0.6411', '0.7250', '0.5643', '0.8679']","['0.9337', '0.9672', '0.9342', '0.9379', '0.9868', '0.9891', '0.9042', '0.9708', '0.9464']","[[329, 31, 21, 31, 7, 3, 73, 60, 5], [16, 275, 19, 94, 7, 1, 83, 40, 25], [23, 0, 456, 2, 18, 3, 54, 2, 2], [12, 55, 17, 301, 3, 0, 102, 11, 59], [88, 8, 222, 3, 187, 12, 27, 5, 8], [28, 0, 5, 18, 17, 359, 60, 6, 67], [37, 7, 10, 45, 3, 12, 406, 3, 37], [92, 46, 1, 56, 1, 7, 4, 316, 37], [1, 0, 0, 29, 3, 11, 26, 4, 486]]","[4, 4, 4, 4, 1, 1, 2, 8, 2, 7, 7, 5, 7, 8, 7, 5]","[4, 4, 4, 4, 1, 1, 2, 8, 2, 7, 7, 5, 7, 8, 7, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.9312541484832764
2,"['0.5286', '0.5018', '0.4339', '0.5625', '0.7589', '0.6607', '0.6625', '0.6339', '0.8911']","['0.6271', '0.6401', '0.8526', '0.4961', '0.5667', '0.8665', '0.5248', '0.6351', '0.6514']","['0.5286', '0.5018', '0.4339', '0.5625', '0.7589', '0.6607', '0.6625', '0.6339', '0.8911']","['0.5736', '0.5626', '0.5751', '0.5272', '0.6489', '0.7497', '0.5856', '0.6345', '0.7526']","['0.5286', '0.5018', '0.4339', '0.5625', '0.7589', '0.6607', '0.6625', '0.6339', '0.8911']","['0.9607', '0.9647', '0.9906', '0.9286', '0.9275', '0.9873', '0.9250', '0.9545', '0.9404']","[[296, 29, 10, 62, 12, 6, 53, 86, 6], [8, 281, 3, 66, 24, 4, 78, 69, 27], [23, 2, 243, 6, 242, 4, 35, 2, 3], [5, 72, 11, 315, 11, 0, 81, 11, 54], [45, 13, 10, 12, 425, 10, 20, 12, 13], [10, 1, 0, 15, 24, 370, 41, 17, 82], [22, 3, 8, 87, 8, 18, 371, 3, 40], [63, 38, 0, 53, 2, 3, 4, 355, 42], [0, 0, 0, 19, 2, 12, 24, 4, 499]]","[5, 6, 7, 8, 2, 2, 7, 5, 2, 5, 1, 2, 4, 8, 1, 7]","[5, 6, 7, 8, 2, 2, 7, 5, 2, 5, 1, 2, 4, 8, 1, 7]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.9904310703277588
3,"['0.5464', '0.5875', '0.6036', '0.7036', '0.7393', '0.6964', '0.7286', '0.6875', '0.8964']","['0.5919', '0.7460', '0.8514', '0.6062', '0.6603', '0.8571', '0.6080', '0.6661', '0.7131']","['0.5464', '0.5875', '0.6036', '0.7036', '0.7393', '0.6964', '0.7286', '0.6875', '0.8964']","['0.5682', '0.6573', '0.7064', '0.6512', '0.6976', '0.7685', '0.6629', '0.6766', '0.7943']","['0.5464', '0.5875', '0.6036', '0.7036', '0.7393', '0.6964', '0.7286', '0.6875', '0.8964']","['0.9529', '0.9750', '0.9868', '0.9429', '0.9525', '0.9855', '0.9413', '0.9569', '0.9549']","[[306, 19, 4, 67, 11, 2, 48, 96, 7], [10, 329, 7, 59, 19, 3, 48, 66, 19], [31, 2, 338, 4, 130, 4, 42, 2, 7], [6, 51, 8, 394, 7, 0, 42, 9, 43], [49, 6, 37, 3, 414, 11, 20, 6, 14], [22, 0, 0, 9, 40, 390, 43, 7, 49], [24, 7, 3, 53, 1, 22, 408, 4, 38], [69, 27, 0, 47, 3, 1, 3, 385, 25], [0, 0, 0, 14, 2, 22, 17, 3, 502]]","[6, 8, 9, 9, 7, 1, 2, 9, 8, 9, 7, 2, 6, 2, 5, 7]","[6, 8, 9, 9, 7, 1, 2, 9, 8, 9, 7, 2, 6, 2, 5, 7]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.6308148503303528
4,"['0.5196', '0.5107', '0.7964', '0.7357', '0.6893', '0.7589', '0.7625', '0.7625', '0.8446']","['0.6424', '0.8102', '0.7348', '0.6458', '0.7674', '0.8603', '0.6091', '0.5947', '0.8255']","['0.5196', '0.5107', '0.7964', '0.7357', '0.6893', '0.7589', '0.7625', '0.7625', '0.8446']","['0.5745', '0.6265', '0.7644', '0.6878', '0.7262', '0.8065', '0.6772', '0.6682', '0.8350']","['0.5196', '0.5107', '0.7964', '0.7357', '0.6893', '0.7589', '0.7625', '0.7625', '0.8446']","['0.9638', '0.9850', '0.9641', '0.9496', '0.9739', '0.9846', '0.9388', '0.9350', '0.9777']","[[291, 7, 9, 48, 4, 3, 57, 139, 2], [10, 286, 18, 46, 10, 4, 80, 91, 15], [22, 0, 446, 5, 64, 3, 12, 3, 5], [7, 38, 18, 412, 3, 0, 60, 9, 13], [37, 3, 103, 3, 386, 4, 8, 10, 6], [13, 0, 2, 11, 25, 425, 32, 26, 26], [29, 6, 9, 40, 5, 21, 427, 7, 16], [44, 11, 0, 52, 4, 0, 5, 427, 17], [0, 2, 2, 21, 2, 34, 20, 6, 473]]","[5, 3, 1, 4, 3, 5, 5, 4, 5, 3, 1, 8, 5, 5, 6, 3]","[5, 3, 1, 4, 3, 5, 5, 4, 5, 3, 1, 8, 5, 5, 6, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.591588020324707
5,"['0.5946', '0.6518', '0.6464', '0.7696', '0.8536', '0.7696', '0.7018', '0.6571', '0.9036']","['0.6529', '0.7256', '0.8341', '0.7136', '0.6257', '0.8468', '0.6661', '0.7510', '0.7956']","['0.5946', '0.6518', '0.6464', '0.7696', '0.8536', '0.7696', '0.7018', '0.6571', '0.9036']","['0.6224', '0.6867', '0.7284', '0.7405', '0.7221', '0.8064', '0.6835', '0.7010', '0.8462']","['0.5946', '0.6518', '0.6464', '0.7696', '0.8536', '0.7696', '0.7018', '0.6571', '0.9036']","['0.9605', '0.9692', '0.9839', '0.9614', '0.9362', '0.9826', '0.9560', '0.9728', '0.9710']","[[333, 20, 6, 34, 46, 3, 43, 71, 4], [9, 365, 9, 38, 31, 4, 71, 23, 10], [17, 1, 362, 2, 158, 5, 12, 1, 2], [10, 39, 16, 431, 12, 0, 23, 6, 23], [16, 3, 38, 0, 478, 9, 9, 1, 6], [17, 1, 0, 8, 25, 431, 27, 13, 38], [33, 10, 3, 44, 5, 34, 393, 5, 33], [72, 62, 0, 33, 6, 1, 4, 368, 14], [3, 2, 0, 14, 3, 22, 8, 2, 506]]","[9, 9, 2, 5, 9, 5, 9, 5, 9, 2, 3, 5, 2, 2, 4, 5]","[9, 9, 2, 5, 9, 5, 9, 5, 9, 2, 3, 5, 2, 2, 4, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.5403962135314941
6,"['0.5732', '0.6982', '0.6929', '0.8089', '0.8571', '0.8500', '0.8000', '0.7750', '0.8893']","['0.7181', '0.8079', '0.8509', '0.7402', '0.7251', '0.8799', '0.7022', '0.7092', '0.8469']","['0.5732', '0.6982', '0.6929', '0.8089', '0.8571', '0.8500', '0.8000', '0.7750', '0.8893']","['0.6375', '0.7490', '0.7638', '0.7730', '0.7856', '0.8647', '0.7479', '0.7406', '0.8676']","['0.5732', '0.6982', '0.6929', '0.8089', '0.8571', '0.8500', '0.8000', '0.7750', '0.8893']","['0.9719', '0.9792', '0.9848', '0.9645', '0.9594', '0.9855', '0.9576', '0.9603', '0.9799']","[[321, 11, 7, 37, 14, 6, 51, 111, 2], [3, 391, 7, 36, 17, 4, 48, 40, 14], [11, 0, 388, 3, 133, 4, 15, 2, 4], [15, 43, 13, 453, 3, 1, 17, 0, 15], [20, 1, 33, 2, 480, 9, 10, 3, 2], [8, 1, 1, 5, 6, 476, 31, 15, 17], [23, 14, 6, 24, 5, 18, 448, 4, 18], [44, 20, 1, 34, 3, 3, 3, 434, 18], [2, 3, 0, 18, 1, 20, 15, 3, 498]]","[7, 7, 2, 1, 7, 5, 4, 1, 8, 2, 4, 8, 7, 7, 6, 6]","[7, 7, 2, 1, 7, 5, 4, 1, 8, 2, 4, 8, 7, 7, 6, 6]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.4010479152202606
7,"['0.5304', '0.6929', '0.6696', '0.8196', '0.8982', '0.7536', '0.8446', '0.7375', '0.8857']","['0.7538', '0.7729', '0.8641', '0.7650', '0.6532', '0.9154', '0.6095', '0.7705', '0.8748']","['0.5304', '0.6929', '0.6696', '0.8196', '0.8982', '0.7536', '0.8446', '0.7375', '0.8857']","['0.6226', '0.7307', '0.7545', '0.7914', '0.7564', '0.8266', '0.7081', '0.7536', '0.8802']","['0.5304', '0.6929', '0.6696', '0.8196', '0.8982', '0.7536', '0.8446', '0.7375', '0.8857']","['0.9783', '0.9746', '0.9868', '0.9685', '0.9404', '0.9913', '0.9324', '0.9725', '0.9842']","[[297, 11, 8, 27, 37, 2, 70, 106, 2], [1, 388, 6, 43, 17, 1, 91, 3, 10], [6, 2, 375, 2, 148, 1, 25, 1, 0], [11, 35, 7, 459, 9, 0, 27, 0, 12], [8, 2, 36, 0, 503, 2, 8, 0, 1], [13, 2, 0, 4, 35, 422, 53, 10, 21], [17, 11, 2, 15, 12, 18, 473, 0, 12], [39, 49, 0, 34, 6, 0, 6, 413, 13], [2, 2, 0, 16, 3, 15, 23, 3, 496]]","[3, 7, 1, 8, 5, 2, 8, 5, 5, 2, 2, 2, 4, 7, 6, 2]","[3, 7, 1, 8, 5, 2, 8, 5, 5, 2, 2, 2, 4, 7, 6, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.31923988461494446
8,"['0.6161', '0.7482', '0.7161', '0.8750', '0.8696', '0.7375', '0.7393', '0.8089', '0.9036']","['0.6609', '0.8482', '0.8407', '0.6863', '0.7446', '0.9494', '0.7841', '0.7248', '0.8562']","['0.6161', '0.7482', '0.7161', '0.8750', '0.8696', '0.7375', '0.7393', '0.8089', '0.9036']","['0.6377', '0.7951', '0.7734', '0.7692', '0.8023', '0.8302', '0.7610', '0.7646', '0.8792']","['0.6161', '0.7482', '0.7161', '0.8750', '0.8696', '0.7375', '0.7393', '0.8089', '0.9036']","['0.9605', '0.9833', '0.9830', '0.9500', '0.9627', '0.9951', '0.9746', '0.9616', '0.9810']","[[345, 8, 3, 48, 15, 3, 33, 104, 1], [4, 419, 11, 56, 9, 2, 34, 18, 7], [21, 2, 401, 5, 116, 1, 7, 1, 6], [16, 27, 8, 490, 1, 0, 4, 2, 12], [15, 2, 41, 0, 487, 1, 5, 4, 5], [32, 3, 0, 10, 18, 413, 23, 36, 25], [44, 11, 12, 41, 4, 5, 414, 4, 25], [41, 19, 1, 37, 3, 0, 2, 453, 4], [4, 3, 0, 27, 1, 10, 6, 3, 506]]","[7, 8, 7, 4, 2, 4, 7, 2, 7, 2, 4, 6, 7, 1, 9, 2]","[7, 8, 7, 4, 2, 4, 7, 2, 7, 2, 4, 6, 7, 1, 9, 2]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.5321465730667114
9,"['0.5696', '0.7857', '0.7518', '0.7839', '0.8518', '0.8000', '0.8768', '0.8054', '0.8786']","['0.7217', '0.7871', '0.8645', '0.8283', '0.7744', '0.9180', '0.6368', '0.7479', '0.9044']","['0.5696', '0.7857', '0.7518', '0.7839', '0.8518', '0.8000', '0.8768', '0.8054', '0.8786']","['0.6367', '0.7864', '0.8042', '0.8055', '0.8112', '0.8550', '0.7378', '0.7756', '0.8913']","['0.5696', '0.7857', '0.7518', '0.7839', '0.8518', '0.8000', '0.8768', '0.8054', '0.8786']","['0.9725', '0.9734', '0.9853', '0.9797', '0.9690', '0.9911', '0.9375', '0.9661', '0.9884']","[[319, 9, 2, 22, 14, 4, 84, 105, 1], [1, 440, 6, 22, 9, 5, 57, 12, 8], [17, 1, 421, 2, 90, 2, 25, 1, 1], [16, 48, 12, 439, 0, 1, 27, 5, 12], [18, 7, 42, 0, 477, 5, 9, 1, 1], [11, 6, 0, 1, 17, 448, 48, 17, 12], [26, 17, 4, 6, 2, 4, 491, 3, 7], [32, 29, 0, 25, 5, 0, 8, 451, 10], [2, 2, 0, 13, 2, 19, 22, 8, 492]]","[7, 8, 6, 7, 7, 2, 6, 1, 3, 7, 8, 9, 2, 6, 3, 7]","[7, 8, 6, 7, 7, 2, 6, 1, 3, 7, 8, 9, 2, 6, 3, 7]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,0.3202013671398163
