cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.4148', '0.6007', '0.0427', '0.0202', '0.0397', '0.3756', '0.7661', '0.1375', '0.2811', '0.1242']","['0.3430', '0.3113', '0.2989', '0.2407', '0.2016', '0.2783', '0.2101', '0.2935', '0.3662', '0.2969']","['0.4148', '0.6007', '0.0427', '0.0202', '0.0397', '0.3756', '0.7661', '0.1375', '0.2811', '0.1242']","['0.3755', '0.4101', '0.0747', '0.0372', '0.0664', '0.3197', '0.3298', '0.1873', '0.3181', '0.1751']","['0.4148', '0.6007', '0.0427', '0.0202', '0.0397', '0.3756', '0.7661', '0.1375', '0.2811', '0.1242']","['0.9168', '0.8575', '0.9887', '0.9923', '0.9816', '0.8951', '0.6860', '0.9640', '0.9465', '0.9666']","[[236, 88, 4, 1, 8, 29, 47, 18, 111, 27], [27, 349, 0, 4, 0, 6, 79, 13, 66, 37], [81, 39, 26, 4, 32, 95, 287, 26, 6, 13], [34, 39, 18, 13, 16, 180, 286, 43, 3, 12], [40, 22, 10, 4, 25, 67, 414, 18, 14, 15], [33, 32, 8, 13, 18, 219, 223, 28, 4, 5], [15, 26, 9, 2, 8, 54, 452, 20, 0, 4], [29, 49, 5, 11, 16, 106, 250, 81, 11, 31], [159, 175, 6, 1, 1, 22, 18, 9, 167, 36], [34, 302, 1, 1, 0, 9, 95, 20, 74, 76]]",-1,-1
1,"['0.3620', '0.4819', '0.0936', '0.0481', '0.3386', '0.4322', '0.6017', '0.3752', '0.3535', '0.3971']","['0.4383', '0.4494', '0.2701', '0.2441', '0.2563', '0.3111', '0.3125', '0.3074', '0.4242', '0.4204']","['0.3620', '0.4819', '0.0936', '0.0481', '0.3386', '0.4322', '0.6017', '0.3752', '0.3535', '0.3971']","['0.3965', '0.4651', '0.1390', '0.0804', '0.2918', '0.3618', '0.4114', '0.3379', '0.3857', '0.4084']","['0.3620', '0.4819', '0.0936', '0.0481', '0.3386', '0.4322', '0.6017', '0.3752', '0.3535', '0.3971']","['0.9514', '0.9367', '0.9714', '0.9821', '0.8849', '0.8970', '0.8556', '0.9080', '0.9473', '0.9378']","[[206, 45, 18, 2, 22, 46, 24, 48, 117, 41], [13, 280, 1, 4, 1, 12, 54, 33, 59, 124], [49, 17, 57, 22, 184, 67, 134, 60, 4, 15], [11, 11, 28, 31, 106, 199, 140, 96, 4, 18], [20, 6, 32, 9, 213, 52, 212, 58, 13, 14], [12, 8, 21, 21, 92, 252, 84, 84, 2, 7], [6, 7, 20, 20, 89, 29, 355, 51, 2, 11], [11, 18, 15, 12, 111, 96, 68, 221, 9, 28], [125, 87, 18, 1, 7, 35, 17, 17, 210, 77], [17, 144, 1, 5, 6, 22, 48, 51, 75, 243]]","[3, 0, 8, 0, 2, 3, 0, 0, 2, 5, 3, 1, 5, 7, 5, 4, 6, 4, 5, 3, 3, 5, 5, 3, 4, 8, 6, 3, 9, 7, 6, 7]","[8, 5, 8, 0, 5, 0, 9, 0, 3, 9, 0, 3, 9, 3, 5, 8, 5, 4, 4, 5, 2, 0, 9, 5, 7, 0, 3, 0, 7, 7, 0, 0]"
2,"['0.3761', '0.6420', '0.1872', '0.0885', '0.2591', '0.5111', '0.4831', '0.4177', '0.4192', '0.3709']","['0.4204', '0.4373', '0.2721', '0.3132', '0.3333', '0.2998', '0.3841', '0.3220', '0.4816', '0.4275']","['0.3761', '0.6420', '0.1872', '0.0885', '0.2591', '0.5111', '0.4831', '0.4177', '0.4192', '0.3709']","['0.3970', '0.5202', '0.2218', '0.1380', '0.2916', '0.3779', '0.4279', '0.3636', '0.4482', '0.3972']","['0.3761', '0.6420', '0.1872', '0.0885', '0.2591', '0.5111', '0.4831', '0.4177', '0.4192', '0.3709']","['0.9457', '0.9114', '0.9434', '0.9767', '0.9393', '0.8715', '0.9155', '0.9043', '0.9504', '0.9436']","[[214, 61, 24, 6, 12, 18, 11, 47, 130, 46], [11, 373, 1, 0, 0, 13, 37, 20, 35, 91], [63, 27, 114, 21, 123, 87, 79, 75, 7, 13], [20, 12, 50, 57, 33, 267, 85, 92, 6, 22], [41, 13, 91, 16, 163, 67, 130, 84, 14, 10], [19, 10, 49, 30, 34, 298, 47, 84, 5, 7], [7, 15, 42, 34, 77, 53, 285, 59, 2, 16], [11, 25, 31, 13, 42, 153, 27, 246, 8, 33], [115, 111, 13, 1, 4, 13, 11, 11, 249, 66], [8, 206, 4, 4, 1, 25, 30, 46, 61, 227]]","[1, 7, 9, 5, 7, 9, 5, 7, 6, 1, 7, 0, 3, 2, 8, 2, 9, 0, 4, 8, 7, 2, 1, 1, 6, 0, 1, 7, 8, 4, 6, 8]","[8, 8, 9, 0, 9, 3, 5, 2, 0, 8, 7, 0, 1, 1, 4, 8, 8, 6, 2, 6, 1, 2, 8, 4, 5, 6, 8, 2, 1, 9, 7, 4]"
3,"['0.3743', '0.6403', '0.1314', '0.2329', '0.3307', '0.4528', '0.4814', '0.4397', '0.4882', '0.4020']","['0.4401', '0.4668', '0.3320', '0.3311', '0.3366', '0.3438', '0.4000', '0.3809', '0.4618', '0.3961']","['0.3743', '0.6403', '0.1314', '0.2329', '0.3307', '0.4528', '0.4814', '0.4397', '0.4882', '0.4020']","['0.4046', '0.5399', '0.1882', '0.2735', '0.3336', '0.3908', '0.4369', '0.4082', '0.4746', '0.3990']","['0.3743', '0.6403', '0.1314', '0.2329', '0.3307', '0.4528', '0.4814', '0.4397', '0.4882', '0.4020']","['0.9501', '0.9216', '0.9701', '0.9434', '0.9237', '0.9070', '0.9213', '0.9222', '0.9375', '0.9304']","[[213, 51, 20, 11, 16, 14, 11, 42, 145, 46], [9, 372, 1, 7, 1, 6, 23, 10, 60, 92], [61, 24, 80, 48, 170, 59, 71, 63, 13, 20], [20, 10, 31, 150, 35, 199, 95, 63, 8, 33], [37, 8, 41, 28, 208, 47, 129, 91, 18, 22], [14, 10, 20, 88, 42, 264, 43, 71, 10, 21], [8, 14, 24, 65, 85, 26, 284, 46, 5, 33], [8, 20, 15, 43, 52, 116, 22, 259, 9, 45], [104, 90, 8, 3, 6, 15, 7, 8, 290, 63], [10, 198, 1, 10, 3, 22, 25, 27, 70, 246]]","[3, 2, 8, 8, 5, 1, 3, 4, 4, 2, 5, 6, 7, 5, 7, 1, 4, 7, 2, 1, 7, 6, 6, 0, 4, 1, 4, 1, 0, 7, 0, 4]","[0, 6, 9, 8, 1, 4, 6, 4, 7, 8, 4, 5, 6, 7, 2, 4, 2, 8, 2, 7, 6, 4, 8, 4, 9, 2, 4, 3, 4, 3, 5, 8]"
4,"['0.2882', '0.6678', '0.2102', '0.1988', '0.2448', '0.4082', '0.5915', '0.4873', '0.5606', '0.4052']","['0.4518', '0.4399', '0.3274', '0.3647', '0.3765', '0.3820', '0.3913', '0.3959', '0.4568', '0.3906']","['0.2882', '0.6678', '0.2102', '0.1988', '0.2448', '0.4082', '0.5915', '0.4873', '0.5606', '0.4052']","['0.3519', '0.5304', '0.2560', '0.2573', '0.2967', '0.3947', '0.4710', '0.4368', '0.5034', '0.3978']","['0.2882', '0.6678', '0.2102', '0.1988', '0.2448', '0.4082', '0.5915', '0.4873', '0.5606', '0.4052']","['0.9634', '0.9088', '0.9512', '0.9584', '0.9525', '0.9289', '0.8996', '0.9191', '0.9267', '0.9282']","[[164, 60, 19, 6, 17, 7, 14, 35, 201, 46], [5, 388, 2, 5, 0, 4, 24, 9, 48, 96], [61, 31, 128, 32, 95, 43, 107, 68, 22, 22], [19, 14, 43, 128, 27, 169, 124, 71, 13, 36], [29, 14, 77, 23, 154, 33, 151, 103, 23, 22], [8, 13, 50, 74, 26, 238, 60, 78, 14, 22], [7, 18, 34, 40, 50, 22, 349, 39, 4, 27], [9, 26, 25, 32, 34, 86, 28, 287, 6, 56], [55, 112, 8, 0, 5, 6, 8, 7, 333, 60], [6, 206, 5, 11, 1, 15, 27, 28, 65, 248]]","[2, 7, 9, 7, 7, 0, 8, 0, 7, 1, 9, 7, 3, 9, 7, 4, 1, 9, 0, 0, 5, 6, 6, 5, 0, 9, 4, 9, 7, 4, 8, 0]","[0, 6, 5, 0, 5, 4, 9, 1, 6, 9, 6, 3, 2, 5, 9, 5, 9, 9, 6, 2, 2, 5, 2, 8, 4, 0, 9, 3, 2, 4, 4, 2]"
5,"['0.3515', '0.5663', '0.2365', '0.2174', '0.2750', '0.4906', '0.5661', '0.4312', '0.5387', '0.4493']","['0.4640', '0.4889', '0.3273', '0.3406', '0.3392', '0.3421', '0.4014', '0.4448', '0.4893', '0.4283']","['0.3515', '0.5663', '0.2365', '0.2174', '0.2750', '0.4906', '0.5661', '0.4312', '0.5387', '0.4493']","['0.4000', '0.5247', '0.2745', '0.2654', '0.3038', '0.4031', '0.4698', '0.4379', '0.5128', '0.4386']","['0.3515', '0.5663', '0.2365', '0.2174', '0.2750', '0.4906', '0.5661', '0.4312', '0.5387', '0.4493']","['0.9575', '0.9365', '0.9451', '0.9494', '0.9373', '0.8985', '0.9079', '0.9414', '0.9382', '0.9319']","[[200, 47, 34, 8, 25, 15, 15, 28, 151, 46], [15, 329, 1, 7, 5, 9, 24, 11, 55, 125], [57, 18, 144, 35, 115, 71, 94, 41, 18, 16], [19, 8, 47, 140, 33, 212, 111, 45, 9, 20], [26, 6, 89, 24, 173, 50, 143, 76, 19, 23], [11, 5, 48, 74, 39, 286, 47, 47, 9, 17], [7, 11, 40, 66, 56, 25, 334, 29, 3, 19], [8, 13, 24, 37, 47, 134, 27, 254, 7, 38], [81, 75, 10, 2, 10, 13, 8, 12, 320, 63], [7, 161, 3, 18, 7, 21, 29, 28, 63, 275]]","[6, 6, 0, 5, 9, 6, 8, 0, 2, 4, 3, 7, 8, 5, 5, 3, 9, 5, 7, 5, 0, 9, 5, 3, 5, 0, 2, 8, 1, 9, 6, 5]","[6, 9, 3, 1, 3, 5, 9, 5, 4, 3, 7, 9, 2, 9, 2, 3, 9, 3, 4, 2, 6, 2, 0, 8, 5, 3, 2, 6, 3, 5, 6, 7]"
6,"['0.3620', '0.5284', '0.2414', '0.1630', '0.3434', '0.4340', '0.5390', '0.5840', '0.5034', '0.4820']","['0.4508', '0.5212', '0.3056', '0.3559', '0.3445', '0.3619', '0.4350', '0.4081', '0.4878', '0.4436']","['0.3620', '0.5284', '0.2414', '0.1630', '0.3434', '0.4340', '0.5390', '0.5840', '0.5034', '0.4820']","['0.4016', '0.5248', '0.2697', '0.2236', '0.3439', '0.3947', '0.4815', '0.4804', '0.4954', '0.4620']","['0.3620', '0.5284', '0.2414', '0.1630', '0.3434', '0.4340', '0.5390', '0.5840', '0.5034', '0.4820']","['0.9538', '0.9480', '0.9380', '0.9645', '0.9235', '0.9177', '0.9237', '0.9078', '0.9419', '0.9313']","[[206, 42, 47, 5, 33, 13, 11, 42, 128, 42], [17, 307, 3, 3, 6, 9, 19, 18, 63, 136], [55, 15, 147, 29, 147, 50, 71, 67, 11, 17], [17, 5, 54, 105, 45, 198, 106, 83, 12, 19], [27, 4, 76, 19, 216, 39, 102, 110, 15, 21], [10, 6, 59, 55, 49, 253, 46, 84, 8, 13], [5, 11, 47, 47, 68, 31, 318, 42, 2, 19], [7, 12, 27, 22, 41, 77, 23, 344, 6, 30], [102, 62, 13, 2, 12, 11, 7, 13, 299, 73], [11, 125, 8, 8, 10, 18, 28, 40, 69, 295]]","[2, 5, 1, 5, 5, 7, 9, 8, 9, 7, 9, 1, 6, 9, 0, 1, 2, 7, 2, 3, 9, 8, 8, 9, 5, 5, 6, 3, 8, 8, 1, 8]","[9, 1, 3, 7, 6, 2, 2, 3, 1, 0, 7, 6, 5, 6, 6, 0, 8, 1, 7, 2, 9, 2, 2, 7, 3, 9, 9, 8, 4, 8, 1, 4]"
7,"['0.3656', '0.5766', '0.2003', '0.2081', '0.3339', '0.3877', '0.6119', '0.5518', '0.5152', '0.4804']","['0.4592', '0.5030', '0.3089', '0.3754', '0.3360', '0.3958', '0.3903', '0.4452', '0.5186', '0.4273']","['0.3656', '0.5766', '0.2003', '0.2081', '0.3339', '0.3877', '0.6119', '0.5518', '0.5152', '0.4804']","['0.4070', '0.5373', '0.2430', '0.2677', '0.3349', '0.3917', '0.4766', '0.4928', '0.5169', '0.4523']","['0.3656', '0.5766', '0.2003', '0.2081', '0.3339', '0.3877', '0.6119', '0.5518', '0.5152', '0.4804']","['0.9549', '0.9389', '0.9494', '0.9584', '0.9227', '0.9363', '0.8957', '0.9252', '0.9475', '0.9269']","[[208, 46, 34, 8, 29, 9, 13, 32, 130, 60], [15, 335, 2, 7, 7, 3, 22, 14, 47, 129], [58, 24, 122, 28, 151, 45, 99, 59, 9, 14], [19, 9, 53, 134, 40, 155, 143, 65, 9, 17], [31, 6, 60, 27, 210, 27, 138, 91, 16, 23], [10, 5, 54, 73, 44, 226, 74, 73, 8, 16], [5, 14, 35, 40, 65, 19, 361, 28, 3, 20], [6, 15, 20, 23, 58, 66, 35, 325, 5, 36], [88, 70, 10, 3, 12, 8, 10, 8, 306, 79], [13, 142, 5, 14, 9, 13, 30, 35, 57, 294]]","[7, 9, 2, 5, 7, 9, 9, 6, 0, 4, 5, 2, 4, 5, 2, 0, 7, 9, 3, 1, 1, 4, 3, 1, 7, 8, 2, 3, 5, 2, 9, 0]","[7, 6, 6, 4, 4, 5, 4, 6, 6, 3, 9, 2, 3, 4, 8, 2, 2, 8, 1, 6, 1, 0, 3, 3, 0, 0, 5, 9, 6, 1, 2, 1]"
8,"['0.3199', '0.5542', '0.2956', '0.2748', '0.3180', '0.3945', '0.5559', '0.5416', '0.5488', '0.4902']","['0.4483', '0.5177', '0.3475', '0.3430', '0.3802', '0.3872', '0.4168', '0.4400', '0.5102', '0.4498']","['0.3199', '0.5542', '0.2956', '0.2748', '0.3180', '0.3945', '0.5559', '0.5416', '0.5488', '0.4902']","['0.3733', '0.5353', '0.3194', '0.3052', '0.3463', '0.3908', '0.4764', '0.4855', '0.5288', '0.4691']","['0.3199', '0.5542', '0.2956', '0.2748', '0.3180', '0.3945', '0.5559', '0.5416', '0.5488', '0.4902']","['0.9588', '0.9446', '0.9373', '0.9367', '0.9393', '0.9328', '0.9152', '0.9250', '0.9421', '0.9319']","[[182, 43, 48, 9, 28, 12, 15, 31, 146, 55], [17, 322, 6, 8, 5, 5, 22, 14, 54, 128], [49, 20, 180, 44, 105, 48, 83, 57, 9, 14], [18, 9, 57, 177, 33, 153, 109, 61, 10, 17], [26, 7, 83, 38, 200, 32, 111, 94, 18, 20], [7, 6, 51, 109, 37, 230, 50, 70, 7, 16], [4, 14, 44, 71, 53, 21, 328, 35, 3, 17], [8, 11, 27, 38, 50, 70, 28, 319, 4, 34], [83, 62, 14, 4, 8, 10, 10, 11, 326, 66], [12, 128, 8, 18, 7, 13, 31, 33, 62, 300]]","[5, 6, 3, 6, 2, 5, 9, 2, 8, 2, 7, 7, 7, 7, 9, 2, 6, 1, 6, 4, 7, 3, 0, 7, 5, 6, 2, 0, 9, 0, 9, 7]","[0, 8, 3, 2, 9, 4, 2, 6, 4, 4, 4, 1, 4, 4, 0, 9, 4, 4, 5, 2, 3, 9, 7, 5, 2, 6, 3, 5, 1, 1, 0, 3]"
9,"['0.3638', '0.5835', '0.2677', '0.3028', '0.2989', '0.3877', '0.5542', '0.4754', '0.5741', '0.4118']","['0.4442', '0.4829', '0.3598', '0.3272', '0.3547', '0.3593', '0.4134', '0.4746', '0.5067', '0.4421']","['0.3638', '0.5835', '0.2677', '0.3028', '0.2989', '0.3877', '0.5542', '0.4754', '0.5741', '0.4118']","['0.4000', '0.5284', '0.3070', '0.3145', '0.3244', '0.3729', '0.4736', '0.4750', '0.5383', '0.4264']","['0.3638', '0.5835', '0.2677', '0.3028', '0.2989', '0.3877', '0.5542', '0.4754', '0.5741', '0.4118']","['0.9523', '0.9330', '0.9462', '0.9251', '0.9363', '0.9256', '0.9142', '0.9427', '0.9386', '0.9410']","[[207, 48, 35, 18, 30, 16, 9, 19, 147, 40], [23, 339, 5, 13, 5, 5, 18, 11, 60, 102], [59, 24, 163, 49, 107, 55, 84, 44, 14, 10], [20, 14, 51, 195, 28, 154, 112, 41, 10, 19], [30, 6, 75, 44, 188, 37, 124, 82, 21, 22], [8, 7, 52, 126, 37, 226, 47, 52, 7, 21], [3, 11, 39, 77, 58, 21, 327, 28, 7, 19], [10, 13, 17, 49, 57, 85, 31, 280, 6, 41], [82, 73, 9, 3, 12, 15, 8, 7, 341, 44], [24, 167, 7, 22, 8, 15, 31, 26, 60, 252]]","[7, 0, 5, 7, 7, 9, 4, 6, 7, 7, 6, 8, 1, 2, 5, 7, 7, 5, 9, 7, 8, 1, 3, 3, 2, 8, 8, 6, 1, 6, 5, 5]","[5, 0, 4, 5, 6, 8, 5, 4, 5, 8, 3, 1, 9, 5, 2, 5, 4, 1, 0, 3, 1, 3, 2, 0, 4, 8, 4, 5, 5, 4, 5, 0]"
