cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.5466', '0.3270', '0.0000', '0.0016', '0.0000', '0.4254', '0.7373', '0.1851', '0.2256', '0.3971']","['0.3129', '0.3473', '0.0000', '0.3333', '0.0000', '0.2684', '0.2182', '0.2412', '0.3146', '0.3704']","['0.5466', '0.3270', '0.0000', '0.0016', '0.0000', '0.4254', '0.7373', '0.1851', '0.2256', '0.3971']","['0.3980', '0.3369', '0.0000', '0.0031', '0.0000', '0.3291', '0.3367', '0.2094', '0.2627', '0.3833']","['0.5466', '0.3270', '0.0000', '0.0016', '0.0000', '0.4254', '0.7373', '0.1851', '0.2256', '0.3971']","['0.8742', '0.9341', '0.9998', '0.9996', '0.9994', '0.8752', '0.7118', '0.9366', '0.9460', '0.9233']","[[311, 46, 0, 0, 0, 40, 19, 30, 74, 49], [66, 190, 0, 0, 0, 23, 73, 26, 92, 111], [114, 37, 0, 0, 0, 98, 290, 33, 9, 28], [46, 22, 0, 1, 1, 195, 261, 82, 4, 32], [54, 19, 0, 0, 0, 87, 406, 36, 11, 16], [32, 23, 0, 1, 1, 248, 210, 49, 0, 19], [21, 17, 0, 1, 0, 56, 435, 43, 0, 17], [34, 27, 1, 0, 1, 118, 224, 109, 10, 65], [256, 70, 0, 0, 0, 36, 15, 7, 134, 76], [60, 96, 0, 0, 0, 23, 61, 37, 92, 243]]",-1,-1
1,"['0.4148', '0.5250', '0.0361', '0.0295', '0.3307', '0.4717', '0.5034', '0.3175', '0.3620', '0.4526']","['0.4055', '0.4155', '0.2857', '0.2969', '0.2811', '0.3243', '0.2763', '0.2783', '0.4019', '0.4116']","['0.4148', '0.5250', '0.0361', '0.0295', '0.3307', '0.4717', '0.5034', '0.3175', '0.3620', '0.4526']","['0.4101', '0.4639', '0.0641', '0.0537', '0.3039', '0.3843', '0.3568', '0.2966', '0.3809', '0.4311']","['0.4148', '0.5250', '0.0361', '0.0295', '0.3307', '0.4717', '0.5034', '0.3175', '0.3620', '0.4526']","['0.9363', '0.9208', '0.9898', '0.9916', '0.9009', '0.8942', '0.8562', '0.9104', '0.9408', '0.9265']","[[236, 59, 3, 1, 8, 25, 13, 61, 120, 43], [14, 305, 0, 2, 3, 11, 43, 13, 73, 117], [82, 33, 22, 5, 162, 75, 143, 59, 10, 18], [19, 14, 13, 19, 74, 195, 166, 105, 7, 32], [42, 17, 9, 4, 208, 65, 191, 64, 13, 16], [16, 15, 10, 11, 65, 275, 93, 78, 3, 17], [11, 10, 7, 5, 110, 57, 297, 70, 2, 21], [21, 20, 6, 5, 103, 96, 86, 187, 11, 54], [130, 113, 6, 5, 1, 28, 10, 8, 215, 78], [11, 148, 1, 7, 6, 21, 33, 27, 81, 277]]","[4, 1, 0, 9, 4, 6, 6, 8, 5, 2, 3, 4, 7, 0, 3, 9, 7, 0, 1, 1, 7, 6, 0, 8, 6, 5, 0, 3, 0, 9, 5, 2]","[3, 0, 2, 4, 5, 5, 4, 5, 8, 9, 2, 4, 2, 6, 3, 5, 1, 2, 2, 9, 9, 0, 1, 1, 1, 1, 7, 8, 2, 3, 4, 9]"
2,"['0.4482', '0.6213', '0.1248', '0.1537', '0.2130', '0.3293', '0.5322', '0.4482', '0.4276', '0.4330']","['0.4113', '0.4490', '0.2289', '0.2506', '0.3840', '0.3887', '0.3127', '0.3724', '0.4219', '0.3835']","['0.4482', '0.6213', '0.1248', '0.1537', '0.2130', '0.3293', '0.5322', '0.4482', '0.4276', '0.4330']","['0.4289', '0.5213', '0.1615', '0.1906', '0.2740', '0.3565', '0.3940', '0.4068', '0.4247', '0.4068']","['0.4482', '0.6213', '0.1248', '0.1537', '0.2130', '0.3293', '0.5322', '0.4482', '0.4276', '0.4330']","['0.9328', '0.9183', '0.9525', '0.9447', '0.9600', '0.9442', '0.8725', '0.9178', '0.9356', '0.9209']","[[255, 64, 17, 8, 5, 12, 12, 40, 124, 32], [12, 361, 4, 8, 1, 0, 20, 13, 69, 93], [82, 27, 76, 47, 85, 40, 155, 63, 12, 22], [23, 20, 62, 99, 16, 137, 141, 82, 11, 53], [50, 19, 50, 29, 134, 30, 192, 85, 17, 23], [21, 17, 41, 89, 22, 192, 81, 92, 6, 22], [6, 20, 37, 58, 42, 22, 314, 51, 3, 37], [24, 19, 24, 27, 43, 47, 63, 264, 12, 66], [130, 82, 17, 12, 0, 10, 5, 6, 254, 78], [17, 175, 4, 18, 1, 4, 21, 13, 94, 265]]","[9, 3, 5, 9, 5, 9, 4, 5, 9, 1, 7, 2, 7, 9, 7, 2, 2, 2, 8, 5, 8, 3, 9, 1, 1, 1, 6, 0, 9, 4, 9, 4]","[1, 5, 3, 7, 1, 2, 0, 2, 3, 0, 3, 3, 6, 1, 1, 6, 4, 4, 2, 5, 9, 1, 5, 2, 8, 9, 4, 8, 8, 2, 9, 3]"
3,"['0.4183', '0.6558', '0.1954', '0.1615', '0.1971', '0.5334', '0.5305', '0.4618', '0.4394', '0.3873']","['0.4198', '0.4520', '0.2736', '0.3114', '0.3815', '0.3301', '0.3478', '0.4481', '0.4737', '0.4778']","['0.4183', '0.6558', '0.1954', '0.1615', '0.1971', '0.5334', '0.5305', '0.4618', '0.4394', '0.3873']","['0.4190', '0.5351', '0.2280', '0.2127', '0.2600', '0.4079', '0.4201', '0.4548', '0.4559', '0.4278']","['0.4183', '0.6558', '0.1954', '0.1615', '0.1971', '0.5334', '0.5305', '0.4618', '0.4394', '0.3873']","['0.9394', '0.9147', '0.9414', '0.9571', '0.9626', '0.8835', '0.8915', '0.9381', '0.9464', '0.9519']","[[238, 69, 18, 13, 6, 26, 11, 34, 129, 25], [13, 381, 3, 13, 2, 5, 34, 14, 47, 69], [75, 20, 119, 30, 72, 103, 120, 54, 6, 10], [19, 14, 66, 104, 14, 230, 120, 45, 8, 24], [46, 15, 90, 16, 124, 83, 159, 73, 12, 11], [20, 9, 40, 57, 12, 311, 62, 55, 5, 12], [5, 12, 49, 50, 49, 63, 313, 32, 4, 13], [21, 16, 29, 23, 44, 92, 45, 272, 6, 41], [114, 115, 15, 9, 0, 14, 7, 5, 261, 54], [16, 192, 6, 19, 2, 15, 29, 23, 73, 237]]","[9, 5, 1, 5, 4, 8, 4, 7, 8, 3, 4, 2, 1, 9, 1, 7, 3, 5, 8, 2, 9, 1, 6, 2, 7, 0, 0, 6, 6, 0, 2, 3]","[4, 8, 9, 4, 0, 8, 0, 3, 4, 4, 8, 6, 3, 3, 3, 8, 7, 5, 5, 4, 0, 7, 1, 4, 2, 5, 8, 3, 6, 1, 6, 2]"
4,"['0.4534', '0.6351', '0.2644', '0.1848', '0.3052', '0.4408', '0.5831', '0.4499', '0.4158', '0.4003']","['0.4542', '0.4960', '0.2965', '0.3251', '0.3636', '0.3468', '0.3583', '0.4690', '0.5072', '0.4920']","['0.4534', '0.6351', '0.2644', '0.1848', '0.3052', '0.4408', '0.5831', '0.4499', '0.4158', '0.4003']","['0.4538', '0.5570', '0.2795', '0.2356', '0.3319', '0.3882', '0.4439', '0.4593', '0.4570', '0.4414']","['0.4534', '0.6351', '0.2644', '0.1848', '0.3052', '0.4408', '0.5831', '0.4499', '0.4158', '0.4003']","['0.9429', '0.9308', '0.9291', '0.9539', '0.9374', '0.9107', '0.8861', '0.9446', '0.9556', '0.9530']","[[258, 59, 39, 8, 16, 24, 10, 34, 97, 24], [17, 369, 3, 15, 7, 7, 35, 11, 45, 72], [49, 13, 161, 33, 105, 70, 110, 51, 8, 9], [13, 7, 78, 119, 34, 183, 145, 38, 5, 22], [39, 8, 84, 22, 192, 55, 145, 62, 13, 9], [17, 7, 62, 69, 28, 257, 71, 56, 4, 12], [6, 7, 49, 42, 74, 38, 344, 16, 3, 11], [17, 12, 35, 21, 67, 79, 51, 265, 5, 37], [125, 93, 24, 14, 1, 12, 13, 8, 247, 57], [27, 169, 8, 23, 4, 16, 36, 24, 60, 245]]","[0, 3, 0, 8, 7, 1, 5, 0, 6, 7, 3, 0, 1, 4, 7, 8, 3, 7, 4, 3, 1, 1, 8, 8, 2, 8, 8, 3, 4, 1, 6, 2]","[6, 1, 1, 5, 7, 1, 4, 1, 4, 4, 6, 8, 8, 0, 8, 0, 6, 9, 6, 3, 6, 4, 8, 8, 6, 4, 9, 4, 2, 4, 4, 2]"
5,"['0.4200', '0.6523', '0.1921', '0.2531', '0.2178', '0.4563', '0.5373', '0.5178', '0.4933', '0.4559']","['0.4770', '0.4797', '0.3391', '0.3141', '0.3903', '0.3639', '0.3918', '0.4505', '0.4696', '0.4273']","['0.4200', '0.6523', '0.1921', '0.2531', '0.2178', '0.4563', '0.5373', '0.5178', '0.4933', '0.4559']","['0.4467', '0.5529', '0.2453', '0.2803', '0.2796', '0.4049', '0.4532', '0.4818', '0.4811', '0.4411']","['0.4200', '0.6523', '0.1921', '0.2531', '0.2178', '0.4563', '0.5373', '0.5178', '0.4933', '0.4559']","['0.9518', '0.9242', '0.9577', '0.9335', '0.9602', '0.9142', '0.9091', '0.9313', '0.9388', '0.9306']","[[239, 53, 24, 13, 7, 19, 12, 30, 136, 36], [17, 379, 2, 12, 5, 4, 14, 9, 49, 90], [51, 17, 117, 62, 74, 70, 122, 62, 17, 17], [16, 18, 50, 163, 20, 170, 97, 56, 11, 43], [42, 11, 64, 42, 137, 62, 142, 86, 21, 22], [11, 10, 30, 90, 18, 266, 52, 72, 11, 23], [6, 15, 24, 70, 53, 43, 317, 29, 6, 27], [17, 16, 18, 29, 33, 78, 31, 305, 12, 50], [82, 97, 13, 15, 2, 10, 9, 7, 293, 66], [20, 174, 3, 23, 2, 9, 13, 21, 68, 279]]","[0, 7, 5, 6, 2, 9, 6, 1, 3, 8, 4, 6, 6, 4, 8, 9, 8, 0, 4, 1, 0, 2, 5, 8, 6, 3, 2, 1, 5, 8, 8, 1]","[1, 8, 4, 8, 9, 4, 5, 0, 4, 2, 7, 8, 6, 1, 4, 3, 4, 7, 8, 5, 8, 1, 4, 2, 9, 6, 7, 4, 3, 2, 8, 8]"
6,"['0.4780', '0.6179', '0.2463', '0.2981', '0.3148', '0.3705', '0.5356', '0.5416', '0.4983', '0.3905']","['0.4602', '0.4952', '0.3151', '0.3485', '0.3736', '0.4015', '0.4147', '0.4538', '0.4876', '0.4623']","['0.4780', '0.6179', '0.2463', '0.2981', '0.3148', '0.3705', '0.5356', '0.5416', '0.4983', '0.3905']","['0.4690', '0.5498', '0.2765', '0.3213', '0.3417', '0.3854', '0.4675', '0.4938', '0.4929', '0.4234']","['0.4780', '0.6179', '0.2463', '0.2981', '0.3148', '0.3705', '0.5356', '0.5416', '0.4983', '0.3905']","['0.9413', '0.9325', '0.9395', '0.9330', '0.9382', '0.9406', '0.9176', '0.9290', '0.9425', '0.9484']","[[272, 48, 22, 16, 14, 14, 8, 31, 113, 31], [20, 359, 3, 16, 7, 4, 20, 17, 61, 74], [56, 11, 150, 56, 119, 42, 92, 57, 12, 14], [20, 11, 66, 192, 34, 129, 99, 51, 10, 32], [45, 10, 73, 38, 198, 38, 119, 78, 17, 13], [14, 7, 66, 97, 26, 216, 46, 85, 7, 19], [9, 9, 38, 69, 81, 23, 316, 25, 3, 17], [19, 11, 34, 29, 43, 57, 28, 319, 12, 37], [103, 86, 19, 14, 5, 7, 10, 13, 296, 41], [33, 173, 5, 24, 3, 8, 24, 27, 76, 239]]","[3, 8, 7, 7, 4, 0, 5, 6, 0, 2, 6, 3, 0, 2, 7, 6, 1, 6, 4, 7, 9, 8, 8, 2, 8, 8, 4, 4, 1, 3, 0, 7]","[0, 0, 4, 4, 5, 7, 4, 7, 2, 9, 4, 3, 3, 8, 2, 4, 8, 0, 9, 8, 7, 3, 9, 7, 7, 8, 4, 4, 2, 4, 4, 2]"
7,"['0.4938', '0.5766', '0.2069', '0.2360', '0.3132', '0.4014', '0.6017', '0.5110', '0.5152', '0.4363']","['0.4547', '0.5218', '0.3198', '0.3248', '0.3615', '0.3780', '0.3949', '0.4733', '0.4976', '0.4734']","['0.4938', '0.5766', '0.2069', '0.2360', '0.3132', '0.4014', '0.6017', '0.5110', '0.5152', '0.4363']","['0.4735', '0.5478', '0.2512', '0.2734', '0.3356', '0.3894', '0.4768', '0.4914', '0.5062', '0.4541']","['0.4938', '0.5766', '0.2069', '0.2360', '0.3132', '0.4014', '0.6017', '0.5110', '0.5152', '0.4363']","['0.9379', '0.9433', '0.9503', '0.9410', '0.9352', '0.9289', '0.8994', '0.9381', '0.9428', '0.9449']","[[281, 35, 22, 8, 16, 16, 11, 28, 120, 32], [24, 335, 8, 9, 5, 3, 32, 17, 62, 86], [71, 5, 126, 47, 120, 57, 104, 49, 13, 17], [23, 11, 56, 152, 34, 161, 127, 41, 7, 32], [48, 8, 59, 35, 197, 44, 137, 70, 18, 13], [9, 8, 49, 94, 34, 234, 59, 70, 9, 17], [8, 8, 29, 55, 70, 26, 355, 23, 3, 13], [19, 11, 24, 27, 59, 61, 36, 301, 9, 42], [97, 78, 16, 17, 4, 6, 13, 12, 306, 45], [38, 143, 5, 24, 6, 11, 25, 25, 68, 267]]","[6, 0, 7, 9, 6, 4, 5, 6, 5, 4, 4, 5, 2, 6, 0, 6, 7, 8, 4, 8, 4, 1, 6, 3, 4, 2, 8, 5, 1, 9, 7, 1]","[1, 2, 0, 1, 4, 1, 3, 6, 9, 5, 9, 9, 2, 7, 8, 0, 8, 9, 8, 5, 6, 5, 3, 8, 9, 7, 0, 9, 5, 7, 1, 6]"
8,"['0.4376', '0.5697', '0.2791', '0.3618', '0.2782', '0.3894', '0.5220', '0.4754', '0.4865', '0.5147']","['0.4807', '0.5373', '0.3257', '0.3128', '0.3586', '0.3580', '0.4266', '0.5385', '0.5515', '0.4430']","['0.4376', '0.5697', '0.2791', '0.3618', '0.2782', '0.3894', '0.5220', '0.4754', '0.4865', '0.5147']","['0.4581', '0.5530', '0.3006', '0.3355', '0.3133', '0.3730', '0.4695', '0.5050', '0.5170', '0.4762']","['0.4376', '0.5697', '0.2791', '0.3618', '0.2782', '0.3894', '0.5220', '0.4754', '0.4865', '0.5147']","['0.9505', '0.9474', '0.9347', '0.9044', '0.9417', '0.9249', '0.9235', '0.9556', '0.9565', '0.9265']","[[249, 38, 35, 20, 13, 20, 10, 24, 104, 56], [30, 331, 8, 16, 8, 2, 25, 14, 39, 108], [43, 8, 170, 71, 101, 65, 84, 37, 8, 22], [18, 8, 58, 233, 30, 150, 81, 21, 9, 36], [33, 6, 94, 60, 175, 55, 117, 56, 16, 17], [7, 6, 60, 142, 25, 227, 40, 44, 8, 24], [7, 6, 42, 98, 70, 27, 308, 14, 2, 16], [13, 6, 32, 44, 51, 72, 29, 280, 10, 52], [87, 77, 16, 22, 6, 9, 12, 11, 289, 65], [31, 130, 7, 39, 9, 7, 16, 19, 39, 315]]","[4, 9, 7, 0, 0, 4, 1, 3, 9, 7, 0, 6, 1, 4, 3, 5, 9, 2, 9, 1, 2, 8, 6, 9, 5, 4, 1, 9, 9, 2, 0, 1]","[5, 4, 8, 1, 5, 9, 9, 5, 3, 0, 7, 7, 5, 6, 0, 3, 0, 4, 3, 5, 8, 6, 8, 1, 5, 7, 0, 3, 6, 7, 3, 5]"
9,"['0.5237', '0.5680', '0.2332', '0.2981', '0.2957', '0.4666', '0.5271', '0.5246', '0.4832', '0.4657']","['0.4635', '0.5437', '0.3708', '0.3416', '0.3543', '0.3622', '0.4169', '0.4761', '0.5354', '0.4766']","['0.5237', '0.5680', '0.2332', '0.2981', '0.2957', '0.4666', '0.5271', '0.5246', '0.4832', '0.4657']","['0.4917', '0.5556', '0.2863', '0.3184', '0.3224', '0.4078', '0.4656', '0.4992', '0.5080', '0.4711']","['0.5237', '0.5680', '0.2332', '0.2981', '0.2957', '0.4666', '0.5271', '0.5246', '0.4832', '0.4657']","['0.9365', '0.9489', '0.9553', '0.9309', '0.9369', '0.9116', '0.9196', '0.9372', '0.9539', '0.9419']","[[298, 32, 21, 15, 18, 17, 9, 28, 91, 40], [35, 330, 5, 13, 10, 3, 28, 18, 57, 82], [56, 11, 142, 49, 108, 70, 90, 53, 10, 20], [20, 9, 39, 192, 35, 181, 84, 43, 9, 32], [42, 6, 66, 42, 186, 58, 125, 72, 15, 17], [11, 5, 42, 99, 25, 272, 40, 66, 6, 17], [8, 9, 29, 85, 73, 37, 311, 22, 2, 14], [19, 8, 19, 23, 55, 83, 27, 309, 6, 40], [115, 76, 13, 14, 5, 12, 13, 8, 287, 51], [39, 121, 7, 30, 10, 18, 19, 30, 53, 285]]","[2, 0, 2, 9, 2, 4, 7, 4, 9, 0, 0, 9, 9, 1, 5, 0, 2, 5, 1, 2, 3, 3, 6, 5, 9, 3, 8, 9, 6, 5, 8, 3]","[7, 3, 3, 6, 0, 1, 8, 4, 3, 4, 6, 2, 9, 9, 5, 1, 6, 9, 6, 8, 2, 4, 5, 1, 1, 8, 7, 1, 8, 3, 0, 1]"
