cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.4236', '0.2806', '0.0099', '0.0062', '0.1240', '0.3842', '0.6559', '0.1868', '0.4327', '0.3333']","['0.3423', '0.3696', '0.1176', '0.1333', '0.1884', '0.2459', '0.2371', '0.2743', '0.3431', '0.3058']","['0.4236', '0.2806', '0.0099', '0.0062', '0.1240', '0.3842', '0.6559', '0.1868', '0.4327', '0.3333']","['0.3786', '0.3190', '0.0182', '0.0119', '0.1496', '0.2999', '0.3483', '0.2222', '0.3827', '0.3190']","['0.4236', '0.2806', '0.0099', '0.0062', '0.1240', '0.3842', '0.6559', '0.1868', '0.4327', '0.3333']","['0.9147', '0.9487', '0.9917', '0.9951', '0.9374', '0.8732', '0.7699', '0.9462', '0.9090', '0.9141']","[[241, 35, 3, 3, 7, 40, 30, 37, 129, 44], [44, 163, 4, 5, 5, 30, 67, 14, 146, 103], [76, 15, 6, 8, 69, 90, 223, 48, 26, 48], [27, 18, 8, 4, 62, 202, 193, 64, 12, 54], [42, 9, 9, 1, 78, 75, 335, 33, 14, 33], [19, 8, 4, 4, 56, 224, 169, 41, 13, 45], [17, 6, 9, 2, 41, 58, 387, 26, 3, 41], [37, 14, 2, 2, 89, 122, 158, 110, 16, 39], [136, 78, 2, 1, 0, 47, 13, 4, 257, 56], [65, 95, 4, 0, 7, 23, 57, 24, 133, 204]]",-1,-1
1,"['0.3515', '0.5146', '0.0361', '0.0652', '0.2353', '0.3877', '0.6559', '0.3548', '0.3131', '0.4085']","['0.4515', '0.4068', '0.3333', '0.2308', '0.2686', '0.2905', '0.2594', '0.2704', '0.5124', '0.4052']","['0.3515', '0.5146', '0.0361', '0.0652', '0.2353', '0.3877', '0.6559', '0.3548', '0.3131', '0.4085']","['0.3953', '0.4544', '0.0652', '0.1017', '0.2508', '0.3321', '0.3718', '0.3069', '0.3887', '0.4068']","['0.3515', '0.5146', '0.0361', '0.0652', '0.2353', '0.3877', '0.6559', '0.3548', '0.3131', '0.4085']","['0.9553', '0.9195', '0.9918', '0.9739', '0.9250', '0.8981', '0.7957', '0.8958', '0.9673', '0.9319']","[[200, 64, 8, 6, 13, 33, 23, 80, 85, 57], [20, 299, 0, 12, 4, 20, 70, 24, 27, 105], [52, 17, 22, 18, 118, 74, 197, 94, 7, 10], [11, 12, 9, 42, 58, 178, 203, 96, 3, 32], [24, 9, 9, 19, 148, 57, 264, 74, 4, 21], [9, 10, 5, 30, 57, 226, 151, 78, 3, 14], [5, 8, 2, 17, 45, 49, 387, 60, 0, 17], [9, 17, 4, 19, 105, 85, 110, 209, 3, 28], [102, 146, 6, 6, 1, 35, 21, 8, 186, 83], [11, 153, 1, 13, 2, 21, 66, 50, 45, 250]]","[3, 5, 6, 2, 3, 0, 1, 2, 3, 8, 3, 6, 0, 7, 7, 7, 6, 7, 9, 3, 6, 1, 7, 3, 0, 4, 8, 6, 7, 6, 1, 4]","[4, 7, 3, 2, 9, 3, 5, 4, 2, 1, 4, 5, 8, 9, 7, 4, 9, 5, 9, 2, 5, 2, 5, 4, 2, 5, 4, 9, 3, 9, 1, 9]"
2,"['0.3884', '0.5181', '0.0788', '0.1646', '0.1383', '0.4768', '0.5525', '0.4890', '0.4815', '0.4575']","['0.4662', '0.4902', '0.2927', '0.2309', '0.3783', '0.3255', '0.3156', '0.3214', '0.4847', '0.4082']","['0.3884', '0.5181', '0.0788', '0.1646', '0.1383', '0.4768', '0.5525', '0.4890', '0.4815', '0.4575']","['0.4238', '0.5038', '0.1242', '0.1922', '0.2026', '0.3869', '0.4017', '0.3879', '0.4831', '0.4314']","['0.3884', '0.5181', '0.0788', '0.1646', '0.1383', '0.4768', '0.5525', '0.4890', '0.4815', '0.4575']","['0.9534', '0.9422', '0.9785', '0.9341', '0.9734', '0.8937', '0.8693', '0.8876', '0.9438', '0.9246']","[[221, 38, 10, 7, 7, 20, 14, 77, 130, 45], [13, 301, 3, 24, 0, 6, 32, 28, 64, 110], [62, 12, 48, 56, 49, 96, 165, 99, 8, 14], [13, 16, 24, 106, 23, 202, 118, 98, 6, 38], [28, 9, 24, 46, 87, 69, 219, 116, 6, 25], [10, 6, 18, 72, 16, 278, 71, 89, 5, 18], [6, 13, 15, 67, 19, 49, 326, 55, 0, 40], [12, 11, 11, 44, 27, 97, 54, 288, 7, 38], [88, 83, 9, 10, 1, 24, 9, 6, 286, 78], [21, 125, 2, 27, 1, 13, 25, 40, 78, 280]]","[1, 1, 6, 9, 6, 1, 0, 5, 3, 1, 7, 8, 3, 9, 2, 9, 1, 8, 0, 7, 3, 2, 9, 7, 9, 7, 4, 8, 5, 6, 2, 2]","[5, 4, 0, 2, 2, 8, 4, 0, 9, 2, 8, 9, 7, 0, 7, 8, 2, 9, 3, 8, 0, 2, 8, 0, 0, 4, 2, 9, 1, 0, 4, 1]"
3,"['0.3726', '0.5146', '0.1396', '0.1910', '0.2893', '0.4871', '0.4780', '0.4975', '0.5067', '0.4771']","['0.4473', '0.5120', '0.2951', '0.2600', '0.3655', '0.3413', '0.3977', '0.3617', '0.4652', '0.4263']","['0.3726', '0.5146', '0.1396', '0.1910', '0.2893', '0.4871', '0.4780', '0.4975', '0.5067', '0.4771']","['0.4065', '0.5133', '0.1895', '0.2202', '0.3230', '0.4014', '0.4342', '0.4189', '0.4851', '0.4503']","['0.3726', '0.5146', '0.1396', '0.1910', '0.2893', '0.4871', '0.4780', '0.4975', '0.5067', '0.4771']","['0.9518', '0.9474', '0.9623', '0.9347', '0.9412', '0.8988', '0.9211', '0.9045', '0.9360', '0.9271']","[[212, 33, 15, 8, 16, 12, 8, 67, 154, 44], [12, 299, 4, 15, 3, 5, 28, 24, 68, 123], [66, 12, 85, 54, 105, 97, 91, 77, 11, 11], [13, 11, 50, 123, 41, 203, 77, 85, 9, 32], [38, 10, 41, 30, 182, 70, 129, 98, 6, 25], [15, 7, 36, 84, 29, 284, 35, 72, 5, 16], [4, 15, 30, 65, 71, 41, 282, 55, 1, 26], [12, 10, 13, 44, 45, 95, 27, 293, 8, 42], [85, 77, 12, 10, 4, 17, 8, 6, 301, 74], [17, 110, 2, 40, 2, 8, 24, 33, 84, 292]]","[9, 1, 8, 5, 5, 7, 8, 9, 3, 4, 2, 5, 8, 4, 8, 1, 8, 8, 3, 5, 3, 0, 4, 5, 3, 4, 0, 6, 4, 6, 4, 6]","[4, 4, 4, 5, 7, 8, 4, 6, 9, 6, 0, 8, 7, 4, 4, 9, 0, 4, 2, 6, 4, 6, 0, 5, 5, 7, 2, 2, 6, 9, 2, 4]"
4,"['0.3866', '0.5921', '0.1741', '0.1351', '0.3959', '0.4820', '0.5237', '0.4211', '0.5135', '0.4722']","['0.4536', '0.4845', '0.3376', '0.2929', '0.3527', '0.3747', '0.3768', '0.4066', '0.4781', '0.4313']","['0.3866', '0.5921', '0.1741', '0.1351', '0.3959', '0.4820', '0.5237', '0.4211', '0.5135', '0.4722']","['0.4175', '0.5329', '0.2297', '0.1849', '0.3730', '0.4216', '0.4383', '0.4137', '0.4951', '0.4509']","['0.3866', '0.5921', '0.1741', '0.1351', '0.3959', '0.4820', '0.5237', '0.4211', '0.5135', '0.4722']","['0.9512', '0.9325', '0.9614', '0.9608', '0.9149', '0.9134', '0.9055', '0.9331', '0.9384', '0.9293']","[[220, 35, 17, 6, 23, 13, 11, 49, 150, 45], [8, 344, 4, 8, 4, 4, 23, 24, 64, 98], [63, 18, 106, 33, 142, 72, 102, 47, 11, 15], [15, 19, 53, 87, 60, 190, 117, 59, 10, 34], [38, 15, 34, 19, 249, 49, 129, 62, 9, 25], [10, 11, 41, 60, 43, 281, 56, 54, 6, 21], [5, 23, 29, 43, 89, 29, 309, 27, 3, 33], [18, 21, 16, 26, 85, 89, 35, 248, 8, 43], [93, 82, 9, 4, 7, 11, 9, 7, 305, 67], [15, 142, 5, 11, 4, 12, 29, 33, 72, 289]]","[2, 6, 1, 2, 0, 3, 2, 4, 1, 0, 6, 5, 2, 9, 6, 3, 2, 6, 9, 7, 6, 6, 1, 9, 1, 4, 1, 0, 1, 1, 8, 8]","[4, 5, 6, 6, 8, 6, 4, 0, 8, 8, 8, 8, 9, 1, 2, 5, 2, 1, 9, 0, 4, 5, 8, 5, 0, 8, 4, 9, 4, 6, 2, 3]"
5,"['0.3937', '0.5628', '0.2496', '0.1693', '0.3339', '0.4751', '0.5915', '0.4041', '0.4646', '0.5294']","['0.4967', '0.5070', '0.3363', '0.2978', '0.3448', '0.3659', '0.3741', '0.4258', '0.5667', '0.4372']","['0.3937', '0.5628', '0.2496', '0.1693', '0.3339', '0.4751', '0.5915', '0.4041', '0.4646', '0.5294']","['0.4392', '0.5334', '0.2865', '0.2158', '0.3393', '0.4134', '0.4583', '0.4146', '0.5106', '0.4789']","['0.3937', '0.5628', '0.2496', '0.1693', '0.3339', '0.4751', '0.5915', '0.4041', '0.4646', '0.5294']","['0.9582', '0.9413', '0.9444', '0.9520', '0.9257', '0.9114', '0.8921', '0.9407', '0.9610', '0.9226']","[[224, 40, 30, 9, 21, 19, 17, 48, 108, 53], [12, 327, 3, 6, 5, 5, 31, 24, 34, 134], [48, 11, 152, 38, 114, 70, 111, 45, 7, 13], [8, 13, 58, 109, 50, 190, 128, 45, 8, 35], [30, 10, 64, 26, 210, 54, 149, 56, 5, 25], [8, 9, 61, 67, 38, 277, 59, 42, 4, 18], [3, 14, 42, 50, 65, 21, 349, 17, 3, 26], [14, 18, 23, 33, 88, 95, 45, 238, 1, 34], [88, 90, 12, 9, 9, 12, 12, 7, 276, 79], [16, 113, 7, 19, 9, 14, 32, 37, 41, 324]]","[5, 2, 8, 7, 2, 9, 1, 3, 0, 2, 5, 6, 9, 1, 4, 5, 5, 5, 0, 7, 3, 0, 9, 0, 9, 2, 2, 5, 6, 7, 1, 1]","[5, 1, 0, 9, 0, 1, 8, 3, 4, 1, 8, 5, 4, 5, 0, 2, 3, 0, 6, 2, 6, 8, 5, 6, 9, 4, 3, 3, 5, 9, 6, 7]"
6,"['0.3954', '0.5938', '0.2512', '0.2205', '0.3100', '0.3894', '0.5407', '0.4873', '0.5118', '0.4771']","['0.4787', '0.4915', '0.3430', '0.2886', '0.3552', '0.3740', '0.3871', '0.3894', '0.5371', '0.4811']","['0.3954', '0.5938', '0.2512', '0.2205', '0.3100', '0.3894', '0.5407', '0.4873', '0.5118', '0.4771']","['0.4331', '0.5378', '0.2900', '0.2500', '0.3311', '0.3815', '0.4512', '0.4329', '0.5241', '0.4791']","['0.3954', '0.5938', '0.2512', '0.2205', '0.3100', '0.3894', '0.5407', '0.4873', '0.5118', '0.4771']","['0.9549', '0.9341', '0.9457', '0.9347', '0.9341', '0.9299', '0.9067', '0.9168', '0.9515', '0.9415']","[[225, 47, 24, 7, 23, 14, 10, 60, 119, 40], [15, 345, 3, 6, 3, 4, 29, 34, 46, 96], [52, 16, 153, 53, 102, 55, 95, 62, 11, 10], [11, 16, 62, 142, 41, 158, 104, 66, 9, 35], [36, 14, 70, 37, 195, 42, 134, 78, 7, 16], [8, 11, 54, 104, 33, 227, 56, 68, 8, 14], [2, 17, 44, 70, 70, 15, 319, 25, 6, 22], [15, 20, 20, 39, 68, 71, 39, 287, 3, 27], [87, 89, 9, 8, 9, 11, 12, 10, 304, 55], [19, 127, 7, 26, 5, 10, 26, 47, 53, 292]]","[3, 9, 3, 7, 7, 2, 6, 1, 1, 9, 7, 2, 7, 8, 1, 7, 9, 6, 5, 7, 3, 0, 3, 0, 7, 1, 1, 3, 0, 9, 9, 0]","[3, 1, 9, 2, 1, 5, 8, 4, 9, 4, 6, 7, 1, 4, 9, 3, 2, 7, 3, 0, 6, 8, 1, 9, 2, 8, 2, 0, 3, 2, 2, 0]"
7,"['0.4236', '0.5800', '0.2989', '0.2345', '0.2941', '0.4288', '0.4864', '0.4601', '0.4949', '0.4755']","['0.4716', '0.5169', '0.3133', '0.2771', '0.3364', '0.3788', '0.3816', '0.4428', '0.5589', '0.4763']","['0.4236', '0.5800', '0.2989', '0.2345', '0.2941', '0.4288', '0.4864', '0.4601', '0.4949', '0.4755']","['0.4463', '0.5466', '0.3059', '0.2540', '0.3138', '0.4023', '0.4277', '0.4513', '0.5250', '0.4759']","['0.4236', '0.5800', '0.2989', '0.2345', '0.2941', '0.4288', '0.4864', '0.4601', '0.4949', '0.4755']","['0.9503', '0.9419', '0.9260', '0.9264', '0.9320', '0.9243', '0.9140', '0.9370', '0.9571', '0.9406']","[[241, 41, 32, 9, 27, 16, 9, 48, 104, 42], [14, 337, 5, 9, 5, 2, 37, 27, 40, 105], [54, 11, 182, 52, 101, 60, 83, 44, 8, 14], [16, 11, 88, 151, 42, 164, 91, 42, 10, 29], [37, 12, 95, 41, 185, 44, 130, 61, 7, 17], [16, 8, 69, 104, 40, 250, 32, 45, 7, 12], [2, 10, 63, 85, 67, 25, 287, 26, 5, 20], [17, 15, 30, 45, 65, 78, 39, 271, 5, 24], [93, 87, 11, 12, 9, 9, 12, 10, 294, 57], [21, 120, 6, 37, 9, 12, 32, 38, 46, 291]]","[5, 6, 8, 1, 9, 8, 9, 3, 8, 3, 5, 8, 6, 8, 3, 0, 4, 9, 4, 1, 5, 6, 3, 4, 1, 8, 6, 5, 5, 8, 4, 5]","[3, 4, 2, 3, 2, 3, 4, 9, 4, 0, 0, 7, 1, 1, 8, 1, 4, 3, 1, 7, 2, 3, 5, 4, 8, 1, 6, 4, 3, 0, 3, 1]"
8,"['0.3866', '0.6231', '0.2923', '0.2748', '0.2591', '0.3739', '0.5576', '0.4839', '0.5152', '0.4624']","['0.4989', '0.4866', '0.3490', '0.2810', '0.3622', '0.3791', '0.3803', '0.4273', '0.5554', '0.4991']","['0.3866', '0.6231', '0.2923', '0.2748', '0.2591', '0.3739', '0.5576', '0.4839', '0.5152', '0.4624']","['0.4356', '0.5464', '0.3181', '0.2779', '0.3021', '0.3765', '0.4522', '0.4538', '0.5345', '0.4801']","['0.3866', '0.6231', '0.2923', '0.2748', '0.2591', '0.3739', '0.5576', '0.4839', '0.5152', '0.4624']","['0.9593', '0.9295', '0.9384', '0.9154', '0.9466', '0.9341', '0.9009', '0.9294', '0.9547', '0.9473']","[[220, 51, 31, 15, 25, 9, 9, 53, 114, 42], [10, 362, 4, 12, 5, 4, 30, 24, 44, 86], [48, 16, 178, 60, 88, 53, 92, 53, 8, 13], [6, 17, 76, 177, 30, 141, 107, 49, 9, 32], [33, 18, 82, 44, 163, 39, 160, 67, 9, 14], [8, 10, 55, 125, 32, 218, 49, 67, 7, 12], [3, 18, 47, 90, 39, 22, 329, 21, 6, 15], [14, 18, 24, 57, 54, 67, 43, 285, 3, 24], [79, 97, 9, 12, 7, 12, 14, 12, 306, 46], [20, 137, 4, 38, 7, 10, 32, 36, 45, 283]]","[4, 1, 3, 7, 5, 6, 9, 4, 3, 4, 6, 9, 6, 8, 5, 9, 9, 5, 6, 3, 7, 8, 8, 1, 4, 2, 1, 7, 4, 6, 1, 9]","[6, 9, 2, 6, 2, 9, 6, 4, 2, 2, 9, 3, 8, 4, 1, 3, 0, 4, 5, 5, 9, 9, 2, 5, 2, 0, 1, 0, 5, 8, 1, 9]"
9,"['0.3866', '0.5095', '0.3350', '0.2935', '0.2385', '0.4185', '0.5000', '0.4924', '0.4579', '0.5539']","['0.5251', '0.5512', '0.3366', '0.2859', '0.3505', '0.3664', '0.3902', '0.4185', '0.5824', '0.4420']","['0.3866', '0.5095', '0.3350', '0.2935', '0.2385', '0.4185', '0.5000', '0.4924', '0.4579', '0.5539']","['0.4453', '0.5295', '0.3358', '0.2897', '0.2838', '0.3907', '0.4383', '0.4524', '0.5127', '0.4917']","['0.3866', '0.5095', '0.3350', '0.2935', '0.2385', '0.4185', '0.5000', '0.4924', '0.4579', '0.5539']","['0.9634', '0.9555', '0.9254', '0.9119', '0.9482', '0.9221', '0.9148', '0.9255', '0.9639', '0.9206']","[[220, 37, 44, 13, 23, 14, 9, 61, 91, 57], [14, 296, 5, 18, 4, 8, 30, 22, 34, 150], [38, 7, 204, 58, 84, 62, 79, 54, 7, 16], [4, 3, 83, 189, 30, 156, 87, 51, 7, 34], [25, 9, 100, 44, 150, 45, 145, 85, 6, 20], [7, 3, 65, 116, 30, 244, 37, 59, 6, 16], [2, 5, 54, 111, 47, 27, 295, 23, 3, 23], [12, 13, 26, 54, 48, 79, 32, 290, 3, 32], [84, 77, 18, 17, 5, 15, 14, 12, 272, 80], [13, 87, 7, 41, 7, 16, 28, 36, 38, 339]]","[4, 4, 4, 8, 4, 4, 6, 3, 5, 3, 3, 8, 7, 3, 3, 9, 8, 3, 5, 7, 1, 1, 6, 1, 2, 9, 6, 0, 2, 0, 9, 3]","[0, 6, 8, 3, 7, 6, 4, 1, 1, 0, 2, 3, 1, 9, 6, 4, 4, 1, 9, 9, 0, 3, 3, 4, 7, 8, 0, 3, 3, 5, 4, 8]"
