cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.3093', '0.4664', '0.0673', '0.1491', '0.0429', '0.0429', '0.7746', '0.2105', '0.3603', '0.1127']","['0.4018', '0.2777', '0.2789', '0.1967', '0.1452', '0.2049', '0.2047', '0.2195', '0.3344', '0.3366']","['0.3093', '0.4664', '0.0673', '0.1491', '0.0429', '0.0429', '0.7746', '0.2105', '0.3603', '0.1127']","['0.3496', '0.3481', '0.1085', '0.1696', '0.0663', '0.0709', '0.3238', '0.2149', '0.3468', '0.1689']","['0.3093', '0.4664', '0.0673', '0.1491', '0.0429', '0.0429', '0.7746', '0.2105', '0.3603', '0.1127']","['0.9518', '0.8699', '0.9803', '0.9268', '0.9704', '0.9821', '0.6717', '0.9185', '0.9212', '0.9748']","[[176, 75, 30, 17, 5, 11, 40, 57, 134, 24], [12, 271, 2, 24, 5, 5, 101, 30, 100, 31], [47, 47, 41, 34, 33, 9, 302, 70, 14, 12], [19, 41, 17, 96, 29, 28, 326, 71, 11, 6], [21, 33, 9, 53, 27, 10, 395, 48, 23, 10], [17, 32, 21, 122, 18, 25, 273, 56, 12, 7], [8, 29, 5, 29, 19, 2, 457, 30, 4, 7], [14, 53, 4, 67, 45, 24, 222, 124, 25, 11], [108, 142, 17, 27, 0, 6, 25, 27, 214, 28], [16, 253, 1, 19, 5, 2, 92, 52, 103, 69]]",-1,-1
1,"['0.3779', '0.5542', '0.2726', '0.0590', '0.0541', '0.2744', '0.7068', '0.3480', '0.3165', '0.2173']","['0.4183', '0.3705', '0.2456', '0.2346', '0.1809', '0.2936', '0.2678', '0.2993', '0.3933', '0.4080']","['0.3779', '0.5542', '0.2726', '0.0590', '0.0541', '0.2744', '0.7068', '0.3480', '0.3165', '0.2173']","['0.3970', '0.4441', '0.2584', '0.0943', '0.0832', '0.2837', '0.3884', '0.3218', '0.3507', '0.2836']","['0.3779', '0.5542', '0.2726', '0.0590', '0.0541', '0.2744', '0.7068', '0.3480', '0.3165', '0.2173']","['0.9449', '0.8991', '0.9054', '0.9768', '0.9713', '0.9289', '0.7893', '0.9113', '0.9464', '0.9642']","[[215, 74, 19, 3, 7, 23, 25, 68, 104, 31], [15, 322, 6, 13, 3, 11, 62, 24, 68, 57], [46, 29, 166, 17, 22, 42, 195, 74, 8, 10], [18, 25, 99, 38, 24, 127, 239, 60, 6, 8], [30, 17, 145, 12, 34, 41, 271, 54, 15, 10], [16, 19, 90, 31, 18, 160, 164, 76, 3, 6], [6, 11, 54, 13, 26, 26, 417, 31, 3, 3], [15, 25, 73, 17, 51, 76, 95, 205, 11, 21], [141, 126, 14, 5, 1, 24, 21, 27, 188, 47], [12, 221, 10, 13, 2, 15, 68, 66, 72, 133]]","[6, 0, 3, 4, 7, 0, 4, 0, 4, 9, 6, 1, 9, 1, 9, 3, 8, 9, 5, 2, 8, 5, 8, 7, 8, 1, 1, 9, 9, 5, 6, 5]","[8, 0, 5, 3, 7, 2, 8, 0, 9, 7, 6, 7, 5, 2, 0, 4, 3, 3, 8, 6, 0, 1, 7, 3, 5, 7, 7, 8, 7, 2, 0, 7]"
2,"['0.3954', '0.4957', '0.2053', '0.1475', '0.1892', '0.4820', '0.5729', '0.4618', '0.3384', '0.4690']","['0.4294', '0.4915', '0.3397', '0.2351', '0.3980', '0.2933', '0.3603', '0.3820', '0.4188', '0.3926']","['0.3954', '0.4957', '0.2053', '0.1475', '0.1892', '0.4820', '0.5729', '0.4618', '0.3384', '0.4690']","['0.4117', '0.4936', '0.2559', '0.1813', '0.2565', '0.3647', '0.4424', '0.4181', '0.3743', '0.4274']","['0.3954', '0.4957', '0.2053', '0.1475', '0.1892', '0.4820', '0.5729', '0.4618', '0.3384', '0.4690']","['0.9449', '0.9450', '0.9549', '0.9423', '0.9665', '0.8750', '0.8891', '0.9187', '0.9484', '0.9176']","[[225, 43, 24, 14, 4, 30, 10, 52, 110, 57], [17, 288, 0, 12, 0, 20, 29, 24, 55, 136], [49, 14, 125, 51, 65, 92, 110, 78, 6, 19], [16, 10, 45, 95, 21, 233, 137, 49, 6, 32], [32, 8, 61, 56, 119, 69, 160, 82, 19, 23], [14, 5, 45, 70, 20, 281, 62, 64, 3, 19], [3, 5, 30, 57, 39, 60, 338, 36, 2, 20], [11, 12, 17, 21, 29, 125, 46, 272, 13, 43], [145, 67, 18, 14, 0, 22, 10, 22, 201, 95], [12, 134, 3, 14, 2, 26, 36, 33, 65, 287]]","[3, 2, 9, 7, 1, 1, 6, 9, 1, 8, 2, 0, 8, 2, 1, 9, 3, 6, 8, 7, 6, 7, 9, 8, 7, 7, 0, 7, 4, 2, 0, 6]","[2, 5, 4, 2, 5, 4, 2, 9, 5, 6, 2, 1, 8, 1, 0, 2, 9, 2, 0, 3, 4, 0, 6, 6, 9, 0, 0, 7, 5, 0, 3, 6]"
3,"['0.3989', '0.5955', '0.1445', '0.1910', '0.2989', '0.3774', '0.5458', '0.4907', '0.4461', '0.4461']","['0.4075', '0.4644', '0.3826', '0.2721', '0.3658', '0.3438', '0.3880', '0.4082', '0.4274', '0.3878']","['0.3989', '0.5955', '0.1445', '0.1910', '0.2989', '0.3774', '0.5458', '0.4907', '0.4461', '0.4461']","['0.4032', '0.5219', '0.2098', '0.2245', '0.3290', '0.3598', '0.4535', '0.4456', '0.4366', '0.4149']","['0.3989', '0.5955', '0.1445', '0.1910', '0.2989', '0.3774', '0.5458', '0.4907', '0.4461', '0.4461']","['0.9392', '0.9264', '0.9737', '0.9386', '0.9393', '0.9225', '0.9061', '0.9226', '0.9343', '0.9200']","[[227, 46, 19, 14, 12, 16, 9, 38, 142, 46], [10, 346, 0, 13, 2, 5, 16, 20, 64, 105], [60, 25, 88, 53, 125, 63, 89, 69, 16, 21], [25, 13, 31, 123, 32, 171, 131, 60, 9, 49], [43, 14, 31, 47, 188, 38, 140, 76, 22, 30], [19, 8, 29, 101, 43, 220, 51, 78, 6, 28], [6, 23, 19, 64, 62, 29, 322, 31, 6, 28], [19, 18, 5, 21, 43, 77, 40, 289, 16, 61], [132, 83, 6, 9, 3, 8, 7, 18, 265, 63], [16, 169, 2, 7, 4, 13, 25, 29, 74, 273]]","[6, 7, 0, 7, 3, 6, 9, 9, 5, 1, 2, 1, 1, 3, 2, 2, 3, 2, 5, 3, 2, 9, 9, 8, 8, 7, 5, 4, 5, 7, 7, 7]","[4, 8, 0, 7, 5, 6, 6, 1, 4, 3, 5, 0, 5, 6, 1, 1, 0, 8, 7, 0, 0, 0, 2, 8, 4, 4, 2, 6, 4, 0, 5, 0]"
4,"['0.3849', '0.6231', '0.1806', '0.2050', '0.2401', '0.4648', '0.5119', '0.5212', '0.4579', '0.4297']","['0.4148', '0.5269', '0.3915', '0.2598', '0.3794', '0.3170', '0.4011', '0.3987', '0.4380', '0.4391']","['0.3849', '0.6231', '0.1806', '0.2050', '0.2401', '0.4648', '0.5119', '0.5212', '0.4579', '0.4297']","['0.3993', '0.5710', '0.2472', '0.2292', '0.2941', '0.3769', '0.4497', '0.4518', '0.4477', '0.4344']","['0.3849', '0.6231', '0.1806', '0.2050', '0.2401', '0.4648', '0.5119', '0.5212', '0.4579', '0.4297']","['0.9431', '0.9400', '0.9683', '0.9298', '0.9540', '0.8922', '0.9166', '0.9144', '0.9354', '0.9376']","[[219, 35, 31, 19, 10, 15, 11, 39, 148, 42], [13, 362, 1, 15, 1, 11, 13, 26, 50, 89], [54, 16, 110, 62, 87, 89, 88, 71, 18, 14], [17, 14, 29, 132, 20, 237, 102, 55, 8, 30], [41, 13, 44, 50, 151, 52, 136, 95, 25, 22], [15, 5, 27, 96, 25, 271, 39, 84, 5, 16], [5, 20, 19, 84, 51, 44, 302, 43, 9, 13], [19, 16, 7, 27, 38, 96, 30, 307, 13, 36], [129, 51, 12, 6, 8, 17, 7, 18, 272, 74], [16, 155, 1, 17, 7, 23, 25, 32, 73, 263]]","[7, 6, 7, 6, 5, 8, 1, 4, 6, 5, 0, 9, 9, 3, 9, 0, 2, 9, 4, 8, 1, 4, 9, 0, 0, 8, 2, 0, 4, 2, 9, 5]","[8, 3, 8, 6, 8, 3, 3, 5, 3, 0, 4, 7, 0, 7, 3, 9, 6, 7, 5, 2, 3, 0, 2, 7, 0, 4, 2, 0, 4, 3, 2, 9]"
5,"['0.3779', '0.5387', '0.2282', '0.2298', '0.3100', '0.4031', '0.5780', '0.4669', '0.5438', '0.4755']","['0.4274', '0.5872', '0.3528', '0.2984', '0.3631', '0.3529', '0.3743', '0.4486', '0.4530', '0.4590']","['0.3779', '0.5387', '0.2282', '0.2298', '0.3100', '0.4031', '0.5780', '0.4669', '0.5438', '0.4755']","['0.4011', '0.5619', '0.2772', '0.2596', '0.3345', '0.3763', '0.4544', '0.4576', '0.4943', '0.4671']","['0.3779', '0.5387', '0.2282', '0.2298', '0.3100', '0.4031', '0.5780', '0.4669', '0.5438', '0.4755']","['0.9470', '0.9594', '0.9527', '0.9350', '0.9363', '0.9204', '0.8946', '0.9375', '0.9279', '0.9363']","[[215, 24, 30, 21, 18, 14, 14, 27, 166, 40], [12, 313, 4, 17, 6, 5, 30, 22, 65, 107], [51, 13, 139, 49, 102, 69, 93, 57, 22, 14], [21, 5, 44, 148, 29, 171, 144, 42, 10, 30], [39, 6, 71, 49, 195, 28, 129, 68, 22, 22], [12, 4, 42, 106, 38, 235, 62, 60, 7, 17], [5, 10, 31, 60, 80, 28, 341, 21, 6, 8], [21, 11, 15, 26, 52, 88, 47, 275, 11, 43], [107, 39, 16, 6, 8, 8, 12, 13, 323, 62], [20, 108, 2, 14, 9, 20, 39, 28, 81, 291]]","[1, 1, 6, 9, 2, 8, 5, 2, 4, 1, 9, 1, 9, 3, 8, 2, 1, 1, 9, 0, 5, 2, 8, 3, 4, 1, 1, 1, 4, 0, 7, 9]","[0, 4, 2, 4, 7, 4, 4, 7, 4, 1, 7, 2, 1, 8, 3, 9, 9, 6, 2, 6, 7, 0, 2, 2, 6, 8, 4, 9, 2, 1, 9, 2]"
6,"['0.4815', '0.5577', '0.3005', '0.1941', '0.2862', '0.4168', '0.5508', '0.4737', '0.5017', '0.3954']","['0.4029', '0.5674', '0.3609', '0.3213', '0.3455', '0.3481', '0.3973', '0.4457', '0.4468', '0.4627']","['0.4815', '0.5577', '0.3005', '0.1941', '0.2862', '0.4168', '0.5508', '0.4737', '0.5017', '0.3954']","['0.4388', '0.5625', '0.3280', '0.2420', '0.3130', '0.3794', '0.4616', '0.4593', '0.4726', '0.4264']","['0.4815', '0.5577', '0.3005', '0.1941', '0.2862', '0.4168', '0.5508', '0.4737', '0.5017', '0.3954']","['0.9252', '0.9544', '0.9399', '0.9507', '0.9365', '0.9160', '0.9089', '0.9359', '0.9317', '0.9478']","[[274, 23, 29, 13, 19, 14, 16, 25, 122, 34], [15, 324, 6, 13, 9, 5, 19, 21, 84, 85], [63, 12, 183, 36, 86, 67, 69, 56, 21, 16], [28, 8, 57, 125, 35, 183, 131, 44, 12, 21], [48, 10, 102, 39, 180, 32, 112, 70, 22, 14], [22, 4, 44, 84, 38, 243, 59, 66, 7, 16], [9, 13, 45, 46, 77, 36, 325, 24, 5, 10], [34, 9, 21, 16, 53, 87, 41, 279, 8, 41], [152, 38, 17, 3, 10, 6, 12, 14, 298, 44], [35, 130, 3, 14, 14, 25, 34, 27, 88, 242]]","[4, 5, 4, 4, 4, 0, 2, 4, 6, 0, 8, 4, 0, 4, 1, 9, 2, 5, 7, 0, 3, 7, 7, 5, 8, 0, 4, 7, 5, 4, 2, 5]","[4, 7, 0, 2, 5, 2, 8, 9, 5, 2, 5, 5, 5, 3, 7, 7, 0, 1, 9, 2, 5, 2, 9, 9, 7, 7, 6, 0, 8, 5, 2, 5]"
7,"['0.4112', '0.5198', '0.2496', '0.2065', '0.3275', '0.4048', '0.5390', '0.4771', '0.5387', '0.4869']","['0.4179', '0.5763', '0.3735', '0.3174', '0.3394', '0.3251', '0.3990', '0.4303', '0.4908', '0.4550']","['0.4112', '0.5198', '0.2496', '0.2065', '0.3275', '0.4048', '0.5390', '0.4771', '0.5387', '0.4869']","['0.4145', '0.5466', '0.2992', '0.2502', '0.3333', '0.3606', '0.4585', '0.4525', '0.5136', '0.4704']","['0.4112', '0.5198', '0.2496', '0.2065', '0.3275', '0.4048', '0.5390', '0.4771', '0.5387', '0.4869']","['0.9400', '0.9590', '0.9527', '0.9466', '0.9253', '0.9095', '0.9115', '0.9313', '0.9386', '0.9337']","[[234, 17, 31, 18, 21, 15, 16, 26, 139, 52], [13, 302, 6, 12, 12, 11, 24, 23, 64, 114], [55, 12, 152, 36, 108, 76, 71, 61, 15, 23], [28, 10, 42, 133, 39, 187, 125, 47, 10, 23], [43, 7, 62, 43, 206, 40, 119, 66, 21, 22], [17, 4, 36, 94, 45, 236, 52, 77, 9, 13], [5, 13, 38, 51, 87, 32, 318, 30, 6, 10], [27, 10, 19, 17, 62, 93, 31, 281, 8, 41], [107, 42, 17, 4, 12, 10, 11, 12, 320, 59], [31, 107, 4, 11, 15, 26, 30, 30, 60, 298]]","[6, 1, 3, 0, 1, 2, 9, 6, 8, 0, 2, 2, 1, 5, 4, 8, 0, 1, 5, 1, 1, 8, 9, 0, 1, 7, 0, 1, 1, 3, 1, 7]","[0, 3, 4, 0, 4, 8, 5, 9, 7, 9, 7, 9, 4, 4, 4, 9, 2, 3, 1, 5, 9, 5, 8, 5, 9, 4, 6, 3, 4, 8, 8, 0]"
8,"['0.4077', '0.5852', '0.2414', '0.2795', '0.3116', '0.4014', '0.5339', '0.4550', '0.4764', '0.4739']","['0.4496', '0.5312', '0.3973', '0.2936', '0.3610', '0.3223', '0.4023', '0.4535', '0.4982', '0.4462']","['0.4077', '0.5852', '0.2414', '0.2795', '0.3116', '0.4014', '0.5339', '0.4550', '0.4764', '0.4739']","['0.4276', '0.5569', '0.3003', '0.2864', '0.3345', '0.3575', '0.4588', '0.4542', '0.4871', '0.4596']","['0.4077', '0.5852', '0.2414', '0.2795', '0.3116', '0.4014', '0.5339', '0.4550', '0.4764', '0.4739']","['0.9477', '0.9446', '0.9586', '0.9192', '0.9354', '0.9092', '0.9135', '0.9403', '0.9473', '0.9332']","[[232, 34, 36, 24, 24, 18, 12, 25, 114, 50], [14, 340, 6, 16, 9, 11, 24, 13, 52, 96], [47, 16, 147, 65, 98, 78, 72, 54, 12, 20], [17, 13, 32, 180, 33, 179, 113, 42, 9, 26], [35, 11, 53, 62, 196, 44, 126, 60, 20, 22], [14, 5, 28, 124, 35, 234, 51, 67, 7, 18], [4, 17, 29, 80, 67, 36, 315, 25, 4, 13], [21, 13, 17, 34, 54, 96, 33, 268, 7, 46], [106, 64, 17, 6, 15, 11, 10, 13, 283, 69], [26, 127, 5, 22, 12, 19, 27, 24, 60, 290]]","[2, 6, 9, 4, 2, 6, 5, 8, 1, 0, 1, 4, 8, 8, 8, 3, 2, 1, 8, 6, 1, 7, 1, 9, 3, 6, 2, 2, 8, 3, 4, 7]","[6, 2, 6, 5, 6, 4, 5, 9, 4, 0, 5, 3, 2, 5, 9, 5, 3, 0, 4, 5, 4, 1, 8, 6, 5, 7, 1, 2, 7, 0, 3, 6]"
9,"['0.4640', '0.5818', '0.2791', '0.2081', '0.3355', '0.3585', '0.5085', '0.4720', '0.4495', '0.4706']","['0.4144', '0.5152', '0.3744', '0.3109', '0.3192', '0.3460', '0.4060', '0.4251', '0.5076', '0.4514']","['0.4640', '0.5818', '0.2791', '0.2081', '0.3355', '0.3585', '0.5085', '0.4720', '0.4495', '0.4706']","['0.4378', '0.5465', '0.3198', '0.2493', '0.3271', '0.3521', '0.4515', '0.4473', '0.4768', '0.4608']","['0.4640', '0.5818', '0.2791', '0.2081', '0.3355', '0.3585', '0.5085', '0.4720', '0.4495', '0.4706']","['0.9313', '0.9413', '0.9473', '0.9445', '0.9162', '0.9271', '0.9189', '0.9305', '0.9521', '0.9350']","[[264, 38, 34, 13, 23, 10, 13, 27, 99, 48], [22, 338, 7, 8, 16, 6, 19, 16, 44, 105], [57, 19, 170, 36, 118, 61, 66, 54, 10, 18], [27, 17, 44, 134, 54, 149, 117, 57, 14, 31], [42, 10, 71, 44, 211, 34, 115, 65, 19, 18], [16, 9, 39, 107, 49, 209, 47, 84, 9, 14], [6, 23, 43, 55, 93, 26, 300, 27, 4, 13], [30, 17, 22, 19, 70, 83, 26, 278, 4, 40], [136, 60, 18, 3, 14, 7, 11, 15, 267, 63], [37, 125, 6, 12, 13, 19, 25, 31, 56, 288]]","[6, 3, 1, 7, 6, 2, 4, 3, 5, 2, 2, 6, 0, 5, 7, 3, 3, 5, 4, 6, 9, 7, 5, 0, 3, 5, 7, 0, 8, 0, 1, 1]","[1, 7, 2, 1, 6, 7, 8, 2, 2, 4, 8, 4, 1, 6, 0, 9, 6, 8, 9, 5, 6, 7, 2, 7, 5, 4, 5, 9, 1, 2, 9, 9]"
