cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.5501', '0.1704', '0.0345', '0.0217', '0.0700', '0.3636', '0.7339', '0.2173', '0.3316', '0.3873']","['0.3184', '0.4125', '0.2625', '0.1667', '0.1753', '0.2786', '0.2366', '0.2628', '0.2985', '0.3798']","['0.5501', '0.1704', '0.0345', '0.0217', '0.0700', '0.3636', '0.7339', '0.2173', '0.3316', '0.3873']","['0.4034', '0.2412', '0.0610', '0.0385', '0.1000', '0.3155', '0.3579', '0.2379', '0.3142', '0.3835']","['0.5501', '0.1704', '0.0345', '0.0217', '0.0700', '0.3636', '0.7339', '0.2173', '0.3316', '0.3873']","['0.8766', '0.9740', '0.9891', '0.9869', '0.9615', '0.8987', '0.7418', '0.9337', '0.9144', '0.9282']","[[313, 17, 10, 5, 9, 20, 31, 33, 93, 38], [64, 99, 1, 20, 5, 21, 73, 23, 132, 143], [98, 12, 21, 7, 45, 62, 260, 62, 29, 13], [54, 10, 9, 14, 37, 162, 254, 65, 17, 22], [54, 7, 7, 6, 44, 78, 358, 35, 18, 22], [49, 9, 14, 8, 26, 212, 186, 53, 16, 10], [20, 6, 4, 6, 25, 38, 433, 29, 6, 23], [33, 11, 11, 8, 49, 135, 156, 128, 19, 39], [243, 20, 3, 5, 1, 20, 19, 9, 197, 77], [55, 49, 0, 5, 10, 13, 60, 50, 133, 237]]",-1,-1
1,"['0.2847', '0.3873', '0.1346', '0.0373', '0.2782', '0.4751', '0.5729', '0.3531', '0.5724', '0.5408']","['0.4737', '0.4369', '0.3178', '0.3000', '0.3425', '0.2995', '0.3327', '0.3225', '0.4106', '0.3761']","['0.2847', '0.3873', '0.1346', '0.0373', '0.2782', '0.4751', '0.5729', '0.3531', '0.5724', '0.5408']","['0.3557', '0.4106', '0.1892', '0.0663', '0.3070', '0.3674', '0.4209', '0.3371', '0.4782', '0.4437']","['0.2847', '0.3873', '0.1346', '0.0373', '0.2782', '0.4751', '0.5729', '0.3531', '0.5724', '0.5408']","['0.9669', '0.9465', '0.9674', '0.9895', '0.9374', '0.8804', '0.8747', '0.9192', '0.9097', '0.8981']","[[162, 32, 12, 2, 7, 30, 13, 45, 208, 58], [6, 225, 0, 5, 2, 23, 25, 13, 83, 199], [56, 25, 82, 5, 108, 82, 118, 73, 34, 26], [11, 23, 26, 24, 56, 209, 166, 75, 17, 37], [27, 11, 53, 5, 175, 73, 163, 72, 22, 28], [8, 22, 26, 16, 36, 277, 101, 69, 16, 12], [4, 16, 19, 12, 66, 56, 338, 44, 5, 30], [6, 24, 35, 4, 52, 137, 57, 208, 19, 47], [57, 36, 4, 2, 5, 16, 7, 15, 340, 112], [5, 101, 1, 5, 4, 22, 28, 31, 84, 331]]","[7, 4, 4, 3, 1, 1, 4, 8, 5, 4, 5, 6, 2, 3, 3, 7, 1, 9, 1, 9, 6, 6, 0, 7, 5, 0, 7, 4, 2, 9, 5, 9]","[1, 8, 8, 0, 8, 0, 5, 4, 2, 2, 4, 5, 6, 6, 6, 5, 4, 3, 4, 6, 5, 4, 5, 6, 2, 5, 2, 4, 7, 4, 2, 8]"
2,"['0.3480', '0.6833', '0.2315', '0.0792', '0.2194', '0.3722', '0.6305', '0.4211', '0.5808', '0.2941']","['0.4901', '0.3735', '0.3026', '0.2488', '0.3459', '0.4110', '0.3483', '0.4000', '0.4356', '0.3956']","['0.3480', '0.6833', '0.2315', '0.0792', '0.2194', '0.3722', '0.6305', '0.4211', '0.5808', '0.2941']","['0.4070', '0.4830', '0.2623', '0.1201', '0.2685', '0.3906', '0.4487', '0.4103', '0.4978', '0.3374']","['0.3480', '0.6833', '0.2315', '0.0792', '0.2194', '0.3722', '0.6305', '0.4211', '0.5808', '0.2941']","['0.9621', '0.8771', '0.9397', '0.9712', '0.9514', '0.9426', '0.8713', '0.9313', '0.9173', '0.9490']","[[198, 54, 29, 11, 9, 6, 15, 27, 193, 27], [7, 397, 0, 8, 3, 5, 16, 10, 73, 62], [51, 46, 141, 26, 83, 36, 124, 56, 34, 12], [17, 54, 62, 51, 36, 139, 178, 74, 10, 23], [31, 25, 92, 9, 138, 28, 187, 66, 23, 30], [9, 36, 57, 37, 27, 217, 102, 73, 10, 15], [5, 40, 23, 21, 50, 17, 372, 35, 7, 20], [8, 34, 52, 22, 46, 69, 50, 248, 15, 45], [70, 99, 9, 5, 5, 6, 6, 8, 345, 41], [8, 278, 1, 15, 2, 5, 18, 23, 82, 180]]","[3, 8, 2, 1, 6, 4, 0, 8, 1, 2, 7, 2, 4, 8, 0, 2, 0, 7, 2, 5, 9, 9, 6, 1, 4, 7, 7, 5, 0, 5, 2, 4]","[4, 2, 5, 5, 2, 0, 4, 3, 2, 4, 0, 2, 6, 3, 3, 8, 0, 2, 8, 1, 5, 2, 8, 7, 4, 3, 3, 0, 0, 9, 0, 1]"
3,"['0.5149', '0.5818', '0.1987', '0.0978', '0.3132', '0.4528', '0.5780', '0.4839', '0.4832', '0.3775']","['0.4315', '0.4465', '0.3580', '0.2763', '0.3628', '0.3755', '0.3780', '0.4054', '0.4415', '0.4648']","['0.5149', '0.5818', '0.1987', '0.0978', '0.3132', '0.4528', '0.5780', '0.4839', '0.4832', '0.3775']","['0.4696', '0.5052', '0.2555', '0.1445', '0.3362', '0.4106', '0.4571', '0.4412', '0.4614', '0.4166']","['0.5149', '0.5818', '0.1987', '0.0978', '0.3132', '0.4528', '0.5780', '0.4839', '0.4832', '0.3775']","['0.9289', '0.9227', '0.9597', '0.9692', '0.9356', '0.9190', '0.8963', '0.9227', '0.9329', '0.9506']","[[293, 39, 21, 11, 16, 9, 10, 27, 120, 23], [20, 338, 1, 3, 6, 11, 17, 12, 76, 97], [77, 23, 121, 25, 101, 64, 101, 64, 22, 11], [18, 28, 49, 63, 51, 172, 151, 81, 11, 20], [50, 14, 56, 16, 197, 48, 143, 73, 16, 16], [16, 21, 39, 42, 32, 264, 71, 78, 10, 10], [10, 24, 15, 33, 81, 29, 341, 35, 6, 16], [16, 24, 20, 19, 49, 86, 41, 285, 20, 29], [153, 62, 11, 3, 6, 9, 6, 13, 287, 44], [26, 184, 5, 13, 4, 11, 21, 35, 82, 231]]","[2, 7, 5, 8, 0, 8, 3, 2, 3, 7, 8, 1, 5, 5, 0, 6, 5, 1, 4, 4, 8, 1, 4, 7, 7, 4, 8, 1, 9, 0, 4, 3]","[9, 2, 2, 4, 8, 3, 3, 2, 2, 5, 9, 3, 3, 6, 3, 6, 3, 1, 0, 2, 2, 4, 9, 2, 2, 2, 5, 5, 9, 6, 6, 1]"
4,"['0.4903', '0.5267', '0.2512', '0.0963', '0.2862', '0.4768', '0.6102', '0.5042', '0.5000', '0.4395']","['0.4642', '0.5000', '0.3269', '0.2844', '0.3543', '0.3528', '0.3826', '0.4393', '0.4662', '0.4882']","['0.4903', '0.5267', '0.2512', '0.0963', '0.2862', '0.4768', '0.6102', '0.5042', '0.5000', '0.4395']","['0.4769', '0.5130', '0.2841', '0.1439', '0.3166', '0.4055', '0.4703', '0.4696', '0.4825', '0.4626']","['0.4903', '0.5267', '0.2512', '0.0963', '0.2862', '0.4768', '0.6102', '0.5042', '0.5000', '0.4395']","['0.9407', '0.9435', '0.9416', '0.9709', '0.9389', '0.9059', '0.8926', '0.9300', '0.9371', '0.9477']","[[279, 28, 38, 18, 20, 9, 10, 24, 118, 25], [17, 306, 4, 8, 6, 13, 24, 15, 74, 114], [57, 20, 153, 18, 100, 78, 91, 59, 25, 8], [11, 16, 68, 62, 42, 195, 155, 67, 11, 17], [41, 12, 87, 12, 180, 58, 143, 68, 12, 16], [9, 9, 47, 31, 32, 278, 86, 74, 7, 10], [7, 13, 25, 30, 67, 40, 360, 28, 6, 14], [13, 15, 29, 17, 43, 94, 39, 297, 13, 29], [140, 54, 10, 5, 11, 10, 7, 11, 297, 49], [27, 139, 7, 17, 7, 13, 26, 33, 74, 269]]","[7, 8, 8, 1, 0, 9, 0, 5, 3, 4, 9, 1, 0, 8, 6, 6, 7, 0, 2, 5, 0, 9, 3, 3, 6, 3, 5, 6, 1, 5, 0, 2]","[3, 2, 3, 1, 4, 4, 4, 2, 3, 9, 7, 4, 2, 2, 7, 3, 2, 4, 2, 0, 4, 2, 2, 8, 2, 2, 6, 3, 4, 2, 7, 2]"
5,"['0.4868', '0.5318', '0.3087', '0.1786', '0.2417', '0.4151', '0.5678', '0.4499', '0.5505', '0.4542']","['0.4571', '0.5193', '0.2998', '0.2833', '0.3333', '0.3617', '0.3964', '0.5176', '0.4561', '0.4903']","['0.4868', '0.5318', '0.3087', '0.1786', '0.2417', '0.4151', '0.5678', '0.4499', '0.5505', '0.4542']","['0.4715', '0.5255', '0.3042', '0.2190', '0.2802', '0.3866', '0.4669', '0.4814', '0.4989', '0.4716']","['0.4868', '0.5318', '0.3087', '0.1786', '0.2417', '0.4151', '0.5678', '0.4499', '0.5505', '0.4542']","['0.9394', '0.9472', '0.9186', '0.9457', '0.9434', '0.9212', '0.9057', '0.9544', '0.9279', '0.9464']","[[277, 23, 39, 20, 20, 4, 10, 24, 129, 23], [20, 309, 5, 7, 9, 12, 18, 7, 86, 108], [68, 17, 188, 40, 78, 69, 69, 46, 23, 11], [13, 23, 82, 115, 38, 162, 141, 40, 13, 17], [41, 11, 147, 26, 152, 49, 124, 45, 16, 18], [8, 8, 60, 81, 29, 242, 80, 52, 11, 12], [10, 15, 45, 53, 71, 26, 335, 11, 4, 20], [16, 15, 46, 28, 40, 88, 38, 265, 18, 35], [128, 42, 11, 9, 11, 9, 6, 6, 327, 45], [25, 132, 4, 27, 8, 8, 24, 16, 90, 278]]","[1, 1, 4, 3, 2, 7, 9, 7, 1, 3, 9, 5, 4, 0, 7, 2, 4, 8, 7, 3, 6, 4, 3, 8, 2, 5, 9, 0, 3, 1, 7, 9]","[0, 4, 2, 8, 9, 7, 8, 4, 6, 6, 3, 7, 9, 8, 4, 2, 9, 4, 2, 4, 4, 1, 8, 5, 8, 2, 6, 3, 5, 2, 2, 8]"
6,"['0.3972', '0.5456', '0.2397', '0.1398', '0.2544', '0.4786', '0.6068', '0.4805', '0.5522', '0.5049']","['0.5045', '0.5328', '0.3237', '0.2941', '0.3361', '0.3440', '0.3921', '0.4464', '0.4910', '0.4427']","['0.3972', '0.5456', '0.2397', '0.1398', '0.2544', '0.4786', '0.6068', '0.4805', '0.5522', '0.5049']","['0.4444', '0.5391', '0.2755', '0.1895', '0.2896', '0.4003', '0.4764', '0.4628', '0.5198', '0.4718']","['0.3972', '0.5456', '0.2397', '0.1398', '0.2544', '0.4786', '0.6068', '0.4805', '0.5522', '0.5049']","['0.9591', '0.9487', '0.9434', '0.9597', '0.9412', '0.9018', '0.8974', '0.9351', '0.9371', '0.9278']","[[226, 32, 38, 15, 28, 15, 8, 30, 141, 36], [11, 317, 1, 7, 10, 13, 21, 7, 57, 137], [48, 15, 146, 32, 92, 92, 84, 58, 23, 19], [8, 16, 64, 90, 37, 187, 141, 64, 11, 26], [30, 8, 100, 20, 160, 67, 142, 64, 16, 22], [3, 9, 37, 58, 27, 279, 82, 67, 7, 14], [8, 15, 27, 39, 62, 35, 358, 20, 4, 22], [7, 13, 25, 17, 43, 100, 45, 283, 10, 46], [92, 47, 11, 8, 12, 10, 7, 12, 328, 67], [15, 123, 2, 20, 5, 13, 25, 29, 71, 309]]","[9, 9, 1, 3, 6, 5, 4, 0, 2, 1, 6, 1, 5, 3, 2, 8, 0, 2, 7, 0, 9, 9, 8, 7, 9, 0, 3, 4, 8, 3, 1, 8]","[1, 8, 5, 4, 2, 6, 0, 0, 1, 8, 5, 0, 0, 2, 4, 4, 8, 5, 0, 2, 9, 4, 5, 7, 9, 6, 9, 6, 6, 1, 9, 2]"
7,"['0.4394', '0.5835', '0.2824', '0.1957', '0.3021', '0.4220', '0.5729', '0.4754', '0.5320', '0.4739']","['0.4873', '0.5280', '0.3264', '0.2745', '0.3417', '0.3773', '0.4038', '0.4904', '0.5130', '0.4625']","['0.4394', '0.5835', '0.2824', '0.1957', '0.3021', '0.4220', '0.5729', '0.4754', '0.5320', '0.4739']","['0.4621', '0.5544', '0.3028', '0.2285', '0.3207', '0.3984', '0.4737', '0.4828', '0.5223', '0.4681']","['0.4394', '0.5835', '0.2824', '0.1957', '0.3021', '0.4220', '0.5729', '0.4754', '0.5320', '0.4739']","['0.9516', '0.9441', '0.9341', '0.9378', '0.9319', '0.9251', '0.9078', '0.9462', '0.9445', '0.9375']","[[250, 29, 47, 22, 27, 10, 6, 25, 117, 36], [19, 339, 5, 11, 11, 9, 15, 7, 52, 113], [51, 19, 172, 51, 99, 68, 69, 44, 21, 15], [7, 15, 69, 126, 50, 155, 134, 53, 11, 24], [31, 12, 107, 31, 190, 49, 127, 51, 14, 17], [7, 9, 54, 93, 26, 246, 79, 52, 5, 12], [8, 17, 26, 54, 71, 26, 338, 21, 6, 23], [9, 13, 32, 31, 57, 76, 41, 280, 8, 42], [108, 52, 13, 13, 16, 7, 4, 10, 316, 55], [23, 137, 2, 27, 9, 6, 24, 28, 66, 290]]","[9, 8, 7, 5, 5, 8, 3, 6, 3, 2, 0, 5, 3, 8, 3, 5, 6, 7, 5, 1, 3, 9, 1, 9, 0, 2, 0, 9, 7, 8, 1, 7]","[3, 5, 9, 6, 4, 0, 7, 8, 2, 4, 1, 4, 2, 9, 8, 3, 3, 4, 0, 0, 4, 3, 3, 3, 5, 5, 7, 3, 4, 3, 8, 7]"
8,"['0.4341', '0.6007', '0.2594', '0.1910', '0.2973', '0.4168', '0.5627', '0.5484', '0.5943', '0.4412']","['0.4778', '0.5058', '0.3376', '0.2936', '0.3522', '0.3803', '0.4505', '0.4729', '0.4876', '0.4561']","['0.4341', '0.6007', '0.2594', '0.1910', '0.2973', '0.4168', '0.5627', '0.5484', '0.5943', '0.4412']","['0.4549', '0.5492', '0.2934', '0.2314', '0.3224', '0.3977', '0.5004', '0.5079', '0.5357', '0.4485']","['0.4341', '0.6007', '0.2594', '0.1910', '0.2973', '0.4168', '0.5627', '0.5484', '0.5943', '0.4412']","['0.9503', '0.9371', '0.9425', '0.9447', '0.9360', '0.9269', '0.9251', '0.9335', '0.9314', '0.9402']","[[247, 32, 37, 12, 29, 8, 4, 27, 141, 32], [12, 349, 4, 10, 10, 7, 9, 10, 71, 99], [63, 27, 158, 50, 101, 64, 58, 51, 24, 13], [16, 19, 64, 123, 46, 158, 106, 73, 13, 26], [38, 14, 92, 29, 187, 56, 110, 67, 17, 19], [10, 13, 41, 84, 29, 243, 66, 76, 8, 13], [11, 18, 30, 52, 65, 28, 332, 24, 6, 24], [10, 15, 27, 25, 46, 61, 31, 323, 10, 41], [87, 49, 13, 8, 12, 6, 3, 8, 353, 55], [23, 154, 2, 26, 6, 8, 18, 24, 81, 270]]","[1, 2, 4, 9, 7, 5, 8, 8, 6, 5, 9, 1, 7, 5, 5, 7, 4, 7, 3, 9, 3, 8, 9, 8, 3, 3, 5, 1, 4, 4, 2, 6]","[9, 5, 3, 0, 4, 2, 2, 1, 1, 2, 4, 5, 2, 2, 3, 4, 7, 8, 6, 6, 4, 2, 3, 2, 5, 0, 2, 5, 8, 5, 2, 7]"
9,"['0.4411', '0.5714', '0.2742', '0.1894', '0.2798', '0.4563', '0.5915', '0.5042', '0.5707', '0.4150']","['0.4718', '0.5372', '0.3218', '0.2824', '0.3385', '0.3784', '0.4225', '0.4775', '0.4963', '0.4661']","['0.4411', '0.5714', '0.2742', '0.1894', '0.2798', '0.4563', '0.5915', '0.5042', '0.5707', '0.4150']","['0.4559', '0.5538', '0.2961', '0.2268', '0.3064', '0.4137', '0.4929', '0.4905', '0.5309', '0.4391']","['0.4411', '0.5714', '0.2742', '0.1894', '0.2798', '0.4563', '0.5915', '0.5042', '0.5707', '0.4150']","['0.9483', '0.9472', '0.9347', '0.9421', '0.9360', '0.9193', '0.9118', '0.9399', '0.9364', '0.9460']","[[251, 23, 49, 21, 25, 10, 6, 24, 129, 31], [23, 332, 3, 8, 8, 10, 15, 16, 66, 100], [57, 15, 167, 56, 98, 74, 63, 44, 23, 12], [11, 16, 70, 122, 40, 170, 126, 54, 13, 22], [34, 10, 104, 32, 176, 53, 129, 59, 15, 17], [9, 9, 42, 78, 27, 266, 79, 52, 6, 15], [10, 17, 28, 49, 66, 20, 349, 28, 7, 16], [14, 13, 37, 27, 49, 80, 35, 297, 7, 30], [95, 46, 16, 13, 17, 8, 4, 8, 339, 48], [28, 137, 3, 26, 14, 12, 20, 40, 78, 254]]","[7, 4, 6, 4, 0, 2, 1, 8, 7, 8, 0, 0, 7, 3, 4, 1, 1, 2, 3, 4, 8, 9, 6, 9, 4, 4, 8, 0, 2, 0, 7, 1]","[9, 0, 7, 3, 5, 8, 6, 9, 6, 5, 1, 9, 2, 4, 4, 2, 2, 0, 9, 5, 5, 7, 4, 3, 3, 2, 3, 6, 9, 3, 6, 8]"
