cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.2935', '0.1893', '0.0591', '0.0109', '0.0000', '0.3791', '0.7186', '0.0713', '0.5084', '0.5605']","['0.4383', '0.3254', '0.2500', '0.2414', '0.0000', '0.2653', '0.2204', '0.2234', '0.3290', '0.2755']","['0.2935', '0.1893', '0.0591', '0.0109', '0.0000', '0.3791', '0.7186', '0.0713', '0.5084', '0.5605']","['0.3516', '0.2394', '0.0956', '0.0208', '0.0000', '0.3121', '0.3373', '0.1081', '0.3995', '0.3694']","['0.2935', '0.1893', '0.0591', '0.0109', '0.0000', '0.3791', '0.7186', '0.0713', '0.5084', '0.5605']","['0.9606', '0.9579', '0.9800', '0.9959', '1.0000', '0.8870', '0.7227', '0.9730', '0.8861', '0.8326']","[[167, 27, 19, 1, 0, 27, 26, 8, 187, 107], [10, 110, 4, 1, 0, 15, 92, 12, 141, 196], [49, 22, 36, 3, 0, 74, 280, 20, 49, 76], [16, 19, 27, 7, 0, 204, 239, 28, 23, 81], [23, 12, 12, 4, 0, 78, 387, 16, 27, 70], [13, 31, 13, 6, 0, 221, 188, 27, 31, 53], [9, 24, 14, 3, 0, 50, 424, 19, 5, 42], [11, 28, 10, 1, 0, 113, 212, 42, 27, 145], [69, 30, 5, 0, 0, 34, 16, 6, 302, 132], [14, 35, 4, 3, 0, 17, 60, 10, 126, 343]]",-1,-1
1,"['0.3497', '0.5542', '0.0772', '0.0264', '0.1860', '0.5283', '0.5492', '0.1664', '0.4646', '0.4297']","['0.4393', '0.3538', '0.2733', '0.2576', '0.3087', '0.2792', '0.2757', '0.3192', '0.4144', '0.3420']","['0.3497', '0.5542', '0.0772', '0.0264', '0.1860', '0.5283', '0.5492', '0.1664', '0.4646', '0.4297']","['0.3894', '0.4319', '0.1204', '0.0479', '0.2321', '0.3654', '0.3671', '0.2188', '0.4381', '0.3809']","['0.3497', '0.5542', '0.0772', '0.0264', '0.1860', '0.5283', '0.5492', '0.1664', '0.4646', '0.4297']","['0.9532', '0.8915', '0.9768', '0.9909', '0.9512', '0.8532', '0.8427', '0.9614', '0.9279', '0.9061']","[[199, 62, 19, 2, 8, 40, 14, 13, 148, 64], [9, 322, 2, 4, 4, 6, 31, 10, 85, 108], [52, 54, 47, 8, 78, 109, 179, 30, 19, 33], [22, 44, 22, 17, 22, 269, 142, 46, 13, 47], [30, 29, 31, 6, 117, 90, 249, 25, 19, 33], [14, 34, 15, 12, 28, 308, 102, 30, 9, 31], [7, 47, 16, 4, 36, 80, 324, 33, 4, 39], [12, 42, 14, 8, 80, 159, 94, 98, 10, 72], [97, 93, 5, 1, 0, 28, 10, 5, 276, 79], [11, 183, 1, 4, 6, 14, 30, 17, 83, 263]]","[6, 9, 2, 3, 2, 3, 2, 1, 2, 4, 0, 7, 7, 1, 0, 8, 2, 7, 7, 4, 7, 1, 4, 9, 2, 5, 4, 1, 8, 5, 0, 3]","[2, 8, 6, 2, 5, 7, 4, 4, 4, 4, 3, 2, 9, 4, 3, 2, 1, 5, 5, 6, 8, 9, 4, 4, 6, 4, 4, 8, 6, 2, 7, 5]"
2,"['0.3251', '0.5972', '0.1133', '0.1491', '0.2417', '0.4134', '0.5153', '0.4754', '0.4108', '0.6013']","['0.4756', '0.4327', '0.3026', '0.3009', '0.3725', '0.3301', '0.3753', '0.3207', '0.5062', '0.3837']","['0.3251', '0.5972', '0.1133', '0.1491', '0.2417', '0.4134', '0.5153', '0.4754', '0.4108', '0.6013']","['0.3862', '0.5018', '0.1649', '0.1994', '0.2932', '0.3671', '0.4343', '0.3830', '0.4535', '0.4685']","['0.3251', '0.5972', '0.1133', '0.1491', '0.2417', '0.4134', '0.5153', '0.4754', '0.4108', '0.6013']","['0.9624', '0.9160', '0.9705', '0.9584', '0.9523', '0.9097', '0.9065', '0.8904', '0.9560', '0.8903']","[[185, 67, 29, 8, 9, 22, 10, 46, 120, 73], [2, 347, 1, 2, 3, 3, 17, 19, 31, 156], [42, 43, 69, 30, 107, 65, 112, 104, 11, 26], [15, 23, 32, 96, 38, 171, 100, 94, 11, 64], [28, 20, 36, 20, 152, 61, 149, 118, 14, 31], [9, 16, 17, 83, 25, 241, 50, 102, 6, 34], [3, 28, 16, 45, 43, 38, 304, 71, 3, 39], [7, 27, 11, 26, 29, 101, 40, 280, 4, 64], [94, 98, 15, 3, 1, 20, 9, 6, 244, 104], [4, 133, 2, 6, 1, 8, 19, 33, 38, 368]]","[5, 5, 1, 4, 1, 3, 9, 2, 7, 4, 4, 8, 4, 3, 1, 9, 7, 2, 2, 5, 7, 3, 9, 2, 7, 8, 4, 8, 3, 8, 3, 1]","[3, 6, 6, 3, 1, 6, 2, 9, 8, 4, 8, 0, 2, 9, 3, 6, 2, 2, 1, 4, 2, 2, 6, 3, 4, 2, 6, 4, 2, 2, 4, 5]"
3,"['0.3796', '0.6196', '0.1921', '0.1568', '0.3005', '0.4597', '0.5644', '0.3888', '0.5185', '0.4804']","['0.4509', '0.4871', '0.3324', '0.2886', '0.3345', '0.3309', '0.3810', '0.4321', '0.4768', '0.4489']","['0.3796', '0.6196', '0.1921', '0.1568', '0.3005', '0.4597', '0.5644', '0.3888', '0.5185', '0.4804']","['0.4122', '0.5455', '0.2435', '0.2032', '0.3166', '0.3848', '0.4549', '0.4093', '0.4968', '0.4641']","['0.3796', '0.6196', '0.1921', '0.1568', '0.3005', '0.4597', '0.5644', '0.3888', '0.5185', '0.4804']","['0.9516', '0.9301', '0.9564', '0.9535', '0.9300', '0.8999', '0.9000', '0.9444', '0.9375', '0.9330']","[[216, 53, 32, 16, 19, 18, 11, 21, 136, 47], [10, 360, 2, 7, 6, 4, 18, 17, 54, 103], [52, 34, 117, 31, 128, 66, 105, 43, 19, 14], [26, 17, 38, 101, 56, 199, 114, 43, 13, 37], [40, 12, 65, 19, 189, 65, 147, 61, 15, 16], [10, 12, 32, 80, 35, 268, 60, 58, 10, 18], [5, 18, 28, 51, 64, 36, 333, 32, 6, 17], [12, 21, 19, 25, 59, 127, 47, 229, 5, 45], [98, 69, 15, 4, 3, 18, 8, 7, 308, 64], [10, 143, 4, 16, 6, 9, 31, 19, 80, 294]]","[2, 4, 5, 8, 3, 6, 3, 4, 6, 1, 7, 5, 5, 4, 2, 9, 6, 5, 3, 5, 0, 0, 7, 5, 7, 7, 1, 0, 1, 5, 6, 6]","[3, 3, 4, 3, 8, 1, 8, 6, 4, 8, 5, 6, 5, 5, 1, 9, 2, 3, 6, 3, 9, 8, 1, 3, 2, 4, 2, 4, 3, 5, 5, 6]"
4,"['0.4077', '0.5869', '0.2857', '0.2267', '0.2417', '0.3722', '0.5356', '0.4992', '0.4697', '0.5474']","['0.4522', '0.5254', '0.3359', '0.3237', '0.3543', '0.3439', '0.4115', '0.4061', '0.4956', '0.4443']","['0.4077', '0.5869', '0.2857', '0.2267', '0.2417', '0.3722', '0.5356', '0.4992', '0.4697', '0.5474']","['0.4288', '0.5545', '0.3088', '0.2667', '0.2873', '0.3575', '0.4654', '0.4478', '0.4823', '0.4905']","['0.4077', '0.5869', '0.2857', '0.2267', '0.2417', '0.3722', '0.5356', '0.4992', '0.4697', '0.5474']","['0.9483', '0.9432', '0.9362', '0.9431', '0.9484', '0.9236', '0.9165', '0.9205', '0.9475', '0.9222']","[[232, 45, 42, 17, 18, 13, 11, 25, 122, 44], [16, 341, 5, 8, 5, 3, 14, 15, 50, 124], [48, 26, 174, 36, 85, 49, 83, 71, 18, 19], [25, 12, 51, 146, 30, 160, 103, 64, 9, 44], [33, 9, 118, 23, 152, 56, 123, 87, 10, 18], [8, 8, 38, 107, 36, 217, 53, 89, 6, 21], [5, 18, 36, 56, 51, 28, 316, 41, 7, 32], [10, 16, 25, 33, 44, 83, 33, 294, 4, 47], [121, 55, 24, 10, 4, 16, 8, 7, 279, 70], [15, 119, 5, 15, 4, 6, 24, 31, 58, 335]]","[8, 7, 9, 8, 6, 6, 3, 4, 4, 5, 4, 2, 5, 1, 9, 0, 4, 8, 0, 6, 6, 6, 4, 4, 7, 6, 5, 5, 0, 6, 0, 7]","[3, 6, 8, 3, 4, 6, 0, 2, 5, 4, 7, 2, 6, 3, 0, 8, 4, 9, 0, 7, 2, 9, 6, 4, 3, 0, 5, 5, 5, 7, 0, 0]"
5,"['0.3515', '0.6747', '0.3136', '0.2593', '0.2305', '0.3019', '0.5814', '0.4924', '0.5741', '0.4788']","['0.5063', '0.4987', '0.3369', '0.3401', '0.3349', '0.3592', '0.3970', '0.4531', '0.4789', '0.4711']","['0.3515', '0.6747', '0.3136', '0.2593', '0.2305', '0.3019', '0.5814', '0.4924', '0.5741', '0.4788']","['0.4149', '0.5735', '0.3248', '0.2943', '0.2731', '0.3281', '0.4718', '0.4719', '0.5222', '0.4749']","['0.3515', '0.6747', '0.3136', '0.2593', '0.2305', '0.3019', '0.5814', '0.4924', '0.5741', '0.4788']","['0.9641', '0.9273', '0.9303', '0.9395', '0.9464', '0.9420', '0.9037', '0.9353', '0.9314', '0.9389']","[[200, 53, 40, 20, 15, 7, 15, 24, 155, 40], [4, 392, 5, 7, 5, 2, 13, 14, 51, 88], [41, 28, 191, 41, 76, 36, 102, 52, 25, 17], [17, 15, 50, 167, 40, 127, 132, 44, 18, 34], [32, 15, 138, 22, 145, 39, 128, 74, 18, 18], [6, 12, 51, 127, 40, 176, 61, 83, 11, 16], [6, 31, 43, 50, 52, 13, 343, 25, 8, 19], [13, 21, 27, 31, 49, 72, 35, 290, 10, 41], [69, 66, 17, 10, 5, 14, 10, 6, 341, 56], [7, 153, 5, 16, 6, 4, 25, 28, 75, 293]]","[7, 1, 2, 3, 2, 8, 9, 3, 7, 2, 2, 0, 1, 1, 0, 3, 0, 8, 7, 0, 2, 5, 4, 1, 2, 1, 2, 8, 1, 9, 8, 7]","[4, 4, 1, 8, 9, 2, 2, 8, 2, 8, 9, 5, 5, 1, 6, 2, 8, 5, 6, 2, 1, 2, 7, 0, 4, 0, 3, 0, 4, 4, 5, 0]"
6,"['0.4394', '0.6540', '0.3186', '0.2500', '0.2973', '0.3499', '0.5237', '0.5127', '0.4579', '0.5098']","['0.4638', '0.5278', '0.3508', '0.3485', '0.3310', '0.3592', '0.4578', '0.4402', '0.5075', '0.4483']","['0.4394', '0.6540', '0.3186', '0.2500', '0.2973', '0.3499', '0.5237', '0.5127', '0.4579', '0.5098']","['0.4513', '0.5842', '0.3339', '0.2911', '0.3132', '0.3545', '0.4885', '0.4737', '0.4814', '0.4771']","['0.4394', '0.6540', '0.3186', '0.2500', '0.2973', '0.3499', '0.5237', '0.5127', '0.4579', '0.5098']","['0.9468', '0.9373', '0.9334', '0.9438', '0.9296', '0.9328', '0.9323', '0.9290', '0.9512', '0.9287']","[[250, 47, 40, 14, 25, 8, 13, 21, 106, 45], [14, 380, 4, 8, 6, 1, 12, 17, 37, 102], [53, 22, 194, 39, 105, 37, 66, 55, 14, 24], [19, 15, 56, 161, 43, 151, 97, 53, 15, 34], [37, 9, 120, 26, 187, 45, 89, 88, 12, 16], [5, 11, 50, 108, 43, 204, 47, 79, 11, 25], [8, 20, 44, 48, 73, 24, 309, 28, 6, 30], [12, 17, 14, 34, 67, 77, 14, 302, 7, 45], [125, 63, 24, 9, 10, 14, 6, 8, 272, 63], [16, 136, 7, 15, 6, 7, 22, 35, 56, 312]]","[8, 4, 4, 7, 7, 6, 6, 2, 5, 1, 3, 8, 2, 2, 2, 7, 5, 4, 3, 9, 2, 3, 1, 4, 9, 9, 3, 4, 7, 1, 3, 3]","[1, 5, 2, 6, 4, 4, 3, 1, 3, 0, 3, 4, 7, 2, 6, 3, 8, 3, 9, 0, 4, 4, 6, 2, 4, 3, 3, 5, 6, 6, 4, 4]"
7,"['0.4306', '0.5422', '0.2939', '0.2811', '0.2766', '0.4117', '0.5220', '0.5110', '0.5421', '0.5082']","['0.4605', '0.5855', '0.3496', '0.3192', '0.3663', '0.3556', '0.4413', '0.4401', '0.4886', '0.4712']","['0.4306', '0.5422', '0.2939', '0.2811', '0.2766', '0.4117', '0.5220', '0.5110', '0.5421', '0.5082']","['0.4450', '0.5630', '0.3194', '0.2989', '0.3152', '0.3816', '0.4783', '0.4729', '0.5140', '0.4890']","['0.4306', '0.5422', '0.2939', '0.2811', '0.2766', '0.4117', '0.5220', '0.5110', '0.5421', '0.5082']","['0.9472', '0.9588', '0.9382', '0.9279', '0.9440', '0.9197', '0.9279', '0.9292', '0.9377', '0.9352']","[[245, 28, 35, 23, 23, 10, 14, 25, 126, 40], [22, 315, 4, 12, 5, 3, 14, 21, 59, 126], [52, 15, 179, 47, 88, 57, 76, 53, 20, 22], [17, 9, 55, 181, 34, 162, 97, 48, 16, 25], [39, 4, 110, 34, 174, 55, 98, 87, 15, 13], [3, 8, 49, 116, 35, 240, 45, 64, 8, 15], [9, 18, 41, 66, 49, 29, 308, 38, 9, 23], [14, 10, 13, 46, 51, 94, 19, 301, 8, 33], [105, 37, 21, 14, 9, 16, 9, 9, 322, 52], [26, 94, 5, 28, 7, 9, 18, 38, 76, 311]]","[6, 9, 9, 7, 9, 5, 7, 2, 0, 2, 2, 3, 3, 0, 3, 4, 4, 7, 9, 9, 3, 5, 4, 3, 4, 7, 8, 4, 0, 3, 5, 9]","[3, 7, 6, 1, 4, 8, 5, 1, 6, 7, 9, 8, 0, 2, 6, 4, 2, 2, 8, 3, 6, 0, 4, 3, 4, 6, 6, 4, 4, 6, 6, 3]"
8,"['0.4042', '0.6334', '0.2874', '0.2547', '0.3037', '0.3688', '0.5136', '0.5399', '0.5707', '0.4722']","['0.4713', '0.5388', '0.3465', '0.3333', '0.3652', '0.3733', '0.4516', '0.4184', '0.4857', '0.4785']","['0.4042', '0.6334', '0.2874', '0.2547', '0.3037', '0.3688', '0.5136', '0.5399', '0.5707', '0.4722']","['0.4352', '0.5823', '0.3142', '0.2887', '0.3316', '0.3710', '0.4806', '0.4715', '0.5248', '0.4753']","['0.4042', '0.6334', '0.2874', '0.2547', '0.3037', '0.3688', '0.5136', '0.5399', '0.5707', '0.4722']","['0.9525', '0.9419', '0.9388', '0.9388', '0.9382', '0.9334', '0.9320', '0.9183', '0.9336', '0.9415']","[[230, 38, 33, 21, 24, 12, 12, 26, 137, 36], [15, 368, 4, 9, 8, 1, 10, 18, 50, 98], [50, 19, 175, 43, 97, 43, 68, 61, 29, 24], [16, 13, 55, 164, 38, 143, 105, 62, 22, 26], [37, 9, 107, 28, 191, 48, 91, 90, 15, 13], [4, 9, 47, 101, 37, 215, 47, 92, 10, 21], [8, 22, 41, 56, 59, 24, 303, 40, 12, 25], [14, 18, 16, 38, 52, 71, 17, 318, 10, 35], [91, 55, 21, 12, 8, 13, 4, 14, 339, 37], [23, 132, 6, 20, 9, 6, 14, 39, 74, 289]]","[9, 4, 3, 5, 3, 8, 6, 5, 1, 1, 5, 7, 7, 5, 7, 7, 9, 6, 3, 0, 1, 2, 8, 0, 4, 8, 1, 9, 5, 3, 9, 3]","[3, 3, 0, 7, 7, 1, 1, 9, 8, 5, 2, 1, 2, 2, 9, 1, 3, 2, 4, 8, 1, 9, 6, 1, 8, 0, 8, 6, 2, 1, 5, 3]"
9,"['0.4675', '0.6386', '0.3859', '0.2764', '0.2862', '0.3516', '0.4881', '0.5042', '0.4512', '0.4330']","['0.4539', '0.5562', '0.3376', '0.3284', '0.3377', '0.3394', '0.4768', '0.4329', '0.4945', '0.4907']","['0.4675', '0.6386', '0.3859', '0.2764', '0.2862', '0.3516', '0.4881', '0.5042', '0.4512', '0.4330']","['0.4606', '0.5946', '0.3602', '0.3002', '0.3098', '0.3454', '0.4824', '0.4659', '0.4718', '0.4601']","['0.4675', '0.6386', '0.3859', '0.2764', '0.2862', '0.3516', '0.4881', '0.5042', '0.4512', '0.4330']","['0.9411', '0.9454', '0.9145', '0.9320', '0.9343', '0.9263', '0.9416', '0.9281', '0.9493', '0.9490']","[[266, 36, 49, 19, 28, 10, 10, 25, 97, 29], [25, 371, 4, 10, 12, 3, 10, 18, 41, 87], [46, 13, 235, 43, 84, 51, 59, 48, 11, 19], [18, 12, 69, 178, 37, 147, 83, 62, 13, 25], [34, 5, 159, 31, 180, 58, 64, 75, 13, 10], [4, 8, 61, 118, 44, 205, 42, 73, 11, 17], [9, 25, 54, 60, 65, 32, 288, 29, 7, 21], [15, 16, 28, 40, 57, 83, 16, 297, 9, 28], [139, 57, 32, 16, 12, 10, 9, 12, 268, 39], [30, 124, 5, 27, 14, 5, 23, 47, 72, 265]]","[5, 2, 1, 8, 3, 8, 4, 9, 5, 2, 4, 8, 7, 4, 2, 4, 9, 2, 6, 9, 0, 1, 3, 7, 0, 3, 8, 7, 7, 2, 8, 3]","[6, 1, 3, 4, 0, 9, 5, 3, 0, 0, 5, 6, 7, 9, 5, 4, 8, 6, 7, 8, 3, 3, 1, 6, 9, 9, 6, 9, 9, 2, 6, 9]"
