cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.2619', '0.2788', '0.0361', '0.0714', '0.0000', '0.1235', '0.7119', '0.2054', '0.5202', '0.4690']","['0.3326', '0.3034', '0.1272', '0.2629', '0.0000', '0.3731', '0.2218', '0.1873', '0.3308', '0.2861']","['0.2619', '0.2788', '0.0361', '0.0714', '0.0000', '0.1235', '0.7119', '0.2054', '0.5202', '0.4690']","['0.2930', '0.2906', '0.0563', '0.1123', '0.0000', '0.1856', '0.3382', '0.1960', '0.4045', '0.3554']","['0.2619', '0.2788', '0.0361', '0.0714', '0.0000', '0.1235', '0.7119', '0.2054', '0.5202', '0.4690']","['0.9449', '0.9314', '0.9720', '0.9759', '1.0000', '0.9777', '0.7275', '0.9030', '0.8844', '0.8671']","[[149, 42, 6, 7, 0, 6, 26, 29, 211, 93], [14, 162, 5, 5, 0, 4, 76, 48, 122, 145], [71, 39, 22, 16, 0, 11, 265, 80, 41, 64], [40, 50, 32, 46, 0, 57, 247, 101, 19, 52], [24, 16, 19, 15, 0, 9, 385, 66, 35, 60], [43, 51, 30, 37, 0, 72, 202, 78, 24, 46], [13, 20, 19, 18, 0, 6, 420, 60, 9, 25], [18, 37, 29, 22, 0, 9, 210, 121, 22, 121], [65, 55, 5, 6, 0, 15, 13, 16, 309, 110], [11, 62, 6, 3, 0, 4, 50, 47, 142, 287]]",-1,-1
1,"['0.3743', '0.4269', '0.0296', '0.2220', '0.0652', '0.2161', '0.6203', '0.3939', '0.4192', '0.4281']","['0.3996', '0.3893', '0.3103', '0.2321', '0.2253', '0.3818', '0.2750', '0.2511', '0.3716', '0.3644']","['0.3743', '0.4269', '0.0296', '0.2220', '0.0652', '0.2161', '0.6203', '0.3939', '0.4192', '0.4281']","['0.3866', '0.4072', '0.0540', '0.2270', '0.1011', '0.2760', '0.3811', '0.3067', '0.3940', '0.3937']","['0.3743', '0.4269', '0.0296', '0.2220', '0.0652', '0.2161', '0.6203', '0.3939', '0.4192', '0.4281']","['0.9411', '0.9282', '0.9926', '0.9117', '0.9737', '0.9623', '0.8216', '0.8721', '0.9221', '0.9152']","[[213, 48, 0, 24, 4, 8, 14, 48, 143, 67], [13, 248, 2, 8, 5, 7, 48, 35, 96, 119], [70, 51, 18, 86, 29, 10, 188, 116, 14, 27], [25, 22, 8, 143, 20, 100, 165, 128, 6, 27], [40, 26, 9, 67, 41, 10, 289, 99, 18, 30], [22, 23, 5, 127, 22, 126, 120, 113, 10, 15], [14, 19, 6, 52, 18, 10, 366, 89, 3, 13], [14, 27, 5, 75, 39, 24, 99, 232, 16, 58], [108, 73, 2, 13, 1, 25, 11, 11, 249, 101], [14, 100, 3, 21, 3, 10, 31, 53, 115, 262]]","[2, 1, 7, 5, 3, 3, 7, 7, 2, 7, 4, 7, 4, 3, 4, 1, 5, 8, 2, 3, 2, 3, 3, 5, 9, 8, 3, 7, 3, 4, 4, 0]","[5, 1, 8, 0, 8, 1, 6, 1, 2, 5, 5, 2, 3, 4, 7, 4, 5, 4, 5, 5, 5, 3, 1, 2, 4, 9, 4, 5, 2, 8, 2, 5]"
2,"['0.3673', '0.4234', '0.0870', '0.1661', '0.1129', '0.3087', '0.6271', '0.5586', '0.4916', '0.4592']","['0.4391', '0.4607', '0.3605', '0.2518', '0.3365', '0.3666', '0.2944', '0.3327', '0.4078', '0.3727']","['0.3673', '0.4234', '0.0870', '0.1661', '0.1129', '0.3087', '0.6271', '0.5586', '0.4916', '0.4592']","['0.4000', '0.4413', '0.1402', '0.2002', '0.1690', '0.3352', '0.4006', '0.4170', '0.4458', '0.4114']","['0.3673', '0.4234', '0.0870', '0.1661', '0.1129', '0.3087', '0.6271', '0.5586', '0.4916', '0.4592']","['0.9508', '0.9469', '0.9826', '0.9406', '0.9739', '0.9426', '0.8360', '0.8780', '0.9216', '0.9122']","[[209, 40, 7, 18, 4, 13, 16, 47, 153, 62], [10, 246, 1, 9, 3, 3, 37, 31, 92, 149], [62, 40, 53, 50, 49, 31, 174, 118, 11, 21], [22, 16, 18, 107, 15, 143, 171, 117, 5, 30], [34, 12, 19, 48, 71, 26, 248, 116, 20, 35], [15, 9, 17, 89, 17, 180, 123, 106, 10, 17], [11, 11, 14, 43, 31, 18, 370, 68, 3, 21], [13, 12, 10, 23, 20, 49, 72, 329, 13, 48], [86, 59, 4, 17, 0, 14, 15, 17, 292, 90], [14, 89, 4, 21, 1, 14, 31, 40, 117, 281]]","[5, 6, 3, 6, 8, 5, 9, 9, 8, 4, 4, 9, 4, 8, 1, 4, 7, 9, 8, 2, 7, 2, 3, 3, 6, 2, 6, 8, 7, 9, 1, 3]","[8, 8, 4, 3, 8, 0, 5, 3, 3, 9, 8, 7, 7, 6, 1, 3, 3, 4, 9, 0, 1, 3, 7, 5, 8, 6, 9, 0, 5, 7, 8, 9]"
3,"['0.3902', '0.5198', '0.1609', '0.2562', '0.1685', '0.3602', '0.5847', '0.5263', '0.4781', '0.4199']","['0.4449', '0.4514', '0.3564', '0.2957', '0.3759', '0.3559', '0.3298', '0.3949', '0.4152', '0.4199']","['0.3902', '0.5198', '0.1609', '0.2562', '0.1685', '0.3602', '0.5847', '0.5263', '0.4781', '0.4199']","['0.4157', '0.4832', '0.2217', '0.2745', '0.2327', '0.3581', '0.4218', '0.4512', '0.4444', '0.4199']","['0.3902', '0.5198', '0.1609', '0.2562', '0.1685', '0.3602', '0.5847', '0.5263', '0.4781', '0.4199']","['0.9490', '0.9323', '0.9672', '0.9266', '0.9672', '0.9299', '0.8704', '0.9122', '0.9260', '0.9341']","[[222, 52, 15, 10, 7, 14, 11, 43, 146, 49], [8, 302, 2, 12, 6, 4, 32, 31, 77, 107], [64, 38, 98, 58, 52, 52, 144, 79, 9, 15], [23, 17, 36, 165, 20, 156, 139, 57, 8, 23], [39, 18, 43, 47, 106, 37, 200, 99, 21, 19], [17, 13, 30, 121, 19, 210, 84, 70, 11, 8], [11, 12, 22, 65, 45, 22, 345, 45, 7, 16], [12, 17, 23, 36, 25, 66, 45, 310, 12, 43], [95, 78, 4, 20, 1, 14, 13, 10, 284, 75], [8, 122, 2, 24, 1, 15, 33, 41, 109, 257]]","[9, 4, 8, 5, 8, 7, 1, 7, 2, 7, 2, 7, 1, 3, 1, 8, 5, 3, 6, 9, 8, 8, 0, 2, 1, 7, 6, 6, 2, 6, 6, 2]","[2, 9, 9, 8, 4, 3, 6, 4, 9, 0, 2, 8, 5, 9, 2, 8, 0, 1, 6, 9, 4, 8, 4, 5, 7, 2, 3, 6, 9, 2, 5, 3]"
4,"['0.4112', '0.4699', '0.2414', '0.3075', '0.1208', '0.2487', '0.6000', '0.5671', '0.4815', '0.4232']","['0.4201', '0.5332', '0.2952', '0.2878', '0.3800', '0.3452', '0.3450', '0.4144', '0.4045', '0.4420']","['0.4112', '0.4699', '0.2414', '0.3075', '0.1208', '0.2487', '0.6000', '0.5671', '0.4815', '0.4232']","['0.4156', '0.4995', '0.2656', '0.2973', '0.1834', '0.2891', '0.4381', '0.4789', '0.4397', '0.4324']","['0.4112', '0.4699', '0.2414', '0.3075', '0.1208', '0.2487', '0.6000', '0.5671', '0.4815', '0.4232']","['0.9405', '0.9559', '0.9349', '0.9085', '0.9769', '0.9492', '0.8758', '0.9128', '0.9221', '0.9393']","[[234, 34, 33, 17, 11, 7, 13, 33, 153, 34], [21, 273, 3, 11, 2, 4, 34, 34, 82, 117], [67, 28, 147, 68, 33, 43, 128, 76, 7, 12], [20, 9, 57, 198, 12, 121, 130, 66, 7, 24], [43, 6, 101, 48, 76, 27, 186, 99, 25, 18], [11, 5, 62, 176, 12, 145, 80, 72, 9, 11], [10, 10, 44, 74, 27, 13, 354, 40, 6, 12], [12, 7, 33, 46, 22, 42, 46, 334, 13, 34], [126, 50, 12, 17, 4, 9, 15, 10, 286, 65], [13, 90, 6, 33, 1, 9, 40, 42, 119, 259]]","[4, 6, 5, 2, 5, 5, 9, 4, 2, 6, 8, 0, 9, 6, 2, 2, 9, 6, 0, 8, 8, 8, 7, 8, 1, 0, 9, 4, 6, 6, 7, 9]","[1, 9, 4, 2, 4, 8, 4, 4, 3, 0, 1, 2, 9, 8, 8, 4, 0, 4, 0, 2, 0, 1, 7, 0, 6, 4, 4, 4, 8, 6, 6, 9]"
5,"['0.3251', '0.4957', '0.1823', '0.2935', '0.1335', '0.2813', '0.5983', '0.5416', '0.5842', '0.4869']","['0.4894', '0.4957', '0.3153', '0.2825', '0.3134', '0.3178', '0.3478', '0.4443', '0.4227', '0.4370']","['0.3251', '0.4957', '0.1823', '0.2935', '0.1335', '0.2813', '0.5983', '0.5416', '0.5842', '0.4869']","['0.3907', '0.4957', '0.2310', '0.2879', '0.1873', '0.2985', '0.4399', '0.4881', '0.4905', '0.4606']","['0.3251', '0.4957', '0.1823', '0.2935', '0.1335', '0.2813', '0.5983', '0.5416', '0.5842', '0.4869']","['0.9645', '0.9459', '0.9553', '0.9104', '0.9657', '0.9350', '0.8776', '0.9263', '0.9123', '0.9287']","[[185, 34, 22, 18, 19, 11, 8, 29, 197, 46], [9, 288, 2, 12, 3, 5, 30, 25, 89, 118], [52, 36, 111, 70, 52, 59, 127, 68, 15, 19], [15, 14, 34, 189, 18, 140, 138, 55, 12, 29], [26, 16, 73, 54, 84, 40, 191, 91, 35, 19], [8, 9, 46, 162, 22, 164, 85, 63, 9, 15], [7, 17, 28, 84, 34, 17, 353, 27, 6, 17], [9, 13, 25, 40, 23, 56, 43, 319, 9, 52], [61, 55, 7, 14, 9, 12, 12, 8, 347, 69], [6, 99, 4, 26, 4, 12, 28, 33, 102, 298]]","[8, 7, 6, 2, 3, 2, 2, 5, 4, 7, 0, 1, 5, 8, 2, 8, 2, 3, 4, 1, 2, 9, 3, 2, 4, 1, 9, 5, 1, 5, 5, 1]","[2, 1, 0, 6, 3, 1, 8, 7, 2, 8, 4, 9, 1, 0, 8, 5, 5, 7, 0, 1, 6, 6, 2, 1, 9, 2, 9, 3, 9, 1, 7, 0]"
6,"['0.3673', '0.5835', '0.1987', '0.2826', '0.1955', '0.3087', '0.5915', '0.5314', '0.4848', '0.4853']","['0.4504', '0.4600', '0.3168', '0.3297', '0.3342', '0.3340', '0.3587', '0.4707', '0.4486', '0.4381']","['0.3673', '0.5835', '0.1987', '0.2826', '0.1955', '0.3087', '0.5915', '0.5314', '0.4848', '0.4853']","['0.4046', '0.5144', '0.2442', '0.3043', '0.2467', '0.3209', '0.4466', '0.4992', '0.4660', '0.4605']","['0.3673', '0.5835', '0.1987', '0.2826', '0.1955', '0.3087', '0.5915', '0.5314', '0.4848', '0.4853']","['0.9530', '0.9266', '0.9516', '0.9309', '0.9544', '0.9337', '0.8847', '0.9349', '0.9345', '0.9293']","[[209, 40, 30, 9, 20, 14, 11, 30, 157, 49], [12, 339, 3, 6, 5, 3, 25, 20, 60, 108], [55, 42, 121, 60, 67, 59, 125, 56, 9, 15], [19, 21, 38, 182, 27, 139, 130, 45, 8, 35], [36, 24, 70, 37, 123, 42, 176, 82, 22, 17], [13, 12, 43, 135, 31, 180, 84, 59, 7, 19], [6, 24, 32, 59, 47, 22, 349, 28, 8, 15], [12, 15, 32, 32, 35, 54, 37, 313, 5, 54], [91, 86, 11, 12, 7, 11, 12, 7, 288, 69], [11, 134, 2, 20, 6, 15, 24, 25, 78, 297]]","[9, 4, 5, 2, 6, 6, 8, 6, 8, 0, 4, 6, 0, 9, 4, 6, 4, 1, 3, 4, 2, 5, 2, 7, 1, 1, 5, 4, 8, 7, 8, 9]","[6, 9, 6, 1, 9, 8, 4, 8, 1, 0, 1, 0, 8, 6, 3, 6, 6, 2, 1, 9, 8, 9, 0, 4, 6, 1, 2, 6, 5, 2, 0, 9]"
7,"['0.3884', '0.5198', '0.2677', '0.3106', '0.2496', '0.2710', '0.5254', '0.4890', '0.5471', '0.4771']","['0.4139', '0.4919', '0.3081', '0.3252', '0.3271', '0.3882', '0.3904', '0.4906', '0.4151', '0.4444']","['0.3884', '0.5198', '0.2677', '0.3106', '0.2496', '0.2710', '0.5254', '0.4890', '0.5471', '0.4771']","['0.4007', '0.5054', '0.2865', '0.3177', '0.2831', '0.3192', '0.4480', '0.4898', '0.4720', '0.4602']","['0.3884', '0.5198', '0.2677', '0.3106', '0.2496', '0.2710', '0.5254', '0.4890', '0.5471', '0.4771']","['0.9424', '0.9424', '0.9321', '0.9225', '0.9399', '0.9540', '0.9105', '0.9447', '0.9153', '0.9323']","[[221, 32, 33, 15, 20, 12, 7, 23, 169, 37], [16, 302, 5, 6, 9, 5, 23, 12, 95, 108], [63, 34, 163, 60, 78, 39, 95, 47, 12, 18], [22, 20, 67, 200, 37, 94, 109, 48, 13, 34], [43, 14, 104, 46, 157, 21, 122, 70, 33, 19], [21, 12, 56, 146, 40, 158, 70, 56, 7, 17], [12, 25, 38, 64, 75, 20, 310, 19, 7, 20], [18, 13, 48, 44, 45, 36, 29, 288, 8, 60], [105, 56, 7, 14, 10, 11, 8, 6, 325, 52], [13, 106, 8, 20, 9, 11, 21, 18, 114, 292]]","[1, 3, 1, 7, 5, 2, 1, 3, 5, 8, 7, 8, 8, 6, 6, 4, 7, 0, 8, 3, 3, 0, 1, 6, 5, 1, 9, 0, 4, 3, 3, 8]","[7, 9, 7, 7, 6, 5, 5, 7, 9, 3, 2, 2, 1, 5, 0, 5, 6, 8, 4, 0, 0, 9, 7, 6, 5, 0, 3, 9, 9, 4, 8, 5]"
8,"['0.3603', '0.5215', '0.2644', '0.3043', '0.2083', '0.3002', '0.5712', '0.4618', '0.5118', '0.4673']","['0.4409', '0.4879', '0.3096', '0.3116', '0.2991', '0.3458', '0.3683', '0.4883', '0.4324', '0.4427']","['0.3603', '0.5215', '0.2644', '0.3043', '0.2083', '0.3002', '0.5712', '0.4618', '0.5118', '0.4673']","['0.3965', '0.5042', '0.2852', '0.3079', '0.2455', '0.3214', '0.4478', '0.4747', '0.4688', '0.4547']","['0.3603', '0.5215', '0.2644', '0.3043', '0.2083', '0.3002', '0.5712', '0.4618', '0.5118', '0.4673']","['0.9521', '0.9413', '0.9334', '0.9192', '0.9428', '0.9389', '0.8932', '0.9473', '0.9262', '0.9332']","[[205, 37, 33, 18, 30, 14, 12, 19, 162, 39], [19, 303, 3, 7, 6, 11, 29, 13, 82, 108], [47, 34, 161, 65, 73, 52, 104, 48, 9, 16], [18, 13, 63, 196, 32, 109, 130, 37, 10, 36], [33, 16, 105, 44, 131, 43, 146, 65, 24, 22], [12, 9, 56, 148, 37, 175, 79, 47, 6, 14], [6, 23, 40, 58, 61, 21, 337, 24, 5, 15], [14, 16, 44, 44, 47, 64, 35, 272, 4, 49], [100, 56, 9, 19, 12, 7, 15, 11, 304, 61], [11, 114, 6, 30, 9, 10, 28, 21, 97, 286]]","[2, 5, 0, 2, 3, 7, 4, 0, 8, 6, 8, 2, 4, 6, 2, 7, 9, 3, 9, 4, 7, 0, 8, 9, 5, 8, 0, 9, 7, 4, 4, 9]","[7, 2, 3, 7, 6, 7, 2, 9, 3, 4, 1, 3, 0, 4, 1, 3, 3, 8, 8, 3, 8, 2, 6, 3, 7, 7, 4, 7, 5, 2, 0, 4]"
9,"['0.4007', '0.5198', '0.2479', '0.2500', '0.2576', '0.3482', '0.4881', '0.5144', '0.5084', '0.4853']","['0.4123', '0.4992', '0.3348', '0.3078', '0.3158', '0.3361', '0.4045', '0.4676', '0.4224', '0.4393']","['0.4007', '0.5198', '0.2479', '0.2500', '0.2576', '0.3482', '0.4881', '0.5144', '0.5084', '0.4853']","['0.4064', '0.5093', '0.2849', '0.2759', '0.2837', '0.3420', '0.4424', '0.4899', '0.4614', '0.4612']","['0.4007', '0.5198', '0.2479', '0.2500', '0.2576', '0.3482', '0.4881', '0.5144', '0.5084', '0.4853']","['0.9402', '0.9441', '0.9444', '0.9324', '0.9346', '0.9260', '0.9216', '0.9362', '0.9236', '0.9297']","[[228, 33, 29, 11, 25, 14, 8, 22, 158, 41], [24, 302, 4, 6, 7, 11, 19, 21, 79, 108], [58, 28, 151, 61, 99, 52, 76, 54, 13, 17], [22, 14, 51, 161, 43, 153, 99, 52, 9, 40], [43, 13, 84, 38, 162, 53, 111, 76, 28, 21], [16, 12, 49, 113, 39, 203, 65, 58, 7, 21], [12, 19, 41, 65, 80, 26, 288, 28, 10, 21], [19, 17, 30, 36, 40, 66, 23, 303, 5, 50], [114, 58, 6, 14, 9, 12, 8, 11, 302, 60], [17, 109, 6, 18, 9, 14, 15, 23, 104, 297]]","[0, 3, 8, 9, 3, 0, 2, 4, 3, 3, 6, 1, 8, 2, 0, 7, 8, 3, 7, 1, 7, 7, 3, 3, 7, 5, 4, 6, 4, 2, 3, 6]","[2, 7, 9, 3, 3, 4, 3, 3, 6, 1, 1, 0, 9, 3, 2, 3, 2, 9, 3, 4, 4, 9, 0, 3, 0, 2, 9, 9, 6, 9, 1, 0]"
