cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.1740', '0.5800', '0.0131', '0.0342', '0.1145', '0.0326', '0.7915', '0.3582', '0.3165', '0.2533']","['0.3345', '0.3061', '0.1039', '0.1774', '0.2182', '0.2639', '0.2044', '0.2654', '0.4114', '0.3348']","['0.1740', '0.5800', '0.0131', '0.0342', '0.1145', '0.0326', '0.7915', '0.3582', '0.3165', '0.2533']","['0.2289', '0.4007', '0.0233', '0.0573', '0.1502', '0.0580', '0.3249', '0.3049', '0.3578', '0.2884']","['0.1740', '0.5800', '0.0131', '0.0342', '0.1145', '0.0326', '0.7915', '0.3582', '0.3165', '0.2533']","['0.9637', '0.8590', '0.9872', '0.9810', '0.9520', '0.9902', '0.6640', '0.8921', '0.9502', '0.9428']","[[99, 97, 9, 4, 11, 2, 44, 76, 142, 85], [18, 337, 3, 10, 8, 8, 63, 22, 39, 73], [31, 39, 8, 20, 58, 5, 310, 96, 23, 19], [17, 36, 16, 22, 26, 11, 391, 101, 4, 20], [21, 26, 9, 9, 72, 6, 386, 77, 11, 12], [8, 39, 12, 21, 36, 19, 334, 99, 4, 11], [5, 16, 3, 7, 26, 4, 467, 51, 1, 10], [16, 38, 8, 11, 89, 6, 188, 211, 6, 16], [50, 217, 7, 11, 0, 7, 36, 16, 188, 62], [31, 256, 2, 9, 4, 4, 66, 46, 39, 155]]",-1,-1
1,"['0.3058', '0.4888', '0.0131', '0.1009', '0.3291', '0.0978', '0.4593', '0.5297', '0.5825', '0.3399']","['0.3283', '0.3314', '0.1702', '0.2982', '0.2879', '0.3276', '0.3192', '0.2892', '0.3892', '0.3260']","['0.3058', '0.4888', '0.0131', '0.1009', '0.3291', '0.0978', '0.4593', '0.5297', '0.5825', '0.3399']","['0.3167', '0.3950', '0.0244', '0.1508', '0.3071', '0.1506', '0.3767', '0.3741', '0.4666', '0.3328']","['0.3058', '0.4888', '0.0131', '0.1009', '0.3291', '0.0978', '0.4593', '0.5297', '0.5825', '0.3399']","['0.9345', '0.8943', '0.9928', '0.9714', '0.9047', '0.9784', '0.8932', '0.8583', '0.8996', '0.9202']","[[174, 43, 4, 5, 15, 3, 10, 59, 220, 36], [29, 284, 4, 11, 1, 5, 13, 14, 128, 92], [62, 34, 8, 25, 154, 14, 112, 144, 32, 24], [18, 48, 9, 65, 94, 36, 159, 134, 8, 73], [48, 30, 4, 14, 207, 10, 127, 147, 16, 26], [19, 44, 3, 42, 86, 57, 112, 154, 11, 55], [9, 39, 7, 31, 92, 24, 271, 81, 6, 30], [41, 42, 1, 17, 61, 18, 22, 312, 13, 62], [86, 90, 4, 2, 6, 4, 11, 13, 346, 32], [44, 203, 3, 6, 3, 3, 12, 21, 109, 208]]","[7, 8, 7, 7, 8, 9, 3, 2, 8, 7, 9, 2, 1, 7, 4, 2, 1, 8, 0, 9, 6, 7, 9, 2, 9, 0, 8, 1, 0, 0, 3, 3]","[2, 0, 0, 7, 2, 9, 8, 5, 0, 1, 0, 5, 8, 4, 8, 4, 2, 3, 0, 7, 8, 5, 8, 0, 2, 1, 8, 0, 3, 1, 3, 3]"
2,"['0.3339', '0.5112', '0.0952', '0.3944', '0.1272', '0.3379', '0.5034', '0.4652', '0.3721', '0.5033']","['0.4600', '0.3662', '0.3152', '0.2674', '0.3902', '0.3373', '0.3462', '0.3790', '0.4889', '0.3756']","['0.3339', '0.5112', '0.0952', '0.3944', '0.1272', '0.3379', '0.5034', '0.4652', '0.3721', '0.5033']","['0.3870', '0.4267', '0.1463', '0.3187', '0.1918', '0.3376', '0.4102', '0.4177', '0.4226', '0.4302']","['0.3339', '0.5112', '0.0952', '0.3944', '0.1272', '0.3379', '0.5034', '0.4652', '0.3721', '0.5033']","['0.9589', '0.9051', '0.9766', '0.8701', '0.9767', '0.9286', '0.8963', '0.9170', '0.9573', '0.9050']","[[190, 78, 13, 23, 5, 11, 10, 68, 119, 52], [15, 297, 4, 42, 1, 4, 14, 11, 43, 150], [44, 21, 58, 89, 38, 56, 160, 100, 13, 30], [8, 17, 13, 254, 13, 142, 94, 44, 2, 57], [27, 24, 41, 92, 80, 48, 187, 99, 7, 24], [4, 16, 17, 160, 17, 197, 54, 77, 3, 38], [7, 11, 18, 147, 22, 27, 297, 22, 2, 37], [16, 18, 11, 84, 27, 76, 22, 274, 2, 59], [86, 160, 6, 20, 0, 17, 7, 12, 221, 65], [16, 169, 3, 39, 2, 6, 13, 16, 40, 308]]","[9, 0, 7, 5, 7, 9, 3, 8, 3, 4, 7, 0, 1, 7, 4, 6, 8, 1, 4, 5, 3, 8, 4, 0, 1, 9, 1, 6, 1, 4, 6, 1]","[4, 0, 8, 8, 5, 7, 2, 7, 4, 7, 6, 5, 6, 4, 2, 4, 5, 3, 4, 2, 0, 5, 0, 8, 6, 9, 5, 9, 3, 6, 6, 4]"
3,"['0.4288', '0.4836', '0.0969', '0.1677', '0.2321', '0.4305', '0.5881', '0.4754', '0.5404', '0.4118']","['0.4129', '0.4163', '0.2682', '0.3303', '0.3427', '0.3298', '0.3366', '0.4160', '0.4508', '0.4315']","['0.4288', '0.4836', '0.0969', '0.1677', '0.2321', '0.4305', '0.5881', '0.4754', '0.5404', '0.4118']","['0.4207', '0.4475', '0.1423', '0.2225', '0.2768', '0.3735', '0.4281', '0.4437', '0.4916', '0.4214']","['0.4288', '0.4836', '0.0969', '0.1677', '0.2321', '0.4305', '0.5881', '0.4754', '0.5404', '0.4118']","['0.9361', '0.9273', '0.9701', '0.9591', '0.9479', '0.9059', '0.8736', '0.9274', '0.9277', '0.9384']","[[244, 44, 19, 4, 11, 17, 17, 48, 144, 21], [39, 281, 5, 9, 2, 4, 22, 14, 91, 114], [67, 20, 59, 30, 95, 66, 168, 73, 21, 10], [10, 27, 19, 108, 35, 217, 146, 40, 9, 33], [39, 17, 40, 22, 146, 43, 190, 94, 18, 20], [11, 16, 30, 53, 39, 251, 79, 70, 9, 25], [9, 16, 22, 48, 46, 41, 347, 26, 11, 24], [24, 21, 10, 33, 47, 93, 33, 280, 6, 42], [111, 70, 10, 2, 1, 14, 12, 10, 321, 43], [37, 163, 6, 18, 4, 15, 17, 18, 82, 252]]","[0, 0, 3, 3, 0, 7, 6, 6, 6, 1, 9, 3, 4, 5, 1, 4, 5, 0, 6, 1, 2, 3, 1, 0, 0, 7, 7, 2, 8, 3, 7, 8]","[6, 8, 3, 3, 4, 3, 8, 0, 6, 5, 1, 8, 2, 0, 8, 2, 4, 2, 9, 3, 1, 3, 0, 3, 3, 4, 7, 3, 1, 8, 4, 6]"
4,"['0.4692', '0.4303', '0.0887', '0.1289', '0.2464', '0.4974', '0.5780', '0.5076', '0.4983', '0.4788']","['0.4185', '0.4854', '0.2673', '0.3007', '0.3370', '0.3115', '0.3537', '0.4090', '0.4901', '0.4315']","['0.4692', '0.4303', '0.0887', '0.1289', '0.2464', '0.4974', '0.5780', '0.5076', '0.4983', '0.4788']","['0.4424', '0.4562', '0.1332', '0.1804', '0.2847', '0.3831', '0.4389', '0.4530', '0.4942', '0.4539']","['0.4692', '0.4303', '0.0887', '0.1289', '0.2464', '0.4974', '0.5780', '0.5076', '0.4983', '0.4788']","['0.9317', '0.9511', '0.9725', '0.9640', '0.9432', '0.8817', '0.8848', '0.9202', '0.9430', '0.9284']","[[267, 32, 22, 3, 10, 22, 16, 47, 121, 29], [43, 250, 3, 8, 2, 10, 25, 19, 74, 147], [66, 11, 54, 29, 114, 87, 151, 74, 13, 10], [15, 10, 22, 83, 38, 265, 129, 42, 3, 37], [41, 8, 30, 23, 155, 58, 177, 99, 15, 23], [13, 10, 27, 39, 33, 290, 61, 81, 6, 23], [11, 11, 17, 39, 53, 58, 341, 31, 5, 24], [17, 11, 11, 29, 50, 100, 29, 299, 5, 38], [134, 56, 9, 2, 1, 18, 13, 10, 296, 55], [31, 116, 7, 21, 4, 23, 22, 29, 66, 293]]","[3, 2, 6, 6, 1, 6, 6, 3, 0, 4, 9, 4, 0, 3, 2, 6, 9, 9, 1, 0, 2, 3, 7, 4, 0, 9, 5, 4, 6, 1, 1, 1]","[0, 1, 4, 6, 0, 0, 9, 6, 2, 5, 8, 4, 2, 6, 7, 7, 4, 2, 7, 3, 4, 8, 6, 3, 6, 8, 5, 0, 6, 3, 3, 7]"
5,"['0.4359', '0.5077', '0.1560', '0.2236', '0.2734', '0.4408', '0.5390', '0.5450', '0.4949', '0.4624']","['0.4366', '0.4758', '0.2861', '0.3280', '0.3691', '0.3436', '0.4020', '0.4012', '0.5034', '0.4340']","['0.4359', '0.5077', '0.1560', '0.2236', '0.2734', '0.4408', '0.5390', '0.5450', '0.4949', '0.4624']","['0.4362', '0.4913', '0.2019', '0.2659', '0.3142', '0.3862', '0.4605', '0.4622', '0.4992', '0.4478']","['0.4359', '0.5077', '0.1560', '0.2236', '0.2734', '0.4408', '0.5390', '0.5450', '0.4949', '0.4624']","['0.9411', '0.9400', '0.9560', '0.9449', '0.9453', '0.9094', '0.9126', '0.9115', '0.9464', '0.9315']","[[248, 41, 38, 10, 10, 8, 13, 46, 128, 27], [26, 295, 5, 10, 1, 8, 23, 21, 66, 126], [58, 11, 95, 45, 115, 74, 114, 75, 9, 13], [13, 11, 34, 144, 39, 217, 89, 53, 1, 43], [38, 12, 51, 30, 172, 41, 136, 113, 13, 23], [13, 12, 36, 70, 31, 257, 45, 91, 2, 26], [6, 12, 29, 69, 58, 35, 318, 37, 5, 21], [18, 15, 21, 36, 39, 73, 19, 321, 4, 43], [123, 74, 15, 4, 0, 12, 14, 11, 294, 47], [25, 137, 8, 21, 1, 23, 20, 32, 62, 283]]","[3, 9, 3, 0, 9, 5, 5, 9, 7, 2, 9, 7, 9, 2, 6, 2, 2, 4, 3, 9, 3, 3, 2, 8, 3, 6, 7, 9, 1, 6, 0, 1]","[6, 2, 3, 0, 3, 4, 9, 9, 2, 4, 5, 7, 3, 5, 9, 6, 6, 4, 6, 8, 7, 2, 9, 8, 4, 5, 5, 9, 7, 5, 8, 9]"
6,"['0.4271', '0.5318', '0.1839', '0.2236', '0.2814', '0.3928', '0.5424', '0.5501', '0.5572', '0.4624']","['0.3964', '0.4626', '0.3111', '0.3692', '0.3873', '0.4018', '0.3893', '0.4355', '0.4926', '0.4020']","['0.4271', '0.5318', '0.1839', '0.2236', '0.2814', '0.3928', '0.5424', '0.5501', '0.5572', '0.4624']","['0.4112', '0.4948', '0.2312', '0.2785', '0.3260', '0.3972', '0.4533', '0.4861', '0.5229', '0.4301']","['0.4271', '0.5318', '0.1839', '0.2236', '0.2814', '0.3928', '0.5424', '0.5501', '0.5572', '0.4624']","['0.9319', '0.9338', '0.9540', '0.9541', '0.9479', '0.9371', '0.9072', '0.9224', '0.9369', '0.9219']","[[243, 44, 35, 3, 7, 7, 15, 36, 147, 32], [29, 309, 3, 7, 1, 3, 21, 16, 72, 120], [74, 17, 112, 40, 106, 48, 112, 68, 13, 19], [28, 16, 35, 144, 39, 158, 106, 53, 3, 62], [51, 14, 54, 19, 177, 32, 145, 88, 20, 29], [21, 14, 44, 68, 30, 229, 50, 90, 4, 33], [8, 14, 37, 53, 60, 20, 320, 34, 8, 36], [28, 16, 22, 32, 36, 56, 24, 324, 6, 45], [104, 73, 11, 6, 0, 7, 10, 7, 331, 45], [27, 151, 7, 18, 1, 10, 19, 28, 68, 283]]","[1, 0, 8, 4, 3, 6, 4, 6, 9, 7, 4, 8, 2, 1, 2, 3, 7, 8, 9, 9, 1, 4, 3, 3, 0, 1, 4, 6, 7, 3, 0, 0]","[9, 3, 3, 9, 2, 0, 1, 4, 9, 3, 6, 3, 6, 0, 8, 3, 8, 3, 2, 1, 9, 7, 7, 3, 7, 4, 4, 8, 7, 4, 5, 8]"
7,"['0.4675', '0.5336', '0.2594', '0.1879', '0.2893', '0.4683', '0.4763', '0.5399', '0.5337', '0.4444']","['0.4049', '0.4913', '0.3104', '0.3087', '0.3931', '0.3578', '0.4290', '0.4569', '0.5072', '0.4466']","['0.4675', '0.5336', '0.2594', '0.1879', '0.2893', '0.4683', '0.4763', '0.5399', '0.5337', '0.4444']","['0.4339', '0.5116', '0.2826', '0.2336', '0.3333', '0.4056', '0.4514', '0.4949', '0.5201', '0.4455']","['0.4675', '0.5336', '0.2594', '0.1879', '0.2893', '0.4683', '0.4763', '0.5399', '0.5337', '0.4444']","['0.9280', '0.9408', '0.9349', '0.9494', '0.9477', '0.9095', '0.9309', '0.9301', '0.9430', '0.9375']","[[266, 41, 47, 8, 8, 8, 8, 32, 121, 30], [39, 310, 5, 6, 2, 9, 21, 15, 71, 103], [64, 14, 158, 42, 99, 71, 79, 58, 11, 13], [24, 16, 46, 121, 42, 223, 82, 46, 2, 42], [51, 8, 88, 31, 182, 39, 105, 85, 19, 21], [16, 12, 50, 58, 26, 273, 38, 81, 6, 23], [8, 11, 55, 69, 63, 35, 281, 33, 8, 27], [28, 13, 31, 33, 36, 70, 17, 318, 6, 37], [119, 65, 18, 6, 3, 13, 7, 5, 317, 41], [42, 141, 11, 18, 2, 22, 17, 23, 64, 272]]","[2, 4, 5, 8, 9, 2, 1, 5, 2, 7, 5, 8, 9, 2, 9, 0, 0, 7, 5, 4, 0, 0, 9, 1, 7, 1, 4, 5, 2, 1, 1, 7]","[6, 2, 3, 3, 2, 6, 9, 3, 3, 8, 2, 3, 2, 2, 3, 2, 3, 6, 6, 3, 5, 4, 4, 3, 3, 7, 6, 6, 9, 2, 3, 0]"
8,"['0.4271', '0.5095', '0.2282', '0.3137', '0.2750', '0.4425', '0.5220', '0.5144', '0.5657', '0.4641']","['0.4542', '0.5130', '0.3325', '0.3084', '0.3986', '0.3834', '0.4085', '0.4727', '0.5000', '0.4431']","['0.4271', '0.5095', '0.2282', '0.3137', '0.2750', '0.4425', '0.5220', '0.5144', '0.5657', '0.4641']","['0.4402', '0.5112', '0.2707', '0.3110', '0.3255', '0.4108', '0.4583', '0.4927', '0.5308', '0.4533']","['0.4271', '0.5095', '0.2282', '0.3137', '0.2750', '0.4425', '0.5220', '0.5144', '0.5657', '0.4641']","['0.9462', '0.9481', '0.9482', '0.9154', '0.9514', '0.9234', '0.9176', '0.9375', '0.9378', '0.9337']","[[243, 36, 43, 11, 8, 8, 12, 34, 139, 35], [32, 296, 5, 19, 1, 7, 22, 11, 73, 115], [49, 13, 139, 76, 104, 64, 89, 51, 12, 12], [15, 10, 33, 202, 29, 168, 102, 37, 1, 47], [43, 7, 68, 48, 173, 38, 129, 81, 20, 22], [9, 8, 37, 105, 22, 258, 44, 75, 6, 19], [6, 14, 36, 96, 57, 23, 308, 24, 4, 22], [15, 14, 27, 53, 37, 74, 20, 303, 6, 40], [101, 55, 20, 10, 2, 13, 8, 4, 336, 45], [22, 124, 10, 35, 1, 20, 20, 21, 75, 284]]","[8, 5, 0, 2, 5, 5, 1, 7, 1, 6, 0, 7, 9, 0, 9, 6, 6, 9, 0, 9, 1, 1, 1, 1, 4, 6, 5, 6, 9, 7, 7, 7]","[4, 8, 8, 0, 2, 0, 8, 1, 8, 7, 3, 2, 0, 2, 4, 7, 7, 4, 6, 2, 6, 3, 9, 5, 6, 9, 7, 1, 5, 9, 3, 4]"
9,"['0.4780', '0.5645', '0.2151', '0.2640', '0.3164', '0.4511', '0.5729', '0.4312', '0.5185', '0.4020']","['0.4359', '0.4947', '0.3203', '0.3063', '0.3741', '0.3583', '0.3986', '0.5000', '0.5310', '0.4497']","['0.4780', '0.5645', '0.2151', '0.2640', '0.3164', '0.4511', '0.5729', '0.4312', '0.5185', '0.4020']","['0.4560', '0.5273', '0.2574', '0.2836', '0.3428', '0.3994', '0.4701', '0.4631', '0.5247', '0.4245']","['0.4780', '0.5645', '0.2151', '0.2640', '0.3164', '0.4511', '0.5729', '0.4312', '0.5185', '0.4020']","['0.9352', '0.9382', '0.9484', '0.9281', '0.9380', '0.9131', '0.9057', '0.9531', '0.9497', '0.9441']","[[272, 37, 43, 11, 14, 8, 13, 28, 114, 29], [44, 328, 6, 20, 2, 9, 24, 6, 58, 84], [55, 15, 131, 60, 120, 67, 102, 35, 12, 12], [17, 10, 38, 170, 41, 186, 120, 21, 0, 41], [45, 12, 63, 41, 199, 42, 134, 59, 14, 20], [13, 9, 44, 81, 29, 263, 55, 64, 5, 20], [11, 11, 30, 81, 57, 23, 338, 16, 2, 21], [19, 13, 22, 49, 62, 99, 28, 254, 7, 36], [114, 70, 24, 7, 6, 15, 9, 3, 308, 38], [34, 158, 8, 35, 2, 22, 25, 22, 60, 246]]","[8, 1, 8, 8, 0, 4, 9, 1, 7, 0, 3, 1, 7, 9, 7, 4, 0, 5, 4, 2, 9, 3, 8, 2, 5, 7, 7, 3, 5, 6, 4, 3]","[4, 9, 6, 8, 6, 9, 8, 0, 1, 6, 2, 9, 3, 8, 9, 9, 9, 8, 9, 9, 7, 7, 4, 6, 4, 2, 0, 7, 3, 8, 5, 2]"
