cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations,training_loss
0,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1111', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.2000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.0000', '1.0000', '1.0000']","[[0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0]]",-1,-1,-1,-1,2.3080503940582275
1,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1111', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.2000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.0000', '1.0000', '1.0000']","[[0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0]]","[3, 6, 3, 3, 6, 6, 6, 3, 3, 3, 3, 6, 3, 3, 6, 3]","[3, 6, 3, 3, 6, 6, 6, 3, 3, 3, 3, 6, 3, 3, 6, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.3103818893432617
2,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1111', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.2000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.0000', '1.0000', '1.0000']","[[0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0]]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.305936336517334
3,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1114', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.2005', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '0.9971', '1.0000', '0.0029', '1.0000', '1.0000']","[[0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 12, 0, 548, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 0, 0, 560, 0, 0], [0, 0, 0, 0, 1, 0, 559, 0, 0]]","[3, 6, 6, 6, 3, 6, 6, 6, 6, 6, 6, 6, 9, 6, 6, 6]","[3, 6, 6, 6, 3, 6, 6, 6, 6, 6, 6, 6, 9, 6, 6, 6]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.298950672149658
4,"['0.0000', '0.0000', '0.0000', '0.0000', '0.3821', '0.1482', '0.6929', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0939', '0.6148', '0.1477', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.3821', '0.1482', '0.6929', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.1508', '0.2388', '0.2435', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.3821', '0.1482', '0.6929', '0.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '0.5393', '0.9884', '0.5002', '1.0000', '1.0000']","[[0, 0, 0, 0, 92, 3, 465, 0, 0], [0, 0, 0, 0, 99, 5, 456, 0, 0], [0, 0, 0, 0, 378, 0, 182, 0, 0], [0, 0, 0, 0, 297, 10, 253, 0, 0], [0, 0, 0, 0, 214, 0, 346, 0, 0], [0, 0, 0, 0, 405, 83, 72, 0, 0], [0, 0, 0, 0, 167, 5, 388, 0, 0], [0, 0, 0, 0, 142, 29, 389, 0, 0], [0, 0, 0, 0, 484, 0, 76, 0, 0]]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 9, 6, 6, 6, 6, 6, 3]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 9, 6, 6, 6, 6, 6, 3]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2810161113739014
5,"['0.0000', '0.0000', '0.0000', '0.0000', '0.6036', '0.9857', '0.0089', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.2462', '0.1526', '0.1020', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.6036', '0.9857', '0.0089', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.3497', '0.2642', '0.0164', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.6036', '0.9857', '0.0089', '0.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '0.7690', '0.3156', '0.9902', '1.0000', '1.0000']","[[0, 0, 0, 0, 123, 421, 16, 0, 0], [0, 0, 0, 0, 90, 460, 10, 0, 0], [0, 0, 0, 0, 453, 107, 0, 0, 0], [0, 0, 0, 0, 125, 431, 4, 0, 0], [0, 0, 0, 0, 338, 210, 12, 0, 0], [0, 0, 0, 0, 8, 552, 0, 0, 0], [0, 0, 0, 0, 127, 428, 5, 0, 0], [0, 0, 0, 0, 8, 552, 0, 0, 0], [0, 0, 0, 0, 101, 457, 2, 0, 0]]","[4, 4, 6, 8, 4, 8, 4, 4, 2, 8, 5, 1, 8, 4, 4, 8]","[4, 4, 6, 8, 4, 8, 4, 4, 2, 8, 5, 1, 8, 4, 4, 8]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.274139165878296
6,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0071', '1.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.3077', '0.1114', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0071', '1.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0140', '0.2005', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0071', '1.0000', '0.0000', '0.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '0.9980', '0.0029', '1.0000', '1.0000', '1.0000']","[[0, 0, 0, 0, 1, 559, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 8, 552, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 4, 556, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0]]","[1, 5, 7, 3, 1, 1, 1, 4, 1, 1, 7, 2, 5, 7, 2, 1]","[1, 5, 7, 3, 1, 1, 1, 4, 1, 1, 7, 2, 5, 7, 2, 1]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2669804096221924
7,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1111', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.2000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.0000', '1.0000', '1.0000', '1.0000']","[[0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0]]","[2, 5, 2, 2, 2, 2, 2, 5, 5, 4, 2, 1, 2, 5, 2, 5]","[2, 5, 2, 2, 2, 2, 2, 5, 5, 4, 2, 1, 2, 5, 2, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.2375364303588867
8,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1111', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.2000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.0000', '1.0000', '1.0000', '1.0000']","[[0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0]]","[5, 4, 2, 3, 2, 5, 3, 7, 1, 2, 3, 2, 1, 2, 4, 1]","[5, 4, 2, 3, 2, 5, 3, 7, 1, 2, 3, 2, 1, 2, 4, 1]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.240309238433838
9,"['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.1111', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '0.2000', '0.0000', '0.0000', '0.0000']","['0.0000', '0.0000', '0.0000', '0.0000', '0.0000', '1.0000', '0.0000', '0.0000', '0.0000']","['1.0000', '1.0000', '1.0000', '1.0000', '1.0000', '0.0000', '1.0000', '1.0000', '1.0000']","[[0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0], [0, 0, 0, 0, 0, 560, 0, 0, 0]]","[5, 2, 5, 2, 7, 4, 2, 2, 5, 3, 1, 5, 7, 2, 1, 5]","[5, 2, 5, 2, 7, 4, 2, 2, 5, 3, 1, 5, 7, 2, 1, 5]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",0,2.197192430496216
