cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label
0,"['0.7975', '0.9697', '0.6805', '0.8762', '0.8338', '0.9479', '0.1521', '0.9291', '0.8772', '0.9048']","['0.6985', '0.9737', '0.6216', '0.7672', '0.6123', '0.8926', '0.4865', '0.8997', '0.9767', '0.9500']","['0.7975', '0.9697', '0.6805', '0.8762', '0.8338', '0.9479', '0.1521', '0.9291', '0.8772', '0.9048']","['0.7447', '0.9717', '0.6497', '0.8181', '0.7061', '0.9194', '0.2318', '0.9142', '0.9243', '0.9268']","['0.7975', '0.9697', '0.6805', '0.8762', '0.8338', '0.9479', '0.1521', '0.9291', '0.8772', '0.9048']","['0.9614', '0.9970', '0.9557', '0.9699', '0.9398', '0.9871', '0.9819', '0.9884', '0.9978', '0.9949']","[[563, 0, 13, 81, 8, 2, 36, 1, 2, 0], [0, 704, 1, 15, 4, 0, 2, 0, 0, 0], [14, 0, 460, 15, 157, 4, 26, 0, 0, 0], [23, 13, 5, 623, 28, 0, 19, 0, 0, 0], [1, 2, 70, 34, 597, 1, 10, 0, 1, 0], [0, 0, 0, 0, 0, 673, 0, 34, 1, 2], [199, 2, 181, 35, 175, 1, 108, 0, 9, 0], [0, 0, 0, 0, 0, 21, 0, 655, 0, 29], [6, 2, 10, 9, 6, 20, 21, 7, 586, 1], [0, 0, 0, 0, 0, 32, 0, 31, 1, 608]]",-1,-1
1,"['0.8102', '0.9697', '0.6967', '0.8664', '0.8310', '0.9634', '0.1549', '0.9206', '0.8653', '0.8854']","['0.7001', '0.9710', '0.6054', '0.7857', '0.6191', '0.8518', '0.5288', '0.9128', '0.9797', '0.9551']","['0.8102', '0.9697', '0.6967', '0.8664', '0.8310', '0.9634', '0.1549', '0.9206', '0.8653', '0.8854']","['0.7511', '0.9704', '0.6479', '0.8241', '0.7096', '0.9042', '0.2397', '0.9167', '0.9189', '0.9189']","['0.8102', '0.9697', '0.6967', '0.8664', '0.8310', '0.9634', '0.1549', '0.9206', '0.8653', '0.8854']","['0.9611', '0.9967', '0.9515', '0.9733', '0.9418', '0.9811', '0.9844', '0.9902', '0.9981', '0.9956']","[[572, 0, 15, 74, 9, 4, 29, 1, 2, 0], [0, 704, 1, 15, 5, 0, 1, 0, 0, 0], [14, 0, 471, 12, 152, 6, 21, 0, 0, 0], [24, 15, 7, 616, 31, 1, 17, 0, 0, 0], [1, 2, 75, 30, 595, 2, 10, 0, 1, 0], [0, 0, 0, 0, 0, 684, 0, 25, 0, 1], [202, 2, 194, 29, 164, 1, 110, 0, 8, 0], [0, 0, 0, 0, 0, 30, 0, 649, 0, 26], [4, 2, 15, 8, 5, 27, 20, 8, 578, 1], [0, 0, 0, 0, 0, 48, 0, 28, 1, 595]]",5,5
2,"['0.8300', '0.9656', '0.7041', '0.8692', '0.8142', '0.9704', '0.0986', '0.8794', '0.8757', '0.9196']","['0.6894', '0.9696', '0.5756', '0.7863', '0.6202', '0.8570', '0.4730', '0.9408', '0.9799', '0.9279']","['0.8300', '0.9656', '0.7041', '0.8692', '0.8142', '0.9704', '0.0986', '0.8794', '0.8757', '0.9196']","['0.7532', '0.9676', '0.6334', '0.8257', '0.7041', '0.9102', '0.1632', '0.9091', '0.9249', '0.9238']","['0.8300', '0.9656', '0.7041', '0.8692', '0.8142', '0.9704', '0.0986', '0.8794', '0.8757', '0.9196']","['0.9581', '0.9965', '0.9445', '0.9733', '0.9432', '0.9817', '0.9876', '0.9938', '0.9981', '0.9924']","[[586, 1, 19, 72, 7, 2, 17, 0, 2, 0], [1, 701, 1, 18, 4, 0, 1, 0, 0, 0], [13, 0, 476, 11, 157, 6, 13, 0, 0, 0], [32, 13, 9, 618, 25, 0, 14, 0, 0, 0], [1, 3, 80, 32, 583, 2, 13, 0, 1, 1], [0, 0, 0, 0, 0, 689, 0, 18, 0, 3], [211, 3, 229, 28, 159, 2, 70, 0, 8, 0], [0, 0, 0, 0, 0, 42, 0, 620, 0, 43], [6, 2, 13, 7, 5, 23, 20, 6, 585, 1], [0, 0, 0, 0, 0, 38, 0, 15, 1, 618]]",0,0
3,"['0.8442', '0.9628', '0.7396', '0.8439', '0.7989', '0.9761', '0.0437', '0.8851', '0.8518', '0.8958']","['0.6659', '0.9722', '0.5192', '0.8119', '0.6349', '0.8359', '0.4366', '0.9398', '0.9844', '0.9392']","['0.8442', '0.9628', '0.7396', '0.8439', '0.7989', '0.9761', '0.0437', '0.8851', '0.8518', '0.8958']","['0.7445', '0.9675', '0.6101', '0.8276', '0.7075', '0.9006', '0.0794', '0.9116', '0.9133', '0.9170']","['0.8442', '0.9628', '0.7396', '0.8439', '0.7989', '0.9761', '0.0437', '0.8851', '0.8518', '0.8958']","['0.9525', '0.9968', '0.9268', '0.9779', '0.9476', '0.9784', '0.9936', '0.9936', '0.9986', '0.9938']","[[596, 1, 23, 63, 10, 2, 9, 0, 2, 0], [2, 699, 2, 19, 4, 0, 0, 0, 0, 0], [17, 0, 500, 6, 140, 5, 8, 0, 0, 0], [43, 12, 15, 600, 32, 0, 9, 0, 0, 0], [1, 3, 105, 27, 572, 2, 5, 0, 1, 0], [0, 0, 0, 0, 0, 693, 0, 15, 0, 2], [224, 2, 287, 19, 139, 3, 31, 0, 5, 0], [0, 0, 0, 0, 0, 45, 0, 624, 0, 36], [12, 2, 31, 5, 4, 31, 9, 4, 569, 1], [0, 0, 0, 0, 0, 48, 0, 21, 1, 602]]",2,2
4,"['0.8739', '0.9601', '0.7692', '0.8045', '0.7640', '0.9775', '0.0141', '0.8766', '0.8772', '0.9167']","['0.6522', '0.9776', '0.5019', '0.8512', '0.6413', '0.8474', '0.2381', '0.9421', '0.9767', '0.9291']","['0.8739', '0.9601', '0.7692', '0.8045', '0.7640', '0.9775', '0.0141', '0.8766', '0.8772', '0.9167']","['0.7470', '0.9687', '0.6075', '0.8272', '0.6973', '0.9078', '0.0266', '0.9082', '0.9243', '0.9228']","['0.8739', '0.9601', '0.7692', '0.8045', '0.7640', '0.9775', '0.0141', '0.8766', '0.8772', '0.9167']","['0.9477', '0.9974', '0.9184', '0.9841', '0.9513', '0.9801', '0.9949', '0.9940', '0.9978', '0.9926']","[[617, 0, 26, 41, 5, 3, 11, 1, 2, 0], [4, 697, 2, 17, 4, 1, 1, 0, 0, 0], [18, 0, 520, 3, 125, 6, 4, 0, 0, 0], [58, 12, 19, 572, 38, 7, 4, 0, 1, 0], [1, 3, 132, 24, 547, 3, 5, 0, 1, 0], [0, 0, 0, 0, 0, 694, 0, 13, 0, 3], [232, 1, 313, 12, 130, 3, 10, 0, 9, 0], [0, 0, 0, 0, 0, 44, 0, 618, 0, 43], [16, 0, 24, 3, 4, 22, 7, 5, 586, 1], [0, 0, 0, 0, 0, 36, 0, 19, 1, 616]]",8,8
5,"['0.8952', '0.9463', '0.8595', '0.7862', '0.6243', '0.9549', '0.0028', '0.8667', '0.9356', '0.9643']","['0.6515', '0.9745', '0.4518', '0.8694', '0.7292', '0.9224', '0.0800', '0.9547', '0.9441', '0.8988']","['0.8952', '0.9463', '0.8595', '0.7862', '0.6243', '0.9549', '0.0028', '0.8667', '0.9356', '0.9643']","['0.7542', '0.9602', '0.5923', '0.8257', '0.6727', '0.9384', '0.0054', '0.9086', '0.9398', '0.9304']","['0.8952', '0.9463', '0.8595', '0.7862', '0.6243', '0.9549', '0.0028', '0.8667', '0.9356', '0.9643']","['0.9463', '0.9971', '0.8885', '0.9866', '0.9736', '0.9909', '0.9963', '0.9954', '0.9942', '0.9885']","[[632, 0, 33, 25, 1, 0, 7, 0, 8, 0], [5, 687, 4, 25, 4, 0, 0, 0, 1, 0], [15, 0, 581, 3, 69, 2, 3, 0, 3, 0], [73, 12, 31, 559, 28, 0, 6, 0, 2, 0], [3, 3, 231, 21, 447, 2, 7, 0, 2, 0], [1, 0, 0, 0, 0, 678, 0, 18, 4, 9], [229, 2, 391, 7, 62, 1, 2, 0, 16, 0], [0, 0, 0, 0, 0, 31, 0, 611, 0, 63], [12, 1, 15, 3, 2, 7, 0, 2, 625, 1], [0, 0, 0, 0, 0, 14, 0, 9, 1, 648]]",2,2
6,"['0.9051', '0.9421', '0.9497', '0.7947', '0.2444', '0.9704', '0.0000', '0.7972', '0.9162', '0.9702']","['0.6346', '0.9757', '0.3870', '0.8333', '0.8495', '0.8645', '0.0000', '0.9791', '0.9548', '0.8907']","['0.9051', '0.9421', '0.9497', '0.7947', '0.2444', '0.9704', '0.0000', '0.7972', '0.9162', '0.9702']","['0.7461', '0.9587', '0.5499', '0.8135', '0.3796', '0.9144', '0.0000', '0.8788', '0.9351', '0.9288']","['0.9051', '0.9421', '0.9497', '0.7947', '0.2444', '0.9704', '0.0000', '0.7972', '0.9162', '0.9702']","['0.9415', '0.9973', '0.8392', '0.9820', '0.9951', '0.9828', '0.9992', '0.9981', '0.9954', '0.9874']","[[639, 0, 33, 25, 1, 0, 1, 0, 7, 0], [9, 684, 4, 26, 2, 1, 0, 0, 0, 0], [12, 0, 642, 4, 12, 3, 0, 0, 3, 0], [84, 11, 36, 565, 9, 5, 0, 0, 1, 0], [11, 3, 476, 44, 175, 2, 3, 0, 2, 0], [3, 0, 0, 0, 0, 689, 0, 7, 3, 8], [229, 2, 447, 11, 7, 3, 0, 0, 11, 0], [0, 0, 0, 0, 0, 71, 0, 562, 1, 71], [20, 1, 21, 2, 0, 9, 1, 1, 612, 1], [0, 0, 0, 1, 0, 14, 0, 4, 1, 652]]",3,3
7,"['0.9008', '0.9408', '0.9645', '0.7722', '0.0992', '0.9718', '0.0000', '0.7560', '0.9296', '0.9375']","['0.6297', '0.9813', '0.3694', '0.8121', '0.8659', '0.8089', '0.0000', '0.9798', '0.9173', '0.9091']","['0.9008', '0.9408', '0.9645', '0.7722', '0.0992', '0.9718', '0.0000', '0.7560', '0.9296', '0.9375']","['0.7413', '0.9606', '0.5342', '0.7916', '0.1779', '0.8829', '0.0000', '0.8535', '0.9234', '0.9231']","['0.9008', '0.9408', '0.9645', '0.7722', '0.0992', '0.9718', '0.0000', '0.7560', '0.9296', '0.9375']","['0.9406', '0.9979', '0.8240', '0.9798', '0.9982', '0.9741', '0.9994', '0.9983', '0.9912', '0.9900']","[[636, 0, 33, 22, 1, 4, 0, 0, 10, 0], [9, 683, 4, 27, 1, 1, 0, 0, 1, 0], [10, 0, 652, 3, 0, 8, 0, 0, 3, 0], [100, 10, 38, 549, 5, 8, 0, 0, 1, 0], [8, 2, 559, 67, 71, 3, 4, 0, 2, 0], [1, 0, 1, 0, 0, 690, 0, 4, 11, 3], [228, 1, 456, 7, 4, 4, 0, 0, 10, 0], [0, 0, 0, 0, 0, 97, 0, 533, 15, 60], [17, 0, 22, 0, 0, 8, 0, 0, 621, 0], [1, 0, 0, 1, 0, 30, 0, 7, 3, 630]]",8,8
8,"['0.8683', '0.9394', '0.9689', '0.8214', '0.1285', '0.9662', '0.0000', '0.8723', '0.9611', '0.9405']","['0.6692', '0.9870', '0.3684', '0.8202', '0.8440', '0.8852', '0.0000', '0.9655', '0.8954', '0.9504']","['0.8683', '0.9394', '0.9689', '0.8214', '0.1285', '0.9662', '0.0000', '0.8723', '0.9611', '0.9405']","['0.7559', '0.9626', '0.5338', '0.8208', '0.2230', '0.9239', '0.0000', '0.9165', '0.9271', '0.9454']","['0.8683', '0.9394', '0.9689', '0.8214', '0.1285', '0.9662', '0.0000', '0.8723', '0.9611', '0.9405']","['0.9519', '0.9986', '0.8224', '0.9796', '0.9973', '0.9859', '1.0000', '0.9965', '0.9882', '0.9948']","[[613, 0, 45, 30, 1, 1, 0, 0, 16, 0], [7, 682, 5, 28, 2, 1, 0, 0, 1, 0], [8, 0, 655, 4, 1, 3, 0, 0, 5, 0], [68, 5, 39, 584, 8, 3, 0, 0, 4, 0], [2, 2, 561, 55, 92, 2, 0, 0, 2, 0], [2, 0, 0, 0, 0, 686, 0, 9, 10, 3], [213, 2, 459, 8, 5, 2, 0, 0, 21, 0], [0, 0, 0, 0, 0, 46, 0, 615, 14, 30], [3, 0, 14, 2, 0, 7, 0, 0, 642, 0], [0, 0, 0, 1, 0, 24, 0, 13, 2, 632]]",4,4
9,"['0.9093', '0.9339', '0.9586', '0.8129', '0.1383', '0.9648', '0.0000', '0.8227', '0.9536', '0.9152']","['0.6369', '0.9883', '0.3778', '0.8152', '0.8684', '0.8573', '0.0000', '0.9683', '0.8738', '0.9609']","['0.9093', '0.9339', '0.9586', '0.8129', '0.1383', '0.9648', '0.0000', '0.8227', '0.9536', '0.9152']","['0.7491', '0.9603', '0.5420', '0.8141', '0.2386', '0.9079', '0.0000', '0.8896', '0.9120', '0.9375']","['0.9093', '0.9339', '0.9586', '0.8129', '0.1383', '0.9648', '0.0000', '0.8227', '0.9536', '0.9152']","['0.9418', '0.9987', '0.8313', '0.9792', '0.9976', '0.9819', '0.9998', '0.9970', '0.9855', '0.9960']","[[642, 0, 35, 18, 1, 0, 0, 0, 10, 0], [8, 678, 6, 30, 2, 1, 0, 0, 1, 0], [14, 0, 648, 5, 2, 2, 0, 0, 5, 0], [86, 4, 34, 578, 5, 3, 0, 0, 1, 0], [8, 2, 535, 68, 99, 1, 1, 0, 2, 0], [2, 0, 0, 0, 0, 685, 0, 7, 15, 1], [234, 1, 445, 8, 5, 1, 0, 0, 16, 0], [0, 0, 0, 0, 0, 64, 0, 580, 37, 24], [14, 1, 12, 1, 0, 3, 0, 0, 637, 0], [0, 0, 0, 1, 0, 39, 0, 12, 5, 615]]",0,0
